"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",629520.457815277,25424.8695947098,270065.249455071,417272.581923045,799890.634892722,680813.40672585,125004.276203831,181102.302073871,214697.567076522
"2",266108.678612774,4074.41897463415,41422.0985739841,93779.0655711826,279450.507178536,134872.101992584,44533.2588919064,38653.0550838702,19385.7723036521
"3",106343.39102704,2307.82182229187,12902.4718138339,37038.333879609,134001.786845838,51274.960375672,8768.50982872546,7225.85847759465,4667.07541718395
"4",69220.2892637785,2711.58817501428,10240.3353419,25366.9100605204,136992.991328991,44145.6944643087,7377.00341195177,5482.8817675174,2604.93838449851
