"","work","univ","sch","imain","idisc","jmain","jdisc","atwork"
"1",638371.275021567,15512.8022081331,9110.06518120124,708700.306902086,319193.375088977,0,0,107636.177682245
"2",136624.318064241,5056.72503070158,34730.2913201526,349240.247096761,144890.352194483,122198.798798573,95297.2154114385,25393.710753032
"3",51283.3081732889,454.472416742352,77467.3875904481,259830.826644674,118862.374005094,43078.207463843,50028.8289499993,7098.1325297922
"4",4883.11224909882,2162.16962399856,3531.68275262259,38444.1562646879,122614.607512793,6544.35935911226,25234.3046424852,51790.9397158424
"5",6695.01403385022,782.773968686347,2186.97074521706,10318.9370673412,11691.3182085683,2880.52660241532,5671.61667847165,540.3084769953
"6",28383.6315259409,3922.19023734791,4320.23366526397,27548.4391661022,8863.41296980791,639.707133137393,846.197172289337,7635.10725437638
"7",13966.7283133431,71.5499542227658,0,3790.14536957952,1906.43938221758,0,0,0
"8",707.125435883257,874.575824901528,0,1384.46363016057,1230.51855198433,0,34.3556362378976,0
"9",1341.72061645931,0,859.520553579831,2345.46089690535,3523.65854744051,0,871.037558708106,52.7727634422652
"10",0,0,79191.0293614885,6974.44566436189,2027.69233464715,4432.34380589268,86.643552531777,381.365142100332
"11",722.750573487149,0,147.418445826453,2989.21968131462,2248.71326910076,0,777.736862865252,2794.12384427557
