"","work","univ","sch","imain","idisc","jmain","jdisc","atwork"
"1",1093.35937099787,0,0,5668.77695894113,801.522408601248,0,0,76.8662021707137
"2",455.7589799888,0,0,4721.76656900894,4552.22199415015,672.18579119498,0,42.8976903527781
"3",203.104476325455,0,12.1693365360418,2686.83128759937,862.083721296393,110.918651506749,73.9091705764522,0
"4",3527.4156132193,24.2735375275938,531.736859785274,13237.0319325027,6937.23254874592,256.485160131103,156.736323042634,1613.89380855528
"5",120.146219827783,614.855658044484,0,2401.25425023168,1330.07397547498,0,0,0
"6",12440.9166117225,2125.01489165412,3386.04368435147,29268.5192282593,10380.8377097574,1921.73852096849,0,141.376435201719
"7",17.4805427315261,0,0,0,0,0,0,0
"8",8.58890905947441,0,0,1401.10895523679,1332.47744768742,0,0,0
"9",183.618824401586,17.1778181189488,0,2422.66814565201,1036.93240887763,0,0,206.295171715336
"10",0,0,5543.93750670206,82.2465173025576,0,0,0,0
"11",0,0,0,1112.05664614249,343.582307584474,52.0495472999039,0,0
