"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",12978.3806609637,1109.0281720429,188.620896392471,6486.68442620849,53997.9550581635,9006.15999779825,26.794478223056,47.8585436547388,0
"2",4234.9331925553,4267.92877599271,0,946.350817597602,5395.97443435192,1125.30198246145,0,0,0
"3",1354.30262609482,0,21572.7794779944,10995.0983440024,10324.9940411807,6961.22106636276,80.8725017612716,587.108873023841,0
"4",233539.733170574,5402.91955804664,39157.2693448582,219622.7088418,225881.142060486,114110.528636904,8251.16127412643,6251.95811595252,1883.59584838753
"5",247502.732588496,3050.50887213098,23033.4348773493,115471.66676125,524965.677002451,214514.397815949,46185.5630271089,16152.0925990824,9335.36842437411
"6",266029.605231902,6275.99653855997,18709.0938466393,73583.5918888709,702516.640167277,146102.980410899,26363.102228476,6064.783590713,32296.3890612247
"7",132078.439468609,7179.68477893448,19034.982395762,73417.1434270665,280615.514447982,137567.004051274,25524.786632033,9708.05244693748,21822.4940078612
"8",46772.3138773252,3607.22679650623,12300.3276606759,29625.6518570351,118971.907476633,117128.398018367,7703.83276429865,4091.81380211626,885.144521684987
"9",79600.0925571513,4026.46835299242,12227.9060099289,44040.0336534854,148505.649428155,203356.257640034,5593.43755410112,8017.0995029813,2766.07258940145
"10",0,0,0,0,0,0,0,0,0
