"distbin","Anoka","Carver","Chisago","Dakota","Goodhue","Hennepin","Isanti","Le Sueur","McLeod","Pierce","Polk","Ramsey","Rice","Scott","Sherburne","Sibley","St. Croix","Washington","Wright","Total"
1,3046.71948539217,1428.19359859994,1473.4388901869,9710.6000956003,930.674043642844,25901.4759583361,584.599847521173,0,4971.29847952147,133.58562455359,1563.20077310322,12350.5415213483,459.975732046701,3632.53301072133,567.214991427463,0,1746.70313263264,6859.80295633218,3069.49923436979,78430.0573753361
2,4596.99652844498,717.782723972949,100.104371842686,4780.46131198699,134.293579007269,30571.7883281326,1072.40580601638,528.554036745021,3349.28925929289,2067.6269650972,2878.14722581184,13856.8511884277,3789.23298875155,1850.27875745111,397.961676657209,0,3172.70071959692,3315.82323356514,3121.06042349141,80301.3591242918
3,1962.8891028904,4006.4047688487,1087.96162448619,10362.181530451,1282.82833286034,35675.7837158877,675.737184706725,235.799101107018,0,2411.34098223399,2570.66230409909,14290.308480211,1379.23817519377,2581.05605646022,0,557.66124347224,1302.95801916081,5368.9067444978,2641.6157697364,88393.3331363034
4,6472.56107638446,380.617561857236,932.618063496035,10381.4126248462,1466.05941687582,37996.9717773035,431.700655530905,202.224155559532,52.2530800684892,1088.3483327384,510.068554180559,21204.8974434298,1023.42116045169,3747.47453247804,201.45534746654,0,159.28802091662,958.273838649912,1263.96497792316,88473.6106201568
5,6703.7992736547,2349.6808942781,902.961274867615,4728.88702378004,0,41491.3151285705,1037.7114002599,0,0,49.6891674507134,50.9649202322229,16065.7912768659,55.5488884037728,2205.78348926039,470.033315587893,0,5201.14067375103,6508.68209975622,1892.29619470107,89714.2850214201
6,9567.47152033995,3833.88292320268,0,12033.893537832,4090.85986780004,33169.1823486208,502.542351039848,0,0,89.3396334889509,1117.20350420704,14394.2925624231,54.6612435264192,1354.52884710419,1594.80397882557,955.546671764057,1038.79628557107,5472.41805137386,1029.33030416666,90298.7536312863
7,8364.75909598043,142.859230724972,170.855372928623,9893.21384419204,289.614158456274,34045.3076714146,748.577444006907,249.854819866497,1209.64841239063,545.819987571606,524.095422501871,10651.6097327702,1050.08550882357,1162.41556211509,2390.25523273165,0,2063.75986131753,4272.68733364056,2028.55330287166,79803.9719943047
8,7468.93154692592,1777.82662545696,353.469184203843,9847.45776822342,334.420907362527,35326.495158815,2770.09486020003,53.0139235559708,347.902021014728,986.637860082304,940.069693633661,11488.2708508574,53.1212770806407,56.5482997308352,815.759395199043,0,659.035864555366,2054.33300976034,2962.0592960078,78295.4475426658
9,5197.55461342647,2022.75402055279,1029.50796272362,5604.92800940138,0,30945.3741227725,2023.32790608595,726.867366499319,655.504663389974,149.611746122654,0,12806.7793390775,0,1400.90681384572,474.331026471791,0,760.408304360699,2790.78851251388,977.333341708071,67565.9777489523
10,7697.95750908805,1236.4469181045,245.772253415209,12847.9825699726,0,28211.6892899751,234.392630366649,0,0,588.349810243985,990.493766257609,9698.95448312314,0,1081.18866504959,708.601011146832,0,247.099056982739,4777.36493094426,0,68566.2928946703
11,9892.78745965771,961.186089128193,0,11258.2828625523,756.430270976312,25445.5515801177,309.851952622472,0,226.376024298753,829.409848007344,3006.72211465892,14517.8869115909,220.044915496618,1837.46125652482,1535.51349813658,0,2093.83401919375,2085.66244223976,903.58015376202,75880.5813989641
12,7635.03092179188,3481.13277187366,518.017664087232,6379.7390234046,0,31007.8245494866,69.5356119245903,201.736044517774,0,1396.12271166977,985.611389252524,18018.0369239083,1028.73844924468,6105.38177266433,2339.14695156286,0,1278.76147342326,4359.05736353719,3882.92922121125,88686.8028435605
13,8089.5850286612,1067.40435076954,0,9140.45540240596,1710.88486768773,19769.2241080395,1033.5323372654,0,319.240187525319,257.698313766079,257.553584648046,10882.1891889822,107.499845396153,1190.94370776415,1903.89452499696,0,1591.63767963578,5049.82764238091,2896.15290268876,65267.7236726138
14,7579.00288672709,1519.66295069169,309.202342370528,6003.86961906474,0,24740.4871867981,456.643656870773,130.857959691307,0,246.573432233262,592.389739355863,6080.21287175339,1944.11213638757,3766.25128817849,923.176038101169,0,2005.27900894635,5818.11227880487,1460.77539873496,63576.6087947102
