"HH_ID","PER_ID","TOUR_ID","TOURMODE_RECODE","TOURPURP_RECODE","AUTOSUFF","finalweight"
18979422,3,1,"2_HOV2","Indi-Main",2,12.4029238656475
19128034,1,1,"10_PNR_PREMIUM","Other",2,12.4029238656475
19131911,2,1,"1_SOV","Indi-Main",2,14.3974376518743
19134452,2,1,"15_TNC_SINGLE","Indi-Main",2,225.087071545307
19174745,2,1,"2_HOV2","Indi-Disc",2,112.739746746073
19274312,1,1,"7_WALK_PREMIUM","Indi-Main",2,24.3386730720835
19275121,2,1,"1_SOV","Other",2,12.8209736042322
19300841,2,1,"2_HOV2","Indi-Main",2,221.708593160041
19374211,2,1,"2_HOV2","Indi-Main",2,12.7013833970122
19400634,1,1,"7_WALK_PREMIUM","Indi-Disc",1,194.874361107812
19414456,3,1,"3_HOV3","Indi-Main",1,12.4380085317482
19489150,1,1,"1_SOV","Work",2,485.470750551876
19520675,1,1,"10_PNR_PREMIUM","Work",2,425.834557201016
19538310,2,1,"1_SOV","Indi-Main",1,1558.41662476345
19549237,1,1,"1_SOV","Indi-Disc",1,13.0613602535529
19554490,3,1,"2_HOV2","School",1,53.5749975490085
19568154,1,1,"2_HOV2","Indi-Main",2,13.3520468122113
19586035,4,1,"1_SOV","Indi-Main",2,10.574858401072
19592160,2,1,"3_HOV3","Indi-Main",2,212.917278600508
19592160,5,1,"3_HOV3","Indi-Main",2,212.917278600508
