"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",5197994.32398965,1044024.0398852,479234.971879923,112384.768988571,14162.2775750686,68687.2370537745,9624.51539274601,1395.4004995309,5002.08045471867,615.795311130441
"2",302792.371715134,2365954.06913181,505548.292749157,71604.5319646866,9231.34622667064,46029.2408204145,3356.17333288873,1507.23567941952,28079.7355903309,0
"3",131555.192593349,182809.143705957,2043684.67158902,53851.6212799551,10797.4362285782,22109.4826756303,2179.17652526906,1732.4517502657,47796.6691134701,0
"4",195891.911511345,136943.367440559,78653.7900575353,712926.218792734,10738.5298356787,79980.3775125016,5547.60651475988,2222.97959203598,7595.97021060018,0
"5",14724.8046539072,10944.2148867132,4099.8089111001,7300.30675955145,96438.5481165027,8150.33714266005,63.8633174941807,3835.64723214252,304.466824756407,0
"6",15564.1640301172,8702.46879045618,5578.53210126966,9070.28872231121,718.032642368453,314202.468851694,11399.6465714225,5326.12891847193,4279.00687042839,0
"7",2110.20231851177,2036.9174044786,583.086440458262,361.344741627309,427.138938272329,2462.64412077689,29585.144869659,0,0,0
"8",461.240927088845,1076.87599969172,140.323443724933,97.613857676535,28.5529319989084,1605.86095741773,322.495912099621,6283.50409584166,0,0
"9",4757.10631638005,1551.98091665387,2603.07059499331,2746.97420022094,0,5001.42751557847,715.076708949186,538.105933110272,26.1227205071058,0
"10",1379.30803685355,13867.1331203094,21635.7719288896,622.926706704906,0,1645.05855409954,0,0,233534.786248048,762.895928784732
"11",34308.4368596881,17941.8505722063,13007.28008265,2601.8205374047,522.114343426707,5846.2794871025,2144.06064425896,0,144.313639290275,12.4857461576811
