"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",15280.8944771192,0,601.274653299743,4192.25118462509,11890.9124272315,5927.84261135489,0,0,0
"2",39771.4975918375,1887.60191882622,6691.72352802473,7831.27238047824,28824.8571114124,7402.23237709426,28.9401556865108,814.442095504365,470.680552926284
"3",74425.7351143578,1144.23831628886,8285.89188515009,27989.3106799455,66484.3294251107,23029.2874062506,1227.35825819679,452.904626705316,1396.3426653778
"4",55262.4399044273,264.608154511396,7840.019234991,42057.2689071868,106448.557412369,29924.611370158,6976.3419735683,1102.59834917331,4022.5385979326
"5",34006.3717547669,659.086473816812,2179.28638692493,32608.430846085,118601.930714358,52029.3819096169,17901.6452191804,2104.34578523456,4306.03994264189
"6",21082.4852192199,577.599908232693,1343.67380608756,23930.5673538915,125386.013011619,56018.2757614136,11700.487281564,2671.50294672836,5350.76535873733
"7",35941.0828618562,4101.85707757232,2994.36657769788,29113.835300927,150520.448380964,65188.6160382375,9869.14481491656,4815.93564278645,16100.8345813043
"8",48650.8701316456,6630.02783800784,5552.98140736208,34282.0307837016,182296.574328503,59680.8673114409,11303.0104382484,4824.84596895754,15318.5055641914
"9",44824.666784584,5231.57175382323,6691.5647403061,41094.9843418631,162080.329257715,70370.9617124087,11670.2472536324,3871.82366025911,8723.52863424295
"10",61224.3640289371,1141.61745606796,7879.42511382804,39316.7007538968,176069.755553451,74724.9725657925,18068.1609057752,3867.39581225209,5556.6659890938
"11",98615.1288302839,1315.22086469941,24659.0155884205,57664.278259216,182852.272140723,84515.2635033086,5589.05335994201,3246.29796353976,3726.71064871961
"12",172632.652933602,956.506974611962,28366.6616845712,62241.3305597784,218843.468924542,88091.1096104071,5336.47729893791,2561.3245759552,1846.8078635588
"13",132222.346526436,3262.39919543128,14030.9020475601,61130.1497583712,172917.581978118,81578.7309770203,7910.90558537458,5507.75622631877,1191.35835914121
"14",86253.8766163445,2044.6926304107,11205.8457445162,42674.9169619984,128310.669755206,82555.5008068866,4450.34969019388,8158.31924645385,675.368824745707
"15",53666.745572279,1871.22551139388,11017.6932872054,28282.5143172552,94620.7074384147,61735.0774143263,3749.85811364035,3673.71141418258,251.007899136409
"16",26452.352641569,1005.0844854952,4307.22542733434,22160.3891504482,74027.359122534,51478.9478826515,3252.84387337139,1963.25942810269,17.1778181189488
"17",15232.1363157464,2164.83228150658,2093.90941843774,12197.7214653614,40564.9942236107,27563.4403756919,424.151288972688,934.476011531313,34.7311530649062
"18",4620.74982516848,661.591004509957,0,3686.04043795079,17757.8655408314,15972.9463697744,246.183760943313,37.7866205365039,0
"19",3924.13624349061,0,482.95397788279,1734.93657433582,12676.8273699645,12084.1836162148,24.3911879837148,312.041100239741,0
