"id","purpose","freq_as0","freq_as1","freq_as2","freq_all"
"1","work",1093.35937099787,81800.2688392077,638371.275021567,721264.903231773
"10","work",0,0,0,0
"2","work",455.7589799888,37026.7778286327,136624.318064241,174106.854872863
"3","work",203.104476325455,35767.5734866634,51283.3081732889,87253.9861362777
"4","work",3527.4156132193,3429.10074232805,4883.11224909882,11839.6286046462
"5","work",120.146219827783,2347.20882896486,6695.01403385022,9162.36908264286
"6","work",12440.9166117225,5537.37134240734,28383.6315259409,46361.9194800708
"7","work",17.4805427315261,3425.44285720576,13966.7283133431,17409.6517132804
"8","work",8.58890905947441,268.041750015979,707.125435883257,983.75609495871
"9","work",183.618824401586,549.295193630527,1341.72061645931,2074.63463449142
"1","univ",0,527.274848837921,15512.8022081331,16040.077056971
"10","univ",0,291.590129148569,0,291.590129148569
"2","univ",0,196.528502760609,5056.72503070158,5253.25353346218
"3","univ",0,1056.91431550246,454.472416742352,1511.38673224482
"4","univ",24.2735375275938,53.8563881463017,2162.16962399856,2240.29954967246
"5","univ",614.855658044484,107.712776292603,782.773968686347,1505.34240302343
"6","univ",2125.01489165412,666.240435882385,3922.19023734791,6713.44556488441
"7","univ",0,0,71.5499542227658,71.5499542227658
"8","univ",0,0,874.575824901528,874.575824901528
"9","univ",17.1778181189488,0,0,17.1778181189488
"1","sch",0,2948.19683652918,9110.06518120124,12058.2620177304
"10","sch",5543.93750670206,42791.5380009272,79191.0293614885,127526.504869118
"2","sch",0,12918.5880428697,34730.2913201526,47648.8793630223
"3","sch",12.1693365360418,46865.0592235008,77467.3875904481,124344.616150485
"4","sch",531.736859785274,2904.68062878089,3531.68275262259,6968.10024118876
"5","sch",0,536.106693904137,2186.97074521706,2723.07743912119
"6","sch",3386.04368435147,4647.49875510223,4320.23366526397,12353.7761047177
"7","sch",0,0,0,0
"8","sch",0,0,0,0
"9","sch",0,0,859.520553579831,859.520553579831
"1","imain",5668.77695894113,89134.6073289826,708700.306902086,803503.69119001
"10","imain",82.2465173025576,4501.91590258482,6974.44566436189,11558.6080842493
"2","imain",4721.76656900894,80731.7148985721,349240.247096761,434693.728564342
"3","imain",2686.83128759937,141879.45510223,259830.826644674,404397.113034503
"4","imain",13237.0319325027,11737.2420847508,38444.1562646879,63418.4302819414
"5","imain",2401.25425023168,1307.84960702593,10318.9370673412,14028.0409245988
"6","imain",29268.5192282593,7565.34153874785,27548.4391661022,64382.2999331094
"7","imain",0,1731.57651255944,3790.14536957952,5521.72188213897
"8","imain",1401.10895523679,224.57710724186,1384.46363016057,3010.14969263923
"9","imain",2422.66814565201,1473.96626601631,2345.46089690535,6242.09530857366
"1","idisc",801.522408601248,35773.0209499104,319193.375088977,355767.918447488
"10","idisc",0,1396.53080938221,2027.69233464715,3424.22314402936
"2","idisc",4552.22199415015,17800.2775218889,144890.352194483,167242.851710522
"3","idisc",862.083721296393,64866.8130951027,118862.374005094,184591.270821494
"4","idisc",6937.23254874592,20524.0745401108,122614.607512793,150075.91460165
"5","idisc",1330.07397547498,1659.18837423399,11691.3182085683,14680.5805582773
"6","idisc",10380.8377097574,3517.06547185816,8863.41296980791,22761.3161514234
"7","idisc",0,38.2069565122705,1906.43938221758,1944.64633872985
"8","idisc",1332.47744768742,338.049531451458,1230.51855198433,2901.04553112321
"9","idisc",1036.93240887763,93.4644389825133,3523.65854744051,4654.05539530065
"1","jmain",0,0,0,0
"10","jmain",0,49.0786617100209,4432.34380589268,4481.4224676027
"2","jmain",672.18579119498,54072.8364570709,122198.798798573,176943.821046839
"3","jmain",110.918651506749,31884.7173768063,43078.207463843,75073.843492156
"4","jmain",256.485160131103,8417.21329609082,6544.35935911226,15218.0578153342
"5","jmain",0,835.127791922897,2880.52660241532,3715.65439433822
"6","jmain",1921.73852096849,0,639.707133137393,2561.44565410588
"7","jmain",0,0,0,0
"8","jmain",0,0,0,0
"9","jmain",0,0,0,0
"1","jdisc",0,0,0,0
"10","jdisc",0,202.714863750679,86.643552531777,289.358416282456
"2","jdisc",0,18283.7578281683,95297.2154114385,113580.973239607
"3","jdisc",73.9091705764522,20110.8753756186,50028.8289499993,70213.6134961944
"4","jdisc",156.736323042634,14736.1178293701,25234.3046424852,40127.1587948979
"5","jdisc",0,52.0495472999039,5671.61667847165,5723.66622577155
"6","jdisc",0,0,846.197172289337,846.197172289337
"7","jdisc",0,0,0,0
"8","jdisc",0,0,34.3556362378976,34.3556362378976
"9","jdisc",0,0,871.037558708106,871.037558708106
"1","atwork",76.8662021707137,16117.0744855248,107636.177682245,123830.11836994
"10","atwork",0,12.4857461576811,381.365142100332,393.850888258014
"2","atwork",42.8976903527781,5759.74495665839,25393.710753032,31196.3534000432
"3","atwork",0,3507.01038218093,7098.1325297922,10605.1429119731
"4","atwork",1613.89380855528,9210.57873772811,51790.9397158424,62615.4122621258
"5","atwork",0,13.1104070486445,540.3084769953,553.418884043944
"6","atwork",141.376435201719,150.37170382989,7635.10725437638,7926.85539340799
"7","atwork",0,0,0,0
"8","atwork",0,0,0,0
"9","atwork",206.295171715336,0,52.7727634422652,259.067935157602
"1","Total",7640.52494071097,226300.443288993,1798524.00208421,2032464.97031391
"10","Total",5626.18402400461,49245.8541136611,93093.5198610223,147965.557998688
"2","Total",10444.8310246956,226790.226036622,913431.658669384,1150666.7157307
"3","Total",3949.01664384046,345938.418357606,608103.537773882,957990.972775328
"4","Total",26284.8057835098,71012.8642473059,255205.332120641,352503.002151457
"5","Total",4466.33010357892,6858.35402669297,40767.4657815454,52092.1499118173
