"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",0,0,0,0,0,0,0,0,0,2382.32432886671
"2",7532.37301294399,220831.575397519,23969.8901723359,2190.52469063769,0,1667.16797614311,0,0,0,1005.85539636404
"3",4963.72877409298,4848.96413674821,90289.0279769075,1291.72557375015,0,20.1613496517734,0,0,0,3271.1417290782
"4",907.092294936465,1451.12707485844,1186.94219344328,7695.18659240062,0,247.518970310008,0,0,0,476.464865773342
"5",38.2671593626786,842.525865425463,20.4774044091655,0,2300.21793970793,0,0,0,0,28.5883989288212
"6",0,16.5840113756643,0,12.2169323380413,0,4760.51755554088,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,142.726269476317,0,0,0,0
"10",0,129.292989819427,12.5422436648654,0,0,0,0,0,0,5876.61192415835
"11",317.653375699136,60.1793222868911,221.307496954876,0,0,0,0,0,0,0
