"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"1",202841.341548278,889.991708145573,14878.8043426475,11090.0975397509,65644.9376410616,33076.3843272575,445.710947447486,1890.13925034262,3635.68375584873
"2",240412.467534045,7216.99173823406,66824.6196063658,39684.9417212918,102513.231992219,35472.514560915,4121.23512534848,7918.11307064541,15210.547318861
"3",265122.027030454,6280.15435837438,124906.220033832,83312.800319237,166224.965897161,58316.9239648172,10456.6457757255,8792.16163123503,15761.0176613107
"4",141744.536443223,8764.50033188262,74017.5468577475,58930.4038851136,130069.582930223,68159.4247123855,18477.6866424012,20627.7459668262,10249.9763390398
"5",46624.0667812154,1724.1475660622,17008.0494320147,27692.769317667,103946.692859466,55644.8222910667,32303.62827998,28038.8402740383,16686.1208810286
"6",24745.8412885303,1356.25910534486,1530.48359436009,18659.9468393564,67321.91392128,41916.5927056499,13449.6983736444,22797.9876499353,31207.4530154485
"7",18264.5175793494,963.725539857522,2772.25787025647,17101.5962519877,75354.5900476677,44438.2149898502,17128.062693121,16491.8428593059,62354.0693641914
"8",23761.7173717304,1154.75944253427,421.349366429363,15552.5437024385,72714.1077209948,43940.7044906563,11576.1496985396,9082.92542352892,37502.0142101826
"9",20195.3175894644,1209.02741838924,2924.37529330839,20671.8687478197,59433.9958633714,35845.6014531936,6459.01317265296,5550.52655933812,19780.9235484332
"10",14802.7028376452,1239.41098141726,2683.59351039625,35906.0916090143,68361.3095500584,37750.4591050077,5309.51230240927,3595.28428058817,14636.8634371477
"11",14597.1235041927,794.522284259924,4525.2816776548,51526.256202977,56646.3962745047,53914.570634451,8266.3037164132,9521.68991999719,6815.41669818078
"12",6764.89941808893,91.4399357269138,5254.60421157449,53142.0383374754,57938.6546188116,80234.4821281398,11603.5589724579,18997.2828732521,5670.16351016563
"13",6796.51953790783,1363.67397751843,4383.65593016086,41656.6786137601,64631.3188760807,107992.381545929,14875.1631604896,31166.1213200832,841.685435282213
"14",3369.21801132591,981.656956985106,1892.14000394329,35140.5332029257,45028.4177274278,105876.169523188,11522.0339463847,20217.4497177408,614.256171518743
"15",755.238894016486,0,951.724745506686,18768.5735110089,27324.5769077226,34455.6742583151,5718.31419431047,11035.8041959827,359.544523722012
"16",3130.98895563572,243.151746330034,334.144846227743,10687.5771277259,11082.8460752293,19627.7052114672,3535.08697879018,4219.56360528845,12.1367687637969
"17",1227.71652080714,0,26.7358458838967,9091.46254150474,5872.06887903235,6107.03585121764,1368.38194763577,0,17.4805427315261
"18",10210.2279027003,0,12.1693365360418,6153.70084394442,9803.12351031176,14032.1851266096,0,98.745341939038,0
