"","indi","joint"
"1",1056452.75207143,16337.741469987
"2",34483.5895233037,35.1090433464942
"3",295088.930620853,51170.4778387379
"4",465448.640151006,92363.2460812614
"5",396047.029069985,116358.556192896
"6",954288.891176102,69324.4921435182
"7",195556.906818932,61864.0635218232
"8",188585.025125461,54598.5625101957
"9",526964.231614022,116001.471370835
