"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",2329099.24635631,579850.494972533,272052.302774117,16554.2210309556,2512.3539371903,25230.5767711468,2159.4697360575,166.131625645698,256.875820863281,1680.20647337522
"2",117796.512016262,808614.527124156,254876.298343149,7892.64563934761,2297.34451397738,14930.3157114272,1097.77273669025,481.702258057344,1040.49057620892,5606.30504832146
"3",52035.3013671108,90258.231176327,784350.999619854,8295.94901336019,5435.72326453563,10065.7387113748,422.285684943382,0,48.5470750551876,5920.39269259636
"4",85947.818627564,58486.8911189688,30856.6352584985,136217.496145507,3159.72750263707,44307.2808065336,909.820791136558,331.06670694715,2466.10386344304,416.296039805393
"5",7323.11307928234,4718.93592103469,740.376284230073,852.446917386667,26560.0647328735,3895.4812596123,13.1104070486445,1026.30601536876,64.7294334069168,0
"6",7727.85366525397,4962.47094874993,2581.81249762979,2193.95398451699,162.581518813871,133842.718067431,4372.37569499036,3216.54748430849,479.532060416918,426.862618739709
"7",1075.81103829194,1848.98139824246,444.085759254982,40.00484831186,12.6468931797985,169.508274243582,5398.02755559714,0,0,0
"8",46.1244328318948,565.265088602486,95.0837376513347,76.8556120810188,12.3705736471792,515.553631198466,26.220814097289,2422.05303830264,16.1823583517292,0
"9",2335.18405307573,908.70802860075,806.322446458943,96.8646265459886,0,3631.78960067138,682.043923371264,453.787466181304,9307.65885194594,0
"10",429.08799201791,7295.28591630793,10977.2688259746,0,0,104.357993867732,0,0,0,17800.7519421598
"11",26445.4997558467,13117.6545612977,8557.28285482359,544.476176570576,26.7622804741028,3876.93753727638,1820.39737455539,0,1443.07231287279,0
