"id","purpose","freq_dep","freq_arr","freq_dur"
1,"atwork",3635.68375584873,1449.25707682562,86486.1259404139
1,"esc",11090.0975397509,5801.91119823057,134400.394730062
1,"idisc",33076.3843272575,5095.6108612791,107703.705952197
1,"imain",65644.9376410616,7805.16056532018,95925.9180949466
1,"jdisc",1890.13925034262,117.249726539927,39011.4466834762
1,"jmain",445.710947447486,55.5094623371031,23872.6226254551
1,"sch",14878.8043426475,12.7921700881316,11379.307654748
1,"Total",334393.09106078,22354.7508420985,503405.632954769
1,"univ",889.991708145573,0,0
1,"work",202841.341548278,2017.25978147786,4626.11127347078
2,"atwork",15210.547318861,8846.56074571266,98959.3808832942
2,"esc",39684.9417212918,9036.50008992172,167351.147466846
2,"idisc",35472.514560915,17175.9600521399,202711.081666526
2,"imain",102513.231992219,7772.25540711498,209585.999938432
2,"jdisc",7918.11307064541,4329.77228334925,79843.7020557902
2,"jmain",4121.23512534848,859.902656209295,70519.7067456571
2,"sch",66824.6196063658,1273.95348644283,11363.4712660339
2,"Total",519374.662667925,52396.8735137057,847439.251207617
2,"univ",7216.99173823406,0,1545.89886416758
2,"work",240412.467534045,3101.9687928151,5558.86232086998
3,"atwork",15761.0176613107,10563.5716032781,31942.5544412116
3,"esc",83312.800319237,32616.6607704746,62621.1555049654
3,"idisc",58316.9239648172,17465.8471460363,173364.517234338
3,"imain",166224.965897161,8666.40290389919,174930.715734404
3,"jdisc",8792.16163123503,7766.67355888082,48236.0717064698
3,"jmain",10456.6457757255,4427.44034093141,35943.3862927505
3,"sch",124906.220033832,1943.44426676593,7899.28487711335
3,"Total",739172.916672147,87063.4571304145,547536.281822021
3,"univ",6280.15435837438,0,1400.65443234416
3,"work",265122.027030454,3613.41654014813,11197.9415984244
4,"atwork",10249.9763390398,6257.25171999583,11195.0767058654
4,"esc",58930.4038851136,30367.7532377867,30083.1328739069
4,"idisc",68159.4247123855,16767.2007018547,99299.2101164296
4,"imain",130069.582930223,23660.9887636239,108030.474953294
4,"jdisc",20627.7459668262,8574.07698562679,26448.5168980802
4,"jmain",18477.6866424012,5933.89870967966,17200.4281967806
4,"sch",74017.5468577475,8398.46882967292,4335.12710165433
4,"Total",531041.404108843,104048.411696864,313381.956846719
4,"univ",8764.50033188262,0,306.43955501452
4,"work",141744.536443223,4088.7727486237,16483.5504456942
