"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",0,0,0,0,0,0,0,0,0,0
"2",0,24068,428,0,0,0,0,172,0,0
"3",0,0,15424,0,0,4,0,876,0,0
"4",0,0,289,1306,115,0,0,307,0,0
"5",0,0,0,0,1092,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,7,0,0,0
"8",0,0,10,11,0,0,33,15,0,0
"9",0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
