"","work","univ","sch","imain","idisc","jmain","jdisc","atwork"
"1",10699,644,0,10415,10458,0,0,312
"2",18250,1707,559,15222,10374,4836,2788,5748
"3",1446,975,4074,13615,18896,1772,1164,4702
"4",2415,1106,685,9516,12457,541,462,2825
"5",5916,1172,0,3048,3816,673,425,258
"6",10338,301,22,2332,998,87,21,100
"7",29721,386,4,2528,2065,103,41,78
"8",2899,1,0,13525,1116,2,0,123
"9",0,0,4507,0,0,0,0,0
"10",0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0
