"jointTours","hhsize","freq"
"0","2",86.4433460315461
"1","2",11.7715581021944
"2","2",1.78509586625948
"0","3",85.5674625556182
"1","3",12.4146142758664
"2","3",2.01792316851539
"0","4",79.8329440079281
"1","4",16.7551497133149
"2","4",3.41190627875699
"0","5",75.7736516357206
"1","5",17.9585420964731
"2","5",6.26780626780627
"0","Total",83.4448671313137
"1","Total",13.7658623274929
"2","Total",2.78927054119346
