"purpose","avgDist"
"work",4.09084761033092
"univ",4.89147643979058
"sch",3.27681866247957
"esco",3.62726247886265
"imain",4.35837714558169
"idisc",3.59885575786238
"jmain",4.60464001986097
"jdisc",4.39577969900736
"atwork",3.18488349276429
"total",3.95892108657101
