"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",152953,19466,7492,0,0,0,0,0,0,0
"2",0,37407,6480,0,0,596,0,996,0,0
"3",0,0,10180,0,0,564,0,110,0,0
"4",1955,1371,323,1410,451,812,0,317,0,0
"5",0,0,0,0,3634,0,0,0,0,0
"6",0,0,0,0,0,1945,0,0,0,0
"7",0,0,0,0,0,0,2333,0,0,0
"8",1,26,4,9,5,0,7009,27,0,0
"9",0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
