"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",4591,1528,962,0,0,0,0,0,0,0
"2",0,6163,1481,0,0,32,0,0,0,0
"3",0,0,4712,0,0,3,0,0,0,0
"4",174,444,235,3400,491,51,0,22,0,0
"5",0,0,0,0,2768,0,0,0,0,0
"6",0,0,0,0,0,65,0,0,0,0
"7",0,0,0,0,0,0,500,0,0,0
"8",0,382,364,513,325,0,512,85,0,0
"9",0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
