"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",2789,649,212,0,0,0,0,0,0,0
"2",0,13477,6421,0,0,28,0,0,882,0
"3",0,0,29090,0,0,7,0,0,980,0
"4",0,1201,1848,680,423,30,0,0,440,0
"5",0,0,0,0,1960,0,0,0,0,0
"6",0,0,0,0,0,10,0,0,0,0
"7",0,0,0,0,0,0,78,0,0,0
"8",1,347,731,33,69,0,32,0,8512,0
"9",0,0,0,0,0,0,0,0,17971,0
"10",0,0,0,0,0,0,0,0,0,0
