"OCOUNTY","DCOUNTY","trip_mode","primary_purpose","count"
"Le Sueur","Dakota","Total","escort",58
"Le Sueur","Dakota","Total","othdiscr",143
"Le Sueur","Dakota","Total","othmaint",173
"Le Sueur","Dakota","Total","school",731
"Le Sueur","Dakota","Total","shopping",49
"Le Sueur","Dakota","Total","social",22
"Le Sueur","Dakota","Total","univ",233
"Le Sueur","Dakota","Total","work",758
"Le Sueur","Goodhue","Total","atwork",5
"Le Sueur","Goodhue","Total","escort",7
"Le Sueur","Goodhue","Total","othdiscr",15
"Le Sueur","Goodhue","Total","othmaint",6
"Le Sueur","Goodhue","Total","work",50
"Le Sueur","Goodhue","Total","eatout",2
"Le Sueur","Goodhue","Total","school",1
"Le Sueur","Goodhue","Total","social",4
"Le Sueur","Goodhue","Total","univ",1
"Le Sueur","Hennepin","Total","atwork",99
"Le Sueur","Hennepin","Total","eatout",133
"Le Sueur","Hennepin","Total","escort",98
"Le Sueur","Hennepin","Total","othdiscr",349
"Le Sueur","Hennepin","Total","othmaint",423
"Le Sueur","Hennepin","Total","school",601
"Le Sueur","Hennepin","Total","shopping",55
"Le Sueur","Hennepin","Total","social",54
"Le Sueur","Hennepin","Total","univ",398
"Le Sueur","Hennepin","Total","work",1579
"Le Sueur","Isanti","Total","escort",1
"Le Sueur","Le Sueur","Total","atwork",1289
"Le Sueur","Le Sueur","Total","eatout",2820
"Le Sueur","Le Sueur","Total","escort",5609
"Le Sueur","Le Sueur","Total","othdiscr",5554
"Le Sueur","Le Sueur","Total","othmaint",3752
"Le Sueur","Le Sueur","Total","school",12035
"Le Sueur","Le Sueur","Total","shopping",9033
"Le Sueur","Le Sueur","Total","social",2620
"Le Sueur","Le Sueur","Total","univ",1340
"Le Sueur","Le Sueur","Total","work",10080
"Le Sueur","McLeod","Total","escort",1
"Le Sueur","McLeod","Total","othdiscr",10
"Le Sueur","McLeod","Total","othmaint",5
"Le Sueur","McLeod","Total","social",2
"Le Sueur","McLeod","Total","work",47
"Le Sueur","McLeod","Total","eatout",1
"Le Sueur","McLeod","Total","shopping",2
"Le Sueur","Pierce","Total","eatout",1
"Le Sueur","Pierce","Total","othdiscr",2
"Le Sueur","Pierce","Total","othmaint",1
"Le Sueur","Pierce","Total","work",2
"Le Sueur","Polk","Total","escort",1
"Le Sueur","Ramsey","Total","atwork",7
"Le Sueur","Ramsey","Total","eatout",19
"Le Sueur","Ramsey","Total","escort",12
"Le Sueur","Ramsey","Total","othdiscr",66
"Le Sueur","Ramsey","Total","othmaint",69
"Le Sueur","Ramsey","Total","school",2
"Le Sueur","Ramsey","Total","shopping",2
"Le Sueur","Ramsey","Total","social",6
"Le Sueur","Ramsey","Total","univ",32
"Le Sueur","Ramsey","Total","work",176
"Le Sueur","Rice","Total","atwork",63
"Le Sueur","Rice","Total","eatout",115
"Le Sueur","Rice","Total","escort",221
"Le Sueur","Rice","Total","othdiscr",300
"Le Sueur","Rice","Total","othmaint",292
"Le Sueur","Rice","Total","school",2334
"Le Sueur","Rice","Total","shopping",292
"Le Sueur","Rice","Total","social",161
"Le Sueur","Rice","Total","univ",606
"Le Sueur","Rice","Total","work",1409
"Le Sueur","Scott","Total","atwork",207
"Le Sueur","Scott","Total","eatout",385
"Le Sueur","Scott","Total","escort",820
"Le Sueur","Scott","Total","othdiscr",913
"Le Sueur","Scott","Total","othmaint",614
"Le Sueur","Scott","Total","school",4970
"Le Sueur","Scott","Total","shopping",1310
"Le Sueur","Scott","Total","social",335
"Le Sueur","Scott","Total","univ",894
"Le Sueur","Scott","Total","work",2466
"Le Sueur","Sherburne","Total","escort",1
"Le Sueur","Sherburne","Total","social",1
"Le Sueur","Sherburne","Total","othmaint",2
"Le Sueur","Sherburne","Total","work",3
"Le Sueur","Sibley","Total","atwork",35
"Le Sueur","Sibley","Total","eatout",76
"Le Sueur","Sibley","Total","escort",111
"Le Sueur","Sibley","Total","othdiscr",144
"Le Sueur","Sibley","Total","othmaint",130
"Le Sueur","Sibley","Total","school",217
"Le Sueur","Sibley","Total","shopping",181
"Le Sueur","Sibley","Total","social",82
"Le Sueur","Sibley","Total","univ",48
"Le Sueur","Sibley","Total","work",626
"Le Sueur","St. Croix","Total","othdiscr",4
"Le Sueur","St. Croix","Total","othmaint",1
"Le Sueur","St. Croix","Total","work",4
"Le Sueur","Washington","Total","eatout",2
"Le Sueur","Washington","Total","othdiscr",5
"Le Sueur","Washington","Total","othmaint",4
"Le Sueur","Washington","Total","work",20
"Le Sueur","Washington","Total","school",1
"Le Sueur","Washington","Total","atwork",2
"Le Sueur","Wright","Total","eatout",2
"Le Sueur","Wright","Total","escort",1
"Le Sueur","Wright","Total","othdiscr",4
"Le Sueur","Wright","Total","univ",1
"Le Sueur","Wright","Total","work",12
"Le Sueur","Wright","Total","school",1
"Le Sueur","Wright","Total","othmaint",6
"Le Sueur","Wright","Total","shopping",1
"McLeod","Anoka","Total","atwork",3
"McLeod","Anoka","Total","eatout",3
"McLeod","Anoka","Total","escort",2
"McLeod","Anoka","Total","othdiscr",13
"McLeod","Anoka","Total","othmaint",8
"McLeod","Anoka","Total","work",28
"McLeod","Carver","Total","atwork",80
"McLeod","Carver","Total","eatout",109
"McLeod","Carver","Total","escort",257
"McLeod","Carver","Total","othdiscr",277
"McLeod","Carver","Total","othmaint",229
"McLeod","Carver","Total","school",1818
"McLeod","Carver","Total","shopping",217
"McLeod","Carver","Total","social",157
"McLeod","Carver","Total","univ",314
"McLeod","Carver","Total","work",2035
"McLeod","Chisago","Total","work",3
"McLeod","Dakota","Total","atwork",10
"McLeod","Dakota","Total","eatout",9
"McLeod","Dakota","Total","escort",15
"McLeod","Dakota","Total","othdiscr",29
"McLeod","Dakota","Total","othmaint",28
"McLeod","Dakota","Total","school",21
"McLeod","Dakota","Total","shopping",1
"McLeod","Dakota","Total","social",1
"McLeod","Dakota","Total","univ",12
"McLeod","Dakota","Total","work",153
"McLeod","Hennepin","Total","atwork",136
"McLeod","Hennepin","Total","eatout",117
"McLeod","Hennepin","Total","escort",113
"McLeod","Hennepin","Total","othdiscr",367
"McLeod","Hennepin","Total","othmaint",440
"McLeod","Hennepin","Total","school",739
"McLeod","Hennepin","Total","shopping",92
"McLeod","Hennepin","Total","social",50
"McLeod","Hennepin","Total","univ",369
"McLeod","Hennepin","Total","work",2327
"McLeod","Isanti","Total","othmaint",1
"McLeod","Isanti","Total","work",1
"McLeod","Le Sueur","Total","othdiscr",11
"McLeod","Le Sueur","Total","othmaint",8
"McLeod","Le Sueur","Total","social",2
"McLeod","Le Sueur","Total","work",46
"McLeod","Le Sueur","Total","atwork",1
"McLeod","Le Sueur","Total","eatout",1
"McLeod","Le Sueur","Total","escort",1
"McLeod","Le Sueur","Total","shopping",2
"McLeod","McLeod","Total","atwork",4564
"McLeod","McLeod","Total","eatout",5654
"McLeod","McLeod","Total","escort",9458
"McLeod","McLeod","Total","othdiscr",11122
"McLeod","McLeod","Total","othmaint",8069
"McLeod","McLeod","Total","school",11361
"McLeod","McLeod","Total","shopping",15637
"McLeod","McLeod","Total","social",3993
"McLeod","McLeod","Total","univ",1094
"McLeod","McLeod","Total","work",22114
"McLeod","Pierce","Total","escort",1
"McLeod","Ramsey","Total","atwork",7
"McLeod","Ramsey","Total","eatout",16
"McLeod","Ramsey","Total","escort",18
"McLeod","Ramsey","Total","othdiscr",34
"McLeod","Ramsey","Total","othmaint",43
"McLeod","Ramsey","Total","univ",63
"McLeod","Ramsey","Total","work",136
"McLeod","Ramsey","Total","shopping",2
"McLeod","Rice","Total","work",3
"McLeod","Rice","Total","univ",1
"McLeod","Scott","Total","atwork",11
"McLeod","Scott","Total","escort",11
"McLeod","Scott","Total","othdiscr",41
"McLeod","Scott","Total","othmaint",31
"McLeod","Scott","Total","school",150
"McLeod","Scott","Total","shopping",8
"McLeod","Scott","Total","social",5
"McLeod","Scott","Total","univ",31
"McLeod","Scott","Total","work",306
"McLeod","Scott","Total","eatout",9
"McLeod","Sherburne","Total","othdiscr",6
"McLeod","Sherburne","Total","shopping",1
"McLeod","Sherburne","Total","work",42
"McLeod","Sherburne","Total","escort",2
"McLeod","Sherburne","Total","othmaint",4
"McLeod","Sherburne","Total","social",1
"McLeod","Sherburne","Total","atwork",2
"McLeod","Sibley","Total","atwork",31
"McLeod","Sibley","Total","eatout",80
"McLeod","Sibley","Total","escort",133
"McLeod","Sibley","Total","othdiscr",206
"McLeod","Sibley","Total","othmaint",135
"McLeod","Sibley","Total","school",1100
"McLeod","Sibley","Total","shopping",206
"McLeod","Sibley","Total","social",76
"McLeod","Sibley","Total","univ",217
"McLeod","Sibley","Total","work",809
"McLeod","St. Croix","Total","work",3
"McLeod","St. Croix","Total","othdiscr",1
"McLeod","Washington","Total","escort",3
"McLeod","Washington","Total","othdiscr",4
"McLeod","Washington","Total","shopping",1
"McLeod","Washington","Total","univ",1
"McLeod","Washington","Total","othmaint",3
"McLeod","Washington","Total","atwork",1
"McLeod","Washington","Total","eatout",1
"McLeod","Washington","Total","work",11
"McLeod","Wright","Total","atwork",55
"McLeod","Wright","Total","eatout",103
"McLeod","Wright","Total","escort",189
"McLeod","Wright","Total","othdiscr",276
"McLeod","Wright","Total","othmaint",186
"McLeod","Wright","Total","school",349
"McLeod","Wright","Total","shopping",192
"McLeod","Wright","Total","social",106
"McLeod","Wright","Total","univ",40
"McLeod","Wright","Total","work",1291
"Pierce","Anoka","Total","atwork",5
"Pierce","Anoka","Total","eatout",7
"Pierce","Anoka","Total","escort",12
"Pierce","Anoka","Total","othdiscr",35
"Pierce","Anoka","Total","othmaint",13
"Pierce","Anoka","Total","school",11
"Pierce","Anoka","Total","shopping",2
"Pierce","Anoka","Total","social",3
"Pierce","Anoka","Total","univ",6
"Pierce","Anoka","Total","work",74
"Pierce","Carver","Total","atwork",3
"Pierce","Carver","Total","escort",3
"Pierce","Carver","Total","othdiscr",6
"Pierce","Carver","Total","social",1
"Pierce","Carver","Total","work",14
"Pierce","Carver","Total","othmaint",4
"Pierce","Carver","Total","school",1
"Pierce","Chisago","Total","escort",4
"Pierce","Chisago","Total","univ",3
"Pierce","Chisago","Total","work",19
"Pierce","Chisago","Total","othdiscr",1
"Pierce","Chisago","Total","othmaint",2
"Pierce","Chisago","Total","social",1
"Pierce","Dakota","Total","atwork",110
"Pierce","Dakota","Total","eatout",192
"Pierce","Dakota","Total","escort",341
"Pierce","Dakota","Total","othdiscr",510
"Pierce","Dakota","Total","othmaint",453
"Pierce","Dakota","Total","school",1734
"Pierce","Dakota","Total","shopping",428
"Pierce","Dakota","Total","social",182
"Pierce","Dakota","Total","univ",593
"Pierce","Dakota","Total","work",2084
"Pierce","Goodhue","Total","atwork",97
"Pierce","Goodhue","Total","eatout",151
"Pierce","Goodhue","Total","escort",235
"Pierce","Goodhue","Total","othdiscr",365
"Pierce","Goodhue","Total","othmaint",319
"Pierce","Goodhue","Total","school",338
"Pierce","Goodhue","Total","shopping",375
"Pierce","Goodhue","Total","social",156
"Pierce","Goodhue","Total","univ",180
"Pierce","Goodhue","Total","work",2037
"Pierce","Hennepin","Total","atwork",82
"Pierce","Hennepin","Total","eatout",133
"Pierce","Hennepin","Total","escort",112
"Pierce","Hennepin","Total","othdiscr",414
"Pierce","Hennepin","Total","othmaint",393
"Pierce","Hennepin","Total","school",159
"Pierce","Hennepin","Total","shopping",67
"Pierce","Hennepin","Total","social",48
"Pierce","Hennepin","Total","univ",162
"Pierce","Hennepin","Total","work",1412
"Pierce","Isanti","Total","escort",1
"Pierce","Le Sueur","Total","eatout",1
"Pierce","Le Sueur","Total","othdiscr",2
"Pierce","Le Sueur","Total","othmaint",1
"Pierce","Le Sueur","Total","work",2
"Pierce","McLeod","Total","escort",1
"Pierce","Pierce","Total","atwork",1567
"Pierce","Pierce","Total","eatout",3553
"Pierce","Pierce","Total","escort",8426
"Pierce","Pierce","Total","othdiscr",6493
"Pierce","Pierce","Total","othmaint",4349
"Pierce","Pierce","Total","school",15872
"Pierce","Pierce","Total","shopping",11937
"Pierce","Pierce","Total","social",3090
"Pierce","Pierce","Total","univ",3881
"Pierce","Pierce","Total","work",10666
"Pierce","Polk","Total","atwork",5
"Pierce","Polk","Total","eatout",2
"Pierce","Polk","Total","escort",11
"Pierce","Polk","Total","othdiscr",16
"Pierce","Polk","Total","othmaint",8
"Pierce","Polk","Total","school",4
"Pierce","Polk","Total","univ",68
"Pierce","Polk","Total","work",86
"Pierce","Polk","Total","shopping",6
"Pierce","Polk","Total","social",2
"Pierce","Ramsey","Total","atwork",85
"Pierce","Ramsey","Total","eatout",158
"Pierce","Ramsey","Total","escort",161
"Pierce","Ramsey","Total","othdiscr",492
"Pierce","Ramsey","Total","othmaint",476
"Pierce","Ramsey","Total","school",558
"Pierce","Ramsey","Total","shopping",115
"Pierce","Ramsey","Total","social",98
"Pierce","Ramsey","Total","univ",471
"Pierce","Ramsey","Total","work",1835
"Pierce","Rice","Total","atwork",5
"Pierce","Rice","Total","eatout",5
"Pierce","Rice","Total","escort",3
"Pierce","Rice","Total","othdiscr",8
"Pierce","Rice","Total","othmaint",8
"Pierce","Rice","Total","univ",5
"Pierce","Rice","Total","work",40
"Pierce","Rice","Total","shopping",1
"Pierce","Scott","Total","atwork",6
"Pierce","Scott","Total","eatout",7
"Pierce","Scott","Total","escort",4
"Pierce","Scott","Total","othdiscr",6
"Pierce","Scott","Total","othmaint",10
"Pierce","Scott","Total","school",25
"Pierce","Scott","Total","univ",23
"Pierce","Scott","Total","work",63
"Pierce","Scott","Total","shopping",1
"Pierce","Sherburne","Total","work",4
"Pierce","Sherburne","Total","othdiscr",2
"Pierce","Sherburne","Total","univ",1
"Pierce","St. Croix","Total","atwork",363
"Pierce","St. Croix","Total","eatout",595
"Pierce","St. Croix","Total","escort",1093
"Pierce","St. Croix","Total","othdiscr",1258
"Pierce","St. Croix","Total","othmaint",988
"Pierce","St. Croix","Total","school",3038
"Pierce","St. Croix","Total","shopping",1620
"Pierce","St. Croix","Total","social",540
"Pierce","St. Croix","Total","univ",1150
"Pierce","St. Croix","Total","work",4424
"Pierce","Washington","Total","atwork",88
"Pierce","Washington","Total","eatout",129
"Pierce","Washington","Total","escort",206
"Pierce","Washington","Total","othdiscr",317
"Pierce","Washington","Total","othmaint",305
"Pierce","Washington","Total","school",3198
"Pierce","Washington","Total","shopping",244
"Pierce","Washington","Total","social",141
"Pierce","Washington","Total","univ",1016
"Pierce","Washington","Total","work",1761
"Pierce","Wright","Total","othdiscr",3
"Pierce","Wright","Total","work",6
"Pierce","Wright","Total","othmaint",2
"Polk","Anoka","Total","atwork",33
"Polk","Anoka","Total","eatout",25
"Polk","Anoka","Total","escort",45
"Polk","Anoka","Total","othdiscr",127
"Polk","Anoka","Total","othmaint",88
"Polk","Anoka","Total","school",1836
"Polk","Anoka","Total","shopping",24
"Polk","Anoka","Total","social",17
"Polk","Anoka","Total","univ",648
"Polk","Anoka","Total","work",565
"Polk","Carver","Total","eatout",1
"Polk","Carver","Total","escort",2
"Polk","Carver","Total","work",9
"Polk","Carver","Total","othdiscr",1
"Polk","Carver","Total","othmaint",1
"Polk","Chisago","Total","atwork",102
"Polk","Chisago","Total","eatout",222
"Polk","Chisago","Total","escort",551
"Polk","Chisago","Total","othdiscr",539
"Polk","Chisago","Total","othmaint",455
"Polk","Chisago","Total","school",3000
"Polk","Chisago","Total","shopping",627
"Polk","Chisago","Total","social",234
"Polk","Chisago","Total","univ",698
"Polk","Chisago","Total","work",2157
"Polk","Dakota","Total","atwork",11
"Polk","Dakota","Total","eatout",9
"Polk","Dakota","Total","escort",15
"Polk","Dakota","Total","othdiscr",51
"Polk","Dakota","Total","othmaint",34
"Polk","Dakota","Total","school",33
"Polk","Dakota","Total","univ",19
"Polk","Dakota","Total","work",165
"Polk","Dakota","Total","shopping",2
"Polk","Dakota","Total","social",1
"Polk","Goodhue","Total","escort",1
"Polk","Goodhue","Total","othdiscr",2
"Polk","Goodhue","Total","work",24
"Polk","Goodhue","Total","othmaint",2
"Polk","Goodhue","Total","eatout",1
"Polk","Hennepin","Total","atwork",43
"Polk","Hennepin","Total","eatout",72
"Polk","Hennepin","Total","escort",62
"Polk","Hennepin","Total","othdiscr",265
"Polk","Hennepin","Total","othmaint",260
"Polk","Hennepin","Total","school",130
"Polk","Hennepin","Total","shopping",21
"Polk","Hennepin","Total","social",18
"Polk","Hennepin","Total","univ",172
"Polk","Hennepin","Total","work",941
"Polk","Isanti","Total","atwork",4
"Polk","Isanti","Total","eatout",4
"Polk","Isanti","Total","escort",8
"Polk","Isanti","Total","othdiscr",28
"Polk","Isanti","Total","othmaint",17
"Polk","Isanti","Total","school",129
"Polk","Isanti","Total","shopping",3
"Polk","Isanti","Total","social",1
"Polk","Isanti","Total","univ",51
"Polk","Isanti","Total","work",95
"Polk","Le Sueur","Total","escort",1
"Polk","Pierce","Total","atwork",3
"Polk","Pierce","Total","eatout",3
"Polk","Pierce","Total","escort",7
"Polk","Pierce","Total","othdiscr",18
"Polk","Pierce","Total","othmaint",11
"Polk","Pierce","Total","shopping",6
"Polk","Pierce","Total","univ",114
"Polk","Pierce","Total","work",103
"Polk","Pierce","Total","school",7
"Polk","Pierce","Total","social",2
"Polk","Polk","Total","atwork",3810
"Polk","Polk","Total","eatout",5918
"Polk","Polk","Total","escort",10692
"Polk","Polk","Total","othdiscr",11365
"Polk","Polk","Total","othmaint",9663
"Polk","Polk","Total","school",20005
"Polk","Polk","Total","shopping",19567
"Polk","Polk","Total","social",5474
"Polk","Polk","Total","univ",2865
"Polk","Polk","Total","work",21328
"Polk","Ramsey","Total","atwork",61
"Polk","Ramsey","Total","eatout",88
"Polk","Ramsey","Total","escort",80
"Polk","Ramsey","Total","othdiscr",277
"Polk","Ramsey","Total","othmaint",280
"Polk","Ramsey","Total","school",664
"Polk","Ramsey","Total","shopping",46
"Polk","Ramsey","Total","social",30
"Polk","Ramsey","Total","univ",722
"Polk","Ramsey","Total","work",1256
"Polk","Rice","Total","work",1
"Polk","Rice","Total","othdiscr",1
"Polk","Rice","Total","othmaint",1
"Polk","Scott","Total","atwork",1
"Polk","Scott","Total","othmaint",3
"Polk","Scott","Total","escort",2
"Polk","Scott","Total","othdiscr",4
"Polk","Scott","Total","eatout",1
"Polk","Scott","Total","school",2
"Polk","Scott","Total","work",4
"Polk","Sherburne","Total","othdiscr",5
"Polk","Sherburne","Total","univ",2
"Polk","Sherburne","Total","work",19
"Polk","Sherburne","Total","escort",3
"Polk","Sherburne","Total","eatout",1
"Polk","Sherburne","Total","shopping",1
"Polk","St. Croix","Total","atwork",93
"Polk","St. Croix","Total","eatout",148
"Polk","St. Croix","Total","escort",336
"Polk","St. Croix","Total","othdiscr",433
"Polk","St. Croix","Total","othmaint",329
"Polk","St. Croix","Total","school",1654
"Polk","St. Croix","Total","shopping",435
"Polk","St. Croix","Total","social",184
"Polk","St. Croix","Total","univ",262
"Polk","St. Croix","Total","work",2306
"Polk","Washington","Total","atwork",81
"Polk","Washington","Total","eatout",89
"Polk","Washington","Total","escort",122
"Polk","Washington","Total","othdiscr",288
"Polk","Washington","Total","othmaint",210
"Polk","Washington","Total","school",2891
"Polk","Washington","Total","shopping",152
"Polk","Washington","Total","social",64
"Polk","Washington","Total","univ",825
"Polk","Washington","Total","work",1593
"Polk","Wright","Total","othmaint",2
"Polk","Wright","Total","school",3
"Polk","Wright","Total","univ",2
"Polk","Wright","Total","work",7
"Polk","Wright","Total","escort",1
"Polk","Wright","Total","othdiscr",2
"Ramsey","Anoka","Total","atwork",3743
"Ramsey","Anoka","Total","eatout",4777
"Ramsey","Anoka","Total","escort",7031
"Ramsey","Anoka","Total","othdiscr",10785
"Ramsey","Anoka","Total","othmaint",9508
"Ramsey","Anoka","Total","school",7468
"Ramsey","Anoka","Total","shopping",11156
"Ramsey","Anoka","Total","social",3754
"Ramsey","Anoka","Total","univ",2982
"Ramsey","Anoka","Total","work",41936
"Ramsey","Carver","Total","atwork",103
"Ramsey","Carver","Total","eatout",88
"Ramsey","Carver","Total","escort",88
"Ramsey","Carver","Total","othdiscr",263
"Ramsey","Carver","Total","othmaint",223
"Ramsey","Carver","Total","school",12
"Ramsey","Carver","Total","shopping",63
"Ramsey","Carver","Total","social",47
"Ramsey","Carver","Total","univ",179
"Ramsey","Carver","Total","work",1408
"Ramsey","Chisago","Total","atwork",122
"Ramsey","Chisago","Total","eatout",172
"Ramsey","Chisago","Total","escort",230
"Ramsey","Chisago","Total","othdiscr",594
"Ramsey","Chisago","Total","othmaint",633
"Ramsey","Chisago","Total","school",162
"Ramsey","Chisago","Total","shopping",166
"Ramsey","Chisago","Total","social",125
"Ramsey","Chisago","Total","univ",356
"Ramsey","Chisago","Total","work",3492
"Ramsey","Dakota","Total","atwork",5470
"Ramsey","Dakota","Total","eatout",4450
"Ramsey","Dakota","Total","escort",6804
"Ramsey","Dakota","Total","othdiscr",10979
"Ramsey","Dakota","Total","othmaint",10935
"Ramsey","Dakota","Total","school",7990
"Ramsey","Dakota","Total","shopping",9279
"Ramsey","Dakota","Total","social",3778
"Ramsey","Dakota","Total","univ",3614
"Ramsey","Dakota","Total","work",47311
"Ramsey","Goodhue","Total","atwork",85
"Ramsey","Goodhue","Total","eatout",84
"Ramsey","Goodhue","Total","escort",80
"Ramsey","Goodhue","Total","othdiscr",227
"Ramsey","Goodhue","Total","othmaint",248
"Ramsey","Goodhue","Total","school",85
"Ramsey","Goodhue","Total","shopping",20
"Ramsey","Goodhue","Total","social",31
"Ramsey","Goodhue","Total","univ",103
"Ramsey","Goodhue","Total","work",777
"Ramsey","Hennepin","Total","atwork",20407
"Ramsey","Hennepin","Total","eatout",11992
"Ramsey","Hennepin","Total","escort",16918
"Ramsey","Hennepin","Total","othdiscr",28995
"Ramsey","Hennepin","Total","othmaint",33427
"Ramsey","Hennepin","Total","school",16069
"Ramsey","Hennepin","Total","shopping",27742
"Ramsey","Hennepin","Total","social",11127
"Ramsey","Hennepin","Total","univ",12621
"Ramsey","Hennepin","Total","work",148253
"Ramsey","Isanti","Total","atwork",38
"Ramsey","Isanti","Total","eatout",56
"Ramsey","Isanti","Total","escort",77
"Ramsey","Isanti","Total","othdiscr",195
"Ramsey","Isanti","Total","othmaint",184
"Ramsey","Isanti","Total","school",1
"Ramsey","Isanti","Total","shopping",37
"Ramsey","Isanti","Total","social",26
"Ramsey","Isanti","Total","univ",106
"Ramsey","Isanti","Total","work",959
"Ramsey","Le Sueur","Total","atwork",8
"Ramsey","Le Sueur","Total","eatout",20
"Ramsey","Le Sueur","Total","escort",10
"Ramsey","Le Sueur","Total","othdiscr",62
"Ramsey","Le Sueur","Total","othmaint",45
"Ramsey","Le Sueur","Total","school",2
"Ramsey","Le Sueur","Total","shopping",1
"Ramsey","Le Sueur","Total","social",6
"Ramsey","Le Sueur","Total","univ",17
"Ramsey","Le Sueur","Total","work",122
"Ramsey","McLeod","Total","atwork",7
"Ramsey","McLeod","Total","eatout",17
"Ramsey","McLeod","Total","escort",10
"Ramsey","McLeod","Total","othdiscr",34
"Ramsey","McLeod","Total","othmaint",19
"Ramsey","McLeod","Total","shopping",1
"Ramsey","McLeod","Total","univ",52
"Ramsey","McLeod","Total","work",69
"Ramsey","Pierce","Total","atwork",79
"Ramsey","Pierce","Total","eatout",154
"Ramsey","Pierce","Total","escort",157
"Ramsey","Pierce","Total","othdiscr",461
"Ramsey","Pierce","Total","othmaint",447
"Ramsey","Pierce","Total","school",530
"Ramsey","Pierce","Total","shopping",111
"Ramsey","Pierce","Total","social",103
"Ramsey","Pierce","Total","univ",438
"Ramsey","Pierce","Total","work",1790
"Ramsey","Polk","Total","atwork",66
"Ramsey","Polk","Total","eatout",83
"Ramsey","Polk","Total","escort",85
"Ramsey","Polk","Total","othdiscr",273
"Ramsey","Polk","Total","othmaint",263
"Ramsey","Polk","Total","school",637
"Ramsey","Polk","Total","shopping",48
"Ramsey","Polk","Total","social",33
"Ramsey","Polk","Total","univ",650
"Ramsey","Polk","Total","work",1320
"Ramsey","Ramsey","Total","atwork",90825
"Ramsey","Ramsey","Total","eatout",68455
"Ramsey","Ramsey","Total","escort",98597
"Ramsey","Ramsey","Total","othdiscr",144483
"Ramsey","Ramsey","Total","othmaint",114965
"Ramsey","Ramsey","Total","school",138767
"Ramsey","Ramsey","Total","shopping",183319
"Ramsey","Ramsey","Total","social",45311
"Ramsey","Ramsey","Total","univ",64003
"Ramsey","Ramsey","Total","work",289989
"Ramsey","Rice","Total","atwork",29
"Ramsey","Rice","Total","eatout",39
"Ramsey","Rice","Total","escort",46
"Ramsey","Rice","Total","othdiscr",129
"Ramsey","Rice","Total","othmaint",118
"Ramsey","Rice","Total","shopping",18
"Ramsey","Rice","Total","social",14
"Ramsey","Rice","Total","univ",16
"Ramsey","Rice","Total","work",479
"Ramsey","Scott","Total","atwork",162
"Ramsey","Scott","Total","eatout",136
"Ramsey","Scott","Total","escort",152
"Ramsey","Scott","Total","othdiscr",453
"Ramsey","Scott","Total","othmaint",434
"Ramsey","Scott","Total","school",130
"Ramsey","Scott","Total","shopping",102
"Ramsey","Scott","Total","social",88
"Ramsey","Scott","Total","univ",333
"Ramsey","Scott","Total","work",2543
"Ramsey","Sherburne","Total","atwork",69
"Ramsey","Sherburne","Total","eatout",85
"Ramsey","Sherburne","Total","escort",97
"Ramsey","Sherburne","Total","othdiscr",272
"Ramsey","Sherburne","Total","othmaint",272
"Ramsey","Sherburne","Total","school",5
"Ramsey","Sherburne","Total","shopping",46
"Ramsey","Sherburne","Total","social",34
"Ramsey","Sherburne","Total","univ",171
"Ramsey","Sherburne","Total","work",1363
"Ramsey","Sibley","Total","atwork",7
"Ramsey","Sibley","Total","eatout",7
"Ramsey","Sibley","Total","escort",6
"Ramsey","Sibley","Total","othdiscr",27
"Ramsey","Sibley","Total","othmaint",14
"Ramsey","Sibley","Total","school",2
"Ramsey","Sibley","Total","univ",9
"Ramsey","Sibley","Total","work",33
"Ramsey","Sibley","Total","shopping",3
"Ramsey","St. Croix","Total","atwork",374
"Ramsey","St. Croix","Total","eatout",420
"Ramsey","St. Croix","Total","escort",571
"Ramsey","St. Croix","Total","othdiscr",1340
"Ramsey","St. Croix","Total","othmaint",1458
"Ramsey","St. Croix","Total","school",580
"Ramsey","St. Croix","Total","shopping",460
"Ramsey","St. Croix","Total","social",333
"Ramsey","St. Croix","Total","univ",667
"Ramsey","St. Croix","Total","work",7484
"Ramsey","Washington","Total","atwork",4674
"Ramsey","Washington","Total","eatout",6676
"Ramsey","Washington","Total","escort",10389
"Ramsey","Washington","Total","othdiscr",15592
"Ramsey","Washington","Total","othmaint",14631
"Ramsey","Washington","Total","school",9248
"Ramsey","Washington","Total","shopping",15824
"Ramsey","Washington","Total","social",5283
"Ramsey","Washington","Total","univ",4616
"Ramsey","Washington","Total","work",54329
"Ramsey","Wright","Total","atwork",65
"Ramsey","Wright","Total","eatout",107
"Ramsey","Wright","Total","escort",120
"Ramsey","Wright","Total","othdiscr",353
"Ramsey","Wright","Total","othmaint",308
"Ramsey","Wright","Total","school",8
"Ramsey","Wright","Total","shopping",44
"Ramsey","Wright","Total","social",39
"Ramsey","Wright","Total","univ",205
"Ramsey","Wright","Total","work",1602
"Rice","Anoka","Total","atwork",3
"Rice","Anoka","Total","eatout",5
"Rice","Anoka","Total","escort",9
"Rice","Anoka","Total","othdiscr",20
"Rice","Anoka","Total","othmaint",9
"Rice","Anoka","Total","work",51
"Rice","Anoka","Total","shopping",1
"Rice","Anoka","Total","social",1
"Rice","Carver","Total","atwork",5
"Rice","Carver","Total","eatout",12
"Rice","Carver","Total","escort",10
"Rice","Carver","Total","othdiscr",25
"Rice","Carver","Total","othmaint",18
"Rice","Carver","Total","shopping",5
"Rice","Carver","Total","social",7
