"OCOUNTY","DCOUNTY","trip_mode","primary_purpose","count"
"Anoka","Anoka","Auto 2 Person","atwork",6015
"Anoka","Anoka","Auto 2 Person","eatout",12186
"Anoka","Anoka","Auto 2 Person","escort",30289
"Anoka","Anoka","Auto 2 Person","othdiscr",20319
"Anoka","Anoka","Auto 2 Person","othmaint",12030
"Anoka","Anoka","Auto 2 Person","school",22403
"Anoka","Anoka","Auto 2 Person","shopping",24845
"Anoka","Anoka","Auto 2 Person","social",7587
"Anoka","Anoka","Auto 2 Person","univ",5743
"Anoka","Anoka","Auto 2 Person","work",21572
"Anoka","Anoka","Auto 3+ Person","atwork",2494
"Anoka","Anoka","Auto 3+ Person","eatout",6341
"Anoka","Anoka","Auto 3+ Person","escort",17932
"Anoka","Anoka","Auto 3+ Person","othdiscr",14993
"Anoka","Anoka","Auto 3+ Person","othmaint",5213
"Anoka","Anoka","Auto 3+ Person","school",30467
"Anoka","Anoka","Auto 3+ Person","shopping",10483
"Anoka","Anoka","Auto 3+ Person","social",3816
"Anoka","Anoka","Auto 3+ Person","univ",3510
"Anoka","Anoka","Auto 3+ Person","work",5133
"Anoka","Anoka","Auto SOV","atwork",11650
"Anoka","Anoka","Auto SOV","eatout",12652
"Anoka","Anoka","Auto SOV","escort",11633
"Anoka","Anoka","Auto SOV","othdiscr",27803
"Anoka","Anoka","Auto SOV","othmaint",26137
"Anoka","Anoka","Auto SOV","school",3035
"Anoka","Anoka","Auto SOV","shopping",63687
"Anoka","Anoka","Auto SOV","social",9308
"Anoka","Anoka","Auto SOV","univ",5271
"Anoka","Anoka","Auto SOV","work",89527
"Anoka","Anoka","Bike/Moped","atwork",8
"Anoka","Anoka","Bike/Moped","eatout",1260
"Anoka","Anoka","Bike/Moped","escort",281
"Anoka","Anoka","Bike/Moped","othdiscr",3125
"Anoka","Anoka","Bike/Moped","othmaint",757
"Anoka","Anoka","Bike/Moped","school",1982
"Anoka","Anoka","Bike/Moped","shopping",3507
"Anoka","Anoka","Bike/Moped","social",892
"Anoka","Anoka","Bike/Moped","univ",1821
"Anoka","Anoka","Bike/Moped","work",2018
"Anoka","Anoka","Drive-Transit","eatout",2
"Anoka","Anoka","Drive-Transit","othdiscr",20
"Anoka","Anoka","Drive-Transit","othmaint",17
"Anoka","Anoka","Drive-Transit","school",13
"Anoka","Anoka","Drive-Transit","shopping",53
"Anoka","Anoka","Drive-Transit","social",9
"Anoka","Anoka","Drive-Transit","univ",121
"Anoka","Anoka","Drive-Transit","work",280
"Anoka","Anoka","School Bus","atwork",2182
"Anoka","Anoka","School Bus","eatout",113
"Anoka","Anoka","School Bus","escort",1554
"Anoka","Anoka","School Bus","othdiscr",198
"Anoka","Anoka","School Bus","othmaint",2078
"Anoka","Anoka","School Bus","school",17538
"Anoka","Anoka","School Bus","shopping",3682
"Anoka","Anoka","School Bus","social",91
"Anoka","Anoka","School Bus","univ",1454
"Anoka","Anoka","School Bus","work",1794
"Anoka","Anoka","Walk","atwork",1805
"Anoka","Anoka","Walk","eatout",4303
"Anoka","Anoka","Walk","escort",1398
"Anoka","Anoka","Walk","othdiscr",7550
"Anoka","Anoka","Walk","othmaint",1622
"Anoka","Anoka","Walk","school",4411
"Anoka","Anoka","Walk","shopping",6241
"Anoka","Anoka","Walk","social",2391
"Anoka","Anoka","Walk","univ",2769
"Anoka","Anoka","Walk","work",2915
"Anoka","Anoka","Walk-Transit","eatout",1
"Anoka","Anoka","Walk-Transit","othdiscr",5
"Anoka","Anoka","Walk-Transit","othmaint",14
"Anoka","Anoka","Walk-Transit","school",1
"Anoka","Anoka","Walk-Transit","shopping",16
"Anoka","Anoka","Walk-Transit","social",2
"Anoka","Anoka","Walk-Transit","univ",3
"Anoka","Anoka","Walk-Transit","work",70
"Anoka","Anoka",NA,"school",9093
"Anoka","Carver","Auto 2 Person","atwork",10
"Anoka","Carver","Auto 2 Person","eatout",10
"Anoka","Carver","Auto 2 Person","escort",14
"Anoka","Carver","Auto 2 Person","othdiscr",18
"Anoka","Carver","Auto 2 Person","othmaint",14
"Anoka","Carver","Auto 2 Person","shopping",2
"Anoka","Carver","Auto 2 Person","social",3
"Anoka","Carver","Auto 2 Person","univ",1
"Anoka","Carver","Auto 2 Person","work",87
"Anoka","Carver","Auto 3+ Person","atwork",1
"Anoka","Carver","Auto 3+ Person","eatout",4
"Anoka","Carver","Auto 3+ Person","escort",11
"Anoka","Carver","Auto 3+ Person","othdiscr",17
"Anoka","Carver","Auto 3+ Person","othmaint",5
"Anoka","Carver","Auto 3+ Person","school",1
"Anoka","Carver","Auto 3+ Person","shopping",1
"Anoka","Carver","Auto 3+ Person","social",2
"Anoka","Carver","Auto 3+ Person","univ",4
"Anoka","Carver","Auto 3+ Person","work",19
"Anoka","Carver","Auto SOV","atwork",18
"Anoka","Carver","Auto SOV","eatout",11
"Anoka","Carver","Auto SOV","escort",12
"Anoka","Carver","Auto SOV","othdiscr",37
"Anoka","Carver","Auto SOV","othmaint",48
"Anoka","Carver","Auto SOV","school",1
"Anoka","Carver","Auto SOV","shopping",12
"Anoka","Carver","Auto SOV","social",4
"Anoka","Carver","Auto SOV","univ",1
"Anoka","Carver","Auto SOV","work",308
"Anoka","Carver","Drive-Transit","othmaint",1
"Anoka","Carver","Drive-Transit","work",2
"Anoka","Carver","School Bus","atwork",1
"Anoka","Carver","School Bus","othdiscr",2
"Anoka","Carver","School Bus","work",6
"Anoka","Chisago","Auto 2 Person","atwork",37
"Anoka","Chisago","Auto 2 Person","eatout",98
"Anoka","Chisago","Auto 2 Person","escort",249
"Anoka","Chisago","Auto 2 Person","othdiscr",235
"Anoka","Chisago","Auto 2 Person","othmaint",166
"Anoka","Chisago","Auto 2 Person","school",522
"Anoka","Chisago","Auto 2 Person","shopping",147
"Anoka","Chisago","Auto 2 Person","social",84
"Anoka","Chisago","Auto 2 Person","univ",176
"Anoka","Chisago","Auto 2 Person","work",621
"Anoka","Chisago","Auto 3+ Person","atwork",16
"Anoka","Chisago","Auto 3+ Person","eatout",51
"Anoka","Chisago","Auto 3+ Person","escort",162
"Anoka","Chisago","Auto 3+ Person","othdiscr",148
"Anoka","Chisago","Auto 3+ Person","othmaint",66
"Anoka","Chisago","Auto 3+ Person","school",690
"Anoka","Chisago","Auto 3+ Person","shopping",66
"Anoka","Chisago","Auto 3+ Person","social",47
"Anoka","Chisago","Auto 3+ Person","univ",105
"Anoka","Chisago","Auto 3+ Person","work",188
"Anoka","Chisago","Auto SOV","atwork",80
"Anoka","Chisago","Auto SOV","eatout",115
"Anoka","Chisago","Auto SOV","escort",133
"Anoka","Chisago","Auto SOV","othdiscr",351
"Anoka","Chisago","Auto SOV","othmaint",392
"Anoka","Chisago","Auto SOV","school",79
"Anoka","Chisago","Auto SOV","shopping",368
"Anoka","Chisago","Auto SOV","social",115
"Anoka","Chisago","Auto SOV","univ",152
"Anoka","Chisago","Auto SOV","work",2498
"Anoka","Chisago","School Bus","eatout",1
"Anoka","Chisago","School Bus","escort",7
"Anoka","Chisago","School Bus","othmaint",7
"Anoka","Chisago","School Bus","school",67
"Anoka","Chisago","School Bus","shopping",8
"Anoka","Chisago","School Bus","univ",2
"Anoka","Chisago",NA,"school",553
"Anoka","Dakota","Auto 2 Person","atwork",51
"Anoka","Dakota","Auto 2 Person","eatout",48
"Anoka","Dakota","Auto 2 Person","escort",68
"Anoka","Dakota","Auto 2 Person","othdiscr",124
"Anoka","Dakota","Auto 2 Person","othmaint",98
"Anoka","Dakota","Auto 2 Person","school",17
"Anoka","Dakota","Auto 2 Person","shopping",38
"Anoka","Dakota","Auto 2 Person","social",34
"Anoka","Dakota","Auto 2 Person","univ",9
"Anoka","Dakota","Auto 2 Person","work",587
"Anoka","Dakota","Auto 3+ Person","atwork",23
"Anoka","Dakota","Auto 3+ Person","eatout",28
"Anoka","Dakota","Auto 3+ Person","escort",45
"Anoka","Dakota","Auto 3+ Person","othdiscr",74
"Anoka","Dakota","Auto 3+ Person","othmaint",44
"Anoka","Dakota","Auto 3+ Person","school",20
"Anoka","Dakota","Auto 3+ Person","shopping",16
"Anoka","Dakota","Auto 3+ Person","social",7
"Anoka","Dakota","Auto 3+ Person","univ",13
"Anoka","Dakota","Auto 3+ Person","work",147
"Anoka","Dakota","Auto SOV","atwork",100
"Anoka","Dakota","Auto SOV","eatout",61
"Anoka","Dakota","Auto SOV","escort",37
"Anoka","Dakota","Auto SOV","othdiscr",227
"Anoka","Dakota","Auto SOV","othmaint",266
"Anoka","Dakota","Auto SOV","school",2
"Anoka","Dakota","Auto SOV","shopping",84
"Anoka","Dakota","Auto SOV","social",34
"Anoka","Dakota","Auto SOV","univ",11
"Anoka","Dakota","Auto SOV","work",2253
"Anoka","Dakota","Drive-Transit","othdiscr",3
"Anoka","Dakota","Drive-Transit","othmaint",1
"Anoka","Dakota","Drive-Transit","shopping",2
"Anoka","Dakota","Drive-Transit","univ",4
"Anoka","Dakota","Drive-Transit","work",61
"Anoka","Dakota","School Bus","atwork",6
"Anoka","Dakota","School Bus","eatout",1
"Anoka","Dakota","School Bus","escort",1
"Anoka","Dakota","School Bus","othdiscr",7
"Anoka","Dakota","School Bus","othmaint",10
"Anoka","Dakota","School Bus","school",2
"Anoka","Dakota","School Bus","shopping",2
"Anoka","Dakota","School Bus","social",2
"Anoka","Dakota","School Bus","univ",3
"Anoka","Dakota","School Bus","work",64
"Anoka","Dakota","Walk-Transit","work",3
"Anoka","Dakota",NA,"school",3
"Anoka","Goodhue","Auto 2 Person","escort",2
"Anoka","Goodhue","Auto 2 Person","othdiscr",4
"Anoka","Goodhue","Auto 2 Person","othmaint",1
"Anoka","Goodhue","Auto 2 Person","school",3
"Anoka","Goodhue","Auto 2 Person","work",7
"Anoka","Goodhue","Auto 3+ Person","escort",1
"Anoka","Goodhue","Auto 3+ Person","othdiscr",2
"Anoka","Goodhue","Auto 3+ Person","othmaint",1
"Anoka","Goodhue","Auto 3+ Person","school",2
"Anoka","Goodhue","Auto 3+ Person","univ",1
"Anoka","Goodhue","Auto SOV","atwork",2
"Anoka","Goodhue","Auto SOV","eatout",2
"Anoka","Goodhue","Auto SOV","escort",4
"Anoka","Goodhue","Auto SOV","othdiscr",6
"Anoka","Goodhue","Auto SOV","othmaint",9
"Anoka","Goodhue","Auto SOV","shopping",1
"Anoka","Goodhue","Auto SOV","univ",3
"Anoka","Goodhue","Auto SOV","work",39
"Anoka","Hennepin","Auto 2 Person","atwork",1895
"Anoka","Hennepin","Auto 2 Person","eatout",2671
"Anoka","Hennepin","Auto 2 Person","escort",5862
"Anoka","Hennepin","Auto 2 Person","othdiscr",5478
"Anoka","Hennepin","Auto 2 Person","othmaint",4647
"Anoka","Hennepin","Auto 2 Person","school",3667
"Anoka","Hennepin","Auto 2 Person","shopping",3973
"Anoka","Hennepin","Auto 2 Person","social",2280
"Anoka","Hennepin","Auto 2 Person","univ",1805
"Anoka","Hennepin","Auto 2 Person","work",15458
"Anoka","Hennepin","Auto 3+ Person","atwork",806
"Anoka","Hennepin","Auto 3+ Person","eatout",1395
"Anoka","Hennepin","Auto 3+ Person","escort",3409
"Anoka","Hennepin","Auto 3+ Person","othdiscr",4194
"Anoka","Hennepin","Auto 3+ Person","othmaint",2031
"Anoka","Hennepin","Auto 3+ Person","school",5053
"Anoka","Hennepin","Auto 3+ Person","shopping",1691
"Anoka","Hennepin","Auto 3+ Person","social",1154
"Anoka","Hennepin","Auto 3+ Person","univ",1000
"Anoka","Hennepin","Auto 3+ Person","work",3772
"Anoka","Hennepin","Auto SOV","atwork",3509
"Anoka","Hennepin","Auto SOV","eatout",3311
"Anoka","Hennepin","Auto SOV","escort",2473
"Anoka","Hennepin","Auto SOV","othdiscr",8501
"Anoka","Hennepin","Auto SOV","othmaint",10778
"Anoka","Hennepin","Auto SOV","school",611
"Anoka","Hennepin","Auto SOV","shopping",10139
"Anoka","Hennepin","Auto SOV","social",3007
"Anoka","Hennepin","Auto SOV","univ",1593
"Anoka","Hennepin","Auto SOV","work",61007
"Anoka","Hennepin","Bike/Moped","eatout",25
"Anoka","Hennepin","Bike/Moped","escort",6
"Anoka","Hennepin","Bike/Moped","othdiscr",56
"Anoka","Hennepin","Bike/Moped","othmaint",15
"Anoka","Hennepin","Bike/Moped","school",78
"Anoka","Hennepin","Bike/Moped","shopping",47
"Anoka","Hennepin","Bike/Moped","social",23
"Anoka","Hennepin","Bike/Moped","univ",94
"Anoka","Hennepin","Bike/Moped","work",53
"Anoka","Hennepin","Drive-Transit","eatout",9
"Anoka","Hennepin","Drive-Transit","escort",2
"Anoka","Hennepin","Drive-Transit","othdiscr",34
"Anoka","Hennepin","Drive-Transit","othmaint",47
"Anoka","Hennepin","Drive-Transit","school",26
"Anoka","Hennepin","Drive-Transit","shopping",44
"Anoka","Hennepin","Drive-Transit","social",16
"Anoka","Hennepin","Drive-Transit","univ",199
"Anoka","Hennepin","Drive-Transit","work",1371
"Anoka","Hennepin","School Bus","atwork",222
"Anoka","Hennepin","School Bus","eatout",29
"Anoka","Hennepin","School Bus","escort",183
"Anoka","Hennepin","School Bus","othdiscr",134
"Anoka","Hennepin","School Bus","othmaint",699
"Anoka","Hennepin","School Bus","school",1938
"Anoka","Hennepin","School Bus","shopping",491
"Anoka","Hennepin","School Bus","social",37
"Anoka","Hennepin","School Bus","univ",328
"Anoka","Hennepin","School Bus","work",2200
"Anoka","Hennepin","Walk","atwork",3
"Anoka","Hennepin","Walk","eatout",22
"Anoka","Hennepin","Walk","escort",4
"Anoka","Hennepin","Walk","othdiscr",22
"Anoka","Hennepin","Walk","othmaint",1
"Anoka","Hennepin","Walk","school",47
"Anoka","Hennepin","Walk","shopping",29
"Anoka","Hennepin","Walk","social",12
"Anoka","Hennepin","Walk","univ",47
"Anoka","Hennepin","Walk","work",18
"Anoka","Hennepin","Walk-Transit","eatout",11
"Anoka","Hennepin","Walk-Transit","escort",1
"Anoka","Hennepin","Walk-Transit","othdiscr",32
"Anoka","Hennepin","Walk-Transit","othmaint",39
"Anoka","Hennepin","Walk-Transit","shopping",33
"Anoka","Hennepin","Walk-Transit","social",8
"Anoka","Hennepin","Walk-Transit","univ",8
"Anoka","Hennepin","Walk-Transit","work",444
"Anoka","Hennepin",NA,"school",1106
"Anoka","Isanti","Auto 2 Person","atwork",36
"Anoka","Isanti","Auto 2 Person","eatout",122
"Anoka","Isanti","Auto 2 Person","escort",321
"Anoka","Isanti","Auto 2 Person","othdiscr",262
"Anoka","Isanti","Auto 2 Person","othmaint",196
"Anoka","Isanti","Auto 2 Person","school",222
"Anoka","Isanti","Auto 2 Person","shopping",179
"Anoka","Isanti","Auto 2 Person","social",113
"Anoka","Isanti","Auto 2 Person","univ",117
"Anoka","Isanti","Auto 2 Person","work",781
"Anoka","Isanti","Auto 3+ Person","atwork",16
"Anoka","Isanti","Auto 3+ Person","eatout",41
"Anoka","Isanti","Auto 3+ Person","escort",190
"Anoka","Isanti","Auto 3+ Person","othdiscr",188
"Anoka","Isanti","Auto 3+ Person","othmaint",70
"Anoka","Isanti","Auto 3+ Person","school",293
"Anoka","Isanti","Auto 3+ Person","shopping",71
"Anoka","Isanti","Auto 3+ Person","social",57
"Anoka","Isanti","Auto 3+ Person","univ",70
"Anoka","Isanti","Auto 3+ Person","work",173
"Anoka","Isanti","Auto SOV","atwork",76
"Anoka","Isanti","Auto SOV","eatout",134
"Anoka","Isanti","Auto SOV","escort",149
"Anoka","Isanti","Auto SOV","othdiscr",375
"Anoka","Isanti","Auto SOV","othmaint",458
"Anoka","Isanti","Auto SOV","school",41
"Anoka","Isanti","Auto SOV","shopping",539
"Anoka","Isanti","Auto SOV","social",181
"Anoka","Isanti","Auto SOV","univ",113
"Anoka","Isanti","Auto SOV","work",3219
"Anoka","Isanti","School Bus","atwork",1
"Anoka","Isanti","School Bus","escort",7
"Anoka","Isanti","School Bus","othdiscr",1
"Anoka","Isanti","School Bus","othmaint",9
"Anoka","Isanti","School Bus","school",55
"Anoka","Isanti","School Bus","shopping",14
"Anoka","Isanti","School Bus","univ",3
"Anoka","Isanti","School Bus","work",1
"Anoka","Isanti",NA,"school",121
"Anoka","Le Sueur","Auto 2 Person","escort",1
"Anoka","Le Sueur","Auto 2 Person","othdiscr",2
"Anoka","Le Sueur","Auto 2 Person","work",5
"Anoka","Le Sueur","Auto 3+ Person","atwork",1
"Anoka","Le Sueur","Auto 3+ Person","eatout",1
"Anoka","Le Sueur","Auto 3+ Person","othdiscr",1
"Anoka","Le Sueur","Auto SOV","atwork",2
"Anoka","Le Sueur","Auto SOV","othdiscr",5
"Anoka","Le Sueur","Auto SOV","othmaint",10
"Anoka","Le Sueur","Auto SOV","shopping",1
"Anoka","Le Sueur","Auto SOV","work",8
"Anoka","McLeod","Auto 2 Person","atwork",3
"Anoka","McLeod","Auto 2 Person","eatout",1
"Anoka","McLeod","Auto 2 Person","escort",2
"Anoka","McLeod","Auto 2 Person","othdiscr",4
"Anoka","McLeod","Auto 2 Person","work",4
"Anoka","McLeod","Auto 3+ Person","atwork",1
"Anoka","McLeod","Auto 3+ Person","escort",1
"Anoka","McLeod","Auto 3+ Person","othdiscr",1
"Anoka","McLeod","Auto 3+ Person","shopping",2
"Anoka","McLeod","Auto 3+ Person","work",1
"Anoka","McLeod","Auto SOV","eatout",2
"Anoka","McLeod","Auto SOV","escort",1
"Anoka","McLeod","Auto SOV","othdiscr",5
"Anoka","McLeod","Auto SOV","othmaint",7
"Anoka","McLeod","Auto SOV","work",16
"Anoka","Pierce","Auto 2 Person","atwork",1
"Anoka","Pierce","Auto 2 Person","eatout",1
"Anoka","Pierce","Auto 2 Person","escort",3
"Anoka","Pierce","Auto 2 Person","othdiscr",7
"Anoka","Pierce","Auto 2 Person","othmaint",3
"Anoka","Pierce","Auto 2 Person","school",3
"Anoka","Pierce","Auto 2 Person","social",2
"Anoka","Pierce","Auto 2 Person","univ",2
"Anoka","Pierce","Auto 2 Person","work",11
"Anoka","Pierce","Auto 3+ Person","escort",1
"Anoka","Pierce","Auto 3+ Person","othdiscr",8
"Anoka","Pierce","Auto 3+ Person","school",3
"Anoka","Pierce","Auto 3+ Person","univ",2
"Anoka","Pierce","Auto 3+ Person","work",1
"Anoka","Pierce","Auto SOV","atwork",3
"Anoka","Pierce","Auto SOV","eatout",4
"Anoka","Pierce","Auto SOV","escort",2
"Anoka","Pierce","Auto SOV","othdiscr",20
"Anoka","Pierce","Auto SOV","othmaint",8
"Anoka","Pierce","Auto SOV","school",3
"Anoka","Pierce","Auto SOV","shopping",2
"Anoka","Pierce","Auto SOV","social",2
"Anoka","Pierce","Auto SOV","univ",3
"Anoka","Pierce","Auto SOV","work",43
"Anoka","Pierce",NA,"school",4
"Anoka","Polk","Auto 2 Person","atwork",12
"Anoka","Polk","Auto 2 Person","eatout",4
"Anoka","Polk","Auto 2 Person","escort",22
"Anoka","Polk","Auto 2 Person","othdiscr",35
"Anoka","Polk","Auto 2 Person","othmaint",21
"Anoka","Polk","Auto 2 Person","school",639
"Anoka","Polk","Auto 2 Person","shopping",5
"Anoka","Polk","Auto 2 Person","social",7
"Anoka","Polk","Auto 2 Person","univ",284
"Anoka","Polk","Auto 2 Person","work",118
"Anoka","Polk","Auto 3+ Person","eatout",3
"Anoka","Polk","Auto 3+ Person","escort",11
"Anoka","Polk","Auto 3+ Person","othdiscr",12
"Anoka","Polk","Auto 3+ Person","othmaint",4
"Anoka","Polk","Auto 3+ Person","school",864
"Anoka","Polk","Auto 3+ Person","shopping",1
"Anoka","Polk","Auto 3+ Person","social",1
"Anoka","Polk","Auto 3+ Person","univ",167
"Anoka","Polk","Auto 3+ Person","work",16
"Anoka","Polk","Auto SOV","atwork",18
"Anoka","Polk","Auto SOV","eatout",13
"Anoka","Polk","Auto SOV","escort",12
"Anoka","Polk","Auto SOV","othdiscr",84
"Anoka","Polk","Auto SOV","othmaint",68
"Anoka","Polk","Auto SOV","school",150
"Anoka","Polk","Auto SOV","shopping",19
"Anoka","Polk","Auto SOV","social",9
"Anoka","Polk","Auto SOV","univ",239
"Anoka","Polk","Auto SOV","work",452
"Anoka","Polk","School Bus","escort",1
"Anoka","Polk","School Bus","othmaint",1
"Anoka","Polk","School Bus","school",15
"Anoka","Polk","School Bus","univ",2
"Anoka","Polk",NA,"school",546
"Anoka","Ramsey","Auto 2 Person","atwork",1037
"Anoka","Ramsey","Auto 2 Person","eatout",1735
"Anoka","Ramsey","Auto 2 Person","escort",3447
"Anoka","Ramsey","Auto 2 Person","othdiscr",3192
"Anoka","Ramsey","Auto 2 Person","othmaint",2458
"Anoka","Ramsey","Auto 2 Person","school",2080
"Anoka","Ramsey","Auto 2 Person","shopping",2597
"Anoka","Ramsey","Auto 2 Person","social",1287
"Anoka","Ramsey","Auto 2 Person","univ",965
"Anoka","Ramsey","Auto 2 Person","work",7356
"Anoka","Ramsey","Auto 3+ Person","atwork",447
"Anoka","Ramsey","Auto 3+ Person","eatout",904
"Anoka","Ramsey","Auto 3+ Person","escort",1999
"Anoka","Ramsey","Auto 3+ Person","othdiscr",2380
"Anoka","Ramsey","Auto 3+ Person","othmaint",1064
"Anoka","Ramsey","Auto 3+ Person","school",2836
"Anoka","Ramsey","Auto 3+ Person","shopping",1083
"Anoka","Ramsey","Auto 3+ Person","social",635
"Anoka","Ramsey","Auto 3+ Person","univ",593
"Anoka","Ramsey","Auto 3+ Person","work",1690
"Anoka","Ramsey","Auto SOV","atwork",2037
"Anoka","Ramsey","Auto SOV","eatout",1962
"Anoka","Ramsey","Auto SOV","escort",1425
"Anoka","Ramsey","Auto SOV","othdiscr",4903
"Anoka","Ramsey","Auto SOV","othmaint",5472
"Anoka","Ramsey","Auto SOV","school",347
"Anoka","Ramsey","Auto SOV","shopping",6819
"Anoka","Ramsey","Auto SOV","social",1725
"Anoka","Ramsey","Auto SOV","univ",885
"Anoka","Ramsey","Auto SOV","work",29989
"Anoka","Ramsey","Bike/Moped","atwork",2
"Anoka","Ramsey","Bike/Moped","eatout",80
"Anoka","Ramsey","Bike/Moped","escort",16
"Anoka","Ramsey","Bike/Moped","othdiscr",185
"Anoka","Ramsey","Bike/Moped","othmaint",48
"Anoka","Ramsey","Bike/Moped","school",62
"Anoka","Ramsey","Bike/Moped","shopping",140
"Anoka","Ramsey","Bike/Moped","social",50
"Anoka","Ramsey","Bike/Moped","univ",66
"Anoka","Ramsey","Bike/Moped","work",130
"Anoka","Ramsey","Drive-Transit","eatout",1
"Anoka","Ramsey","Drive-Transit","escort",1
"Anoka","Ramsey","Drive-Transit","othdiscr",12
"Anoka","Ramsey","Drive-Transit","othmaint",15
"Anoka","Ramsey","Drive-Transit","school",5
"Anoka","Ramsey","Drive-Transit","shopping",16
"Anoka","Ramsey","Drive-Transit","social",5
"Anoka","Ramsey","Drive-Transit","univ",125
"Anoka","Ramsey","Drive-Transit","work",477
"Anoka","Ramsey","School Bus","atwork",171
"Anoka","Ramsey","School Bus","eatout",19
"Anoka","Ramsey","School Bus","escort",113
"Anoka","Ramsey","School Bus","othdiscr",53
"Anoka","Ramsey","School Bus","othmaint",326
"Anoka","Ramsey","School Bus","school",1082
"Anoka","Ramsey","School Bus","shopping",318
"Anoka","Ramsey","School Bus","social",17
"Anoka","Ramsey","School Bus","univ",174
"Anoka","Ramsey","School Bus","work",984
"Anoka","Ramsey","Walk","atwork",8
"Anoka","Ramsey","Walk","eatout",33
"Anoka","Ramsey","Walk","escort",8
"Anoka","Ramsey","Walk","othdiscr",55
"Anoka","Ramsey","Walk","othmaint",12
"Anoka","Ramsey","Walk","school",17
"Anoka","Ramsey","Walk","shopping",91
"Anoka","Ramsey","Walk","social",23
"Anoka","Ramsey","Walk","univ",49
"Anoka","Ramsey","Walk","work",26
"Anoka","Ramsey","Walk-Transit","eatout",1
"Anoka","Ramsey","Walk-Transit","othdiscr",1
"Anoka","Ramsey","Walk-Transit","othmaint",1
"Anoka","Ramsey","Walk-Transit","shopping",3
"Anoka","Ramsey","Walk-Transit","social",1
"Anoka","Ramsey","Walk-Transit","univ",1
"Anoka","Ramsey","Walk-Transit","work",50
"Anoka","Ramsey",NA,"school",931
"Anoka","Rice","Auto 2 Person","atwork",1
"Anoka","Rice","Auto 2 Person","eatout",1
"Anoka","Rice","Auto 2 Person","escort",3
"Anoka","Rice","Auto 2 Person","othdiscr",7
"Anoka","Rice","Auto 2 Person","othmaint",1
"Anoka","Rice","Auto 2 Person","work",6
"Anoka","Rice","Auto 3+ Person","atwork",1
"Anoka","Rice","Auto 3+ Person","eatout",2
"Anoka","Rice","Auto 3+ Person","escort",4
"Anoka","Rice","Auto 3+ Person","othdiscr",1
"Anoka","Rice","Auto SOV","eatout",2
"Anoka","Rice","Auto SOV","escort",2
"Anoka","Rice","Auto SOV","othdiscr",11
"Anoka","Rice","Auto SOV","othmaint",9
"Anoka","Rice","Auto SOV","social",1
"Anoka","Rice","Auto SOV","work",32
"Anoka","Scott","Auto 2 Person","atwork",7
"Anoka","Scott","Auto 2 Person","eatout",7
"Anoka","Scott","Auto 2 Person","escort",11
"Anoka","Scott","Auto 2 Person","othdiscr",20
"Anoka","Scott","Auto 2 Person","othmaint",17
"Anoka","Scott","Auto 2 Person","school",2
"Anoka","Scott","Auto 2 Person","shopping",10
"Anoka","Scott","Auto 2 Person","social",5
"Anoka","Scott","Auto 2 Person","univ",3
"Anoka","Scott","Auto 2 Person","work",91
"Anoka","Scott","Auto 3+ Person","atwork",4
"Anoka","Scott","Auto 3+ Person","eatout",6
"Anoka","Scott","Auto 3+ Person","escort",8
"Anoka","Scott","Auto 3+ Person","othdiscr",13
"Anoka","Scott","Auto 3+ Person","othmaint",8
"Anoka","Scott","Auto 3+ Person","school",3
"Anoka","Scott","Auto 3+ Person","shopping",3
"Anoka","Scott","Auto 3+ Person","social",1
"Anoka","Scott","Auto 3+ Person","work",15
"Anoka","Scott","Auto SOV","atwork",16
"Anoka","Scott","Auto SOV","eatout",10
"Anoka","Scott","Auto SOV","escort",7
"Anoka","Scott","Auto SOV","othdiscr",52
"Anoka","Scott","Auto SOV","othmaint",49
"Anoka","Scott","Auto SOV","shopping",12
"Anoka","Scott","Auto SOV","social",5
"Anoka","Scott","Auto SOV","univ",1
"Anoka","Scott","Auto SOV","work",339
"Anoka","Scott","Drive-Transit","othdiscr",1
"Anoka","Scott","Drive-Transit","work",4
"Anoka","Scott","School Bus","escort",1
"Anoka","Scott","School Bus","othdiscr",2
"Anoka","Scott","School Bus","othmaint",1
"Anoka","Scott","School Bus","school",1
"Anoka","Scott","School Bus","work",5
"Anoka","Sherburne","Auto 2 Person","atwork",110
"Anoka","Sherburne","Auto 2 Person","eatout",189
"Anoka","Sherburne","Auto 2 Person","escort",486
"Anoka","Sherburne","Auto 2 Person","othdiscr",463
"Anoka","Sherburne","Auto 2 Person","othmaint",330
"Anoka","Sherburne","Auto 2 Person","school",468
"Anoka","Sherburne","Auto 2 Person","shopping",364
"Anoka","Sherburne","Auto 2 Person","social",171
"Anoka","Sherburne","Auto 2 Person","univ",186
"Anoka","Sherburne","Auto 2 Person","work",1289
"Anoka","Sherburne","Auto 3+ Person","atwork",26
"Anoka","Sherburne","Auto 3+ Person","eatout",97
"Anoka","Sherburne","Auto 3+ Person","escort",284
"Anoka","Sherburne","Auto 3+ Person","othdiscr",332
"Anoka","Sherburne","Auto 3+ Person","othmaint",161
"Anoka","Sherburne","Auto 3+ Person","school",569
"Anoka","Sherburne","Auto 3+ Person","shopping",142
"Anoka","Sherburne","Auto 3+ Person","social",88
"Anoka","Sherburne","Auto 3+ Person","univ",110
"Anoka","Sherburne","Auto 3+ Person","work",263
"Anoka","Sherburne","Auto SOV","atwork",195
"Anoka","Sherburne","Auto SOV","eatout",268
"Anoka","Sherburne","Auto SOV","escort",247
