"","work","univ","sch","imain","idisc","jmain","jdisc","atwork"
"1",670731,20456,12253,397496,254321,0,0,104938
"2",209837,31549,65904,291186,153467,99966,123024,59083
"3",85733,24248,153193,236765,128506,63613,78191,32114
"4",2943,8206,2789,12845,28947,3865,6114,20883
"5",8712,7910,10377,18482,25454,2719,3413,16
"6",1358,15,61,337,190,18,9,18
"7",1671,567,9,96,61,0,0,0
"8",450,134,0,668,14458,4937,6780,762
"9",0,0,118696,0,0,0,0,0
"10",0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0
