"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",1326401,275651,88855,0,0,0,0,0,0,0
"2",0,708032,204658,0,0,2854,0,10296,0,0
"3",0,0,468900,0,0,489,0,1094,0,0
"4",34270,16531,16523,57959,12170,6155,0,17326,0,0
"5",0,0,0,0,62070,0,0,0,0,0
"6",0,0,0,0,0,4712,0,0,0,0
"7",0,0,0,0,0,0,2749,0,0,0
"8",50124,26618,18187,3239,3021,10,10446,18320,0,0
"9",0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
