"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",80194,6564,22644,22184,38240,42196,12519,16609,17826
"2",12799,1850,6498,2716,10773,7452,1853,1417,1705
"3",2695,550,953,939,4143,2419,219,128,260
"4",1175,557,481,695,3092,2108,88,78,349
