"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",893160,80380,217934,289458,488916,543410,135382,201352,231807
"2",297181,32409,130597,48567,180904,140842,53187,41414,38481
"3",94963,10715,48645,15698,74188,46247,12441,9504,8489
"4",60544,9306,28018,16930,53467,33250,7904,5825,4360
