coefficient_name,value,constrain
sov_ASC_auto_deficient_school,-12.0,F
sov_ASC_auto_deficient_shopping,0.10355723820685217,F
sov_ASC_auto_deficient_social,-0.4459717309246534,F
sov_ASC_auto_deficient_univ,3.1336975174825663,F
sov_ASC_auto_deficient_work,0.4264510634088333,F
sov_ASC_auto_deficient_atwork,1.1869566401784437,F
sov_ASC_auto_sufficient_eatout,0.0490793041891038,F
sov_ASC_auto_sufficient_escort,0.7186069160170812,F
sov_ASC_auto_sufficient_othdiscr,0.0490793041891038,F
sov_ASC_auto_sufficient_othmaint,0.7186069160170812,F
sov_ASC_auto_sufficient_school,0.7624061606473742,F
sov_ASC_auto_sufficient_shopping,0.7186069160170812,F
sov_ASC_auto_sufficient_social,0.0490793041891038,F
sov_ASC_auto_sufficient_univ,4.028279158198285,F
sov_ASC_auto_sufficient_work,0.9237336213708546,F
sov_ASC_auto_sufficient_atwork,1.5533056568290733,F
sr2_ASC_no_auto_atwork,-1.2542332575422264,F
sr2_ASC_no_auto_eatout,-0.15849136988132492,F
sr2_ASC_no_auto_escort,-0.04855472223678427,F
sr2_ASC_no_auto_othdiscr,-0.15849136988132492,F
sr2_ASC_no_auto_othmaint,-0.04855472223678427,F
sr2_ASC_no_auto_school,-999.0,T
sr2_ASC_no_auto_shopping,-0.04855472223678427,F
sr2_ASC_no_auto_social,-0.15849136988132492,F
sr2_ASC_no_auto_univ,-12.0,F
sr2_ASC_no_auto_work,-9.08906755688401,F
sr2_ASC_auto_deficient_eatout,0.3473730330353407,F
sr2_ASC_auto_deficient_escort,0.8585686042069991,F
sr2_ASC_auto_deficient_othdiscr,0.3473730330353407,F
sr2_ASC_auto_deficient_othmaint,0.8585686042069991,F
sr2_ASC_auto_deficient_school,-12.0,F
sr2_ASC_auto_deficient_shopping,0.8585686042069991,F
sr2_ASC_auto_deficient_social,0.3473730330353407,F
sr2_ASC_auto_deficient_univ,-3.436983018797215,F
sr2_ASC_auto_deficient_work,0.02973632713864891,F
sr2_ASC_auto_deficient_atwork,-1.3499403303192654,F
sr2_ASC_auto_sufficient_eatout,0.3029816144637376,F
sr2_ASC_auto_sufficient_escort,0.5989386174765968,F
sr2_ASC_auto_sufficient_othdiscr,0.3029816144637376,F
sr2_ASC_auto_sufficient_othmaint,0.5989386174765968,F
sr2_ASC_auto_sufficient_school,-0.8755080561756841,F
sr2_ASC_auto_sufficient_shopping,0.5989386174765968,F
sr2_ASC_auto_sufficient_social,0.3029816144637376,F
sr2_ASC_auto_sufficient_univ,-2.0824080139502525,F
sr2_ASC_auto_sufficient_work,-0.22781987791115682,F
sr2_ASC_auto_sufficient_atwork,-0.9268265077388366,F
sr3p_ASC_no_auto_eatout,-1.4797599638076215,F
sr3p_ASC_no_auto_escort,-0.608788401592834,F
sr3p_ASC_no_auto_othdiscr,-1.4797599638076215,F
sr3p_ASC_no_auto_othmaint,-0.608788401592834,F
sr3p_ASC_no_auto_school,-999.0,T
sr3p_ASC_no_auto_shopping,-0.608788401592834,F
sr3p_ASC_no_auto_social,-1.4797599638076215,F
sr3p_ASC_no_auto_univ,-999.0,T
sr3p_ASC_no_auto_work,-10.307577591881774,F
sr3p_ASC_no_auto_atwork,-6.0,F
sr3p_ASC_auto_deficient_eatout,0.2908035321343763,F
sr3p_ASC_auto_deficient_escort,0.9794856270433024,F
sr3p_ASC_auto_deficient_othdiscr,0.2908035321343763,F
sr3p_ASC_auto_deficient_othmaint,0.9794856270433024,F
sr3p_ASC_auto_deficient_school,-999.0,T
sr3p_ASC_auto_deficient_shopping,0.9794856270433024,F
sr3p_ASC_auto_deficient_social,0.2908035321343763,F
sr3p_ASC_auto_deficient_univ,-10.0,F
sr3p_ASC_auto_deficient_work,-0.7788371329824806,F
sr3p_ASC_auto_deficient_atwork,-1.7877107588949048,F
sr3p_ASC_auto_sufficient_eatout,0.37203206965292307,F
sr3p_ASC_auto_sufficient_escort,0.5121045821670451,F
sr3p_ASC_auto_sufficient_othdiscr,0.37203206965292307,F
sr3p_ASC_auto_sufficient_othmaint,0.5121045821670451,F
sr3p_ASC_auto_sufficient_school,1.5231575167725142,F
sr3p_ASC_auto_sufficient_shopping,0.5121045821670451,F
sr3p_ASC_auto_sufficient_social,0.37203206965292307,F
sr3p_ASC_auto_sufficient_univ,-2.6581676448858174,F
sr3p_ASC_auto_sufficient_work,-0.7210012999776747,F
sr3p_ASC_auto_sufficient_atwork,-1.5575362994063455,F
walk_transit_ASC_no_auto_eatout,1.5835654333533409,F
walk_transit_ASC_no_auto_escort,1.2521217673653218,F
walk_transit_ASC_no_auto_othdiscr,1.5835654333533409,F
walk_transit_ASC_no_auto_othmaint,1.2521217673653218,F
walk_transit_ASC_no_auto_school,6.620096712575026,F
walk_transit_ASC_no_auto_shopping,1.2521217673653218,F
walk_transit_ASC_no_auto_social,1.5835654333533409,F
walk_transit_ASC_no_auto_univ,4.050363108774219,F
walk_transit_ASC_no_auto_work,2.6877854718235112,F
walk_transit_ASC_no_auto_atwork,1.5526407494761287,F
walk_transit_ASC_auto_deficient_eatout,1.1421152359477305,F
walk_transit_ASC_auto_deficient_escort,0.12076828868218531,F
walk_transit_ASC_auto_deficient_othdiscr,1.1421152359477305,F
walk_transit_ASC_auto_deficient_othmaint,0.12076828868218531,F
walk_transit_ASC_auto_deficient_school,10.517683169537444,F
walk_transit_ASC_auto_deficient_shopping,0.12076828868218531,F
walk_transit_ASC_auto_deficient_social,1.1421152359477305,F
walk_transit_ASC_auto_deficient_univ,3.899350151580202,F
walk_transit_ASC_auto_deficient_work,1.8289951181356519,F
walk_transit_ASC_auto_deficient_atwork,-0.4332746374707373,F
walk_transit_ASC_auto_sufficient_eatout,-1.7709296399549905,F
walk_transit_ASC_auto_sufficient_escort,-2.8548469013986195,F
walk_transit_ASC_auto_sufficient_othdiscr,-1.7709296399549905,F
walk_transit_ASC_auto_sufficient_othmaint,-2.8548469013986195,F
walk_transit_ASC_auto_sufficient_school,7.358343412473407,F
walk_transit_ASC_auto_sufficient_shopping,-2.8548469013986195,F
walk_transit_ASC_auto_sufficient_social,-1.7709296399549905,F
walk_transit_ASC_auto_sufficient_univ,0.40552138051594566,F
walk_transit_ASC_auto_sufficient_work,-0.904077900455466,F
walk_transit_ASC_auto_sufficient_atwork,-2.6575662178071418,F
walk_transit_CBD_ASC_eatout_othdiscr_social,0.525,F
walk_transit_CBD_ASC_escort_othmaint_shopping,0.525,F
walk_transit_CBD_ASC_school_univ,0.672,F
walk_transit_CBD_ASC_work,0.804,F
walk_transit_CBD_ASC_atwork,0.564,F
pnr_transit_CBD_ASC_eatout_othdiscr_social,0.525,F
pnr_transit_CBD_ASC_escort_othmaint_shopping,0.525,F
pnr_transit_CBD_ASC_school_univ,0.672,F
pnr_transit_CBD_ASC_work,1.1,F
pnr_transit_CBD_ASC_atwork,0.564,F
pnr_transit_ASC_auto_deficient_atwork,0.02210016334450382,F
pnr_transit_ASC_auto_deficient_eatout,1.3974187445905861,F
pnr_transit_ASC_auto_deficient_escort,0.5142568647465949,F
pnr_transit_ASC_auto_deficient_othdiscr,1.3974187445905861,F
pnr_transit_ASC_auto_deficient_othmaint,0.5142568647465949,F
pnr_transit_ASC_auto_deficient_school,11.13208375129041,F
pnr_transit_ASC_auto_deficient_shopping,0.5142568647465949,F
pnr_transit_ASC_auto_deficient_social,1.3974187445905861,F
pnr_transit_ASC_auto_deficient_univ,6.442138189496095,F
pnr_transit_ASC_auto_deficient_work,0.8449111513302279,F
pnr_transit_ASC_auto_sufficient_atwork,-1.5574236187618429,F
pnr_transit_ASC_auto_sufficient_eatout,-1.2977641873750605,F
pnr_transit_ASC_auto_sufficient_escort,-1.8733550026662678,F
pnr_transit_ASC_auto_sufficient_othdiscr,-1.2977641873750605,F
pnr_transit_ASC_auto_sufficient_othmaint,-1.8733550026662678,F
pnr_transit_ASC_auto_sufficient_school,7.660693139316297,F
pnr_transit_ASC_auto_sufficient_shopping,-1.8733550026662678,F
pnr_transit_ASC_auto_sufficient_social,-1.2977641873750605,F
pnr_transit_ASC_auto_sufficient_univ,4.300871160132035,F
pnr_transit_ASC_auto_sufficient_work,-0.5704930655577078,F
pnr_transit_ASC_no_auto_atwork,1.3263558480398272,F
pnr_transit_ASC_no_auto_eatout,1.583999346336854,F
pnr_transit_ASC_no_auto_escort,0.6404751414454724,F
pnr_transit_ASC_no_auto_othdiscr,1.583999346336854,F
pnr_transit_ASC_no_auto_othmaint,0.6404751414454724,F
pnr_transit_ASC_no_auto_school,12.0,F
pnr_transit_ASC_no_auto_shopping,0.6404751414454724,F
pnr_transit_ASC_no_auto_social,1.583999346336854,F
pnr_transit_ASC_no_auto_univ,2.8630253522202107,F
pnr_transit_ASC_no_auto_work,0.5623335198589255,F
schoolbus_ASC_auto_deficient_school,-12.0,F
schoolbus_ASC_auto_sufficient_school,4.754699104666951,F
schoolbus_ASC_no_auto_school,-12.0,F
schoolbus_ASC_not_school,0.0,T
rideshare_ASC_auto_deficient_atwork,-4.735842640605128,F
rideshare_ASC_auto_sufficient_atwork,-6.888405854147592,F
rideshare_ASC_no_auto_atwork,-2.8448004764699264,F
rideshare_ASC_auto_deficient_eatout_othdiscr_social,-5.56300841905581,F
rideshare_ASC_auto_sufficient_eatout_othdiscr_social,-4.933526215824982,F
rideshare_ASC_no_auto_eatout_othdiscr_social,-3.488769248599304,F
rideshare_ASC_auto_deficient_escort_othmaint_shopping,-4.689490234970351,F
rideshare_ASC_auto_sufficient_escort_othmaint_shopping,-6.374027346319775,F
rideshare_ASC_no_auto_escort_othmaint_shopping,-2.565136329179823,F
rideshare_ASC_auto_deficient_school,-999.0,T
rideshare_ASC_auto_sufficient_school,-999.0,T
rideshare_ASC_no_auto_school,-999.0,T
rideshare_ASC_auto_deficient_univ,-999.0,T
rideshare_ASC_auto_sufficient_univ,-999.0,T
rideshare_ASC_no_auto_univ,-999.0,T
rideshare_ASC_auto_deficient_work,-4.842611921874276,F
rideshare_ASC_auto_sufficient_work,-5.544980679355469,F
rideshare_ASC_no_auto_work,-10.860460307841421,F
joint_walk_ASC_no_auto_joint_maint,0.7801065714760406,F
joint_walk_ASC_no_auto_joint_discr,0.6369797313747636,F
joint_walk_ASC_no_auto_mand,0.0,T
joint_walk_ASC_no_auto_atwork,0.0,T
joint_walk_ASC_auto_deficient_joint_maint,-0.3794304512598198,F
joint_walk_ASC_auto_deficient_joint_discr,3.685516556051399,F
joint_walk_ASC_auto_deficient_mand,0.0,T
joint_walk_ASC_auto_deficient_atwork,0.0,T
joint_walk_ASC_auto_sufficient_joint_maint,-0.5616619847327451,F
joint_walk_ASC_auto_sufficient_joint_discr,2.599066388791466,F
joint_walk_ASC_auto_sufficient_mand,0.0,T
joint_walk_ASC_auto_sufficient_atwork,0.0,T
joint_bike_ASC_no_auto_joint_maint,-8.0,F
joint_bike_ASC_no_auto_joint_discr,-1.787784970455133,F
joint_bike_ASC_no_auto_mand,0.0,T
joint_bike_ASC_no_auto_atwork,0.0,T
joint_bike_ASC_auto_deficient_joint_maint,-12.0,F
joint_bike_ASC_auto_deficient_joint_discr,-3.2785310492322686,F
joint_bike_ASC_auto_deficient_mand,0.0,T
joint_bike_ASC_auto_deficient_atwork,0.0,T
joint_bike_ASC_auto_sufficient_joint_maint,-5.56764783343264,F
joint_bike_ASC_auto_sufficient_joint_discr,-4.274594847899998,F
joint_bike_ASC_auto_sufficient_mand,0.0,T
joint_bike_ASC_auto_sufficient_atwork,0.0,T
joint_sr2_ASC_no_auto_joint_maint,0.0,T
joint_sr2_ASC_no_auto_joint_discr,0.0,T
joint_sr2_ASC_no_auto_mand,0.0,T
joint_sr2_ASC_no_auto_atwork,0.0,T
joint_sr2_ASC_auto_deficient_joint_maint,0.0,T
joint_sr2_ASC_auto_deficient_joint_discr,0.0,T
joint_sr2_ASC_auto_deficient_mand,0.0,T
joint_sr2_ASC_auto_deficient_atwork,0.0,T
joint_sr2_ASC_auto_sufficient_joint_maint,0.0,T
joint_sr2_ASC_auto_sufficient_joint_discr,0.0,T
joint_sr2_ASC_auto_sufficient_mand,0.0,T
joint_sr2_ASC_auto_sufficient_atwork,0.0,T
joint_sr3p_ASC_no_auto_joint_maint,-3.9734223512487237,F
joint_sr3p_ASC_no_auto_joint_discr,1.3683066462554594,F
joint_sr3p_ASC_no_auto_mand,0.0,T
joint_sr3p_ASC_no_auto_atwork,0.0,T
joint_sr3p_ASC_auto_deficient_joint_maint,-3.8990307314126644,F
joint_sr3p_ASC_auto_deficient_joint_discr,-2.9298977762776994,F
joint_sr3p_ASC_auto_deficient_mand,0.0,T
joint_sr3p_ASC_auto_deficient_atwork,0.0,T
joint_sr3p_ASC_auto_sufficient_joint_maint,-1.2310259149277898,F
joint_sr3p_ASC_auto_sufficient_joint_discr,-0.7500216884720191,F
joint_sr3p_ASC_auto_sufficient_mand,0.0,T
joint_sr3p_ASC_auto_sufficient_atwork,0.0,T
joint_walk_transit_ASC_no_auto_joint_maint,-2.2336652942203425,F
joint_walk_transit_ASC_no_auto_joint_discr,1.443080154221327,F
joint_walk_transit_ASC_no_auto_mand,0.0,T
joint_walk_transit_ASC_no_auto_atwork,0.0,T
joint_walk_transit_ASC_auto_deficient_joint_maint,-4.71834084562758,F
joint_walk_transit_ASC_auto_deficient_joint_discr,-2.619315731929448,F
joint_walk_transit_ASC_auto_deficient_mand,0.0,T
joint_walk_transit_ASC_auto_deficient_atwork,0.0,T
joint_walk_transit_ASC_auto_sufficient_joint_maint,-5.85256905033472,F
joint_walk_transit_ASC_auto_sufficient_joint_discr,-4.699209193173917,F
joint_walk_transit_ASC_auto_sufficient_mand,0.0,T
joint_walk_transit_ASC_auto_sufficient_atwork,0.0,T
joint_pnr_transit_ASC_no_auto_joint_maint,-1.3119157818971638,F
joint_pnr_transit_ASC_no_auto_joint_discr,1.553386504459244,F
joint_pnr_transit_ASC_no_auto_mand,0.0,T
joint_pnr_transit_ASC_no_auto_atwork,0.0,T
joint_pnr_transit_ASC_auto_deficient_joint_maint,-4.541124515536637,F
joint_pnr_transit_ASC_auto_deficient_joint_discr,-2.5599177894003695,F
joint_pnr_transit_ASC_auto_deficient_mand,0.0,T
joint_pnr_transit_ASC_auto_deficient_atwork,0.0,T
joint_pnr_transit_ASC_auto_sufficient_joint_maint,-4.088334852546111,F
joint_pnr_transit_ASC_auto_sufficient_joint_discr,-4.810546974876924,F
joint_pnr_transit_ASC_auto_sufficient_mand,0.0,T
joint_pnr_transit_ASC_auto_sufficient_atwork,0.0,T
joint_rideshare_ASC_no_auto_joint_maint,-6.2114619899059536,F
joint_rideshare_ASC_no_auto_joint_discr,-8.0,F
joint_rideshare_ASC_no_auto_mand,0.0,T
joint_rideshare_ASC_no_auto_atwork,0.0,T
joint_rideshare_ASC_auto_deficient_joint_maint,-12.0,F
joint_rideshare_ASC_auto_deficient_joint_discr,-12.0,F
joint_rideshare_ASC_auto_deficient_mand,0.0,T
joint_rideshare_ASC_auto_deficient_atwork,0.0,T
joint_rideshare_ASC_auto_sufficient_joint_maint,-12.0,F
joint_rideshare_ASC_auto_sufficient_joint_discr,-8.086768385349348,F
joint_rideshare_ASC_auto_sufficient_mand,0.0,T
joint_rideshare_ASC_auto_sufficient_atwork,0.0,T
