coefficient_name,value,constrain
coef_tnc_single_ASC_sr2_school,2.0,F
coef_tnc_single_ASC_sr3p_school,0.0,F
coef_tnc_single_ASC_walk_school,-2.0,F
coef_tnc_single_ASC_walk_transit_school,0.0,F
coef_tnc_single_ASC_taxi_school,-999.0,F
coef_tnc_single_ASC_tnc_shared_school,-999.0,F
coef_tnc_shared_ASC_sr2_school,2.0,F
coef_tnc_shared_ASC_sr3p_school,0.0,F
coef_tnc_shared_ASC_walk_school,-32.0,F
coef_tnc_shared_ASC_walk_transit_school,0.0,F
coef_tnc_shared_ASC_taxi_school,-999.0,F
coef_tnc_shared_ASC_tnc_single_school,-10.90015167,F
coef_drive_transit_ASC_sov_escort,-2.940951617,F
coef_drive_transit_ASC_sr2_escort,-12.5484547,F
coef_drive_transit_ASC_sr3p_escort,-12.73623001,F
coef_drive_transit_ASC_walk_escort,-59.05286816,F
coef_drive_transit_ASC_bike_escort,-11.73682154,F
coef_drive_transit_ASC_walk_transit_escort,-58.54549687,F
coef_drive_transit_ASC_taxi_escort,-999.0,F
coef_drive_transit_ASC_tnc_single_escort,-10.61922942,F
coef_drive_transit_ASC_tnc_shared_escort,-999.0,F
coef_taxi_ASC_sr2_escort,2.0,F
coef_taxi_ASC_sr3p_escort,2.0,F
coef_taxi_ASC_walk_escort,-6.860907392,F
coef_taxi_ASC_walk_transit_escort,0.0,F
coef_taxi_ASC_tnc_single_escort,-18.165701074698298,F
coef_taxi_ASC_tnc_shared_escort,-999.0,F
coef_tnc_single_ASC_sr2_escort,2.0,F
coef_tnc_single_ASC_sr3p_escort,2.0,F
coef_tnc_single_ASC_walk_escort,-7.481974752,F
coef_tnc_single_ASC_walk_transit_escort,0.0,F
coef_tnc_single_ASC_taxi_escort,-999.0,F
coef_tnc_single_ASC_tnc_shared_escort,-999.0,F
coef_tnc_shared_ASC_sr2_escort,2.0,F
coef_tnc_shared_ASC_sr3p_escort,2.0,F
coef_tnc_shared_ASC_walk_escort,-34.0,F
coef_tnc_shared_ASC_walk_transit_escort,0.0,F
coef_tnc_shared_ASC_taxi_escort,-999.0,F
coef_tnc_shared_ASC_tnc_single_escort,-18.165701074698298,F
coef_drive_transit_ASC_sov_shopping,-2.940951617,F
coef_drive_transit_ASC_sr2_shopping,-12.5484547,F
coef_drive_transit_ASC_sr3p_shopping,-12.73623001,F
coef_drive_transit_ASC_walk_shopping,-59.05286816,F
coef_drive_transit_ASC_bike_shopping,-11.73682154,F
coef_drive_transit_ASC_walk_transit_shopping,-58.54549687,F
coef_drive_transit_ASC_taxi_shopping,-999.0,F
coef_drive_transit_ASC_tnc_single_shopping,-10.61922942,F
coef_drive_transit_ASC_tnc_shared_shopping,-999.0,F
coef_taxi_ASC_sr2_shopping,2.0,F
coef_taxi_ASC_sr3p_shopping,2.0,F
coef_taxi_ASC_walk_shopping,-6.860907392,F
coef_taxi_ASC_walk_transit_shopping,0.0,F
coef_taxi_ASC_tnc_single_shopping,-18.165701074698298,F
coef_taxi_ASC_tnc_shared_shopping,-999.0,F
coef_tnc_single_ASC_sr2_shopping,2.0,F
coef_tnc_single_ASC_sr3p_shopping,2.0,F
coef_tnc_single_ASC_walk_shopping,-7.481974752,F
coef_tnc_single_ASC_walk_transit_shopping,0.0,F
coef_tnc_single_ASC_taxi_shopping,-999.0,F
coef_tnc_single_ASC_tnc_shared_shopping,-999.0,F
coef_tnc_shared_ASC_sr2_shopping,2.0,F
coef_tnc_shared_ASC_sr3p_shopping,2.0,F
coef_tnc_shared_ASC_walk_shopping,-34.0,F
coef_tnc_shared_ASC_walk_transit_shopping,0.0,F
coef_tnc_shared_ASC_taxi_shopping,-999.0,F
coef_tnc_shared_ASC_tnc_single_shopping,-18.165701074698298,F
coef_drive_transit_ASC_sov_eatout,-12.16258538,F
coef_drive_transit_ASC_sr2_eatout,-22.04139898,F
coef_drive_transit_ASC_sr3p_eatout,-20.4420257,F
coef_drive_transit_ASC_walk_eatout,-34.87840778,F
coef_drive_transit_ASC_bike_eatout,11.45116568,F
coef_drive_transit_ASC_walk_transit_eatout,-34.82529276,F
coef_drive_transit_ASC_taxi_eatout,-999.0,F
coef_drive_transit_ASC_tnc_single_eatout,-22.0,F
coef_drive_transit_ASC_tnc_shared_eatout,-999.0,F
coef_taxi_ASC_sr2_eatout,0.0,F
coef_taxi_ASC_sr3p_eatout,0.0,F
coef_taxi_ASC_walk_eatout,1.93907830587169,F
coef_taxi_ASC_walk_transit_eatout,0.0,F
coef_taxi_ASC_tnc_single_eatout,-19.14316759363797,F
coef_taxi_ASC_tnc_shared_eatout,-999.0,F
coef_tnc_single_ASC_sr2_eatout,0.0,F
coef_tnc_single_ASC_sr3p_eatout,0.0,F
coef_tnc_single_ASC_walk_eatout,-0.6047656841283102,F
coef_tnc_single_ASC_walk_transit_eatout,0.0,F
coef_tnc_single_ASC_taxi_eatout,-999.0,F
coef_tnc_single_ASC_tnc_shared_eatout,-999.0,F
coef_tnc_shared_ASC_sr2_eatout,0.0,F
coef_tnc_shared_ASC_sr3p_eatout,0.0,F
coef_tnc_shared_ASC_walk_eatout,26.67838565587169,F
coef_tnc_shared_ASC_walk_transit_eatout,0.0,F
coef_tnc_shared_ASC_taxi_eatout,-999.0,F
coef_tnc_shared_ASC_tnc_single_eatout,10.487462346362031,F
coef_drive_transit_ASC_sov_othmaint,-2.940951617,F
coef_drive_transit_ASC_sr2_othmaint,-12.5484547,F
coef_drive_transit_ASC_sr3p_othmaint,-12.73623001,F
coef_drive_transit_ASC_walk_othmaint,-59.05286816,F
coef_drive_transit_ASC_bike_othmaint,-11.73682154,F
coef_drive_transit_ASC_walk_transit_othmaint,-58.54549687,F
coef_drive_transit_ASC_taxi_othmaint,-999.0,F
coef_drive_transit_ASC_tnc_single_othmaint,-10.61922942,F
coef_drive_transit_ASC_tnc_shared_othmaint,-999.0,F
coef_taxi_ASC_sr2_othmaint,2.0,F
coef_taxi_ASC_sr3p_othmaint,2.0,F
coef_taxi_ASC_walk_othmaint,-6.860907392,F
coef_taxi_ASC_walk_transit_othmaint,0.0,F
coef_taxi_ASC_tnc_single_othmaint,-18.165701074698298,F
coef_taxi_ASC_tnc_shared_othmaint,-999.0,F
coef_tnc_single_ASC_sr2_othmaint,2.0,F
coef_tnc_single_ASC_sr3p_othmaint,2.0,F
coef_tnc_single_ASC_walk_othmaint,-7.481974752,F
coef_tnc_single_ASC_walk_transit_othmaint,0.0,F
coef_tnc_single_ASC_taxi_othmaint,-999.0,F
coef_tnc_single_ASC_tnc_shared_othmaint,-999.0,F
coef_tnc_shared_ASC_sr2_othmaint,2.0,F
coef_tnc_shared_ASC_sr3p_othmaint,2.0,F
coef_tnc_shared_ASC_walk_othmaint,-34.0,F
coef_tnc_shared_ASC_walk_transit_othmaint,0.0,F
coef_tnc_shared_ASC_taxi_othmaint,-999.0,F
coef_tnc_shared_ASC_tnc_single_othmaint,-18.165701074698298,F
coef_drive_transit_ASC_sov_social,-12.16258538,F
coef_drive_transit_ASC_sr2_social,-22.04139898,F
coef_drive_transit_ASC_sr3p_social,-20.4420257,F
coef_drive_transit_ASC_walk_social,-34.87840778,F
coef_drive_transit_ASC_bike_social,11.45116568,F
coef_drive_transit_ASC_walk_transit_social,-34.82529276,F
coef_drive_transit_ASC_taxi_social,-999.0,F
coef_drive_transit_ASC_tnc_single_social,-22.0,F
coef_drive_transit_ASC_tnc_shared_social,-999.0,F
coef_taxi_ASC_sr2_social,0.0,F
coef_taxi_ASC_sr3p_social,0.0,F
coef_taxi_ASC_walk_social,1.93907830587169,F
coef_taxi_ASC_walk_transit_social,0.0,F
coef_taxi_ASC_tnc_single_social,-19.14316759363797,F
coef_taxi_ASC_tnc_shared_social,-999.0,F
coef_tnc_single_ASC_sr2_social,0.0,F
coef_tnc_single_ASC_sr3p_social,0.0,F
coef_tnc_single_ASC_walk_social,-0.6047656841283102,F
coef_tnc_single_ASC_walk_transit_social,0.0,F
coef_tnc_single_ASC_taxi_social,-999.0,F
coef_tnc_single_ASC_tnc_shared_social,-999.0,F
coef_tnc_shared_ASC_sr2_social,0.0,F
coef_tnc_shared_ASC_sr3p_social,0.0,F
coef_tnc_shared_ASC_walk_social,26.67838565587169,F
coef_tnc_shared_ASC_walk_transit_social,0.0,F
coef_tnc_shared_ASC_taxi_social,-999.0,F
coef_tnc_shared_ASC_tnc_single_social,10.487462346362031,F
coef_drive_transit_ASC_sov_othdiscr,-12.16258538,F
coef_drive_transit_ASC_sr2_othdiscr,-22.04139898,F
coef_drive_transit_ASC_sr3p_othdiscr,-20.4420257,F
coef_drive_transit_ASC_walk_othdiscr,-34.87840778,F
coef_drive_transit_ASC_bike_othdiscr,11.45116568,F
coef_drive_transit_ASC_walk_transit_othdiscr,-34.82529276,F
coef_drive_transit_ASC_taxi_othdiscr,-999.0,F
coef_drive_transit_ASC_tnc_single_othdiscr,-22.0,F
coef_drive_transit_ASC_tnc_shared_othdiscr,-999.0,F
coef_taxi_ASC_sr2_othdiscr,0.0,F
coef_taxi_ASC_sr3p_othdiscr,0.0,F
coef_taxi_ASC_walk_othdiscr,1.93907830587169,F
coef_taxi_ASC_walk_transit_othdiscr,0.0,F
coef_taxi_ASC_tnc_single_othdiscr,-19.14316759363797,F
coef_taxi_ASC_tnc_shared_othdiscr,-999.0,F
coef_tnc_single_ASC_sr2_othdiscr,0.0,F
coef_tnc_single_ASC_sr3p_othdiscr,0.0,F
coef_tnc_single_ASC_walk_othdiscr,-0.6047656841283102,F
coef_tnc_single_ASC_walk_transit_othdiscr,0.0,F
coef_tnc_single_ASC_taxi_othdiscr,-999.0,F
coef_tnc_single_ASC_tnc_shared_othdiscr,-999.0,F
coef_tnc_shared_ASC_sr2_othdiscr,0.0,F
coef_tnc_shared_ASC_sr3p_othdiscr,0.0,F
coef_tnc_shared_ASC_walk_othdiscr,26.67838565587169,F
coef_tnc_shared_ASC_walk_transit_othdiscr,0.0,F
coef_tnc_shared_ASC_taxi_othdiscr,-999.0,F
coef_tnc_shared_ASC_tnc_single_othdiscr,10.487462346362031,F
coef_drive_transit_ASC_sov_atwork,-34.0,F
coef_drive_transit_ASC_sr2_atwork,-38.0,F
coef_drive_transit_ASC_sr3p_atwork,-36.0,F
coef_drive_transit_ASC_walk_atwork,-50.0,F
coef_drive_transit_ASC_bike_atwork,-2.0,F
coef_drive_transit_ASC_walk_transit_atwork,-49.4,F
coef_drive_transit_ASC_taxi_atwork,-999.0,F
coef_drive_transit_ASC_tnc_single_atwork,-36.0,F
coef_drive_transit_ASC_tnc_shared_atwork,-999.0,F
coef_taxi_ASC_sr2_atwork,0.0,F
coef_taxi_ASC_sr3p_atwork,0.0,F
coef_taxi_ASC_walk_atwork,-38.0,F
coef_taxi_ASC_walk_transit_atwork,0.0,F
coef_taxi_ASC_tnc_single_atwork,-22.43525905826481,F
coef_taxi_ASC_tnc_shared_atwork,-999.0,F
coef_tnc_single_ASC_sr2_atwork,0.0,F
coef_tnc_single_ASC_sr3p_atwork,0.0,F
coef_tnc_single_ASC_walk_atwork,-9.246221775,F
coef_tnc_single_ASC_walk_transit_atwork,0.0,F
coef_tnc_single_ASC_taxi_atwork,-999.0,F
coef_tnc_single_ASC_tnc_shared_atwork,-999.0,F
coef_tnc_shared_ASC_sr2_atwork,0.0,F
coef_tnc_shared_ASC_sr3p_atwork,0.0,F
coef_tnc_shared_ASC_walk_atwork,-8.0,F
coef_tnc_shared_ASC_walk_transit_atwork,0.0,F
coef_tnc_shared_ASC_taxi_atwork,-999.0,F
coef_tnc_shared_ASC_tnc_single_atwork,-6.435259053264821,F
walk_express_penalty,10.0,T
adjust_tnc_shared,30.0,T
coef_joint_walk_ASC_taxi,-999.0,F
coef_joint_walk_ASC_tnc_shared,-999.0,F
coef_joint_bike_ASC_taxi,-999.0,F
coef_joint_bike_ASC_tnc_shared,-999.0,F
coef_joint_sr3p_ASC_taxi,-999.0,F
coef_joint_sr3p_ASC_tnc_shared,-999.0,F
coef_walk_ASC_taxi_atwork,-999.0,F
coef_walk_ASC_taxi_eatout,-999.0,F
coef_walk_ASC_taxi_escort,-999.0,F
coef_walk_ASC_taxi_othdiscr,-999.0,F
coef_walk_ASC_taxi_othmaint,-999.0,F
coef_walk_ASC_taxi_school,-999.0,F
coef_walk_ASC_taxi_shopping,-999.0,F
coef_walk_ASC_taxi_social,-999.0,F
coef_walk_ASC_taxi_univ,-999.0,F
coef_walk_ASC_taxi_work,-999.0,F
coef_walk_ASC_tnc_single_atwork,-10.0,F
coef_walk_ASC_tnc_single_eatout,-12.0,F
coef_walk_ASC_tnc_single_escort,-12.0,F
coef_walk_ASC_tnc_single_othdiscr,-22.0,F
coef_walk_ASC_tnc_single_othmaint,-22.0,F
coef_walk_ASC_tnc_single_school,-12.0,F
coef_walk_ASC_tnc_single_shopping,-12.0,F
coef_walk_ASC_tnc_single_social,-12.0,F
coef_walk_ASC_tnc_single_univ,-12.0,F
coef_walk_ASC_tnc_single_work,-10.0,F
coef_walk_ASC_tnc_shared_atwork,-999.0,F
coef_walk_ASC_tnc_shared_eatout,-999.0,F
coef_walk_ASC_tnc_shared_escort,-999.0,F
coef_walk_ASC_tnc_shared_othdiscr,-999.0,F
coef_walk_ASC_tnc_shared_othmaint,-999.0,F
coef_walk_ASC_tnc_shared_school,-999.0,F
coef_walk_ASC_tnc_shared_shopping,-999.0,F
coef_walk_ASC_tnc_shared_social,-999.0,F
coef_walk_ASC_tnc_shared_univ,-999.0,F
coef_walk_ASC_tnc_shared_work,-999.0,F
coef_joint_drive_transit_ASC_sov_null,0.0,T
coef_joint_drive_transit_ASC_sr2_null,0.0,T
coef_joint_drive_transit_ASC_sr3p_null,0.0,T
coef_joint_drive_transit_ASC_walk_null,0.0,T
coef_joint_drive_transit_ASC_bike_null,0.0,T
coef_joint_drive_transit_ASC_walk_transit_null,0.0,T
coef_joint_drive_transit_ASC_taxi_null,0.0,T
coef_joint_drive_transit_ASC_tnc_single_null,0.0,T
coef_joint_drive_transit_ASC_tnc_shared_null,0.0,T
coef_joint_taxi_ASC_sr2_null,0.0,T
coef_joint_taxi_ASC_sr3p_null,0.0,T
coef_joint_taxi_ASC_walk_null,0.0,T
coef_joint_taxi_ASC_tnc_single_null,0.0,T
coef_joint_taxi_ASC_tnc_shared_null,0.0,T
coef_joint_tnc_single_ASC_sr2_null,0.0,F
coef_joint_tnc_single_ASC_sr3p_null,0.0,F
coef_joint_tnc_single_ASC_walk_null,0.0,T
coef_joint_tnc_single_ASC_taxi_null,0.0,T
coef_joint_tnc_single_ASC_tnc_shared_null,0.0,T
coef_joint_tnc_shared_ASC_sr2_null,0.0,T
coef_joint_tnc_shared_ASC_sr3p_null,0.0,T
coef_joint_tnc_shared_ASC_walk_null,0.0,T
coef_joint_tnc_shared_ASC_taxi_null,0.0,T
coef_joint_tnc_shared_ASC_tnc_single_null,0.0,T
coef_joint_sr3p_ASC_sr2_null,0.0,T
coef_joint_sr3p_ASC_walk_null,0.0,T
coef_joint_sr2_ASC_walk_null,0.0,T
coef_joint_walk_transit_ASC_sr2_null,0.0,T
coef_joint_walk_transit_ASC_sr3p_null,0.0,T
coef_joint_walk_transit_ASC_walk_null,0.0,T
coef_joint_walk_transit_ASC_bike_null,0.0,T
coef_joint_walk_transit_ASC_taxi_null,0.0,T
coef_joint_walk_transit_ASC_tnc_shared_null,0.0,T
