"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"17",8541.50701812435,381.674606801704,593.462769965901,3508.04034461543,19024.6914422578,15580.7281463204,6513.86897123476,7584.10209658687,35618.8534267069
"18",10783.093277076,159.237413064282,994.368270860821,8267.88106412565,21590.0524695854,11617.9361291634,8561.12308032952,7244.38741222983,35569.6586154261
"19",15184.4191643395,986.621261997859,632.894787073232,4652.0329204963,23773.0141233685,16983.870094263,4764.45613891973,10690.1570586969,45416.4126552727
"20",14677.5292327692,1544.48298652514,2568.06419858098,8268.8461251025,30853.034562279,18660.669226563,7771.32742886094,7934.44834859509,43241.1659606261
"21",16664.6570572214,330.211868046785,3744.13032065421,5762.77715597967,28067.9500082841,19459.8776418951,10276.2444903337,2529.11328128723,40908.338586914
"22",18170.6913180537,5285.68916099371,8287.11309968098,6423.85048368197,23301.0286773885,15491.8408877007,4845.74546162681,2087.66192205632,31675.9410584041
"23",29827.498824107,3924.35665484431,28587.4969524407,11930.5761490596,30912.9343604016,12969.797542982,7251.53950074615,4710.9788551728,31351.2186602089
"24",36935.2917784535,1404.63435154468,27604.2488867468,12053.45886431,30374.6947944509,16658.5431394528,7605.94566959158,3494.56848447705,23457.6479598815
"25",56349.8684549478,972.004944841321,38791.7990467177,21331.4206902546,35637.929698413,18983.8256351673,8731.84625658954,5723.24708669661,24802.9866367233
"26",73715.6836645462,948.367579775885,24082.9634409991,21646.5693953432,35003.8211687939,21964.3298153236,5402.82954379765,3683.42105748056,20738.3337819237
"27",105862.341161622,300.117769141621,30718.1197695388,26246.6781359758,37909.4050601438,20963.3393131013,4963.79909777653,8963.65270864745,19987.085863813
"28",115231.364748202,1019.90452916643,19031.074420362,22888.1165977325,29407.5900158636,27851.2538470174,6297.88491268737,7600.59029410835,16521.5285286203
"29",123351.360370019,284.667077663557,22565.8963902888,27705.2681110144,34851.4754516466,20525.3565697016,6550.97175046483,4745.6380955849,11107.3025739936
"30",105319.927580944,1616.40915896024,11638.1555490529,25772.9026608198,28500.9686384778,31130.3835469703,5579.72233739648,7558.03455144609,8004.77775730096
"31",72414.876918366,1076.99145381457,7086.19420567581,21580.7031010108,23309.2851828227,24615.328933588,5327.07593123989,12677.6355535914,7870.69621704645
"32",45880.4553159416,84.5724757304164,3640.9008804266,15159.8960784229,18823.8059090109,35607.6779359974,6043.46961913982,10842.3301555721,4393.97209670125
"33",38075.5043841631,361.850925423448,2821.0433777826,12157.1948559058,17862.9509818615,36692.4078068562,9838.9876472446,17911.3530129834,4372.51985120271
"34",31603.8672440798,1515.55935249032,4497.40526783791,12343.8507907367,18727.7402769276,28560.2123728853,9021.32734242642,22561.8867902301,3605.75845053551
"35",28941.3511311834,217.803678219388,2334.95180914923,15554.1742818229,20578.725749785,38829.8960953065,6411.91255724444,16473.5720484642,3121.25233813921
"36",22712.0059172851,117.769602972436,2879.28239556713,13699.4812506012,16351.5029614365,41587.8463541348,10579.2559713295,11442.6999983427,2681.26855545536
"37",20994.3024881368,2508.0378696106,1673.57372163304,9217.8095631889,13532.9548712537,24467.98521698,1662.38299013333,14763.8945617644,1468.20505167263
"38",14395.5158980259,1038.9295783437,826.412013251437,5731.80350059359,9767.90225970177,20056.2900778197,2903.18403606988,8989.98835169254,1083.46318618179
"39",12866.9237353238,428.746653441856,51.6987699253901,5995.0218064944,5405.71733340788,9639.01194226654,1334.62691921515,3149.36170789099,325.337046273624
"40",8233.31928609859,92.3688761560312,393.43243456279,1347.46348982725,3051.53403854128,9514.43361792496,323.703075808203,1570.76024185728,287.180330928926
"41",6687.57124920758,603.124818203183,682.345621085364,793.961118311224,2587.95347545543,4446.68676943444,317.538799675143,1673.57618962265,34.7311530649062
"42",5040.74309795178,0,25.0260929606716,180.041603674367,760.676165224973,3540.84433041772,52.0495472999039,34.3556362378976,138.178426338634
"43",5487.31856575303,0,12.1693365360418,1272.57277066216,797.38781594518,642.065713816951,0,1806.01274700013,0
"44",4390.46911488783,0,0,186.97530155523,291.855423728676,261.935778366397,0,941.569282693497,17.0048013416881
"45",506.323887751123,0,0,110.947791717969,352.972589500677,175.723946453663,0,0,0
"46",512.859722471979,0,0,475.336723849126,71.4070588774778,23.7215441734711,0,0,0
"47",4099.46738930364,0,0,171.06535259966,5179.19665187237,592.838916646944,0,0,99.5933735815637
