"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Rice","Scott","Auto 2 Person","Eating Out",203.431001237338
"Pierce","Pierce","Auto 3+ Person","Work",318.89701778018
"Pierce","Pierce","Auto 3+ Person","Eating Out",153.043212075193
"Ramsey","Ramsey","Walk-Transit","School",4276.50211642297
"Washington","Anoka","Auto 2 Person","School",557.106196751081
"Anoka","Washington","Auto 3+ Person","School",556.53153283906
"St. Croix","St. Croix","Auto 2 Person","School",7477.14464337637
"Washington","Chisago","Auto SOV","Maintenance",266.548945661976
"Anoka","Anoka","Walk-Transit","Work-based",975.972743841101
"Ramsey","St. Croix","Walk","Maintenance",244.752442726819
"St. Croix","St. Croix","Walk","Maintenance",997.422101484665
"Anoka","Washington","Auto 2 Person","School",641.356995361838
"Scott","Scott","Auto 3+ Person","Eating Out",2772.95376719393
"Scott","Scott","Auto 3+ Person","Shop",4509.12673848942
"Ramsey","Hennepin","Drive-Transit","Work",1692.67715490792
"Hennepin","Carver","Auto 3+ Person","Work",3527.60508467234
"Carver","Hennepin","Auto SOV","Visiting",994.471326671971
"Hennepin","Carver","Auto SOV","Visiting",1054.43186647494
"Hennepin","Scott","Auto 3+ Person","Visiting",228.727665932828
"Scott","Hennepin","Walk","Visiting",228.727665932828
"Le Sueur","Rice","Auto 2 Person","Maintenance",1035.52046337237
"Scott","Rice","Auto SOV","Visiting",1020.67728253423
"Rice","Scott","Auto SOV","Visiting",1020.67728253423
"Dakota","Hennepin","TNR-Transit","Escort",215.866580629369
"Rice","Rice","Auto SOV","Visiting",1034.84321388746
"Rice","Rice","Auto 2 Person","Eating Out",774.834999018092
"Ramsey","Hennepin","Bike/Moped","Discretionary",556.82320239433
"Ramsey","Ramsey","Bike/Moped","Visiting",62.9818740338746
"Ramsey","Ramsey","Bike/Moped","School",244.759458128309
"Dakota","Pierce","Auto SOV","Discretionary",50.15952929982
"Pierce","Pierce","Auto SOV","Discretionary",1815.7798617234
"Hennepin","Wright","Walk","Eating Out",186.458305999901
"Hennepin","Wright","Walk","Discretionary",199.06982374944
"Wright","Wright","Walk","Discretionary",10486.5618685455
"Wright","Ramsey","Auto SOV","Maintenance",554.778854190858
"Anoka","Dakota","Auto SOV","Work-based",190.801585642521
"Dakota","Anoka","Auto SOV","Work-based",203.901366086528
"Anoka","Sherburne","Auto SOV","Work-based",298.977177982364
"Pierce","Washington","Auto SOV","Work",644.864936218314
"Washington","Pierce","Auto SOV","Work",438.545625254712
"Hennepin","Anoka","Auto 2 Person","Discretionary",2560.31946060633
"Dakota","Dakota",NA,"Work",224.512636270345
"Goodhue","Dakota","Auto SOV","Visiting",176.233881913974
"Hennepin","Ramsey","Bike/Moped","Maintenance",1329.36828484811
"Hennepin","Wright","Walk","Maintenance",240.730279559813
"Wright","Wright","Auto SOV","School",1320.84996267076
"Hennepin","Anoka","Auto 2 Person","Visiting",637.085050254683
"Anoka","Hennepin","Auto 2 Person","Visiting",1079.09897439437
"Dakota","Ramsey","Auto 2 Person","Shop",1609.88392364586
"Dakota","Anoka","Auto 2 Person","Shop",216.270862611811
"Anoka","Dakota","Auto 2 Person","Shop",216.270862611811
"Ramsey","Anoka","Auto SOV","Eating Out",1088.80344713982
"Scott","Carver","Auto 3+ Person","Work",54.6606711428794
"Carver","Scott","Auto 2 Person","Escort",263.596997931101
"Scott","Scott","Walk","School",327.964026857276
"Hennepin","Dakota","Auto 3+ Person","Shop",2559.27027666324
"Dakota","Washington","Auto 3+ Person","Shop",245.934481142459
"Dakota","Washington","Auto 2 Person","Eating Out",177.656735283365
"Scott","Scott","Walk-Transit","Work",948.982922666972
"Scott","Hennepin","Walk-Transit","Work",36.7970940736074
"Hennepin","Washington","Auto 2 Person","Work-based",396.816498239854
"Chisago","Hennepin","Auto 2 Person","Work-based",238.232432886671
"Hennepin","Washington","Auto SOV","Shop",511.627261234957
"Washington","Hennepin","Auto SOV","Escort",498.063675948319
"Scott","Scott","Auto SOV","Discretionary",8488.10607954799
"Scott","Dakota","Auto SOV","School",53.588956446112
"Dakota","Scott","Auto SOV","School",53.588956446112
"Isanti","Hennepin","Auto SOV","Work",993.326134333591
"Hennepin","Isanti","Auto SOV","Work",99.4626548656915
"Washington","Dakota","Auto 3+ Person","School",143.999117929951
"Dakota","Rice","Walk","Discretionary",431.168009453696
"Wright","Hennepin","Auto SOV","Shop",2295.97649647493
"Hennepin","Wright","Auto SOV","Shop",2885.04486059623
"Ramsey","Dakota","Auto 2 Person","Work-based",597.945719421896
"Dakota","Ramsey","TNR-Transit","School",37.2087715969425
"Isanti","Isanti","Auto SOV","Maintenance",9299.81483687543
"Isanti","Isanti","Auto SOV","Work-based",1193.94753065971
"Isanti","Isanti","Auto 3+ Person","Discretionary",2431.22921131095
"Ramsey","Washington","Auto 3+ Person","Maintenance",1173.88021883942
"Washington","Ramsey","Auto 2 Person","School",1440.62086228605
"Wright","Hennepin","Auto SOV","Eating Out",251.554432090203
"McLeod","McLeod","Walk","Work-based",100.464503292264
"Washington","Polk","Walk","Discretionary",37.4305551233939
"Polk","Polk","Walk","Discretionary",4642.73301366001
"Polk","Washington","Auto 2 Person","Eating Out",174.609456893016
"Polk","Washington","Auto 2 Person","Shop",54.4369197439827
"Hennepin","Hennepin","Drive-Transit","Discretionary",355.030104032487
"Polk","St. Croix","Auto SOV","Maintenance",155.909229661838
"St. Croix","Polk","Auto 2 Person","Maintenance",404.711609321067
"Polk","St. Croix","Auto 2 Person","Maintenance",596.830143940675
"Polk","St. Croix","Auto 2 Person","Visiting",143.3780083381
"St. Croix","St. Croix","Auto 2 Person","Visiting",1464.41185416727
"St. Croix","Polk","Auto 2 Person","Visiting",143.3780083381
"Polk","Polk","Auto 2 Person","Work",2613.67664779322
"Ramsey","Ramsey","Drive-Transit","Work-based",36.6507970141239
"Ramsey","Washington","Auto 2 Person","School",1835.3092571253
"Washington","Hennepin","Auto 3+ Person","Discretionary",292.384265569818
"Hennepin","Washington","Auto 3+ Person","Discretionary",133.106187944953
"Scott","Dakota","Auto 3+ Person","Discretionary",1950.84984530258
"Dakota","Dakota","Walk","Eating Out",1087.74837511746
"Dakota","Scott","Walk","Escort",16.5372318208633
"Rice","Dakota","Auto 2 Person","Eating Out",100.477582555837
"Dakota","Rice","Auto 2 Person","Eating Out",97.1938316239662
"St. Croix","Ramsey","Auto 2 Person","Visiting",210.575771933175
"Anoka","Hennepin","Auto SOV","Escort",2348.57968452489
"Goodhue","Goodhue","Auto SOV","Shop",6068.95008788462
"Washington","Washington","Walk","Eating Out",101.045466104862
"Ramsey","Washington","Auto 3+ Person","Eating Out",226.663780424269
"Washington","Ramsey","Auto 3+ Person","Eating Out",484.181910438676
"Ramsey","Ramsey","Drive-Transit","University",34.339444278217
"Ramsey","Sherburne","Auto 2 Person","Work",90.4707433195056
"Dakota","Scott","Auto 2 Person","Discretionary",820.119707658407
"Ramsey","Washington","Auto 3+ Person","School",3036.17020169236
"Dakota","Hennepin","Auto 2 Person","Discretionary",3291.59454918448
"Carver","Scott","Auto 2 Person","Eating Out",323.738713100576
"Scott","Scott","Auto 2 Person","Eating Out",3990.29714512515
"Carver","Hennepin","Auto 2 Person","Eating Out",1170.709985484
"Chisago","Ramsey","TNR-Transit","School",25.0260929606715
"Chisago","Chisago","Auto 2 Person","Maintenance",5475.60134487397
"Anoka","Ramsey","Auto 3+ Person","Visiting",583.841925453732
"Ramsey","Anoka","Auto 3+ Person","Visiting",2871.56030260508
"Polk","Polk","Auto 3+ Person","Shop",246.810481889404
"Dakota","Washington","Auto 3+ Person","Escort",927.463444838317
"Washington","Dakota","Auto SOV","Escort",449.913269307999
"Washington","Hennepin","Walk","Work",284.974654663104
"Sherburne","Hennepin","Auto 2 Person","Eating Out",37.3140255952446
"Wright","Sherburne","Auto 2 Person","Eating Out",159.676453599937
"Sherburne","Sherburne","Auto SOV","Visiting",819.498326077373
"Sherburne","Hennepin","Auto SOV","Shop",416.135473408836
"Hennepin","Sherburne","Auto SOV","Shop",457.331858319195
"Pierce","Pierce","Auto 2 Person","Work",1083.31570107955
"Pierce","Washington","Auto 2 Person","Eating Out",22.2030385761866
"Washington","Ramsey","Auto 2 Person","Eating Out",1145.75632825644
"Carver","Wright","Auto 3+ Person","Maintenance",193.650336270553
"Wright","Carver","Auto 3+ Person","Maintenance",96.8251681352765
"Carver","Wright","Auto SOV","Maintenance",96.8251681352765
"Wright","Carver","Auto SOV","Work",309.923110196594
"Carver","Wright","Auto SOV","Work-based",177.779927093768
"Wright","Carver","Auto 3+ Person","Visiting",193.650336270553
"Carver","Wright","Auto 3+ Person","Visiting",396.132050365085
"Goodhue","Goodhue","Walk","Discretionary",2168.59333636729
"Goodhue","Goodhue","Auto SOV","Escort",1120.58262268714
"Goodhue","Goodhue","Auto 2 Person","Work-based",797.057368607563
"Goodhue","Goodhue","Auto SOV","Work-based",5402.28378445536
"Hennepin","Dakota","Auto SOV","Escort",1770.34823753573
"Carver","Carver","Drive-Transit","Maintenance",93.4630713967662
"Carver","Carver","Walk-Transit","Maintenance",46.7315356983831
"Dakota","Carver","Auto SOV","Maintenance",911.207988328346
"Dakota","Carver","Auto 3+ Person","Maintenance",162.223117300554
"Hennepin","Hennepin","Auto 2 Person","University",2587.55661816641
"Ramsey","Hennepin","Walk","Visiting",305.960580472794
"Wright","Hennepin","Auto SOV","Escort",586.655715874479
"Wright","Anoka","Auto 2 Person","Work-based",178.827380526385
"Anoka","Ramsey","Auto 2 Person","Work-based",222.234342860372
"Hennepin","Anoka","Auto 2 Person","Work-based",511.444681556971
"Ramsey","Anoka","Walk","Work-based",284.848679723787
"Ramsey","Anoka","Auto 3+ Person","Escort",1774.38892477629
"Anoka","Ramsey","Walk","Escort",242.711494268168
"Ramsey","Anoka","Walk","Escort",242.711494268168
"Chisago","Anoka","Auto 2 Person","Work",67.6465447890229
"Anoka","Chisago","Auto 2 Person","Work",168.667976494259
"Chisago","Chisago","Auto SOV","Visiting",394.533971221392
"Chisago","Chisago","Auto 2 Person","Eating Out",2929.46205093184
"Washington","Dakota","Auto 2 Person","Escort",141.068252086184
"Anoka","Anoka",NA,"Visiting",34.7318277534856
"Wright","Anoka","Auto 2 Person","Work",117.428993524961
"Le Sueur","Hennepin","Auto SOV","Maintenance",12.4767142939761
"Hennepin","Scott","Auto 2 Person","Eating Out",136.41904044892
"Le Sueur","Scott","Auto SOV","Shop",375.640168442331
"Scott","Le Sueur","Auto SOV","Shop",375.640168442331
"Le Sueur","Le Sueur","Auto 2 Person","Eating Out",120.925587143785
"Anoka","Ramsey","Auto SOV","Maintenance",3205.35961396257
"Anoka","Scott","Walk","Discretionary",24.5393308550104
"Scott","Scott","Bike/Moped","Discretionary",580.181224216751
"Anoka","Hennepin",NA,"Work",12.2696654275052
"Hennepin","Carver","Auto SOV","Escort",2743.76086420249
"Ramsey","Hennepin","TNR-Transit","Maintenance",12.3705736471792
"McLeod","Wright","Auto SOV","Work",700.651338190958
"Wright","McLeod","Auto SOV","Work",585.276292177463
"Hennepin","Washington","Auto 3+ Person","Escort",555.918057108467
"Washington","Washington","Drive-Transit","Maintenance",25.8963057259829
"Hennepin","Carver","Walk-Transit","Escort",207.819431490307
"Carver","Carver","Walk-Transit","Escort",184.728383546939
"Carver","Hennepin","Walk-Transit","Escort",207.819431490307
"Rice","Rice","Auto 3+ Person","Discretionary",1797.59701691656
"Goodhue","Ramsey","Auto SOV","Work",465.290980422967
"Wright","Washington","Auto 3+ Person","Escort",12.1367687637969
"St. Croix","St. Croix","Walk","School",940.205605262633
"Sherburne","Anoka","Auto 2 Person","Visiting",453.445969875663
"Polk","Polk","Auto SOV","Visiting",1109.50322631923
"Dakota","Washington","Auto 2 Person","Work-based",590.301665351019
"Ramsey","St. Croix","Auto SOV","Maintenance",1070.57859756692
"Polk","Chisago","Auto 2 Person","Work",63.3978581068953
"Chisago","Polk","Auto 3+ Person","Discretionary",51.0144040250644
"Polk","Polk","TNR-Transit","School",323.821141840172
"Polk","Chisago","TNR-Transit","School",25.5072020125322
"Rice","Scott","Auto SOV","Shop",1055.16788186513
"Scott","Rice","Auto SOV","Shop",494.785797622461
"Dakota","Hennepin","Auto 2 Person","Work-based",1252.98055515914
"Dakota","Rice","Auto 2 Person","Work-based",242.735375275938
"Hennepin","Sherburne","Auto SOV","Visiting",179.124422681743
"Sherburne","Hennepin","Auto SOV","Visiting",179.124422681743
"Scott","Rice","Auto SOV","Maintenance",399.893043161136
"Dakota","Scott","Auto SOV","Escort",791.331185651977
"Polk","Polk","Auto 2 Person","Shop",2412.11546697876
"Polk","Polk","Auto 2 Person","Visiting",1211.8866799078
"Hennepin","Wright","Auto 3+ Person","Maintenance",1198.50495174963
"Anoka","Ramsey","Auto 3+ Person","Escort",2593.88565507833
"Hennepin","Anoka","Auto 3+ Person","Maintenance",2145.79107847436
"Anoka","Hennepin","Auto 3+ Person","Maintenance",2440.14836913475
"Hennepin","Washington",NA,"Work",16.7890113396235
"Washington","Washington","TNR-Transit","Maintenance",307.980090584006
"Hennepin","Hennepin",NA,"Shop",389.526394239737
"Ramsey","Ramsey",NA,"Discretionary",21.2497286194591
"Ramsey","Hennepin","Bike/Moped","Work",688.951896489236
"Dakota","Scott","Auto 3+ Person","Work",360.900460369939
"Anoka","Wright","Drive-Transit","Work",49.7520341269928
"St. Croix","Washington","Auto SOV","Visiting",1680.49118818209
"St. Croix","Washington","Auto SOV","Shop",1953.40662530911
"Dakota","Rice","Auto 2 Person","Escort",238.68820800875
"Sherburne","Hennepin","Auto 2 Person","Maintenance",634.233754512745
"Hennepin","Sherburne","Auto 2 Person","Maintenance",502.985809402684
"Sherburne","Sherburne","Auto 2 Person","Maintenance",1798.02857837934
"Wright","Sherburne","Auto 3+ Person","Maintenance",193.129434180636
"Sherburne","Anoka","Auto 2 Person","Maintenance",613.304682831001
"Anoka","Sherburne","Auto 2 Person","Maintenance",544.368654203025
"Sherburne","Hennepin","Auto 3+ Person","Visiting",386.258868361272
"Hennepin","Sherburne","Auto 3+ Person","Visiting",386.258868361272
"Sherburne","Sherburne","Auto 3+ Person","Visiting",6387.980075907
"Sherburne","Anoka","Auto 3+ Person","Visiting",807.73064187052
"Anoka","Sherburne","Auto 3+ Person","Visiting",790.124189296532
"Ramsey","Hennepin","Walk-Transit","Shop",95.2174832532518
"Dakota","Washington","Auto SOV","Eating Out",756.973793874025
"Ramsey","St. Croix","Auto 2 Person","Discretionary",9.05009645139083
"St. Croix","Ramsey","Auto 2 Person","Discretionary",148.568097873597
"St. Croix","St. Croix","Auto 3+ Person","Eating Out",1369.31293001719
"St. Croix","Ramsey","Auto 2 Person","Maintenance",1200.59137111802
"Hennepin","Anoka","Drive-Transit","Work",41.5882542296183
"Anoka","Hennepin","Walk","Work-based",346.35947740261
"Anoka","Anoka","Walk","Work",1340.77409074624
"Anoka","Hennepin","Walk","Work",315.146747857533
"Wright","Hennepin","Walk-Transit","Maintenance",12.1693365360418
"Le Sueur","Le Sueur","Auto 2 Person","Escort",1378.69925543196
"Le Sueur","Le Sueur","Auto SOV","Escort",922.11653268204
"Le Sueur","Hennepin","Auto SOV","Work",1182.42539370067
"Scott","Le Sueur","Auto SOV","Visiting",259.606411204199
"Le Sueur","Le Sueur","Auto SOV","Visiting",256.463917825128
"Le Sueur","Le Sueur","Auto 2 Person","School",1261.5066293787
"St. Croix","St. Croix","Auto 3+ Person","Maintenance",1814.25831914543
"Wright","Anoka","Auto 2 Person","Maintenance",12.9590348987728
"Washington","Anoka","Auto 2 Person","Maintenance",109.330553892672
"Ramsey","Dakota","Auto SOV","Eating Out",467.829190123382
"Anoka","Anoka","Walk","Work-based",3026.47104405287
"Pierce","Washington","Auto 2 Person","Maintenance",13.8374010692256
"Ramsey","Isanti","Auto SOV","Work-based",334.01272694082
"Sherburne","Sherburne","Auto 2 Person","School",2275.85876866299
"Sherburne","Hennepin","Auto 2 Person","Work",372.478160281125
"Wright","Hennepin","Walk","Maintenance",437.231479027491
"McLeod","McLeod","Auto 2 Person","Maintenance",4238.40737138027
"Washington","Anoka","TNR-Transit","School",336.912073568019
"Anoka","Washington","Auto 3+ Person","Visiting",1209.42875514107
"Hennepin","Goodhue","Auto SOV","Shop",48.6773461441671
"Goodhue","Hennepin","Auto SOV","Shop",48.6773461441671
"St. Croix","St. Croix","Auto 2 Person","Maintenance",18017.5534878451
"St. Croix","Chisago","Auto 2 Person","Maintenance",33.7721267193014
"Chisago","St. Croix","Auto 2 Person","Maintenance",33.7721267193014
"Rice","Hennepin","Walk","Maintenance",397.713449964332
"Hennepin","Rice","Auto SOV","Maintenance",680.991774195809
"Hennepin","Hennepin",NA,"Eating Out",914.033635802168
"Ramsey","Anoka","Auto SOV","Visiting",1530.28300045941
"Dakota","Scott","Auto 2 Person","Work-based",735.703684985757
"Scott","Ramsey","Auto 2 Person","Work-based",144.422437157504
"Wright","Hennepin","Auto 3+ Person","Discretionary",1646.01726594305
"Anoka","Hennepin","Auto 3+ Person","Shop",1751.05741113607
"Hennepin","Anoka","Auto 3+ Person","Shop",2095.09267280395
"Anoka","Carver","Auto SOV","Work",760.622238894026
"Carver","Anoka","Auto SOV","Work-based",177.166846346976
"McLeod","Sibley","Auto 2 Person","Eating Out",31.2188598050476
"Sibley","McLeod","Auto 2 Person","Eating Out",31.2188598050476
"McLeod","McLeod","Auto 2 Person","Eating Out",5344.67292923787
"Dakota","Washington","Auto 2 Person","Shop",2891.4507670335
"Washington","Dakota","Auto 2 Person","Shop",2437.94659080725
"Washington","Anoka","Auto SOV","Shop",606.717573999928
"Anoka","Washington","Auto SOV","Shop",564.380177835542
"Pierce","Hennepin","Auto SOV","Work",187.13008863745
"Hennepin","Pierce","Auto SOV","Shop",16.5630558169045
"Pierce","Pierce","Auto SOV","Shop",2105.01524126529
"Wright","Ramsey","Auto SOV","Discretionary",42.9256850085872
"Ramsey","Wright","Auto SOV","Discretionary",64.8352305616203
"Hennepin","Ramsey","Walk-Transit","Discretionary",139.673364543581
"Hennepin","Washington","Auto 2 Person","Discretionary",1127.01317156654
"Ramsey","Dakota","Auto SOV","Escort",2838.77461330559
"Carver","Hennepin","Auto 2 Person","Discretionary",3903.52604164676
"Sherburne","Wright","Auto SOV","Maintenance",2542.46031185086
"Wright","Sherburne","Auto SOV","Maintenance",2821.66889654563
"Hennepin","Ramsey","Auto 3+ Person","Visiting",2607.6792607365
"Carver","Ramsey","Walk","Discretionary",150.02828105295
"Ramsey","Carver","Auto SOV","Discretionary",150.02828105295
"Hennepin","Carver","Auto 3+ Person","School",3543.55474552316
"Hennepin","Hennepin","TNR-Transit","Visiting",451.614303563513
"Dakota","Ramsey","Walk","Work",96.3066068188377
"Polk","Wright","Auto SOV","Shop",341.724400956699
"Sherburne","Wright","Auto SOV","Discretionary",842.640333731835
"Hennepin","Washington",NA,"Discretionary",194.874361107812
"McLeod","Hennepin","Auto SOV","Work",2738.8152784044
"Hennepin","McLeod","Auto SOV","Work-based",172.781942091295
"McLeod","Sibley","Auto SOV","Work-based",259.172913136943
"Sibley","Carver","Auto SOV","Work-based",345.563884182591
"Carver","Scott","Auto SOV","Work-based",748.206655136178
"Scott","Le Sueur","Auto SOV","Work-based",372.070845960576
"Le Sueur","Carver","Auto SOV","Work-based",259.172913136943
"Carver","Sibley","Auto SOV","Work-based",577.688470391629
"Sibley","McLeod","Auto SOV","Work-based",172.781942091295
"McLeod","Hennepin","TNR-Transit","School",518.345826273886
"Hennepin","McLeod","TNR-Transit","School",518.345826273886
"Washington","Anoka","Auto 2 Person","Eating Out",105.61581385631
"Anoka","Ramsey","Auto 2 Person","Eating Out",1178.91833451476
"Ramsey","Washington","Auto 2 Person","Eating Out",1339.80252678439
"Hennepin","Hennepin","Bike/Moped","Escort",8582.7925970626
"Dakota","Hennepin","Auto 3+ Person","Escort",523.510749352144
"Hennepin","Scott","Auto SOV","Escort",646.910640603996
"Scott","Dakota","Auto SOV","Escort",150.753373875549
"Hennepin","Scott","Auto SOV","Eating Out",907.540371447673
"Carver","Carver","TNR-Transit","Maintenance",283.063179075608
"Washington","Chisago","Auto 3+ Person","Shop",12.5130464803358
"Chisago","Chisago","Auto 3+ Person","Shop",112.617418323022
"Pierce","St. Croix","Auto 2 Person","Maintenance",351.45379119619
"St. Croix","Hennepin","Auto 2 Person","Maintenance",51.6030836047642
"Washington","Hennepin","Auto 2 Person","Shop",542.304219140322
"Washington","Ramsey","TNR-Transit","School",1122.15482652217
"Ramsey","Washington","TNR-Transit","School",177.745431615375
"Hennepin","Anoka","Walk-Transit","Work",613.498974867155
"Sherburne","Sherburne","Auto 3+ Person","Work",2673.9986570922
"Sherburne","Hennepin","Auto 3+ Person","Work",179.484044892176
"Wright","Sherburne","Auto 2 Person","Work",406.15899924237
"Sherburne","Wright","Auto 2 Person","Visiting",427.480273048556
"Wright","Sherburne","Auto 2 Person","Visiting",415.042264516808
"Sherburne","Wright","Auto 3+ Person","School",415.730806591583
"Wright","Sherburne","Auto 3+ Person","School",399.046744617802
"Isanti","Chisago","Auto SOV","Maintenance",81.7531691976651
"Chisago","Dakota","Auto SOV","Maintenance",12.6238849364187
"St. Croix","Pierce","Walk","Discretionary",1102.38628724566
"Chisago","Ramsey","Auto SOV","Maintenance",155.507508722946
"Ramsey","Chisago","Auto SOV","Maintenance",122.139384775384
"Wright","Hennepin","Auto 3+ Person","Escort",4401.40288572843
"Sherburne","Hennepin","Auto 2 Person","Escort",458.098381561621
"Carver","Hennepin","Drive-Transit","Work",422.034105157927
"Hennepin","Anoka","Auto SOV","Work-based",3832.48521177854
"Goodhue","Goodhue","Auto 3+ Person","Work",952.039999494052
"Goodhue","Goodhue","Walk","Work-based",2639.06738747058
"Hennepin","Hennepin","Bike/Moped","School",4002.04731187064
"Washington","Washington","Walk-Transit","Maintenance",384.040180114098
"Dakota","Hennepin","TNR-Transit","School",834.318572362948
"Dakota","Goodhue","Auto 3+ Person","Work",16.5372318208633
"Goodhue","Dakota","Auto 3+ Person","Escort",66.1489272834532
"Washington","Hennepin","Auto SOV","Discretionary",1107.58954990644
"Washington","St. Croix","Auto 3+ Person","Work",674.46518524923
"St. Croix","Washington","Auto 3+ Person","Work",345.805421186884
"Wright","Hennepin","Auto 2 Person","School",1135.56051984187
"Hennepin","Anoka","Walk-Transit","Work-based",306.523219314995
"Wright","Anoka","Auto SOV","Shop",311.14506999357
"Wright","Sherburne","TNR-Transit","School",186.556397939741
"Dakota","Ramsey","Auto SOV","Escort",2212.21945052465
"Wright","Sherburne","Auto SOV","University",49.752034126993
"Sherburne","Anoka","Auto SOV","University",49.752034126993
"Anoka","Wright","Auto SOV","University",49.752034126993
"Scott","Dakota","Auto SOV","Work-based",1005.34832672637
"Dakota","Goodhue","Auto SOV","Work-based",13.5879088265584
"Ramsey","Dakota","Auto 3+ Person","Discretionary",266.991387138293
"Dakota","Ramsey","Auto 3+ Person","Shop",1969.04825579379
"Ramsey","Hennepin","Auto 3+ Person","Shop",2266.24793701883
"Washington","Anoka","Auto 2 Person","Work-based",49.7927143592952
"Hennepin","Dakota","Auto 2 Person","Work-based",1035.49308556823
"Hennepin","Scott","Auto 2 Person","Work-based",18.0056781762855
"Scott","Dakota","Auto 2 Person","Work-based",328.325030709959
"Hennepin","Dakota","Auto SOV","University",301.43964776237
"Dakota","Hennepin","Auto SOV","University",301.43964776237
"Wright","Anoka","Auto 3+ Person","Visiting",35.9303806794598
"Hennepin","Anoka","TNR-Transit","Visiting",12.6056937113572
"Anoka","Anoka","TNR-Transit","Visiting",38.7696078180008
"Washington","Pierce","Auto 2 Person","Shop",12.8009406271412
"Sherburne","Sherburne","Walk","Work-based",303.114503144894
"St. Croix","St. Croix","Auto 3+ Person","Discretionary",2017.08616998807
"St. Croix","Pierce","Auto 3+ Person","Discretionary",728.26426657967
"St. Croix","Pierce","TNR-Transit","School",666.93952405145
"St. Croix","Pierce","Auto 3+ Person","School",841.16868402312
"Pierce","St. Croix","Auto 3+ Person","School",705.892289347225
"Polk","Hennepin","Auto SOV","Work",49.8089458319636
"Sherburne","Ramsey","Auto 3+ Person","Work",49.752034126993
"Sherburne","Ramsey","Auto 3+ Person","School",49.752034126993
"Anoka","Washington","Auto SOV","Maintenance",201.783344358111
"Dakota","Ramsey","Auto 2 Person","Eating Out",79.3475715240728
"Ramsey","Dakota","Auto 3+ Person","Eating Out",398.284779669171
"Washington","Hennepin","Auto SOV","Shop",414.015288859192
"Goodhue","Goodhue","Auto 2 Person","School",519.039962681859
"Ramsey","Anoka","Auto 3+ Person","Work",115.268523815198
"Washington","Hennepin","Walk-Transit","Maintenance",16.2335758871001
"Carver","Carver","Auto SOV","Escort",4382.96185507654
"Ramsey","Anoka","Auto SOV","Discretionary",2407.19357311189
"St. Croix","Washington","Auto SOV","Eating Out",617.62196211267
"Washington","St. Croix","Auto SOV","Eating Out",380.739647764758
"Anoka","Anoka",NA,"Shop",17.3659138767428
"Scott","Goodhue","Auto 3+ Person","Discretionary",650.895593734844
"Scott","Dakota","Walk-Transit","Work",408.22051792093
"Hennepin","Scott","Walk-Transit","Work",1111.64118145272
"Dakota","Scott","Auto 3+ Person","Discretionary",2084.10654803069
"St. Croix","Dakota","Auto SOV","Work",584.869079007063
"Dakota","St. Croix","Auto SOV","Work",737.434173949552
"Dakota","St. Croix","Auto SOV","Work-based",50.5016435356892
"Hennepin","Carver","Auto 3+ Person","Maintenance",1248.60050566894
"Scott","Hennepin","Auto SOV","Eating Out",1143.61448415401
"Rice","Dakota","Auto 2 Person","Discretionary",103.610930095269
"Dakota","Rice","Auto 2 Person","Discretionary",49.9814368152356
"Rice","Dakota","Auto 2 Person","Escort",215.900901121781
"Hennepin","Ramsey","Walk-Transit","Visiting",55.80783717887
"Sherburne","Anoka","Auto 2 Person","Work",355.020413278458
"Ramsey","Dakota",NA,"Escort",36.7474138935525
"Dakota","Ramsey",NA,"Escort",36.7474138935525
"Dakota","Ramsey","Auto 2 Person","Escort",1494.66293448064
"Ramsey","Anoka","Auto 3+ Person","Maintenance",37.6599134068081
"Anoka","Ramsey","Auto 3+ Person","Maintenance",927.76971337927
"Anoka","Ramsey","Auto 3+ Person","School",258.086584111012
"Le Sueur","Le Sueur","Auto SOV","Maintenance",8207.43321602105
"Ramsey","Ramsey","Bike/Moped","Maintenance",517.338948037621
"Anoka","Ramsey","Walk","Work",343.335056372393
"Sibley","Sibley","Auto SOV","Maintenance",637.031114509372
"Ramsey","Wright","Auto 3+ Person","Work",21.9095455530331
"Anoka","Wright","Auto SOV","Shop",264.096350224678
"Carver","Hennepin","Walk","Work-based",694.205960102554
"Ramsey","Hennepin","Walk","Shop",130.196488152835
"Scott","Scott","Auto 2 Person","Work",5842.87849424881
"Ramsey","Ramsey","Auto SOV","School",2035.70862046187
"Anoka","Anoka","Bike/Moped","Shop",452.392745530899
"Anoka","Anoka","Bike/Moped","Discretionary",1443.39857647981
"Rice","Rice","Walk","Shop",115.118980200852
"Isanti","Isanti","Walk","Discretionary",624.106362222825
"Isanti","Anoka","TNR-Transit","Visiting",25.0260929606716
"Anoka","Isanti","TNR-Transit","Visiting",25.0260929606716
"Scott","Hennepin","Auto 2 Person","Escort",898.627270835278
"Goodhue","Goodhue","Auto 3+ Person","Maintenance",616.726219163769
"Scott","Dakota","Auto 2 Person","Escort",888.13275526758
"Scott","Scott","Auto SOV","School",5005.62155158478
"Polk","Washington","Auto SOV","Visiting",126.791613927212
"Washington","St. Croix","Auto SOV","Visiting",1416.35505836311
"St. Croix","Polk","Auto SOV","Visiting",243.963590832531
"Polk","Polk","Auto 2 Person","Escort",6908.19478514957
"Polk","Polk","Auto 2 Person","Discretionary",5149.61739065283
"Hennepin","Chisago","Auto SOV","Work",255.577883247526
