"distbin","PURPOSE","freq"
5,"jmain",6834.40074094677
6,"jmain",5954.40974526461
7,"jmain",4904.76774762333
8,"jmain",1193.2645268668
9,"jmain",331.80485738126
1,"jdisc",507.624419042564
10,"jdisc",459.545486306839
11,"jdisc",55.614261739342
12,"jdisc",303.25865947415
13,"jdisc",0
14,"jdisc",12.6255361099482
15,"jdisc",97.8458205427373
16,"jdisc",34.121753406829
17,"jdisc",97.0214771793527
18,"jdisc",167.338021426123
19,"jdisc",154.553620303016
2,"jdisc",16401.8443957602
20,"jdisc",186.435261039782
21,"jdisc",25.9714217237488
22,"jdisc",43.5137870708635
23,"jdisc",0
24,"jdisc",0
25,"jdisc",0
26,"jdisc",58.6878412165861
27,"jdisc",0
28,"jdisc",0
29,"jdisc",0
3,"jdisc",9182.16672173943
30,"jdisc",0
31,"jdisc",0
32,"jdisc",0
33,"jdisc",0
34,"jdisc",0
35,"jdisc",0
36,"jdisc",0
37,"jdisc",0
38,"jdisc",0
39,"jdisc",0
4,"jdisc",3618.57707582361
40,"jdisc",0
41,"jdisc",0
42,"jdisc",0
5,"jdisc",4474.47075451882
6,"jdisc",880.887616755532
7,"jdisc",644.476204244851
8,"jdisc",1442.37182718643
9,"jdisc",854.645461451298
1,"atwork",735.957229125412
10,"atwork",37.5561909342804
11,"atwork",404.934051199287
12,"atwork",222.597348772871
13,"atwork",1284.76918391242
14,"atwork",66.0551383460288
15,"atwork",326.276399426048
16,"atwork",320.678497680919
17,"atwork",0
18,"atwork",17.0245133925324
19,"atwork",27.5627160134484
2,"atwork",21366.8324753118
20,"atwork",16.8556942126129
21,"atwork",8.58890905947441
22,"atwork",0
23,"atwork",99.5933735815637
24,"atwork",13.012386824976
25,"atwork",13.7813580067242
26,"atwork",0
27,"atwork",41.2375545339122
28,"atwork",243.301821466152
29,"atwork",58.1177853291564
3,"atwork",3891.78989786
30,"atwork",0
31,"atwork",0
32,"atwork",14.5043737337132
33,"atwork",16.47887338364
34,"atwork",0
35,"atwork",0
36,"atwork",0
37,"atwork",0
38,"atwork",227.714751160549
39,"atwork",0
4,"atwork",5977.07434725206
40,"atwork",0
41,"atwork",17.4699049674684
42,"atwork",27.5627160134484
5,"atwork",748.143920962058
6,"atwork",1526.56241355031
7,"atwork",1884.63032607822
8,"atwork",1349.40645620574
9,"atwork",856.68803741443
1,"Total",76592.8918459938
10,"Total",55636.2445702352
11,"Total",39404.1806175448
12,"Total",35464.9066166323
13,"Total",37492.7853675741
14,"Total",21720.074464533
15,"Total",21502.1458693624
16,"Total",16049.3241076926
17,"Total",19763.0737525641
18,"Total",13837.7469424345
19,"Total",13638.3686670002
2,"Total",1027649.86103017
20,"Total",12109.1975193727
21,"Total",10567.6363748728
22,"Total",6668.43777169458
23,"Total",8832.63127347433
24,"Total",7413.54250370255
25,"Total",9464.749111696
26,"Total",4277.25936981844
27,"Total",3100.78990899026
28,"Total",2226.07907165416
29,"Total",5014.94451015747
3,"Total",533188.299799088
30,"Total",4308.58885199457
31,"Total",5752.29927548404
32,"Total",1037.91844171564
33,"Total",2383.63774053804
34,"Total",5133.97640335732
35,"Total",1551.62701993166
36,"Total",2068.17195026475
37,"Total",2379.53490190438
38,"Total",1889.95910244227
39,"Total",2032.02543138104
4,"Total",367122.821066619
40,"Total",942.466545683322
41,"Total",1923.77895000544
42,"Total",24304.8570901488
5,"Total",203274.428260755
6,"Total",142987.827092594
7,"Total",114901.708242896
8,"Total",95272.5661267409
9,"Total",63356.6914025694
