"distbin","Anoka","Carver","Chisago","Dakota","Goodhue","Hennepin","Isanti","Le Sueur","McLeod","Pierce","Polk","Ramsey","Rice","Scott","Sherburne","Sibley","St. Croix","Washington","Wright","Total"
40,117.853927914409,1997.00944199232,837.107153113285,0,0,440.846956076535,697.386372194314,0,0,50.4325239152422,333.920209226534,0,0,1106.58854293725,614.556714382908,0,0,307.876562386953,595.249759130411,7098.82816327017
41,0,0,207.286962575588,102.599407090828,0,49.7903835398802,1209.63713144416,56.09023628804,0,245.053050021964,0,0,970.173371074677,426.712366123344,1655.24383294516,0,49.3782537620768,0,534.246475004985,5506.21146987071
42,0,0,0,383.417054401254,215.467603957179,507.913966521522,183.201558554056,0,191.806410512788,0,1064.13807267204,0,0,0,391.633982037721,0,659.891489736473,51.4369713736149,2002.48538649243,5651.39249625908
43,0,54.398195257947,51.1852016734419,0,0,0,819.899291797666,751.587868972449,0,0,0,0,586.025893116858,81.4732080903761,332.878710813225,0,344.03027510362,225.479493492147,90.9311210955281,3337.88925941326
44,0,0,0,103.680364487111,0,40.7844151478362,0,171.544261359495,0,101.451483293633,0,0,958.677518598257,0,0,0,120.877865369832,200.618486846083,850.617089167788,2548.25148427004
45,54.5849425116457,0,0,0,0,52.6245080155951,0,0,0,0,0,0,855.792881504133,0,652.042822411552,0,972.886128354323,0,953.181604731997,3541.11288752925
46,962.035493042756,0,51.7950019850986,51.2374217972907,0,0,0,726.867366499319,0,0,0,51.3246328665295,120.01454493558,0,410.58497758563,0,982.934367475112,225.479493492147,327.752331694987,3910.02563137445
47,0,2021.47459650645,0,50.656393054622,215.467603957179,0,0,0,0,0,0,0,149.691551967869,0,50.5021444397927,0,598.129051403354,0,75.0865528773009,3161.00789420657
48,576.154288864225,0,0,0,0,0,53.9100660176749,0,0,0,0,0,0,94.3240444269352,49.752034126993,0,1956.85158601068,0,0,2730.99201944651
49,0,995.980880168928,1188.69642014831,0,0,48.5470750551876,0,0,0,147.603417495832,51.0144040250644,0,615.795311130441,0,536.88540104406,0,0,0,90.9311210955281,3675.45403016335
50,0,0,103.914664774307,0,70.8564234705265,0,53.9100660176749,0,0,0,364.792567589779,64.5920557202462,0,0,0,0,0,0,0,658.065777572534
51,0,0,1891.57151518983,121.435095816407,1824.63676140162,1065.74694418642,246.263853934472,477.707883499038,1038.76269649558,55.3496042769024,276.333103889941,107.157676404462,1152.72157986449,644.414408239387,1143.10452124125,0,1456.35618679536,53.8205062433124,2434.49030820656,13989.872645685
