"jointTours","hhsize","freq"
"0","2",79.2515491534356
"1","2",16.4934009731617
"2","2",4.25504987340266
"0","3",69.8597632189482
"1","3",23.2823312746552
"2","3",6.85790550639656
"0","4",69.4086728567931
"1","4",19.805682302854
"2","4",10.7856448403529
"0","5",62.8682447466172
"1","5",20.5144957389745
"2","5",16.6172595144084
"0","Total",73.5163744643388
"1","Total",18.9708473044124
"2","Total",7.51277823124879
