"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",0,0,0,0,0,0,0,0,0,0
"2",0,199284.400962295,10912.2577156991,0,0,0,0,0,0,0
"3",0,0,73624.2989864409,0,0,0,0,0,0,0
"4",0,887.82524444596,202.983710093776,6272.95229328513,0,175.107816354407,0,50.7118378474818,0,0
"5",0,0,12.6173075899716,0,967.767236915705,0,0,0,0,0
"6",0,0,0,0,0,2979.08293488019,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,41.302593781353,0,101.423675694964,0,0
"9",0,0,0,0,0,0,0,0,1586.65599537244,0
"10",0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0
