"timebin","purpose","freq_stop","freq_trip"
33,"sch",6701.48427622811,8010.20484118109
34,"sch",3329.37378810799,4943.1539749696
35,"sch",3024.38057200275,5165.18780410841
36,"sch",777.581937389671,2050.08204514836
37,"sch",1000.65810859558,2244.16525406513
38,"sch",384.185292310115,606.211962444583
39,"sch",0,12.4498775611576
4,"sch",0,0
40,"sch",0,0
41,"sch",12.1693365360418,12.1693365360418
42,"sch",0,0
43,"sch",0,12.1693365360418
44,"sch",0,0
45,"sch",0,0
46,"sch",0,0
47,"sch",0,0
48,"sch",0,0
5,"sch",0,328.763928757116
6,"sch",52.9304505803348,12141.363521887
7,"sch",596.998358737946,28647.6424417214
8,"sch",6152.72414404271,44942.2156521639
9,"sch",4365.41849561207,76032.6760112266
1,"univ",0,0
10,"univ",1044.6449427073,3894.12492603342
11,"univ",360.837320631583,3872.23086061925
12,"univ",253.15627576543,2564.61773760531
13,"univ",533.997192632259,1366.95202770718
14,"univ",139.097719987381,1074.09369024606
15,"univ",274.247015654487,1569.43429701155
16,"univ",939.265973147204,3480.64635808688
17,"univ",1792.65734803333,2748.02019425632
18,"univ",2479.5192721093,5712.53317386306
19,"univ",3591.99258812484,6229.17037928613
2,"univ",0,0
20,"univ",448.032848213163,2154.24835503949
21,"univ",1712.73537288917,3978.69312205654
22,"univ",2740.98957762856,5295.49569687493
23,"univ",772.626568919648,2893.25875810999
24,"univ",279.141111217241,2287.27865277
25,"univ",1443.36259218348,2385.89994432716
26,"univ",717.541068927927,2446.32914274933
27,"univ",895.126203501064,2301.87280964287
28,"univ",766.948100367433,961.796270507294
29,"univ",1299.4164664097,1722.91591130051
3,"univ",0,17.4625385055247
30,"univ",1406.06649844857,3337.45717513006
31,"univ",1048.07955491047,2056.88290235105
32,"univ",1185.80523627655,1531.38417680184
33,"univ",583.165588096187,1814.08608283304
34,"univ",321.161284377791,776.611161475702
35,"univ",594.15738611646,908.539411170264
36,"univ",633.381473778264,2173.89745949823
37,"univ",1768.77785371433,3017.80003478036
38,"univ",297.086148367485,479.785682362647
39,"univ",352.76813357731,364.985065915351
4,"univ",0,0
40,"univ",67.506904210817,135.013808421634
41,"univ",414.452522618038,414.452522618038
42,"univ",0,0
43,"univ",0,0
44,"univ",0,0
45,"univ",0,0
46,"univ",0,0
47,"univ",0,0
48,"univ",0,0
5,"univ",0,569.619966509028
6,"univ",8.58890905947441,217.938628684098
7,"univ",8.90193744015492,1435.18130918632
8,"univ",1899.73868759002,7395.82849601449
9,"univ",116.771191700513,3278.86741040734
1,"work",272.601677323113,10598.9058619156
10,"work",40395.5851268406,174427.575331289
11,"work",38641.3436843874,133021.591631112
12,"work",23278.8123301821,86654.4015919635
13,"work",16006.8969992336,67032.2886595066
14,"work",17985.1614214906,42591.8851333523
15,"work",10311.2334518187,34292.6941602881
16,"work",10735.0022376883,34589.2461364177
17,"work",16880.2506129623,43529.81009593
18,"work",14741.5934861581,44280.9099273083
19,"work",17414.0973553452,52434.2424567131
2,"work",264.747742015963,9156.08895914159
20,"work",19974.3097379876,57339.6798300726
21,"work",15807.6192091621,65875.7666073877
22,"work",29418.0922585841,64718.5892576627
23,"work",31360.0659259785,85275.5879471468
24,"work",31186.6716565665,104691.297858316
25,"work",38832.745178674,135170.592421595
26,"work",59017.4676182992,198976.567423122
27,"work",82301.6950926487,231064.947491946
28,"work",99126.0027560595,216925.405015621
29,"work",70089.8438181028,181197.36763882
3,"work",1285.13317464768,18938.3437666406
30,"work",81121.5319880182,138411.453516775
31,"work",56203.6822983128,99437.4351082685
32,"work",34058.6215899243,59059.3638280508
33,"work",34084.5063239357,57537.1001800916
34,"work",23808.0288402762,38542.0535786506
35,"work",19204.846340736,34754.9999267856
36,"work",12145.1294907893,24134.8988412601
37,"work",8683.1643180922,23792.9323052102
38,"work",11503.1408356416,22998.3925305533
39,"work",5236.26658089277,13729.3020918709
4,"work",1723.18840805231,30210.0075742712
40,"work",5503.16931006315,14220.1368230814
41,"work",2358.82849122667,7845.12589167757
42,"work",2111.64687968948,5726.14145857977
43,"work",0,3521.53629538456
44,"work",758.933152544553,4522.83962210805
45,"work",576.624884549435,1862.42283476236
46,"work",37.0789042832555,1935.31897878707
47,"work",147.738577856506,4729.44879772619
48,"work",1040.26251991059,4253.50357992756
5,"work",3572.47111809837,47186.7369458374
6,"work",8549.16666975907,85003.4732173128
7,"work",14278.038914013,117525.291837922
8,"work",22875.2424111399,170134.995416367
9,"work",42933.4011683597,195306.039383681
1,"Total",411.877003891192,17037.4700782587
10,"Total",73116.8599969553,415724.763988872
11,"Total",78312.5679131769,375195.15881365
12,"Total",78451.0597274276,316691.397113925
13,"Total",72624.8176050189,294404.822307855
14,"Total",86453.1224720891,257303.04367772
15,"Total",74986.1371418607,230733.161111187
16,"Total",65558.407550564,231687.383846429
17,"Total",90162.3309670274,301950.836946873
18,"Total",110660.797759807,319262.639998049
19,"Total",105686.54066847,317106.145288564
2,"Total",407.554828226223,15656.2826047347
20,"Total",105436.895111128,308331.372522652
21,"Total",99167.7516186795,303629.508628763
22,"Total",127209.23666455,319418.799345367
23,"Total",130476.507164843,379438.944227036
24,"Total",136224.870003804,406083.406776131
25,"Total",144639.692967859,447279.055841666
26,"Total",171419.202030139,508588.980871156
27,"Total",198346.15457499,550902.051068758
28,"Total",216437.667755605,519038.408355991
29,"Total",168565.311307217,485313.035642071
3,"Total",2352.41626313531,27072.1540183653
30,"Total",166573.610330049,411165.976022715
31,"Total",144778.827802255,358462.648729657
32,"Total",109539.630201051,271953.109096775
33,"Total",110355.953022698,250309.001986659
34,"Total",77022.0588433228,200121.040108167
35,"Total",79517.6742520596,188233.632307787
36,"Total",49720.193578938,128190.635105198
37,"Total",44047.9271738847,111567.788097039
38,"Total",29542.0776781711,66691.3684445343
39,"Total",15222.5839278311,41185.4756733833
4,"Total",2975.04357058361,41731.1061572011
40,"Total",13605.6031584289,29999.8254289047
41,"Total",7528.42099725712,17050.5895708134
42,"Total",4616.17769187723,10824.608390124
43,"Total",291.487652684994,6697.28773509425
44,"Total",1317.120322898,6738.42754393413
45,"Total",593.082441539275,2912.89877485916
46,"Total",284.676200706064,7278.25967064976
47,"Total",359.169664520614,9457.59808729251
48,"Total",2201.78931239317,6435.50164310829
5,"Total",4584.02818658632,76568.9174751517
6,"Total",13373.2813506667,146018.844644949
7,"Total",23331.8698277554,219868.337734751
8,"Total",45230.4130945184,336007.200240421
9,"Total",71146.2380500467,432435.446066048
