"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"1",10852.8514761642,0,48.8531567334574,1934.74206017471,692.236651410739,2215.32517155328,0,0,403.298606906408
"2",9425.83949489814,0,1096.68840543882,0,1033.94155821498,1344.26330091972,0,0,692.245103467625
"3",21393.2431506388,17.4625385055247,0,469.753807900609,1431.38459089464,1042.54628224212,0,50.1773992725392,1788.04647162349
"4",31680.3347901102,0,0,1104.12865685254,3872.99394375064,4284.88133229833,228.025319903992,0,1174.47728779958
"5",51224.7082108669,659.735703553143,1188.71145893782,2114.49670788237,5906.86234592113,10323.9832023443,55.4192426594038,449.766964758888,2155.18127710563
"6",83077.5288716186,355.832362496212,12544.5513215374,4014.88512197974,10262.6393225064,8797.63334877173,98.1587705177774,1066.45577486495,5775.31065946339
"7",101698.325185786,1426.27937174616,27683.3914641394,9477.00411828407,15805.7051382426,12741.4472671823,515.586637973609,2683.17730486399,10122.81567805
"8",144530.668527715,5202.74636071819,34003.7708917501,24060.7804461681,23100.2812057597,18930.3570092515,2570.82680022821,1455.32439032067,13786.6520704232
"9",134265.367523052,2905.21567359239,56281.8950113727,31781.5366535305,29376.6910379966,20670.8275847985,1718.56253127267,2874.35103356877,14345.1734914126
"10",127368.218900074,2699.1475970925,40348.4880657897,34115.2197581119,34570.4572672614,26764.2806680274,3731.74174899272,2960.24942213521,15572.7154791462
"11",81138.4885915201,4906.92319732503,35357.7251450496,27409.7226874777,32215.754330724,30804.6493156387,4827.15061298277,3607.78674154403,18095.538983063
"12",61087.1638240832,2976.16452272552,18665.803941318,21072.4501544601,35677.9749888239,28920.786438404,8996.66632477899,7475.36518731631,24791.7596460007
"13",31924.1415101971,593.908192882576,9497.1634723246,12327.5069279193,45015.0205576806,24091.6460066167,12184.7959418126,5534.39267104482,24359.9659024329
"14",19135.5115125043,832.53916462588,1687.517767859,8948.93508586225,25402.3171394935,20034.3089261139,11510.5242134688,11713.4123296376,30215.7186073242
"15",17023.4660578707,1166.99412895348,607.536108767703,10284.0234961148,25311.420407995,19588.9604340938,6114.25149866189,8706.68889039026,25528.1088631722
"16",11693.4887005019,87.949779651382,457.823510506051,4638.50934497572,24260.4367681649,15713.0473194461,4691.54776231637,7289.07085804996,41258.7611979911
"17",15406.6892044873,0,1185.35874658664,5224.88063267664,28522.9868830476,20877.8865417656,8028.47297724737,6571.11657762434,45879.2417397972
"18",7220.48716998464,807.348576965124,939.529685471731,7697.06422512922,23889.6096136239,14386.7422392079,6966.4255675104,4911.05879618555,54206.0876258607
"19",13401.2570576355,513.825827209843,312.425888618345,7076.92763849649,26123.0329381538,19745.9702191634,4865.54692587702,2866.99550277606,39857.4363771863
"20",13635.7684934167,640.933615324429,84.5848047389337,6838.83031496392,25857.5751148753,10681.1316365697,9220.08566714642,2645.48134223031,33527.3688154994
