HH_ID,PER_ID,TOUR_ID,TRIP_ID,LEG_DEST_PLACENO,JTRIP_ID,NUMBER_HH,CHAUFFUER_ID,ORIG_DEP_HR,ORIG_DEP_MIN,DEST_ARR_HR,DEST_ARR_MIN,DEST_PURP,PARTY,ERROR
18112062,4,1,1,2,1,2,nan,10,45,11,15,3,4_5,""
18112062,5,1,1,2,1,2,nan,10,45,11,15,3,4_5,""
18112062,4,1,2,3,2,2,nan,13,30,14,0,0,4_5,""
18112062,5,1,2,3,2,2,nan,13,30,14,0,0,4_5,""
18114244,3,1,1,2,1,2,nan,7,0,7,24,3,3_4,""
18114244,4,1,1,2,1,2,nan,7,0,7,24,3,3_4,""
18114244,3,1,2,3,2,2,nan,15,5,15,45,0,3_4,""
18114244,4,1,2,3,2,2,nan,15,5,15,45,0,3_4,""
18114244,1,1,1,2,3,6,nan,17,19,17,41,8,1_2_3_4_5_6,""
18114244,3,2,1,4,3,6,nan,17,19,17,41,8,1_2_3_4_5_6,""
18114244,4,2,1,4,3,6,nan,17,19,17,41,8,1_2_3_4_5_6,""
18114244,5,1,1,2,3,6,nan,17,19,17,41,8,1_2_3_4_5_6,""
18114244,6,1,1,2,3,6,nan,17,19,17,41,8,1_2_3_4_5_6,""
18114244,2,2,1,7,3,6,nan,17,20,17,41,8,1_2_3_4_5_6,""
18114244,1,1,2,3,4,6,nan,21,0,21,14,0,1_2_3_4_5_6,""
18114244,3,2,2,5,4,6,nan,21,0,21,14,0,1_2_3_4_5_6,""
18114244,4,2,2,5,4,6,nan,21,0,21,14,0,1_2_3_4_5_6,""
18114244,5,1,2,3,4,6,nan,21,0,21,14,0,1_2_3_4_5_6,""
18114244,6,1,2,3,4,6,nan,21,0,21,14,0,1_2_3_4_5_6,""
18114244,2,2,2,8,4,6,nan,21,1,21,14,0,1_2_3_4_5_6,""
18115411,1,1,1,4,1,2,2,6,39,7,13,1,1_2,""
18115411,2,1,1,6,1,2,2,6,39,7,12,1,1_2,""
18115411,2,1,1,6,2,2,nan,7,20,7,24,1,1_2,""
18115411,1,1,1,4,2,2,nan,7,21,7,24,1,1_2,""
18115411,1,1,1,4,3,2,nan,7,24,8,1,1,1_2,""
18115411,2,1,1,6,3,2,nan,7,24,7,55,1,1_2,""
