HH_ID,PER_ID,PERSONTYPE,AGE,EMPLY,HOURS_CAT,EMP_CAT,STUDE,SCHOL,STU_CAT,PERSONTYPE0,EMP_CAT0,STU_CAT0,ERROR
18131773,3,8,1,3,,4,1,1,1,,,,""
18131773,4,8,1,3,,4,1,1,1,,,,""
18134758,1,1,5,1,,1,0,-9,3,,,,""
18134758,2,1,4,1,,1,1,8,3,,,,""
18135206,1,3,4,3,,3,1,6,2,,,,""
18135206,2,8,1,3,,4,1,1,1,,,,""
18135569,1,1,6,1,,1,0,-9,3,,,,""
18137131,1,1,6,1,,1,0,-9,3,,,,""
18137131,2,1,6,1,,1,0,-9,3,,,,""
18137131,3,7,2,3,,4,1,3,1,,,,""
18137131,4,7,2,3,,4,1,3,1,,,,""
18137131,5,8,1,3,,4,1,1,1,,,,""
18137783,1,5,10,3,,3,0,-9,3,,,,""
18138240,1,1,7,1,,1,0,-9,3,,,,""
18138814,1,1,7,1,,1,0,-9,3,,,,""
18139584,1,1,6,1,,1,0,-9,3,,,,""
18139584,2,1,6,1,,1,0,-9,3,,,,""
18139584,3,7,2,3,,4,1,3,1,,,,""
18139584,4,7,2,3,,4,1,3,1,,,,""
18139584,5,7,2,3,,4,1,3,1,,,,""
18139584,6,8,1,3,,4,1,1,1,,,,""
18139584,7,8,1,3,,4,1,1,1,,,,""
18139584,8,8,1,3,,4,1,97,1,,,,""
18140091,1,5,9,3,,3,0,-9,3,,,,""
18140204,1,1,5,1,,1,0,-9,3,,,,""
18140204,2,1,5,1,,1,0,-9,3,,,,""
18140776,1,5,9,3,,3,0,-9,3,,,,""
18140776,2,5,10,3,,3,0,-9,3,,,,""
18140897,1,1,8,1,,1,0,-9,3,,,,""
18141143,1,1,8,1,,1,0,-9,3,,,,""
18144393,1,1,6,1,,1,0,-9,3,,,,""
18144393,2,1,6,1,,1,0,-9,3,,,,""
18144664,1,1,6,1,,1,0,-9,3,,,,""
18144664,2,8,1,3,,4,1,1,1,,,,""
18144664,3,8,1,3,,4,1,1,1,,,,""
18145447,1,1,8,1,,1,0,-9,3,,,,""
18145447,2,1,8,1,,1,0,-9,3,,,,""
18145447,3,6,3,3,,3,1,4,1,,,,""
18146045,1,1,5,1,,1,0,-9,3,,,,""
18146045,2,1,5,1,,1,0,-9,3,,,,""
18146045,3,7,2,3,,4,1,3,1,,,,""
18146045,4,7,2,3,,4,1,3,1,,,,""
18146244,1,3,5,3,,3,1,8,2,,,,""
18147569,1,5,9,3,,3,0,-9,3,,,,""
18147569,2,5,9,3,,3,0,-9,3,,,,""
18149773,1,5,9,3,,3,0,-9,3,,,,""
18150245,1,1,6,1,,1,0,-9,3,,,,""
18150245,2,1,6,1,,1,0,-9,3,,,,""
18150245,3,8,1,3,,4,1,1,1,,,,""
18150245,4,8,1,3,,4,1,1,1,,,,""
18151138,1,5,9,3,,3,0,-9,3,,,,""
18151138,2,5,9,3,,3,0,-9,3,,,,""
18151401,1,1,7,1,,1,0,-9,3,,,,""
18154286,1,1,7,1,,1,0,-9,3,,,,""
18154286,2,2,7,2,,2,0,-9,3,,,,""
18154286,3,6,3,3,,3,1,4,1,,,,""
18154286,4,7,2,3,,4,1,4,1,,,,""
18154286,5,7,2,3,,4,1,3,1,,,,""
18155818,1,1,9,1,,1,0,-9,3,,,,""
18155818,2,5,9,3,,3,0,-9,3,,,,""
18156171,1,1,8,1,,1,0,-9,3,,,,""
18156171,2,1,8,1,,1,0,-9,3,,,,""
18156227,1,1,7,1,,1,0,-9,3,,,,""
18156227,2,1,7,1,,1,0,-9,3,,,,""
18156794,1,1,7,1,,1,0,-9,3,,,,""
18157995,1,1,5,1,,1,0,-9,3,,,,""
18157995,2,1,5,1,,1,0,-9,3,,,,""
18158452,1,1,7,1,,1,0,-9,3,,,,""
18158452,2,1,7,1,,1,0,-9,3,,,,""
18158452,3,7,2,3,,4,1,3,1,,,,""
18158452,4,7,2,3,,4,1,3,1,,,,""
18158823,1,2,7,2,,2,0,-9,3,,,,""
18158899,1,1,7,1,,1,0,-9,3,,,,""
18158899,2,6,3,3,,3,1,4,1,,,,""
18158899,3,7,2,3,,4,1,3,1,,,,""
18160621,1,1,7,1,,1,0,-9,3,,,,""
18160621,2,5,8,3,,3,0,-9,3,,,,""
18160621,3,7,2,3,,4,1,3,1,,,,""
18160621,4,7,2,3,,4,1,3,1,,,,""
18160845,1,1,7,1,,1,0,-9,3,,,,""
18160935,1,1,8,1,,1,0,-9,3,,,,""
18160935,2,5,10,3,,3,0,-9,3,,,,""
18162578,1,5,9,3,,3,0,-9,3,,,,""
18162578,2,5,9,3,,3,0,-9,3,,,,""
18163456,1,5,10,3,,3,0,-9,3,,,,""
18163456,2,5,10,3,,3,0,-9,3,,,,""
18164704,1,1,8,1,,1,0,-9,3,,,,""
18164942,1,3,5,2,,2,1,8,2,,,,""
18165668,1,4,6,3,,3,0,-9,3,,,,""
18165668,2,1,6,1,,1,0,-9,3,,,,""
18165668,3,7,2,3,,4,1,3,1,,,,""
18165668,4,7,2,3,,4,1,3,1,,,,""
18165668,5,8,1,3,,4,1,2,1,,,,""
18165893,1,2,7,2,,2,0,-9,3,,,,""
18165934,1,2,9,2,,2,0,-9,3,,,,""
18165934,2,1,8,1,,1,0,-9,3,,,,""
18166389,1,5,10,3,,3,0,-9,3,,,,""
18166534,1,5,10,3,,3,0,-9,3,,,,""
18167285,1,1,7,1,,1,0,-9,3,,,,""
18167285,2,1,7,1,,1,0,-9,3,,,,""
18167518,1,1,6,1,,1,0,-9,3,,,,""
18168170,1,4,7,3,,3,0,-9,3,,,,""
18168282,1,1,8,1,,1,0,-9,3,,,,""
18168344,1,1,6,1,,1,0,-9,3,,,,""
18168344,2,1,6,1,,1,0,-9,3,,,,""
18168344,3,7,2,3,,4,1,3,1,,,,""
18168344,4,8,1,3,,4,1,1,1,,,,""
18168906,1,4,7,3,,3,0,-9,3,,,,""
18168906,2,1,6,1,,1,0,-9,3,,,,""
18168906,3,7,2,3,,4,1,3,1,,,,""
18168906,4,7,2,3,,4,1,3,1,,,,""
18169178,1,1,7,1,,1,0,-9,3,,,,""
18169178,2,3,4,2,,2,1,7,2,,,,""
18169607,1,1,5,1,,1,0,-9,3,,,,""
18169607,2,1,5,1,,1,0,-9,3,,,,""
18169790,1,5,8,3,,3,0,-9,3,,,,""
18169790,2,3,8,3,,3,1,8,2,,,,""
18170731,1,2,8,2,,2,0,-9,3,,,,""
18170731,2,1,8,1,,1,0,-9,3,,,,""
18170914,1,5,9,3,,3,0,-9,3,,,,""
18170914,2,1,9,1,,1,0,-9,3,,,,""
18171274,1,5,10,3,,3,0,-9,3,,,,""
18171375,1,3,7,2,,2,1,8,2,,,,""
18171375,2,4,7,3,,3,0,-9,3,,,,""
18171375,3,7,2,3,,4,1,3,1,,,,""
18172197,1,1,5,1,,1,1,5,3,,,,""
18173226,1,2,6,2,,2,0,-9,3,,,,""
18173226,2,7,2,3,,4,1,4,1,,,,""
18173226,3,7,2,3,,4,1,3,1,,,,""
18174175,1,5,9,3,,3,0,-9,3,,,,""
18174175,2,1,8,1,,1,0,-9,3,,,,""
18174534,1,5,9,3,,3,0,-9,3,,,,""
18174534,2,5,9,3,,3,0,-9,3,,,,""
18175233,1,5,10,3,,3,0,-9,3,,,,""
18175716,1,1,6,1,,1,0,-9,3,,,,""
18175716,2,6,3,2,,2,1,4,1,,,,""
18175881,1,1,8,1,,1,0,-9,3,,,,""
18175881,2,1,8,1,,1,0,-9,3,,,,""
18176754,1,1,8,1,,1,0,-9,3,,,,""
18177061,1,5,10,3,,3,0,-9,3,,,,""
18177061,2,5,10,3,,3,0,-9,3,,,,""
18177229,1,5,8,3,,3,0,-9,3,,,,""
18177229,2,1,7,1,,1,0,-9,3,,,,""
18177229,3,7,2,3,,4,1,4,1,,,,""
18177229,4,7,2,3,,4,1,3,1,,,,""
18178252,1,1,7,1,,1,0,-9,3,,,,""
18178252,2,6,3,3,,3,1,4,1,,,,""
18178252,3,7,2,3,,4,1,4,1,,,,""
18178955,1,2,6,2,,2,0,-9,3,,,,""
18178955,2,1,6,1,,1,0,-9,3,,,,""
18178955,3,7,2,3,,4,1,3,1,,,,""
18179144,1,1,6,1,,1,0,-9,3,,,,""
18179144,2,1,6,1,,1,0,-9,3,,,,""
18179144,3,7,2,3,,4,1,3,1,,,,""
18179144,4,7,2,3,,4,1,3,1,,,,""
18179144,5,7,2,3,,4,1,3,1,,,,""
18179144,6,8,1,3,,4,1,2,1,,,,""
18179291,1,1,5,1,,1,0,-9,3,,,,""
18179450,1,1,6,1,,1,0,-9,3,,,,""
18179450,2,1,5,1,,1,0,-9,3,,,,""
18179450,3,8,1,3,,4,1,-9,1,,,,""
18179850,1,1,8,1,,1,0,-9,3,,,,""
18179850,2,1,8,1,,1,0,-9,3,,,,""
18180194,1,1,5,1,,1,0,-9,3,,,,""
18180247,1,1,5,1,,1,0,-9,3,,,,""
18180247,2,1,5,1,,1,0,-9,3,,,,""
18180629,1,1,5,1,,1,0,-9,3,,,,""
18180901,1,4,6,3,,3,0,-9,3,,,,""
18180901,2,1,6,1,,1,0,-9,3,,,,""
18180901,3,7,2,3,,4,1,3,1,,,,""
18180901,4,7,2,3,,4,1,3,1,,,,""
18180901,5,8,1,3,,4,1,1,1,,,,""
18181611,1,1,7,1,,1,0,-9,3,,,,""
18181611,2,1,8,1,,1,0,-9,3,,,,""
18181743,1,2,8,2,,2,0,-9,3,,,,""
18181743,2,1,8,1,,1,0,-9,3,,,,""
18181752,1,1,5,1,,1,1,97,3,,,,""
18182034,1,1,8,1,,1,0,-9,3,,,,""
18182034,2,1,8,1,,1,0,-9,3,,,,""
18182903,1,1,7,1,,1,0,-9,3,,,,""
18182903,2,1,7,1,,1,0,-9,3,,,,""
18183444,1,1,8,1,,1,0,-9,3,,,,""
18184404,1,5,8,3,,3,0,-9,3,,,,""
18184404,2,5,8,3,,3,0,-9,3,,,,""
18184762,1,1,6,1,,1,0,-9,3,,,,""
18184762,2,1,6,1,,1,0,-9,3,,,,""
18185311,1,4,6,3,,3,0,-9,3,,,,""
18185311,2,1,6,1,,1,0,-9,3,,,,""
18185311,3,7,2,3,,4,1,3,1,,,,""
18185311,4,7,2,3,,4,1,3,1,,,,""
18185311,5,8,1,3,,4,1,97,1,,,,""
18185593,1,2,8,2,,2,0,-9,3,,,,""
18185677,1,5,10,3,,3,0,-9,3,,,,""
18185677,2,1,8,1,,1,0,-9,3,,,,""
18186265,1,1,8,1,,1,0,-9,3,,,,""
18188485,1,1,9,1,,1,0,-9,3,,,,""
18188485,2,1,9,1,,1,0,-9,3,,,,""
18189381,1,1,7,1,,1,0,-9,3,,,,""
18189381,2,3,4,3,,3,1,6,2,,,,""
18189381,3,7,2,3,,4,1,4,1,,,,""
18189381,4,1,7,1,,1,0,-9,3,,,,""
18189866,1,1,6,1,,1,0,-9,3,,,,""
18190041,1,1,5,1,,1,0,-9,3,,,,""
18190041,2,1,5,1,,1,0,-9,3,,,,""
18190041,3,8,1,3,,4,1,1,1,,,,""
18191109,1,5,10,3,,3,0,-9,3,,,,""
18192291,1,1,6,1,,1,0,-9,3,,,,""
18192291,2,1,5,1,,1,0,-9,3,,,,""
18192291,3,7,2,3,,4,1,3,1,,,,""
18192291,4,7,2,3,,4,1,3,1,,,,""
18192291,5,8,1,3,,4,1,1,1,,,,""
18194277,1,1,7,1,,1,0,-9,3,,,,""
18194277,2,2,7,2,,2,0,-9,3,,,,""
18194277,3,7,2,3,,4,1,4,1,,,,""
18195040,1,5,9,3,,3,0,-9,3,,,,""
18195040,2,5,9,3,,3,0,-9,3,,,,""
18195290,1,2,10,2,,2,0,-9,3,,,,""
18195895,1,1,6,1,,1,0,-9,3,,,,""
18195895,2,1,5,1,,1,0,-9,3,,,,""
18195895,3,8,1,3,,4,1,1,1,,,,""
18195895,4,8,1,3,,4,1,1,1,,,,""
18196381,1,5,8,3,,3,0,-9,3,,,,""
18196381,2,1,9,1,,1,0,-9,3,,,,""
18197061,1,5,8,3,,3,0,-9,3,,,,""
18197061,2,1,7,1,,1,0,-9,3,,,,""
18197280,1,1,5,1,,1,0,-9,3,,,,""
18197280,2,4,5,3,,3,0,-9,3,,,,""
18197280,3,7,2,3,,4,1,3,1,,,,""
18197280,4,8,1,3,,4,1,1,1,,,,""
18197280,5,8,1,3,,4,1,1,1,,,,""
18197804,1,5,8,3,,3,0,-9,3,,,,""
18197804,2,5,8,3,,3,0,-9,3,,,,""
18198268,1,5,9,3,,3,0,-9,3,,,,""
18198268,2,2,8,2,,2,0,-9,3,,,,""
18198740,1,2,7,2,,2,0,-9,3,,,,""
18198740,2,1,7,1,,1,0,-9,3,,,,""
18198740,3,6,3,3,,3,1,4,1,,,,""
18199188,1,1,6,1,,1,0,-9,3,,,,""
18200044,1,4,6,3,,3,0,-9,3,,,,""
18200044,2,1,6,1,,1,0,-9,3,,,,""
18200044,3,7,2,3,,4,1,3,1,,,,""
18200044,4,7,2,3,,4,1,3,1,,,,""
18200308,1,2,8,2,,2,0,-9,3,,,,""
18200308,2,1,9,1,,1,0,-9,3,,,,""
18200780,1,1,5,1,,1,0,-9,3,,,,""
18201175,1,4,6,3,,3,0,-9,3,,,,""
18201175,2,7,2,3,,4,1,4,1,,,,""
18201175,3,7,2,3,,4,1,3,1,,,,""
18201590,1,1,6,1,,1,0,-9,3,,,,""
18201590,2,1,6,1,,1,0,-9,3,,,,""
18203370,1,2,7,2,,2,0,-9,3,,,,""
18204376,1,1,9,1,,1,0,-9,3,,,,""
18204376,2,2,6,2,,2,0,-9,3,,,,""
18204376,3,7,2,3,,4,1,3,1,,,,""
18204606,1,5,8,3,,3,0,-9,3,,,,""
18206654,1,1,8,1,,1,0,-9,3,,,,""
18206654,2,5,8,3,,3,0,-9,3,,,,""
18207280,1,5,9,3,,3,0,-9,3,,,,""
18207461,1,1,5,1,,1,0,-9,3,,,,""
18207609,1,1,5,1,,1,0,-9,3,,,,""
18207630,1,1,7,1,,1,0,-9,3,,,,""
18207893,1,3,5,2,,2,1,7,2,,,,""
18209603,1,1,9,1,,1,0,-9,3,,,,""
18209603,2,1,8,1,,1,0,-9,3,,,,""
18210010,1,1,8,1,,1,0,-9,3,,,,""
18210010,2,2,8,2,,2,0,-9,3,,,,""
18210010,3,3,4,3,,3,1,7,2,,,,""
18210187,1,1,6,1,,1,0,-9,3,,,,""
18210566,1,1,6,1,,1,0,-9,3,,,,""
18211130,1,1,6,1,,1,0,-9,3,,,,""
18211222,1,2,9,2,,2,0,-9,3,,,,""
18211763,1,1,7,1,,1,0,-9,3,,,,""
18211763,2,7,2,3,,4,1,4,1,,,,""
18211763,3,7,2,3,,4,1,3,1,,,,""
18211763,4,8,1,3,,4,1,1,1,,,,""
18211954,1,1,8,1,,1,0,-9,3,,,,""
18211954,2,1,8,1,,1,0,-9,3,,,,""
18212077,1,1,7,1,,1,0,-9,3,,,,""
18212077,2,1,8,1,,1,0,-9,3,,,,""
18212487,1,1,8,1,,1,0,-9,3,,,,""
18212487,2,1,8,1,,1,0,-9,3,,,,""
18212843,1,5,8,3,,3,0,-9,3,,,,""
18212949,1,5,8,3,,3,0,-9,3,,,,""
18212949,2,1,8,1,,1,0,-9,3,,,,""
18213158,1,5,9,3,,3,0,-9,3,,,,""
18213180,1,1,7,1,,1,0,-9,3,,,,""
18213180,2,7,2,3,,4,1,3,1,,,,""
18213180,3,6,3,3,,3,1,4,1,,,,""
18213722,1,1,7,1,,1,0,-9,3,,,,""
18215261,1,1,6,1,,1,0,-9,3,,,,""
18215261,2,1,5,1,,1,0,-9,3,,,,""
18215261,3,8,1,3,,4,1,2,1,,,,""
18215261,4,8,1,3,,4,1,2,1,,,,""
18215306,1,5,9,3,,3,0,-9,3,,,,""
18215306,2,5,10,3,,3,0,-9,3,,,,""
18216217,1,1,7,1,,1,0,-9,3,,,,""
18216217,2,1,7,1,,1,0,-9,3,,,,""
18216460,1,5,8,3,,3,0,-9,3,,,,""
18216463,1,3,8,3,,3,1,97,2,,,,""
18216463,2,5,9,3,,3,0,-9,3,,,,""
18216616,1,1,6,1,,1,0,-9,3,,,,""
18216986,1,5,9,3,,3,0,-9,3,,,,""
18216986,2,5,9,3,,3,0,-9,3,,,,""
18218520,1,1,7,1,,1,0,-9,3,,,,""
18218520,2,1,6,1,,1,0,-9,3,,,,""
18218520,3,6,4,3,,3,1,4,1,,,,""
18219539,1,1,8,1,,1,0,-9,3,,,,""
18219539,2,1,8,1,,1,0,-9,3,,,,""
18220868,1,5,9,3,,3,0,-9,3,,,,""
18221197,1,1,6,1,,1,0,-9,3,,,,""
18221197,2,4,6,3,,3,0,-9,3,,,,""
18221197,3,8,1,3,,4,1,1,1,,,,""
18221197,4,8,1,3,,4,1,1,1,,,,""
18221586,1,1,6,1,,1,0,-9,3,,,,""
18222657,1,1,5,1,,1,0,-9,3,,,,""
18223794,1,1,5,1,,1,0,-9,3,,,,""
18223794,2,1,5,1,,1,0,-9,3,,,,""
18224843,1,1,7,1,,1,0,-9,3,,,,""
18224843,2,6,3,2,,2,1,4,1,,,,""
18224843,3,3,4,2,,2,1,7,2,,,,""
18224900,1,1,9,1,,1,0,-9,3,,,,""
18224900,2,1,9,1,,1,0,-9,3,,,,""
18225167,1,1,5,1,,1,0,-9,3,,,,""
18225167,2,1,6,1,,1,0,-9,3,,,,""
18225167,3,7,2,3,,4,1,3,1,,,,""
18225167,4,8,1,3,,4,1,2,1,,,,""
18226851,1,1,5,1,,1,0,-9,3,,,,""
18226851,2,1,5,1,,1,0,-9,3,,,,""
18226851,3,8,1,3,,4,1,1,1,,,,""
18226851,4,8,1,3,,4,1,1,1,,,,""
18227490,1,1,7,1,,1,0,-9,3,,,,""
18227490,2,1,7,1,,1,0,-9,3,,,,""
18227720,1,5,9,3,,3,0,-9,3,,,,""
18228621,1,1,9,1,,1,0,-9,3,,,,""
18228680,1,1,7,1,,1,0,-9,3,,,,""
18228680,2,1,7,1,,1,0,-9,3,,,,""
18229660,1,1,8,1,,1,0,-9,3,,,,""
18229660,2,1,8,1,,1,0,-9,3,,,,""
18230295,1,1,7,1,,1,0,-9,3,,,,""
18230295,2,1,7,1,,1,0,-9,3,,,,""
18231034,1,1,5,1,,1,0,-9,3,,,,""
18231694,1,1,6,1,,1,0,-9,3,,,,""
18231904,1,1,5,1,,1,0,-9,3,,,,""
18232229,1,1,6,1,,1,0,-9,3,,,,""
18232229,2,4,6,3,,3,0,-9,3,,,,""
18232229,3,6,3,3,,3,1,4,1,,,,""
18232229,4,7,2,3,,4,1,3,1,,,,""
18232400,1,1,5,1,,1,0,-9,3,,,,""
18232684,1,2,8,2,,2,0,-9,3,,,,""
18232684,2,2,8,2,,2,0,-9,3,,,,""
18233579,1,1,5,1,,1,0,-9,3,,,,""
18233579,2,7,2,3,,4,1,3,1,,,,""
18233918,1,1,7,1,,1,0,-9,3,,,,""
18233918,2,6,3,2,,2,1,4,1,,,,""
18233918,3,7,2,3,,4,1,3,1,,,,""
18233918,4,7,2,3,,4,1,3,1,,,,""
18234602,1,1,5,1,,1,0,-9,3,,,,""
18234602,2,1,5,1,,1,0,-9,3,,,,""
18235553,1,4,6,3,,3,0,-9,3,,,,""
18235553,2,1,6,1,,1,0,-9,3,,,,""
18235553,3,8,1,3,,4,1,1,1,,,,""
18235553,4,8,1,3,,4,1,1,1,,,,""
18235617,1,2,6,2,,2,0,-9,3,,,,""
18235617,2,2,5,2,,2,0,-9,3,,,,""
18236934,1,5,8,3,,3,0,-9,3,,,,""
18236934,2,1,8,1,,1,0,-9,3,,,,""
18237373,1,2,8,2,,2,0,-9,3,,,,""
18237373,2,1,8,1,,1,0,-9,3,,,,""
18238348,1,5,9,3,,3,0,-9,3,,,,""
18238348,2,5,9,3,,3,0,-9,3,,,,""
18239157,1,1,5,1,,1,1,8,3,,,,""
18239157,2,7,2,3,,4,1,3,1,,,,""
18239562,1,1,8,1,,1,0,-9,3,,,,""
18239562,2,4,5,3,,3,0,-9,3,,,,""
18239632,1,1,5,1,,1,1,7,3,,,,""
18240028,1,5,9,3,,3,0,-9,3,,,,""
18240028,2,5,8,3,,3,0,-9,3,,,,""
18240248,1,1,8,1,,1,0,-9,3,,,,""
18240637,1,5,8,3,,3,0,-9,3,,,,""
18241070,1,1,8,1,,1,0,-9,3,,,,""
18241070,2,1,8,1,,1,0,-9,3,,,,""
18241142,1,5,9,3,,3,0,-9,3,,,,""
18241142,2,1,8,1,,1,0,-9,3,,,,""
18241648,1,1,7,1,,1,0,-9,3,,,,""
18241648,2,1,8,1,,1,0,-9,3,,,,""
18241648,3,7,2,3,,4,1,3,1,,,,""
18241905,1,1,10,1,,1,0,-9,3,,,,""
18241933,1,5,9,3,,3,0,-9,3,,,,""
18242421,1,5,9,3,,3,0,-9,3,,,,""
18242421,2,5,9,3,,3,0,-9,3,,,,""
18244257,1,5,9,3,,3,0,-9,3,,,,""
18244257,2,5,10,3,,3,0,-9,3,,,,""
18244949,1,1,5,1,,1,0,-9,3,,,,""
18244949,2,1,5,1,,1,0,-9,3,,,,""
18245996,1,1,8,1,,1,0,-9,3,,,,""
18246645,1,1,5,1,,1,0,-9,3,,,,""
18246829,1,1,8,1,,1,0,-9,3,,,,""
18246829,2,5,8,3,,3,0,-9,3,,,,""
18246829,3,7,2,3,,4,1,3,1,,,,""
18246829,4,7,2,3,,4,1,3,1,,,,""
18246829,5,7,2,3,,4,1,3,1,,,,""
18246829,6,7,2,3,,4,1,97,1,,,,""
18246996,1,1,5,1,,1,1,7,3,,,,""
18247288,1,1,7,1,,1,0,-9,3,,,,""
18247288,2,1,7,1,,1,0,-9,3,,,,""
18247350,1,1,7,1,,1,0,-9,3,,,,""
18247595,1,1,6,1,,1,0,-9,3,,,,""
18248717,1,4,5,3,,3,0,-9,3,,,,""
18248717,2,1,5,1,,1,0,-9,3,,,,""
18248717,3,7,2,3,,4,1,3,1,,,,""
18248717,4,7,2,3,,4,1,3,1,,,,""
18248717,5,7,2,3,,4,1,3,1,,,,""
18248717,6,7,2,3,,4,1,3,1,,,,""
18248717,7,7,2,3,,4,1,3,1,,,,""
18248717,8,8,1,3,,4,1,1,1,,,,""
18248785,1,1,8,1,,1,0,-9,3,,,,""
18248785,2,1,7,1,,1,0,-9,3,,,,""
18250169,1,1,8,1,,1,0,-9,3,,,,""
18250169,2,5,8,3,,3,0,-9,3,,,,""
18250325,1,1,7,1,,1,0,-9,3,,,,""
18251656,1,1,6,1,,1,0,-9,3,,,,""
18251656,2,1,6,1,,1,0,-9,3,,,,""
18252407,1,1,7,1,,1,0,-9,3,,,,""
18252571,1,5,10,3,,3,0,-9,3,,,,""
18253006,1,1,7,1,,1,0,-9,3,,,,""
18254598,1,5,9,3,,3,0,-9,3,,,,""
18254988,1,1,6,1,,1,0,-9,3,,,,""
18254988,2,7,2,3,,4,1,3,1,,,,""
18255728,1,1,7,1,,1,0,-9,3,,,,""
18256005,1,1,5,1,,1,1,7,3,,,,""
18256005,2,8,1,3,,4,1,1,1,,,,""
18256005,3,1,6,1,,1,1,7,3,,,,""
18256432,1,1,5,1,,1,0,-9,3,,,,""
18256447,1,1,7,1,,1,0,-9,3,,,,""
18256447,2,1,8,1,,1,0,-9,3,,,,""
18256582,1,1,6,1,,1,0,-9,3,,,,""
18256582,2,7,2,3,,4,1,3,1,,,,""
18256582,3,7,2,3,,4,1,4,1,,,,""
18256734,1,1,5,1,,1,0,-9,3,,,,""
18256777,1,2,7,2,,2,0,-9,3,,,,""
18256777,2,1,8,1,,1,0,-9,3,,,,""
18256777,3,1,4,1,,1,0,-9,3,,,,""
18256777,4,6,3,2,,2,1,4,1,,,,""
18256963,1,5,9,3,,3,0,-9,3,,,,""
18257189,1,1,6,1,,1,0,-9,3,,,,""
18257189,2,7,2,3,,4,1,3,1,,,,""
18257189,3,7,2,3,,4,1,3,1,,,,""
18257598,1,1,8,1,,1,0,-9,3,,,,""
18258585,1,1,6,1,,1,0,-9,3,,,,""
18258585,2,7,2,3,,4,1,3,1,,,,""
18258585,3,7,2,3,,4,1,3,1,,,,""
18259209,1,5,10,3,,3,0,-9,3,,,,""
18259710,1,5,10,3,,3,0,-9,3,,,,""
