HH_ID,JTOUR_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,COMPOSITION,JOINT_PURP
18397530,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18399569,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18408431,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18409639,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18411063,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18415540,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18421685,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
18424321,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18427824,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18430184,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
18435140,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
18438513,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,7
18448178,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,5
18455608,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18460068,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18461382,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,6
18462415,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18464186,1,5,1,3,4,5,6,nan,nan,nan,nan,3,9
18472888,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18479262,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18492566,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18494341,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18494341,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18497552,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18504908,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18504908,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18513288,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,7
18526568,1,4,1,4,5,6,nan,nan,nan,nan,nan,3,9
18526568,2,4,1,4,5,6,nan,nan,nan,nan,nan,3,9
18527339,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,6
18530217,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
18531304,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,4
18537949,1,4,1,2,3,4,nan,nan,nan,nan,nan,3,9
18539996,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,1,7
18540738,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,5
18543318,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
18547052,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
18550132,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18556431,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,1
18572758,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,7
18573953,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18582265,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,9
18584405,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,8
18584627,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18590560,1,4,2,3,4,5,nan,nan,nan,nan,nan,3,8
18591154,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18593223,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18595133,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18599066,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18602579,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,8
18607664,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18617910,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18621030,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18621030,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18622779,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18625922,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18626413,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18626413,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
18628401,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18633361,1,3,1,4,5,nan,nan,nan,nan,nan,nan,3,1
18634198,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
18634198,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18639405,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18640422,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18640422,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18640422,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18641387,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,3
18644053,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18646518,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18646797,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,9
18649513,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,5
18649513,2,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
18662735,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18662735,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18662735,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
18662735,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
18663390,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,3
18663518,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,6
18666777,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,5
18673413,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
18673926,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18676601,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18677938,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18678930,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18679954,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18682239,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18682564,1,5,1,2,3,4,5,nan,nan,nan,nan,3,6
18683708,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18688254,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18690896,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18691263,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18694058,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
18698805,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18709049,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,4
18709261,1,2,5,6,nan,nan,nan,nan,nan,nan,nan,2,3
18717614,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,7
18717649,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18720428,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18733018,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18733290,1,3,1,2,4,nan,nan,nan,nan,nan,nan,3,6
18735826,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18743941,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18743949,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18753036,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18754070,1,4,2,4,5,6,nan,nan,nan,nan,nan,3,9
18755156,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,9
18761126,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18776186,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,6
18782593,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,3
18788232,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18788545,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18792691,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,4
18799203,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18799374,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18802846,1,3,3,4,5,nan,nan,nan,nan,nan,nan,2,3
18805139,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3,4
18805139,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,3,9
18806038,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,7
18806038,2,3,1,2,3,nan,nan,nan,nan,nan,nan,1,7
18809831,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18811247,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18813541,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,8
18821453,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,3
18822533,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18822533,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,6
18823664,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18823664,2,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
18836516,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
18840335,1,4,1,3,4,5,nan,nan,nan,nan,nan,3,5
18841729,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18843510,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18844989,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18844989,2,2,1,6,nan,nan,nan,nan,nan,nan,nan,3,5
18850260,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18855019,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18858250,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18859111,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18868285,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,2,3
18873409,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,7
18878132,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18878132,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18884873,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
18886419,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18886419,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18887182,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,9
18899531,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
18901489,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18901489,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18903491,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
18903491,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
18904026,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
18906102,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,6
18906358,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,4
18908101,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
18915821,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18931618,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18937301,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18946802,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18951108,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18951108,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18952404,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
18955916,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18958607,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
18959848,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,8
18965039,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18968893,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18974729,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,6
18975291,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,4
18979659,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
18979659,2,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
18979659,3,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
18981622,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,3
18987033,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18998793,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,6
19112706,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19113685,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
19115894,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,9
19117598,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19125377,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19127421,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19127818,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,5
19131417,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19131766,1,2,4,5,nan,nan,nan,nan,nan,nan,nan,3,5
19132765,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19133993,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19133993,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
19135880,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,8
19135880,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,8
19137890,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19140512,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
19140706,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19142036,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,9
19147845,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19150301,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,2,6
19151546,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19151546,2,3,1,2,3,nan,nan,nan,nan,nan,nan,3,7
19152115,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,5
19155018,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
19155770,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19156433,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19156433,2,3,1,3,4,nan,nan,nan,nan,nan,nan,3,4
19156433,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19157410,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,6
19159500,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19159873,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,6
19170131,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19173863,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
19175590,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,7
19177520,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19179052,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19181114,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19181241,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19181241,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19182186,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,7
19182388,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19185868,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19186734,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19188891,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19190429,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19196697,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,3
19198175,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
19199265,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19200867,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
19201210,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19201210,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19206062,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19206553,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19208390,1,2,1,7,nan,nan,nan,nan,nan,nan,nan,3,6
19208390,2,2,1,7,nan,nan,nan,nan,nan,nan,nan,3,6
19211888,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,5
19214729,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19217338,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19218275,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19223180,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19223670,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19224527,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,8
19228255,1,6,1,3,4,5,6,7,nan,nan,nan,3,6
19228255,2,3,1,6,7,nan,nan,nan,nan,nan,nan,3,5
19228255,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19228255,4,7,1,2,3,4,5,6,7,nan,nan,3,8
19228830,1,4,1,2,3,4,nan,nan,nan,nan,nan,3,3
19230110,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,3
19230859,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19231743,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,5
19232749,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,1
19232896,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
19232896,2,3,1,2,3,nan,nan,nan,nan,nan,nan,3,7
19232932,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3,8
19233002,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,7
19233002,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
19235692,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
19235854,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19236179,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19239727,1,2,4,5,nan,nan,nan,nan,nan,nan,nan,2,8
19240630,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19240630,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19242510,1,2,1,7,nan,nan,nan,nan,nan,nan,nan,3,4
19242510,2,2,1,7,nan,nan,nan,nan,nan,nan,nan,3,7
19245469,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19247711,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19247711,2,3,1,3,4,nan,nan,nan,nan,nan,nan,3,5
19247711,3,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,8
19249365,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19249365,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19252163,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,6
19253736,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19253736,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19253736,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,1
19254747,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,8
19254747,2,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19258098,1,3,1,2,4,nan,nan,nan,nan,nan,nan,3,9
19259275,1,6,1,4,5,6,7,8,nan,nan,nan,3,5
19263090,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19263427,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19264611,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,9
19264611,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,7
19271229,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19274088,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19274385,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
19274385,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19274385,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19274385,4,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19274401,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,5
19274401,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,4
19275093,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,4
19275690,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,5
19275864,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,4
19276720,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
19280439,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19280486,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19282116,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19284755,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19287141,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19287514,1,5,1,2,3,4,5,nan,nan,nan,nan,3,4
19290414,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,1
19290685,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
19291351,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19295777,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19296067,1,5,2,3,4,5,6,nan,nan,nan,nan,3,8
19298750,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19301319,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19303091,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
