res_state,res_county,res_state_name,res_county_name,work_state,work_county,work_state_name,work_county_name,workers,error
27,001,Minnesota,Aitkin County,027,001,Minnesota,Aitkin County,"4,188",167
27,001,Minnesota,Aitkin County,027,003,Minnesota,Anoka County,54,24
27,001,Minnesota,Aitkin County,027,009,Minnesota,Benton County,5,7
27,001,Minnesota,Aitkin County,027,013,Minnesota,Blue Earth County,1,4
27,001,Minnesota,Aitkin County,027,017,Minnesota,Carlton County,110,26
27,001,Minnesota,Aitkin County,027,019,Minnesota,Carver County,7,7
27,001,Minnesota,Aitkin County,027,021,Minnesota,Cass County,53,27
27,001,Minnesota,Aitkin County,027,023,Minnesota,Chippewa County,1,3
27,001,Minnesota,Aitkin County,027,025,Minnesota,Chisago County,3,5
27,001,Minnesota,Aitkin County,027,035,Minnesota,Crow Wing County,564,86
27,001,Minnesota,Aitkin County,027,037,Minnesota,Dakota County,29,20
27,001,Minnesota,Aitkin County,027,041,Minnesota,Douglas County,3,8
27,001,Minnesota,Aitkin County,027,049,Minnesota,Goodhue County,2,2
27,001,Minnesota,Aitkin County,027,053,Minnesota,Hennepin County,88,26
27,001,Minnesota,Aitkin County,027,057,Minnesota,Hubbard County,1,3
27,001,Minnesota,Aitkin County,027,059,Minnesota,Isanti County,2,2
27,001,Minnesota,Aitkin County,027,061,Minnesota,Itasca County,419,72
27,001,Minnesota,Aitkin County,027,065,Minnesota,Kanabec County,53,33
27,001,Minnesota,Aitkin County,027,075,Minnesota,Lake County,5,5
27,001,Minnesota,Aitkin County,027,085,Minnesota,McLeod County,6,8
27,001,Minnesota,Aitkin County,027,095,Minnesota,Mille Lacs County,310,60
27,001,Minnesota,Aitkin County,027,097,Minnesota,Morrison County,10,8
27,001,Minnesota,Aitkin County,027,109,Minnesota,Olmsted County,3,4
27,001,Minnesota,Aitkin County,027,113,Minnesota,Pennington County,1,2
27,001,Minnesota,Aitkin County,027,115,Minnesota,Pine County,71,19
27,001,Minnesota,Aitkin County,027,123,Minnesota,Ramsey County,55,24
27,001,Minnesota,Aitkin County,027,137,Minnesota,St. Louis County,131,41
27,001,Minnesota,Aitkin County,027,139,Minnesota,Scott County,2,3
27,001,Minnesota,Aitkin County,027,141,Minnesota,Sherburne County,12,11
27,001,Minnesota,Aitkin County,027,143,Minnesota,Sibley County,2,3
27,001,Minnesota,Aitkin County,027,145,Minnesota,Stearns County,7,7
27,001,Minnesota,Aitkin County,027,153,Minnesota,Todd County,11,12
27,001,Minnesota,Aitkin County,027,159,Minnesota,Wadena County,1,2
27,001,Minnesota,Aitkin County,027,163,Minnesota,Washington County,19,13
27,001,Minnesota,Aitkin County,027,171,Minnesota,Wright County,3,5
27,001,Minnesota,Aitkin County,055,031,Wisconsin,Douglas County,1,3
27,001,Minnesota,Aitkin County,055,039,Wisconsin,Fond du Lac County,1,3
27,001,Minnesota,Aitkin County,055,129,Wisconsin,Washburn County,2,2
27,003,Minnesota,Anoka County,027,003,Minnesota,Anoka County,"69,988","1,481"
27,003,Minnesota,Anoka County,027,007,Minnesota,Beltrami County,15,25
27,003,Minnesota,Anoka County,027,009,Minnesota,Benton County,11,14
27,003,Minnesota,Anoka County,027,013,Minnesota,Blue Earth County,58,48
27,003,Minnesota,Anoka County,027,015,Minnesota,Brown County,39,36
27,003,Minnesota,Anoka County,027,017,Minnesota,Carlton County,6,8
27,003,Minnesota,Anoka County,027,019,Minnesota,Carver County,542,171
27,003,Minnesota,Anoka County,027,021,Minnesota,Cass County,23,26
27,003,Minnesota,Anoka County,027,025,Minnesota,Chisago County,"1,100",192
27,003,Minnesota,Anoka County,027,035,Minnesota,Crow Wing County,20,23
27,003,Minnesota,Anoka County,027,037,Minnesota,Dakota County,"2,711",288
27,003,Minnesota,Anoka County,027,041,Minnesota,Douglas County,18,29
27,003,Minnesota,Anoka County,027,049,Minnesota,Goodhue County,41,41
27,003,Minnesota,Anoka County,027,051,Minnesota,Grant County,24,41
27,003,Minnesota,Anoka County,027,053,Minnesota,Hennepin County,"63,008","1,383"
27,003,Minnesota,Anoka County,027,055,Minnesota,Houston County,8,12
27,003,Minnesota,Anoka County,027,059,Minnesota,Isanti County,895,165
27,003,Minnesota,Anoka County,027,061,Minnesota,Itasca County,9,13
27,003,Minnesota,Anoka County,027,063,Minnesota,Jackson County,28,24
27,003,Minnesota,Anoka County,027,065,Minnesota,Kanabec County,15,19
27,003,Minnesota,Anoka County,027,069,Minnesota,Kittson County,3,5
27,003,Minnesota,Anoka County,027,075,Minnesota,Lake County,29,31
27,003,Minnesota,Anoka County,027,079,Minnesota,Le Sueur County,8,13
27,003,Minnesota,Anoka County,027,083,Minnesota,Lyon County,33,30
27,003,Minnesota,Anoka County,027,085,Minnesota,McLeod County,62,39
27,003,Minnesota,Anoka County,027,087,Minnesota,Mahnomen County,40,35
27,003,Minnesota,Anoka County,027,095,Minnesota,Mille Lacs County,207,84
27,003,Minnesota,Anoka County,027,097,Minnesota,Morrison County,30,31
27,003,Minnesota,Anoka County,027,103,Minnesota,Nicollet County,16,25
27,003,Minnesota,Anoka County,027,109,Minnesota,Olmsted County,7,11
27,003,Minnesota,Anoka County,027,111,Minnesota,Otter Tail County,16,22
27,003,Minnesota,Anoka County,027,115,Minnesota,Pine County,90,54
27,003,Minnesota,Anoka County,027,117,Minnesota,Pipestone County,7,11
27,003,Minnesota,Anoka County,027,123,Minnesota,Ramsey County,"30,689","1,117"
27,003,Minnesota,Anoka County,027,131,Minnesota,Rice County,64,58
27,003,Minnesota,Anoka County,027,135,Minnesota,Roseau County,9,16
27,003,Minnesota,Anoka County,027,137,Minnesota,St. Louis County,109,62
27,003,Minnesota,Anoka County,027,139,Minnesota,Scott County,280,78
27,003,Minnesota,Anoka County,027,141,Minnesota,Sherburne County,"1,893",256
27,003,Minnesota,Anoka County,027,145,Minnesota,Stearns County,231,101
27,003,Minnesota,Anoka County,027,147,Minnesota,Steele County,34,33
27,003,Minnesota,Anoka County,027,149,Minnesota,Stevens County,26,24
27,003,Minnesota,Anoka County,027,153,Minnesota,Todd County,4,7
27,003,Minnesota,Anoka County,027,159,Minnesota,Wadena County,10,14
27,003,Minnesota,Anoka County,027,161,Minnesota,Waseca County,12,15
27,003,Minnesota,Anoka County,027,163,Minnesota,Washington County,"3,717",326
27,003,Minnesota,Anoka County,027,165,Minnesota,Watonwan County,15,17
27,003,Minnesota,Anoka County,027,167,Minnesota,Wilkin County,19,29
27,003,Minnesota,Anoka County,027,169,Minnesota,Winona County,6,9
27,003,Minnesota,Anoka County,027,171,Minnesota,Wright County,"1,033",188
27,003,Minnesota,Anoka County,055,005,Wisconsin,Barron County,26,30
27,003,Minnesota,Anoka County,055,009,Wisconsin,Brown County,11,17
27,003,Minnesota,Anoka County,055,013,Wisconsin,Burnett County,16,20
27,003,Minnesota,Anoka County,055,025,Wisconsin,Dane County,18,30
27,003,Minnesota,Anoka County,055,035,Wisconsin,Eau Claire County,10,15
27,003,Minnesota,Anoka County,055,079,Wisconsin,Milwaukee County,3,4
27,003,Minnesota,Anoka County,055,095,Wisconsin,Polk County,44,47
27,003,Minnesota,Anoka County,055,109,Wisconsin,St. Croix County,102,58
27,005,Minnesota,Becker County,027,005,Minnesota,Becker County,"11,399",286
27,005,Minnesota,Becker County,027,007,Minnesota,Beltrami County,52,22
27,005,Minnesota,Becker County,027,009,Minnesota,Benton County,1,3
27,005,Minnesota,Becker County,027,021,Minnesota,Cass County,11,9
27,005,Minnesota,Becker County,027,023,Minnesota,Chippewa County,2,3
27,005,Minnesota,Becker County,027,027,Minnesota,Clay County,542,87
27,005,Minnesota,Becker County,027,029,Minnesota,Clearwater County,7,10
27,005,Minnesota,Becker County,027,037,Minnesota,Dakota County,9,8
27,005,Minnesota,Becker County,027,041,Minnesota,Douglas County,17,16
27,005,Minnesota,Becker County,027,051,Minnesota,Grant County,1,2
27,005,Minnesota,Becker County,027,053,Minnesota,Hennepin County,81,30
27,005,Minnesota,Becker County,027,057,Minnesota,Hubbard County,665,52
27,005,Minnesota,Becker County,027,067,Minnesota,Kandiyohi County,3,4
27,005,Minnesota,Becker County,027,077,Minnesota,Lake of the Woods County,3,4
27,005,Minnesota,Becker County,027,087,Minnesota,Mahnomen County,383,78
27,005,Minnesota,Becker County,027,093,Minnesota,Meeker County,14,11
27,005,Minnesota,Becker County,027,107,Minnesota,Norman County,20,12
27,005,Minnesota,Becker County,027,111,Minnesota,Otter Tail County,693,98
27,005,Minnesota,Becker County,027,113,Minnesota,Pennington County,24,13
27,005,Minnesota,Becker County,027,119,Minnesota,Polk County,46,39
27,005,Minnesota,Becker County,027,121,Minnesota,Pope County,13,13
27,005,Minnesota,Becker County,027,123,Minnesota,Ramsey County,52,40
27,005,Minnesota,Becker County,027,135,Minnesota,Roseau County,4,5
27,005,Minnesota,Becker County,027,137,Minnesota,St. Louis County,12,13
27,005,Minnesota,Becker County,027,141,Minnesota,Sherburne County,4,6
27,005,Minnesota,Becker County,027,145,Minnesota,Stearns County,18,12
27,005,Minnesota,Becker County,027,149,Minnesota,Stevens County,5,5
27,005,Minnesota,Becker County,027,153,Minnesota,Todd County,5,5
27,005,Minnesota,Becker County,027,159,Minnesota,Wadena County,199,42
27,005,Minnesota,Becker County,027,163,Minnesota,Washington County,5,7
27,005,Minnesota,Becker County,027,167,Minnesota,Wilkin County,18,15
27,005,Minnesota,Becker County,027,171,Minnesota,Wright County,9,11
27,005,Minnesota,Becker County,055,017,Wisconsin,Chippewa County,4,6
27,005,Minnesota,Becker County,055,027,Wisconsin,Dodge County,3,5
27,005,Minnesota,Becker County,055,099,Wisconsin,Price County,2,3
27,007,Minnesota,Beltrami County,027,001,Minnesota,Aitkin County,2,4
27,007,Minnesota,Beltrami County,027,003,Minnesota,Anoka County,5,5
27,007,Minnesota,Beltrami County,027,005,Minnesota,Becker County,5,4
27,007,Minnesota,Beltrami County,027,007,Minnesota,Beltrami County,"17,021",538
27,007,Minnesota,Beltrami County,027,009,Minnesota,Benton County,7,7
27,007,Minnesota,Beltrami County,027,017,Minnesota,Carlton County,6,6
27,007,Minnesota,Beltrami County,027,019,Minnesota,Carver County,18,24
27,007,Minnesota,Beltrami County,027,021,Minnesota,Cass County,"1,259",230
27,007,Minnesota,Beltrami County,027,027,Minnesota,Clay County,31,22
27,007,Minnesota,Beltrami County,027,029,Minnesota,Clearwater County,433,95
27,007,Minnesota,Beltrami County,027,035,Minnesota,Crow Wing County,6,4
27,007,Minnesota,Beltrami County,027,037,Minnesota,Dakota County,2,3
27,007,Minnesota,Beltrami County,027,041,Minnesota,Douglas County,13,17
27,007,Minnesota,Beltrami County,027,051,Minnesota,Grant County,3,5
27,007,Minnesota,Beltrami County,027,053,Minnesota,Hennepin County,74,41
27,007,Minnesota,Beltrami County,027,057,Minnesota,Hubbard County,220,73
27,007,Minnesota,Beltrami County,027,061,Minnesota,Itasca County,58,26
27,007,Minnesota,Beltrami County,027,069,Minnesota,Kittson County,24,33
27,007,Minnesota,Beltrami County,027,071,Minnesota,Koochiching County,58,22
27,007,Minnesota,Beltrami County,027,075,Minnesota,Lake County,5,7
27,007,Minnesota,Beltrami County,027,077,Minnesota,Lake of the Woods County,5,7
27,007,Minnesota,Beltrami County,027,083,Minnesota,Lyon County,14,24
27,007,Minnesota,Beltrami County,027,087,Minnesota,Mahnomen County,25,27
27,007,Minnesota,Beltrami County,027,089,Minnesota,Marshall County,47,15
27,007,Minnesota,Beltrami County,027,093,Minnesota,Meeker County,3,4
27,007,Minnesota,Beltrami County,027,111,Minnesota,Otter Tail County,9,8
27,007,Minnesota,Beltrami County,027,113,Minnesota,Pennington County,336,106
27,007,Minnesota,Beltrami County,027,119,Minnesota,Polk County,45,19
27,007,Minnesota,Beltrami County,027,123,Minnesota,Ramsey County,20,17
27,007,Minnesota,Beltrami County,027,125,Minnesota,Red Lake County,1,3
27,007,Minnesota,Beltrami County,027,135,Minnesota,Roseau County,48,20
27,007,Minnesota,Beltrami County,027,137,Minnesota,St. Louis County,35,26
27,007,Minnesota,Beltrami County,027,139,Minnesota,Scott County,3,4
27,007,Minnesota,Beltrami County,027,141,Minnesota,Sherburne County,11,8
27,007,Minnesota,Beltrami County,027,145,Minnesota,Stearns County,6,7
27,007,Minnesota,Beltrami County,027,147,Minnesota,Steele County,6,5
27,007,Minnesota,Beltrami County,027,149,Minnesota,Stevens County,5,5
27,007,Minnesota,Beltrami County,027,151,Minnesota,Swift County,2,3
27,007,Minnesota,Beltrami County,027,163,Minnesota,Washington County,12,17
27,007,Minnesota,Beltrami County,027,167,Minnesota,Wilkin County,8,13
27,007,Minnesota,Beltrami County,055,003,Wisconsin,Ashland County,2,3
27,007,Minnesota,Beltrami County,055,005,Wisconsin,Barron County,13,22
27,007,Minnesota,Beltrami County,055,031,Wisconsin,Douglas County,1,2
27,007,Minnesota,Beltrami County,055,069,Wisconsin,Lincoln County,1,2
27,009,Minnesota,Benton County,027,003,Minnesota,Anoka County,93,38
27,009,Minnesota,Benton County,027,005,Minnesota,Becker County,4,5
27,009,Minnesota,Benton County,027,009,Minnesota,Benton County,"6,977",423
27,009,Minnesota,Benton County,027,013,Minnesota,Blue Earth County,41,45
27,009,Minnesota,Benton County,027,015,Minnesota,Brown County,2,3
27,009,Minnesota,Benton County,027,019,Minnesota,Carver County,5,5
27,009,Minnesota,Benton County,027,021,Minnesota,Cass County,11,15
27,009,Minnesota,Benton County,027,025,Minnesota,Chisago County,17,19
27,009,Minnesota,Benton County,027,035,Minnesota,Crow Wing County,80,49
27,009,Minnesota,Benton County,027,037,Minnesota,Dakota County,28,15
27,009,Minnesota,Benton County,027,041,Minnesota,Douglas County,13,16
27,009,Minnesota,Benton County,027,045,Minnesota,Fillmore County,2,4
27,009,Minnesota,Benton County,027,051,Minnesota,Grant County,4,7
27,009,Minnesota,Benton County,027,053,Minnesota,Hennepin County,549,147
27,009,Minnesota,Benton County,027,057,Minnesota,Hubbard County,6,9
27,009,Minnesota,Benton County,027,059,Minnesota,Isanti County,19,11
27,009,Minnesota,Benton County,027,065,Minnesota,Kanabec County,29,27
27,009,Minnesota,Benton County,027,067,Minnesota,Kandiyohi County,71,66
27,009,Minnesota,Benton County,027,085,Minnesota,McLeod County,2,3
27,009,Minnesota,Benton County,027,091,Minnesota,Martin County,5,7
27,009,Minnesota,Benton County,027,093,Minnesota,Meeker County,2,4
27,009,Minnesota,Benton County,027,095,Minnesota,Mille Lacs County,410,82
27,009,Minnesota,Benton County,027,097,Minnesota,Morrison County,394,100
27,009,Minnesota,Benton County,027,099,Minnesota,Mower County,10,11
27,009,Minnesota,Benton County,027,111,Minnesota,Otter Tail County,19,19
27,009,Minnesota,Benton County,027,123,Minnesota,Ramsey County,72,42
27,009,Minnesota,Benton County,027,137,Minnesota,St. Louis County,7,6
27,009,Minnesota,Benton County,027,139,Minnesota,Scott County,11,10
27,009,Minnesota,Benton County,027,141,Minnesota,Sherburne County,834,143
27,009,Minnesota,Benton County,027,145,Minnesota,Stearns County,"9,473",492
27,009,Minnesota,Benton County,027,147,Minnesota,Steele County,2,3
27,009,Minnesota,Benton County,027,153,Minnesota,Todd County,31,22
27,009,Minnesota,Benton County,027,157,Minnesota,Wabasha County,6,9
27,009,Minnesota,Benton County,027,159,Minnesota,Wadena County,8,13
27,009,Minnesota,Benton County,027,163,Minnesota,Washington County,10,9
27,009,Minnesota,Benton County,027,171,Minnesota,Wright County,380,116
27,011,Minnesota,Big Stone County,027,005,Minnesota,Becker County,6,8
27,011,Minnesota,Big Stone County,027,011,Minnesota,Big Stone County,"1,584",98
27,011,Minnesota,Big Stone County,027,023,Minnesota,Chippewa County,22,13
27,011,Minnesota,Big Stone County,027,037,Minnesota,Dakota County,2,2
27,011,Minnesota,Big Stone County,027,051,Minnesota,Grant County,1,2
27,011,Minnesota,Big Stone County,027,053,Minnesota,Hennepin County,7,6
27,011,Minnesota,Big Stone County,027,067,Minnesota,Kandiyohi County,7,5
27,011,Minnesota,Big Stone County,027,073,Minnesota,Lac qui Parle County,32,16
27,011,Minnesota,Big Stone County,027,083,Minnesota,Lyon County,15,15
27,011,Minnesota,Big Stone County,027,123,Minnesota,Ramsey County,2,2
27,011,Minnesota,Big Stone County,027,137,Minnesota,St. Louis County,2,3
27,011,Minnesota,Big Stone County,027,139,Minnesota,Scott County,1,1
27,011,Minnesota,Big Stone County,027,145,Minnesota,Stearns County,4,6
27,011,Minnesota,Big Stone County,027,149,Minnesota,Stevens County,141,33
27,011,Minnesota,Big Stone County,027,151,Minnesota,Swift County,72,25
27,011,Minnesota,Big Stone County,027,155,Minnesota,Traverse County,83,20
27,011,Minnesota,Big Stone County,027,167,Minnesota,Wilkin County,1,2
27,011,Minnesota,Big Stone County,027,171,Minnesota,Wright County,1,2
27,013,Minnesota,Blue Earth County,027,003,Minnesota,Anoka County,44,36
27,013,Minnesota,Blue Earth County,027,013,Minnesota,Blue Earth County,"26,924",752
27,013,Minnesota,Blue Earth County,027,015,Minnesota,Brown County,440,116
27,013,Minnesota,Blue Earth County,027,019,Minnesota,Carver County,51,36
27,013,Minnesota,Blue Earth County,027,023,Minnesota,Chippewa County,18,21
27,013,Minnesota,Blue Earth County,027,033,Minnesota,Cottonwood County,30,35
27,013,Minnesota,Blue Earth County,027,035,Minnesota,Crow Wing County,11,19
27,013,Minnesota,Blue Earth County,027,037,Minnesota,Dakota County,190,76
27,013,Minnesota,Blue Earth County,027,039,Minnesota,Dodge County,22,20
27,013,Minnesota,Blue Earth County,027,043,Minnesota,Faribault County,188,49
27,013,Minnesota,Blue Earth County,027,045,Minnesota,Fillmore County,3,5
27,013,Minnesota,Blue Earth County,027,047,Minnesota,Freeborn County,37,39
27,013,Minnesota,Blue Earth County,027,053,Minnesota,Hennepin County,376,116
27,013,Minnesota,Blue Earth County,027,057,Minnesota,Hubbard County,3,5
27,013,Minnesota,Blue Earth County,027,063,Minnesota,Jackson County,4,4
27,013,Minnesota,Blue Earth County,027,071,Minnesota,Koochiching County,3,4
27,013,Minnesota,Blue Earth County,027,079,Minnesota,Le Sueur County,499,131
27,013,Minnesota,Blue Earth County,027,083,Minnesota,Lyon County,23,25
27,013,Minnesota,Blue Earth County,027,085,Minnesota,McLeod County,2,4
27,013,Minnesota,Blue Earth County,027,091,Minnesota,Martin County,84,24
27,013,Minnesota,Blue Earth County,027,097,Minnesota,Morrison County,5,6
27,013,Minnesota,Blue Earth County,027,099,Minnesota,Mower County,44,24
27,013,Minnesota,Blue Earth County,027,103,Minnesota,Nicollet County,"4,899",387
27,013,Minnesota,Blue Earth County,027,105,Minnesota,Nobles County,10,7
27,013,Minnesota,Blue Earth County,027,109,Minnesota,Olmsted County,114,79
27,013,Minnesota,Blue Earth County,027,113,Minnesota,Pennington County,1,4
27,013,Minnesota,Blue Earth County,027,123,Minnesota,Ramsey County,117,56
27,013,Minnesota,Blue Earth County,027,127,Minnesota,Redwood County,9,7
27,013,Minnesota,Blue Earth County,027,131,Minnesota,Rice County,52,29
27,013,Minnesota,Blue Earth County,027,133,Minnesota,Rock County,16,18
27,013,Minnesota,Blue Earth County,027,135,Minnesota,Roseau County,20,22
27,013,Minnesota,Blue Earth County,027,137,Minnesota,St. Louis County,4,6
27,013,Minnesota,Blue Earth County,027,139,Minnesota,Scott County,177,73
27,013,Minnesota,Blue Earth County,027,143,Minnesota,Sibley County,98,61
27,013,Minnesota,Blue Earth County,027,145,Minnesota,Stearns County,4,5
27,013,Minnesota,Blue Earth County,027,147,Minnesota,Steele County,166,128
27,013,Minnesota,Blue Earth County,027,157,Minnesota,Wabasha County,10,15
27,013,Minnesota,Blue Earth County,027,161,Minnesota,Waseca County,350,69
27,013,Minnesota,Blue Earth County,027,163,Minnesota,Washington County,4,8
27,013,Minnesota,Blue Earth County,027,165,Minnesota,Watonwan County,238,72
27,013,Minnesota,Blue Earth County,027,171,Minnesota,Wright County,23,21
27,013,Minnesota,Blue Earth County,055,005,Wisconsin,Barron County,7,12
27,013,Minnesota,Blue Earth County,055,025,Wisconsin,Dane County,23,26
27,013,Minnesota,Blue Earth County,055,027,Wisconsin,Dodge County,13,22
27,013,Minnesota,Blue Earth County,055,081,Wisconsin,Monroe County,17,28
27,013,Minnesota,Blue Earth County,055,087,Wisconsin,Outagamie County,2,3
27,015,Minnesota,Brown County,027,013,Minnesota,Blue Earth County,503,120
27,015,Minnesota,Brown County,027,015,Minnesota,Brown County,"11,507",311
27,015,Minnesota,Brown County,027,023,Minnesota,Chippewa County,1,2
27,015,Minnesota,Brown County,027,033,Minnesota,Cottonwood County,74,28
27,015,Minnesota,Brown County,027,035,Minnesota,Crow Wing County,2,3
27,015,Minnesota,Brown County,027,037,Minnesota,Dakota County,3,3
27,015,Minnesota,Brown County,027,043,Minnesota,Faribault County,11,15
27,015,Minnesota,Brown County,027,047,Minnesota,Freeborn County,45,45
27,015,Minnesota,Brown County,027,049,Minnesota,Goodhue County,7,11
27,015,Minnesota,Brown County,027,053,Minnesota,Hennepin County,70,47
27,015,Minnesota,Brown County,027,067,Minnesota,Kandiyohi County,3,3
27,015,Minnesota,Brown County,027,079,Minnesota,Le Sueur County,33,24
27,015,Minnesota,Brown County,027,085,Minnesota,McLeod County,13,16
27,015,Minnesota,Brown County,027,091,Minnesota,Martin County,3,4
27,015,Minnesota,Brown County,027,103,Minnesota,Nicollet County,412,104
27,015,Minnesota,Brown County,027,105,Minnesota,Nobles County,8,8
27,015,Minnesota,Brown County,027,123,Minnesota,Ramsey County,30,23
27,015,Minnesota,Brown County,027,127,Minnesota,Redwood County,300,63
27,015,Minnesota,Brown County,027,129,Minnesota,Renville County,91,65
27,015,Minnesota,Brown County,027,139,Minnesota,Scott County,11,13
27,015,Minnesota,Brown County,027,143,Minnesota,Sibley County,118,47
27,015,Minnesota,Brown County,027,145,Minnesota,Stearns County,1,2
27,015,Minnesota,Brown County,027,165,Minnesota,Watonwan County,123,28
27,015,Minnesota,Brown County,027,171,Minnesota,Wright County,9,13
27,015,Minnesota,Brown County,027,173,Minnesota,Yellow Medicine County,2,3
27,017,Minnesota,Carlton County,027,001,Minnesota,Aitkin County,60,25
27,017,Minnesota,Carlton County,027,003,Minnesota,Anoka County,8,5
27,017,Minnesota,Carlton County,027,013,Minnesota,Blue Earth County,6,8
27,017,Minnesota,Carlton County,027,017,Minnesota,Carlton County,"10,441",354
27,017,Minnesota,Carlton County,027,021,Minnesota,Cass County,1,2
27,017,Minnesota,Carlton County,027,025,Minnesota,Chisago County,4,5
27,017,Minnesota,Carlton County,027,027,Minnesota,Clay County,9,13
27,017,Minnesota,Carlton County,027,035,Minnesota,Crow Wing County,27,30
27,017,Minnesota,Carlton County,027,037,Minnesota,Dakota County,9,7
27,017,Minnesota,Carlton County,027,053,Minnesota,Hennepin County,119,57
27,017,Minnesota,Carlton County,027,059,Minnesota,Isanti County,2,3
27,017,Minnesota,Carlton County,027,061,Minnesota,Itasca County,32,20
27,017,Minnesota,Carlton County,027,065,Minnesota,Kanabec County,11,13
27,017,Minnesota,Carlton County,027,071,Minnesota,Koochiching County,7,7
27,017,Minnesota,Carlton County,027,075,Minnesota,Lake County,3,5
27,017,Minnesota,Carlton County,027,095,Minnesota,Mille Lacs County,38,32
27,017,Minnesota,Carlton County,027,099,Minnesota,Mower County,2,4
27,017,Minnesota,Carlton County,027,109,Minnesota,Olmsted County,1,2
27,017,Minnesota,Carlton County,027,111,Minnesota,Otter Tail County,4,5
27,017,Minnesota,Carlton County,027,115,Minnesota,Pine County,278,84
27,017,Minnesota,Carlton County,027,123,Minnesota,Ramsey County,7,7
27,017,Minnesota,Carlton County,027,137,Minnesota,St. Louis County,"4,582",294
27,017,Minnesota,Carlton County,027,145,Minnesota,Stearns County,3,5
27,017,Minnesota,Carlton County,027,155,Minnesota,Traverse County,2,3
27,017,Minnesota,Carlton County,027,171,Minnesota,Wright County,4,6
27,017,Minnesota,Carlton County,055,003,Wisconsin,Ashland County,2,3
27,017,Minnesota,Carlton County,055,007,Wisconsin,Bayfield County,9,14
27,017,Minnesota,Carlton County,055,013,Wisconsin,Burnett County,3,6
27,017,Minnesota,Carlton County,055,031,Wisconsin,Douglas County,510,98
27,017,Minnesota,Carlton County,055,129,Wisconsin,Washburn County,4,4
27,019,Minnesota,Carver County,027,001,Minnesota,Aitkin County,2,3
27,019,Minnesota,Carver County,027,003,Minnesota,Anoka County,278,106
27,019,Minnesota,Carver County,027,009,Minnesota,Benton County,5,5
27,019,Minnesota,Carver County,027,013,Minnesota,Blue Earth County,87,52
27,019,Minnesota,Carver County,027,015,Minnesota,Brown County,4,6
27,019,Minnesota,Carver County,027,019,Minnesota,Carver County,"20,578",717
27,019,Minnesota,Carver County,027,021,Minnesota,Cass County,4,6
27,019,Minnesota,Carver County,027,035,Minnesota,Crow Wing County,26,35
27,019,Minnesota,Carver County,027,037,Minnesota,Dakota County,"1,201",174
27,019,Minnesota,Carver County,027,041,Minnesota,Douglas County,18,26
27,019,Minnesota,Carver County,027,043,Minnesota,Faribault County,12,21
27,019,Minnesota,Carver County,027,053,Minnesota,Hennepin County,"23,208",829
27,019,Minnesota,Carver County,027,061,Minnesota,Itasca County,4,5
27,019,Minnesota,Carver County,027,063,Minnesota,Jackson County,23,22
27,019,Minnesota,Carver County,027,067,Minnesota,Kandiyohi County,3,6
27,019,Minnesota,Carver County,027,079,Minnesota,Le Sueur County,16,17
27,019,Minnesota,Carver County,027,085,Minnesota,McLeod County,601,130
27,019,Minnesota,Carver County,027,093,Minnesota,Meeker County,51,41
27,019,Minnesota,Carver County,027,099,Minnesota,Mower County,27,34
27,019,Minnesota,Carver County,027,103,Minnesota,Nicollet County,39,35
27,019,Minnesota,Carver County,027,109,Minnesota,Olmsted County,76,80
27,019,Minnesota,Carver County,027,111,Minnesota,Otter Tail County,4,6
27,019,Minnesota,Carver County,027,123,Minnesota,Ramsey County,"1,383",235
27,019,Minnesota,Carver County,027,129,Minnesota,Renville County,69,100
27,019,Minnesota,Carver County,027,131,Minnesota,Rice County,11,13
27,019,Minnesota,Carver County,027,133,Minnesota,Rock County,10,21
27,019,Minnesota,Carver County,027,137,Minnesota,St. Louis County,10,15
27,019,Minnesota,Carver County,027,139,Minnesota,Scott County,"2,448",322
27,019,Minnesota,Carver County,027,141,Minnesota,Sherburne County,6,10
27,019,Minnesota,Carver County,027,143,Minnesota,Sibley County,132,53
27,019,Minnesota,Carver County,027,145,Minnesota,Stearns County,49,38
27,019,Minnesota,Carver County,027,147,Minnesota,Steele County,4,7
27,019,Minnesota,Carver County,027,149,Minnesota,Stevens County,12,29
27,019,Minnesota,Carver County,027,159,Minnesota,Wadena County,17,18
27,019,Minnesota,Carver County,027,163,Minnesota,Washington County,129,58
27,019,Minnesota,Carver County,027,165,Minnesota,Watonwan County,3,4
27,019,Minnesota,Carver County,027,169,Minnesota,Winona County,7,8
27,019,Minnesota,Carver County,027,171,Minnesota,Wright County,658,168
27,019,Minnesota,Carver County,055,079,Wisconsin,Milwaukee County,5,8
27,019,Minnesota,Carver County,055,095,Wisconsin,Polk County,3,4
27,019,Minnesota,Carver County,055,105,Wisconsin,Rock County,4,5
27,019,Minnesota,Carver County,055,111,Wisconsin,Sauk County,3,4
27,019,Minnesota,Carver County,055,133,Wisconsin,Waukesha County,2,4
27,021,Minnesota,Cass County,027,001,Minnesota,Aitkin County,21,12
27,021,Minnesota,Cass County,027,003,Minnesota,Anoka County,15,9
27,021,Minnesota,Cass County,027,005,Minnesota,Becker County,28,20
27,021,Minnesota,Cass County,027,007,Minnesota,Beltrami County,196,38
27,021,Minnesota,Cass County,027,009,Minnesota,Benton County,14,7
27,021,Minnesota,Cass County,027,013,Minnesota,Blue Earth County,2,4
27,021,Minnesota,Cass County,027,015,Minnesota,Brown County,2,2
