"purpose","avgTourLength"
"esco",7.45993579903487
"imain",8.98941742623401
"idisc",11.3584559818728
"jmain",10.2894928021357
"jdisc",11.173158540684
"atwork",6.63225967615723
"Total",9.67762398751766
