"jointTours","hhsize","freq"
"0","2",86.0204774344344
"1","2",12.1223318323995
"2","2",1.85719073316605
"0","3",85.2301342290429
"1","3",12.7706556033513
"2","3",1.99921016760583
"0","4",77.0739391716746
"1","4",16.9990914925361
"2","4",5.92696933578936
"0","Total",82.8097900674137
"1","Total",13.9207587434208
"2","Total",3.26945118916555
