coefficient_name,value,constrain
coef_sr3p_ASC_tnc_single_escort,-2.0139229949115265,F
coef_sr3p_ASC_tnc_single_othdiscr,2.7299611536826616,F
coef_sr3p_ASC_tnc_single_othmaint,-2.0139229949115265,F
coef_sr3p_ASC_tnc_single_school,-2.8963461476941283,F
coef_sr3p_ASC_tnc_single_shopping,-2.0139229949115265,F
coef_sr3p_ASC_tnc_single_social,2.7299611536826616,F
coef_sr3p_ASC_tnc_single_univ,-2.0,F
coef_sr3p_ASC_tnc_single_work,2.826678573184468,F
coef_sr3p_ASC_tnc_shared_atwork,0.0,F
coef_sr3p_ASC_tnc_shared_eatout,4.0,F
coef_sr3p_ASC_tnc_shared_escort,-2.0,F
coef_sr3p_ASC_tnc_shared_othdiscr,4.0,F
coef_sr3p_ASC_tnc_shared_othmaint,-2.0,F
coef_sr3p_ASC_tnc_shared_school,-4.0,F
coef_sr3p_ASC_tnc_shared_shopping,-2.0,F
coef_sr3p_ASC_tnc_shared_social,4.0,F
coef_sr3p_ASC_tnc_shared_univ,-2.0,F
coef_sr3p_ASC_tnc_shared_work,0.0,F
coef_walk_transit_ASC_sr2_atwork,-20.0,F
coef_walk_transit_ASC_sr2_eatout,-2.1090388791597614,F
coef_walk_transit_ASC_sr2_escort,-2.4674491660479596,F
coef_walk_transit_ASC_sr2_othdiscr,-2.1090388791597614,F
coef_walk_transit_ASC_sr2_othmaint,-2.4674491660479596,F
coef_walk_transit_ASC_sr2_school,-0.2846953610089007,F
coef_walk_transit_ASC_sr2_shopping,-2.4674491660479596,F
coef_walk_transit_ASC_sr2_social,-2.1090388791597614,F
coef_walk_transit_ASC_sr2_univ,-3.2305235327770045,F
coef_walk_transit_ASC_sr2_work,-3.482680687979052,F
coef_walk_transit_ASC_sr3p_atwork,1.5430208851522482,F
coef_walk_transit_ASC_sr3p_eatout,-2.348317767412736,F
coef_walk_transit_ASC_sr3p_escort,-2.6345870674386305,F
coef_walk_transit_ASC_sr3p_othdiscr,-2.348317767412736,F
coef_walk_transit_ASC_sr3p_othmaint,-2.6345870674386305,F
coef_walk_transit_ASC_sr3p_school,-0.13588154492678106,F
coef_walk_transit_ASC_sr3p_shopping,-2.6345870674386305,F
coef_walk_transit_ASC_sr3p_social,-2.348317767412736,F
coef_walk_transit_ASC_sr3p_univ,-4.0435507628158875,F
coef_walk_transit_ASC_sr3p_work,-4.02690799165595,F
coef_walk_transit_ASC_walk_atwork,2.736954848715726,F
coef_walk_transit_ASC_walk_eatout,2.9665548910048445,F
coef_walk_transit_ASC_walk_escort,3.152201706769742,F
coef_walk_transit_ASC_walk_othdiscr,2.9665548910048445,F
coef_walk_transit_ASC_walk_othmaint,3.152201706769742,F
coef_walk_transit_ASC_walk_school,-1.8026266813306866,F
coef_walk_transit_ASC_walk_shopping,3.152201706769742,F
coef_walk_transit_ASC_walk_social,2.9665548910048445,F
coef_walk_transit_ASC_walk_univ,1.2153514370225156,F
coef_walk_transit_ASC_walk_work,-0.31126005578914784,F
coef_walk_transit_ASC_taxi_atwork,-20.0,F
coef_walk_transit_ASC_taxi_eatout,-2.0,F
coef_walk_transit_ASC_taxi_escort,-2.0,F
coef_walk_transit_ASC_taxi_othdiscr,-2.0,F
coef_walk_transit_ASC_taxi_othmaint,-2.0,F
coef_walk_transit_ASC_taxi_school,-6.0,F
coef_walk_transit_ASC_taxi_shopping,-2.0,F
coef_walk_transit_ASC_taxi_social,-2.0,F
coef_walk_transit_ASC_taxi_univ,-8.0,F
coef_walk_transit_ASC_taxi_work,-2.0,F
coef_walk_transit_ASC_tnc_single_atwork,-17.644612763246165,F
coef_walk_transit_ASC_tnc_single_eatout,2.2756667513945033,F
coef_walk_transit_ASC_tnc_single_escort,1.2457980273527705,F
coef_walk_transit_ASC_tnc_single_othdiscr,2.2756667513945033,F
coef_walk_transit_ASC_tnc_single_othmaint,1.2457980273527705,F
coef_walk_transit_ASC_tnc_single_school,-6.0,F
coef_walk_transit_ASC_tnc_single_shopping,1.2457980273527705,F
coef_walk_transit_ASC_tnc_single_social,2.2756667513945033,F
coef_walk_transit_ASC_tnc_single_univ,-3.481928448753421,F
coef_walk_transit_ASC_tnc_single_work,2.692147258319659,F
coef_walk_transit_ASC_tnc_shared_atwork,-20.0,F
coef_walk_transit_ASC_tnc_shared_eatout,-4.0,F
coef_walk_transit_ASC_tnc_shared_escort,-3.8218340968651447,F
coef_walk_transit_ASC_tnc_shared_othdiscr,-4.0,F
coef_walk_transit_ASC_tnc_shared_othmaint,-3.8218340968651447,F
coef_walk_transit_ASC_tnc_shared_school,-6.0,F
coef_walk_transit_ASC_tnc_shared_shopping,-3.8218340968651447,F
coef_walk_transit_ASC_tnc_shared_social,-4.0,F
coef_walk_transit_ASC_tnc_shared_univ,-8.0,F
coef_walk_transit_ASC_tnc_shared_work,2.38920805880745,F
coef_drive_transit_ASC_taxi_atwork,0.0,F
coef_drive_transit_ASC_taxi_eatout,-8.0,F
coef_drive_transit_ASC_taxi_escort,-5.688173554110089,F
coef_drive_transit_ASC_taxi_othdiscr,-8.0,F
coef_drive_transit_ASC_taxi_othmaint,-5.688173554110089,F
coef_drive_transit_ASC_taxi_school,-2.0,F
coef_drive_transit_ASC_taxi_shopping,-5.688173554110089,F
coef_drive_transit_ASC_taxi_social,-8.0,F
coef_drive_transit_ASC_taxi_univ,-4.0,F
coef_drive_transit_ASC_taxi_work,-10.0,F
coef_drive_transit_ASC_tnc_single_atwork,0.0,F
coef_drive_transit_ASC_tnc_single_eatout,-10.0,F
coef_drive_transit_ASC_tnc_single_escort,-5.690438579389921,F
coef_drive_transit_ASC_tnc_single_othdiscr,-10.0,F
coef_drive_transit_ASC_tnc_single_othmaint,-5.690438579389921,F
coef_drive_transit_ASC_tnc_single_school,-2.0,F
coef_drive_transit_ASC_tnc_single_shopping,-5.690438579389921,F
coef_drive_transit_ASC_tnc_single_social,-10.0,F
coef_drive_transit_ASC_tnc_single_univ,-4.939300348190079,F
coef_drive_transit_ASC_tnc_single_work,-14.095595285617144,F
coef_drive_transit_ASC_tnc_shared_atwork,0.0,F
coef_drive_transit_ASC_tnc_shared_eatout,-10.0,F
coef_drive_transit_ASC_tnc_shared_escort,-5.47084372161034,F
coef_drive_transit_ASC_tnc_shared_othdiscr,-10.0,F
coef_drive_transit_ASC_tnc_shared_othmaint,-5.47084372161034,F
coef_drive_transit_ASC_tnc_shared_school,-2.0,F
coef_drive_transit_ASC_tnc_shared_shopping,-5.47084372161034,F
coef_drive_transit_ASC_tnc_shared_social,-10.0,F
coef_drive_transit_ASC_tnc_shared_univ,-5.084943489059153,F
coef_drive_transit_ASC_tnc_shared_work,-10.0,F
coef_taxi_ASC_sr2_atwork,-4.194814560252766,F
coef_taxi_ASC_sr2_eatout,-6.878486653970887,F
coef_taxi_ASC_sr2_escort,-7.8375978490741645,F
coef_taxi_ASC_sr2_othdiscr,-6.878486653970887,F
coef_taxi_ASC_sr2_othmaint,-7.8375978490741645,F
coef_taxi_ASC_sr2_school,-4.0,F
coef_taxi_ASC_sr2_shopping,-7.8375978490741645,F
coef_taxi_ASC_sr2_social,-6.878486653970887,F
coef_taxi_ASC_sr2_univ,-8.0,F
coef_taxi_ASC_sr2_work,-6.7306069794943815,F
coef_taxi_ASC_sr3p_atwork,-0.028168792758922413,F
coef_taxi_ASC_sr3p_eatout,-6.402246706983242,F
coef_taxi_ASC_sr3p_escort,-9.43450391956938,F
coef_taxi_ASC_sr3p_othdiscr,-6.402246706983242,F
coef_taxi_ASC_sr3p_othmaint,-9.43450391956938,F
coef_taxi_ASC_sr3p_school,-4.0,F
coef_taxi_ASC_sr3p_shopping,-9.43450391956938,F
coef_taxi_ASC_sr3p_social,-6.402246706983242,F
coef_taxi_ASC_sr3p_univ,-8.0,F
coef_taxi_ASC_sr3p_work,-8.358121247512555,F
coef_taxi_ASC_walk_atwork,-0.6050090625165803,F
coef_taxi_ASC_walk_eatout,5.480304864059358,F
coef_taxi_ASC_walk_escort,1.9700508517702155,F
coef_taxi_ASC_walk_othdiscr,5.480304864059358,F
coef_taxi_ASC_walk_othmaint,1.9700508517702155,F
coef_taxi_ASC_walk_school,-4.0,F
coef_taxi_ASC_walk_shopping,1.9700508517702155,F
coef_taxi_ASC_walk_social,5.480304864059358,F
coef_taxi_ASC_walk_univ,10.074765267738677,F
coef_taxi_ASC_walk_work,-1.0771664214300904,F
coef_taxi_ASC_walk_transit_atwork,0.0,F
coef_taxi_ASC_walk_transit_eatout,0.0,F
coef_taxi_ASC_walk_transit_escort,0.0,F
coef_taxi_ASC_walk_transit_othdiscr,0.0,F
coef_taxi_ASC_walk_transit_othmaint,0.0,F
coef_taxi_ASC_walk_transit_school,0.0,F
coef_taxi_ASC_walk_transit_shopping,0.0,F
coef_taxi_ASC_walk_transit_social,0.0,F
coef_taxi_ASC_walk_transit_univ,0.0,F
coef_taxi_ASC_walk_transit_work,0.0,F
coef_taxi_ASC_taxi_atwork,-3.440919561815176,F
coef_taxi_ASC_taxi_eatout,0.941162126703635,F
coef_taxi_ASC_taxi_escort,5.57168567065146,F
coef_taxi_ASC_taxi_othdiscr,0.941162126703635,F
coef_taxi_ASC_taxi_othmaint,5.57168567065146,F
coef_taxi_ASC_taxi_school,9.733069900244997,F
coef_taxi_ASC_taxi_shopping,5.57168567065146,F
coef_taxi_ASC_taxi_social,0.941162126703635,F
coef_taxi_ASC_taxi_univ,-2.0,F
coef_taxi_ASC_taxi_work,2.5002221303576695,F
coef_taxi_ASC_tnc_single_work,0.2349144594695466,F
coef_taxi_ASC_tnc_single_univ,0.2090614684873368,F
coef_taxi_ASC_tnc_single_school,-4.0,F
coef_taxi_ASC_tnc_single_escort,-1.4546332301132097,F
coef_taxi_ASC_tnc_single_shopping,-1.4546332301132097,F
coef_taxi_ASC_tnc_single_eatout,-0.6599026327711519,F
coef_taxi_ASC_tnc_single_othmaint,-1.4546332301132097,F
coef_taxi_ASC_tnc_single_social,-0.6599026327711519,F
coef_taxi_ASC_tnc_single_othdiscr,-0.6599026327711519,F
coef_taxi_ASC_tnc_single_atwork,0.08338096487616292,F
coef_taxi_ASC_tnc_shared_atwork,0.08338096487616292,F
coef_taxi_ASC_tnc_shared_eatout,-0.6599026327711519,F
coef_taxi_ASC_tnc_shared_escort,-3.4546332301132097,F
coef_taxi_ASC_tnc_shared_othdiscr,-0.6599026327711519,F
coef_taxi_ASC_tnc_shared_othmaint,-3.4546332301132097,F
coef_taxi_ASC_tnc_shared_school,0.0,F
coef_taxi_ASC_tnc_shared_shopping,-3.4546332301132097,F
coef_taxi_ASC_tnc_shared_social,-0.6599026327711519,F
coef_taxi_ASC_tnc_shared_univ,0.2090614684873368,F
coef_taxi_ASC_tnc_shared_work,0.2349144594695466,F
coef_tnc_single_ASC_sr2_atwork,-8.194814560252766,F
coef_tnc_single_ASC_sr2_eatout,-6.878486653970887,F
