"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",26712.3522158308,5698.29569369441,2052.57133075661,0,0,0,0,0,249.161323840208,0
"2",0,97160.3990979363,49847.2614361787,0,0,179.590741716358,0,0,13382.6284878888,0
"3",0,0,273301.479686451,0,0,1051.08633442825,0,0,20224.296523595,0
"4",0,3978.34022033374,2477.21188569942,13815.5945265619,12.4321695843496,214.221425251434,0,0,4773.12154794318,0
"5",832.897368658761,540.566719128943,362.172783899497,0,5690.89566117386,0,0,0,112.567763723441,0
"6",0,0,0,0,0,24058.1066083874,0,0,2868.33216547303,0
"7",0,0,0,0,0,0,0,0,0,0
"8",0,0,12.3972673515797,0,0,0,0,1719.04110715966,26.1227205071058,0
"9",0,0,0,0,0,0,0,0,238199.479671007,0
"10",0,0,0,0,0,0,0,0,0,0
"11",0,0,25.7800022723898,0,0,0,0,0,0,0
