"","tourmode1","tourmode2","tourmode3","tourmode4","tourmode5","tourmode6","tourmode7","tourmode8","tourmode9","tourmode10"
"1",266746.05427597,11007.6599869582,622.036244759516,0,0,2180.16939102548,0,0,0,0
"2",0,65564.3077084557,2650.76055624513,0,0,29.5496186458393,0,0,0,0
"3",0,0,18897.8966672114,0,0,49.7995102446304,0,0,0,0
"4",1351.91768853779,579.484561965034,389.650550875196,119649.361856255,61.5408005619404,703.101862428921,0,241.4432208932,0,0
"5",0,0,0,0,1303.58451596415,0,0,0,0,0
"6",0,0,0,0,0,10200.3826907274,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0
"8",0,0,16.5372318208633,0,0,0,0,482.987821137339,0,0
"9",0,0,0,0,0,0,0,0,800.104700381675,0
"10",0,0,0,0,0,0,0,0,0,0
"11",797.89791366824,87.8958139809449,0,1082.29179193329,0,12.4498775611576,0,0,12.4857461576811,0
