"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"1",296.115886800153,0,0,1269.69510042338,840.538530770176,0,0,0,0
"2",12.2377685339783,0,12.7921700881316,397.871031781887,112.510760464758,25.0897944219863,0,0,375.152775108447
"3",484.123002119685,0,0,0,683.559510178777,28.6133803779793,0,0,0
"4",28.8683443178798,0,0,552.379692700683,1395.85494014786,270.256747824377,0,0,167.739146998524
"5",493.968708335059,0,0,1019.99628870144,485.558488291232,1151.89344547411,0,0,70.0036882941934
"6",701.946071371107,0,0,2561.96908462318,4287.13833546737,3619.75749318065,0,1056.94458373994,836.36146642446
"7",913.291277648112,0,0,988.985600400241,2429.7306077564,10075.4138322176,0,221.544184346116,6346.47389451995
"8",2188.67751516698,0,1273.95348644283,8047.51448952147,5342.52479935858,7100.54621992227,942.978392818542,2540.11967456438,2500.08685119271
"9",2338.37660060375,0,1125.93730177113,13834.9813149775,4298.90726195724,12272.7586487378,106.281418364554,1942.44680461387,8546.31669500427
"10",1275.03993954438,0,817.506964994804,18781.6794554971,4367.49564194195,5193.08849729845,917.989298476737,2660.01102801156,2017.25490827387
"11",2714.02245824523,0,4196.95087714425,16437.9398258111,8246.08910636827,7660.49206660137,825.650760906179,3743.57488946814,3876.95851082609
"12",1374.75029037848,0,4201.51795252867,13929.8134119756,15414.8996572556,9106.70863525332,1677.45744156415,729.387672237514,2380.29320916974
"13",3350.58188338362,12.1367687637969,381.421400789963,13883.6362503041,18083.123704285,11481.0461104563,2425.12094558126,1972.64130245251,7576.66267465367
"14",1593.58738441146,0,467.729743898882,11186.8944520425,24929.359922703,17859.1290930962,6350.72685140837,2742.74481739316,6172.11391664026
"15",3949.48036930961,52.286861465443,798.761604831614,7326.04127449698,25142.3977983594,12590.8279229969,6792.50133829318,8462.15152170401,7454.11703322935
"16",3607.28728304727,108.898899138509,1336.90695172139,7089.73356469842,32909.1490906605,20887.4652664788,8070.08150304796,7151.53413028778,5057.44833635061
"17",6736.31968834571,393.811375565501,605.189724465383,4933.14247057309,27017.1498141078,17062.3631533648,7386.42756253104,8243.30750168467,17956.5557039156
"18",7937.60593237714,582.745387811156,1011.08113786276,10173.8707059628,30229.1504456006,15884.5252675291,10115.0631057013,8401.71187370635,18807.1082440756
"19",12521.6849116498,1013.897966747,1102.65494375687,6643.54598940259,34996.7111001243,21708.6973931575,5843.04088343238,14423.6765305725,26020.0002434086
