"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"Ramsey","Ramsey","Drive-Transit","Maintenance",332.386924358096
"Ramsey","Washington","Drive-Transit","Maintenance",273.241331485445
"McLeod","Wright","Auto SOV","Work",751.420235090705
"Dakota","Ramsey","Walk-Transit","Maintenance",236.963561501329
"Scott","Carver","Auto SOV","Work",2972.01516632094
"Hennepin","Dakota","Auto 3+ Person","Work",909.193557393221
"Washington","Washington","Drive-Transit","Maintenance",469.709189858376
"Hennepin","Carver","Walk-Transit","Escort",207.819431490307
"Carver","Carver","Walk-Transit","Escort",184.728383546939
"Carver","Hennepin","Walk-Transit","Escort",207.819431490307
"Rice","Rice","Auto 2 Person","Discretionary",3298.11780425847
"Rice","Rice","Auto 3+ Person","Discretionary",2878.03406843995
"Dakota","Hennepin","Auto 3+ Person","Escort",3931.63962528201
"Hennepin","Anoka","Auto 3+ Person","Visiting",1089.21059316805
"Wright","Washington","Auto 3+ Person","Escort",12.1367687637969
"Ramsey","Scott","Auto 2 Person","Discretionary",361.943493710421
"Scott","Ramsey","Auto 2 Person","Discretionary",235.443472742509
"St. Croix","St. Croix","Walk","School",940.205605262633
"Sherburne","Anoka","Auto 2 Person","Visiting",453.445969875663
"Polk","Polk","Auto SOV","Visiting",1109.50322631923
"Carver","Scott","Auto 2 Person","Work",324.700397480899
"Scott","Carver","Auto 3+ Person","Eating Out",721.134059179081
"Carver","Scott","Auto 3+ Person","Eating Out",721.134059179081
"Dakota","Washington","Auto 2 Person","Work-based",251.617489493814
"Hennepin","Scott","Auto 2 Person","Discretionary",2055.30905080493
"Scott","Hennepin","Auto 2 Person","Discretionary",788.904679368611
"Goodhue","Goodhue","Auto 2 Person","Work",1916.86099145396
"Ramsey","St. Croix","Auto SOV","Maintenance",2834.25244919815
"Polk","Polk","Auto 2 Person","Work",2900.86762239888
"Polk","Chisago","Auto 2 Person","Work",51.0144040250644
"Chisago","Polk","Auto 3+ Person","Discretionary",51.0144040250644
"Polk","Polk","Auto 3+ Person","Discretionary",834.836796787023
"Polk","Polk","TNR-Transit","School",323.821141840172
"Polk","Chisago","TNR-Transit","School",25.5072020125322
"Ramsey","Washington","Auto 2 Person","Work-based",318.398617434686
"Rice","Scott","Auto SOV","Shop",1055.16788186513
"Scott","Rice","Auto SOV","Shop",494.785797622461
"Hennepin","Sherburne","Auto SOV","Visiting",191.293759217785
"Sherburne","Hennepin","Auto SOV","Visiting",191.293759217785
"Scott","Rice","Auto SOV","Maintenance",2492.63083195174
"Dakota","Scott","Auto SOV","Escort",819.577296958408
"Polk","Polk","Auto 2 Person","Shop",5662.18149912221
"Polk","Polk","Auto 2 Person","Visiting",1389.69662433348
"Hennepin","Wright","Auto 3+ Person","Maintenance",1317.39779517418
"Anoka","Ramsey","Auto 3+ Person","Escort",3591.72918131554
"Dakota","Ramsey","Walk-Transit","Visiting",142.549343100637
"Dakota","Dakota","Walk-Transit","Visiting",142.549343100637
"Hennepin","Carver","Auto SOV","Eating Out",2246.58531871706
"Carver","Hennepin","Auto SOV","Eating Out",1740.54073429279
"Hennepin","Anoka","Auto 3+ Person","Maintenance",2762.77722627301
"Anoka","Hennepin","Auto 3+ Person","Maintenance",2694.22897469023
"Hennepin","Washington",NA,"Maintenance",16.7890113396235
"Washington","Washington","TNR-Transit","Maintenance",307.980090584006
"Hennepin","Hennepin",NA,"Shop",571.23914505349
"Wright","Sherburne","Auto 2 Person","Maintenance",902.442111615137
"Ramsey","Ramsey",NA,"Discretionary",29.8386376789335
"Scott","Dakota","Auto 2 Person","Maintenance",551.486621738602
"Dakota","Scott","Auto 3+ Person","Maintenance",872.600087131721
"Rice","Rice","Auto 3+ Person","Maintenance",3960.19953576829
"Anoka","Wright","Drive-Transit","Work",49.7520341269928
"St. Croix","Washington","Auto SOV","Shop",2576.9749042343
"Washington","Hennepin","Auto 3+ Person","Escort",582.299856829044
"Pierce","Pierce","Auto 2 Person","Discretionary",2219.39214609383
"Dakota","Rice","Auto 2 Person","Escort",474.437865821273
"St. Croix","Dakota","Auto 2 Person","Discretionary",25.7621157678028
"Wright","Wright","Walk","Visiting",367.848562792786
"Wright","Hennepin","Auto SOV","Visiting",1806.61732865607
"Sherburne","Hennepin","Auto 2 Person","Maintenance",634.233754512745
"Hennepin","Sherburne","Auto 2 Person","Maintenance",549.378936917253
"Wright","Sherburne","Auto 3+ Person","Maintenance",895.530935847155
"Sherburne","Anoka","Auto 2 Person","Maintenance",1169.36088080499
"Anoka","Sherburne","Auto 2 Person","Maintenance",1072.96865564982
"Sherburne","Hennepin","Auto 3+ Person","Visiting",386.258868361272
"Hennepin","Sherburne","Auto 3+ Person","Visiting",419.426891112601
"Sherburne","Anoka","Auto 3+ Person","Visiting",807.73064187052
"Anoka","Sherburne","Auto 3+ Person","Visiting",790.124189296532
"Scott","Hennepin","Auto SOV","Visiting",175.427931668978
"Hennepin","Scott","Auto SOV","Discretionary",1338.69511669194
"Washington","Washington","TNR-Transit","Visiting",345.259221511694
"Dakota","Washington","Auto SOV","Eating Out",1233.36882730042
"Ramsey","St. Croix","Auto 2 Person","Discretionary",34.2440231699884
"Hennepin","Dakota","Auto 3+ Person","Visiting",149.724269664002
"McLeod","McLeod","Auto SOV","Escort",3379.21378215864
"St. Croix","Ramsey","Auto SOV","Shop",382.203239030376
"Polk","Washington","Auto 2 Person","Discretionary",51.5993004377937
"Wright","Hennepin","Auto 2 Person","Shop",518.543533578972
"Hennepin","Anoka","Drive-Transit","Work",41.5882542296183
"Carver","Carver","Auto 3+ Person","Discretionary",8469.66793749511
"Hennepin","Carver","Auto 3+ Person","Discretionary",765.130589961473
"Carver","Carver","Bike/Moped","Discretionary",598.634704396808
"Wright","Hennepin","Walk-Transit","Maintenance",24.60734506779
"Le Sueur","Le Sueur","Auto 2 Person","Escort",1378.69925543196
"Le Sueur","Le Sueur","Auto SOV","Escort",922.11653268204
"Le Sueur","Hennepin","Auto SOV","Work",1065.23276764741
"Scott","Le Sueur","Auto SOV","Visiting",259.606411204199
"Le Sueur","Le Sueur","Auto SOV","Visiting",283.394917977417
"Le Sueur","Le Sueur","Auto 2 Person","School",1261.5066293787
"Washington","Anoka","Auto 2 Person","Maintenance",159.123268251967
"Ramsey","Dakota","Auto SOV","Eating Out",640.742728784569
"Hennepin","Sherburne","Auto SOV","Work-based",310.542884486999
"Sherburne","Sherburne","Auto SOV","Work-based",214.775499296169
"Pierce","Washington","Auto 2 Person","Maintenance",13.8374010692256
"Ramsey","St. Croix","Auto SOV","Escort",67.8926596304282
"St. Croix","Washington","Auto SOV","Escort",540.486260051519
"Sherburne","Sherburne","Auto 2 Person","School",2275.85876866299
"Sherburne","Hennepin","Auto 2 Person","Work",372.478160281125
"Dakota","Ramsey","Auto 2 Person","Escort",1946.01429655329
"Wright","Hennepin","Walk","Maintenance",437.231479027491
"Washington","Anoka","TNR-Transit","School",336.912073568019
"Anoka","Washington","Auto 3+ Person","Visiting",1209.42875514107
"Ramsey","Dakota","Bike/Moped","Visiting",11.5579068401381
"Dakota","Ramsey","Bike/Moped","Visiting",11.5579068401381
"Dakota","Ramsey","Auto 2 Person","Visiting",356.926851205245
"Hennepin","Goodhue","Auto SOV","Shop",48.6773461441671
"Goodhue","Hennepin","Auto SOV","Shop",48.6773461441671
"St. Croix","Chisago","Auto 2 Person","Maintenance",33.7721267193014
"Chisago","St. Croix","Auto 2 Person","Maintenance",33.7721267193014
"Rice","Hennepin","Walk","Maintenance",423.444865086025
"Dakota","Scott","Auto 2 Person","Maintenance",1169.12670389135
"Scott","Ramsey","Auto 2 Person","Maintenance",144.422437157504
"Wright","Hennepin","Auto 3+ Person","Discretionary",1525.67288794657
"Anoka","Hennepin","Auto 3+ Person","Shop",4067.2524348106
"Hennepin","Anoka","Auto 3+ Person","Shop",4627.70594944948
"Anoka","Carver","Auto SOV","Maintenance",439.983390250392
"Carver","Anoka","Auto SOV","Maintenance",1000.06612904893
"Anoka","Anoka","Walk","Work",836.472643780115
"McLeod","Sibley","Auto 2 Person","Eating Out",31.2188598050476
"Sibley","McLeod","Auto 2 Person","Eating Out",31.2188598050476
"McLeod","McLeod","Auto 2 Person","Eating Out",6769.68427114166
"Dakota","Washington","Auto 2 Person","Shop",3610.84628804297
"Washington","Dakota","Auto 2 Person","Shop",2455.09224793179
"Ramsey","Anoka","Walk","Discretionary",1291.96009293541
"Washington","Hennepin",NA,"Maintenance",194.01897034347
"Washington","Washington",NA,"Maintenance",210.519855705982
"Washington","Anoka","Auto SOV","Shop",1271.71902258955
"Anoka","Washington","Auto SOV","Shop",1503.71818230816
"Pierce","Hennepin","Auto SOV","Work",146.837466847506
"Hennepin","Pierce","Auto SOV","Shop",33.126111633809
"Pierce","Pierce","Auto SOV","Shop",2387.61951505933
"Wright","Ramsey","Auto SOV","Discretionary",42.9256850085872
"Ramsey","Wright","Auto SOV","Discretionary",64.8352305616203
"Hennepin","Ramsey","Walk-Transit","Discretionary",184.785311240935
"Chisago","Chisago","Auto 3+ Person","Discretionary",2998.82248595947
"Hennepin","Washington","Auto 2 Person","Discretionary",1170.95005585877
"Washington","Washington","Auto 3+ Person","Work",6855.73746591817
"Hennepin","Isanti","Auto SOV","Maintenance",191.225786037995
"Chisago","Washington","Auto SOV","Discretionary",1448.84917419657
"Carver","Hennepin","Auto 2 Person","Discretionary",3660.68880142695
"Hennepin","St. Croix","Auto 3+ Person","Discretionary",1648.7058111806
"Scott","Rice","Auto 2 Person","Shop",365.556759073689
"Rice","Scott","Auto 2 Person","Shop",337.433258965386
"Scott","Le Sueur","Auto 2 Person","Shop",771.710584564332
"Le Sueur","Scott","Auto SOV","Visiting",415.362734061844
"Le Sueur","Scott","Auto SOV","Discretionary",1012.29977689616
"Scott","Le Sueur","Auto SOV","Maintenance",1628.86888198006
"Scott","Rice","Auto SOV","Discretionary",944.058615233931
"Rice","Scott","Auto SOV","Discretionary",944.058615233931
"Wright","Wright","Auto 3+ Person","Visiting",7319.65936280779
"Wright","Sherburne","Auto 3+ Person","Visiting",197.765098057739
"Anoka","Wright","Auto 3+ Person","Visiting",302.754084036939
"Hennepin","Wright","Walk","Shop",26.024773649952
"Wright","Wright","Walk","Shop",352.078766783341
"Wright","Hennepin","Auto 2 Person","Discretionary",467.876178019718
"Carver","Scott","Auto SOV","Shop",340.53118330893
"Carver","Ramsey","Walk","Discretionary",150.02828105295
"Ramsey","Carver","Auto SOV","Discretionary",150.02828105295
"Hennepin","Carver","Auto 3+ Person","School",3543.55474552316
"Hennepin","Hennepin","TNR-Transit","Visiting",451.614303563513
"Dakota","Ramsey","Walk","Work",586.795778675106
"Polk","Wright","Auto SOV","Shop",341.724400956699
"St. Croix","Washington","Walk","Discretionary",55.2130184077896
"Ramsey","Carver","Auto 2 Person","Maintenance",53.6138429051603
"Dakota","Hennepin","Drive-Transit","Maintenance",24.805847731295
"Hennepin","Scott",NA,"Maintenance",66.2683727088382
"Hennepin","Washington",NA,"Discretionary",194.874361107812
"McLeod","Sibley","Auto SOV","Work",399.090211591749
"Sibley","Carver","Auto SOV","Work",172.781942091295
"Scott","Le Sueur","Auto SOV","Work-based",285.679874914929
"Le Sueur","Carver","Auto SOV","Work-based",172.781942091295
"Carver","Sibley","Auto SOV","Work-based",404.906528300334
"Sibley","McLeod","Auto SOV","Work-based",86.3909710456477
"McLeod","Hennepin","TNR-Transit","School",518.345826273886
"Hennepin","McLeod","TNR-Transit","School",518.345826273886
"Washington","Anoka","Auto 2 Person","Eating Out",105.61581385631
"Anoka","Ramsey","Auto 2 Person","Eating Out",1196.71187252131
"Hennepin","Hennepin","Bike/Moped","Escort",9188.93066193383
"Hennepin","Scott","Auto SOV","Escort",659.13257886322
"Scott","Dakota","Auto SOV","Escort",204.568178856465
"Hennepin","Scott","Auto SOV","Eating Out",920.406079008519
"Dakota","Hennepin","Bike/Moped","Discretionary",26.493855814119
"Dakota","Hennepin","Bike/Moped","Escort",13.2469279070595
"Hennepin","Dakota","Bike/Moped","Escort",13.2469279070595
"Dakota","Dakota","Bike/Moped","Escort",1753.32920201837
"Anoka","Anoka","Auto 3+ Person","Work-based",688.026672351792
"Hennepin","Carver","Auto 2 Person","Maintenance",4582.97764395393
"Carver","Carver","TNR-Transit","Maintenance",1869.62366560637
"Carver","Carver","Auto 2 Person","Eating Out",2720.93066788183
"Polk","Polk","Bike/Moped","Work",2178.30456331199
"Polk","Polk","Bike/Moped","Work-based",907.626901379995
"Washington","Chisago","Auto 3+ Person","Shop",12.5130464803358
"Chisago","Chisago","Auto 3+ Person","Shop",112.617418323022
"Pierce","St. Croix","Auto 2 Person","Maintenance",498.844482429246
"St. Croix","Hennepin","Auto 2 Person","Maintenance",261.338570928055
"Washington","Ramsey","TNR-Transit","School",1122.15482652217
"Ramsey","Washington","TNR-Transit","School",177.745431615375
"Sibley","McLeod","Auto SOV","Work",226.308269500454
"St. Croix","Pierce","Auto 2 Person","Escort",626.584702044034
"St. Croix","Pierce","Auto 3+ Person","Escort",245.614542126723
"Sherburne","Hennepin","Auto 3+ Person","Maintenance",1136.76480721585
"Sherburne","Wright","Auto 3+ Person","Maintenance",1034.57457568645
"Sherburne","Wright","Auto 2 Person","Visiting",478.659911581866
"Wright","Sherburne","Auto 2 Person","Visiting",440.632083783463
"Sherburne","Wright","Auto 3+ Person","School",415.730806591583
"Wright","Sherburne","Auto 3+ Person","School",399.046744617802
"Anoka","Chisago","Auto SOV","Visiting",50.482220399038
"Chisago","Anoka","Auto SOV","Visiting",17.114096451476
"Isanti","Chisago","Auto SOV","Maintenance",585.576163371058
"Chisago","Dakota","Auto SOV","Maintenance",84.5445665307396
"St. Croix","Pierce","Walk","Discretionary",1211.52337976279
"Scott","Hennepin","Auto SOV","Discretionary",1575.08354275362
"Hennepin","Dakota","Walk","Eating Out",166.574329383033
"Dakota","Hennepin","Walk","Eating Out",103.836075809117
"Sherburne","Hennepin","Auto 2 Person","Escort",458.098381561621
"Carver","Wright","Auto SOV","Discretionary",890.892298432749
"Pierce","St. Croix","Auto 2 Person","Work",125.388935503637
"St. Croix","St. Croix","Bike/Moped","Work",28.8270218640911
"Pierce","Pierce","Auto 2 Person","Maintenance",5043.58366251281
"Carver","Hennepin","Drive-Transit","Work",422.034105157927
"Dakota","Rice","Auto 3+ Person","Escort",488.965689550389
"Rice","Carver","Auto SOV","Work",471.499315625046
"Carver","Hennepin","Auto SOV","Escort",3342.65752213895
"Carver","Dakota","Auto 2 Person","Work",471.499315625046
"Dakota","Carver","Auto 2 Person","Eating Out",235.749657812523
"Anoka","Isanti","Auto SOV","Shop",92.506403950742
"Isanti","Anoka","Auto SOV","Shop",92.506403950742
"Goodhue","Goodhue","Walk","Work-based",2003.87400956872
"Hennepin","Hennepin","Bike/Moped","School",5852.65363619263
"Washington","Washington","Walk-Transit","Maintenance",654.072886923752
"Dakota","Hennepin","TNR-Transit","School",834.318572362948
"Dakota","Goodhue","Auto 3+ Person","Work",16.5372318208633
"Goodhue","Ramsey","Auto SOV","Work",101.254790720869
"Goodhue","Dakota","Auto 3+ Person","Escort",66.1489272834532
"Washington","Hennepin","Auto SOV","Discretionary",1247.01849798632
"Washington","St. Croix","Auto 3+ Person","Work",436.64719683862
"St. Croix","Washington","Auto 3+ Person","Work",17.1456571245383
"Wright","Hennepin","Auto 2 Person","School",1577.3295474306
"Hennepin","Anoka","Walk-Transit","Work",3409.4327520498
"Wright","Anoka","Auto SOV","Shop",404.42326896344
"Wright","Sherburne","TNR-Transit","School",186.556397939741
"Ramsey","Hennepin","Walk","Shop",308.147312007907
"Wright","Sherburne","Auto SOV","University",49.752034126993
"Sherburne","Anoka","Auto SOV","University",49.752034126993
"Anoka","Wright","Auto SOV","University",49.752034126993
"Scott","Dakota","Bike/Moped","Maintenance",107.629609961831
"Dakota","Ramsey","Bike/Moped","Maintenance",78.0883425085091
"Hennepin","Dakota","Walk","Maintenance",382.823914792795
"Ramsey","Dakota","Auto 3+ Person","Discretionary",577.178148245593
"Hennepin","Dakota","Auto SOV","University",451.941437281751
"Dakota","Hennepin","Auto SOV","University",451.941437281751
"Wright","Anoka","Auto 3+ Person","Visiting",35.9303806794598
"Hennepin","Anoka","TNR-Transit","Visiting",12.6056937113572
"Anoka","Anoka","TNR-Transit","Visiting",38.7696078180008
"Washington","Pierce","Auto 2 Person","Shop",477.742546684091
"Sherburne","Sherburne","Walk","Work-based",303.114503144894
"Carver","Carver","Walk","Work",1839.32252957064
"Carver","Hennepin","Walk","Work",527.98336146538
"Hennepin","Carver","Auto 3+ Person","Eating Out",2439.973508551
"St. Croix","St. Croix","Auto 3+ Person","Discretionary",7877.88450936133
"St. Croix","Pierce","Auto 3+ Person","Discretionary",619.867296780961
"St. Croix","Pierce","TNR-Transit","School",666.93952405145
"St. Croix","Pierce","Auto 3+ Person","School",841.16868402312
"Pierce","St. Croix","Auto 3+ Person","School",705.892289347225
"Polk","Hennepin","Auto SOV","Work",49.8089458319636
"Sherburne","Ramsey","Auto 3+ Person","Work",49.752034126993
"Sherburne","Ramsey","Auto 3+ Person","School",49.752034126993
"Hennepin","St. Croix","Auto 2 Person","Work-based",459.975147124392
"St. Croix","Hennepin","Auto 2 Person","Work-based",447.522910666401
"Dakota","Ramsey","Auto 2 Person","Eating Out",496.554308597105
"Washington","Hennepin","Auto SOV","Shop",624.747126204597
"Goodhue","Goodhue","Auto 2 Person","Shop",3863.10133786618
"Goodhue","Goodhue","Auto 2 Person","School",519.039962681859
"Scott","Carver","Auto 3+ Person","Discretionary",363.876532074624
"Carver","Scott","Auto 3+ Person","Discretionary",876.378989902857
"Ramsey","Anoka","Auto 3+ Person","Maintenance",408.465062213175
"Washington","Hennepin","Walk-Transit","Maintenance",16.2335758871001
"Carver","Hennepin","Auto 3+ Person","Discretionary",538.869832665458
"Washington","St. Croix","Auto 3+ Person","Shop",208.657164134098
"St. Croix","Washington","Auto 3+ Person","Shop",287.621888247621
"Sherburne","Sherburne","Bike/Moped","Maintenance",12.5950874087261
"St. Croix","Washington","Auto SOV","Eating Out",827.820169224105
"Washington","St. Croix","Auto SOV","Eating Out",380.739647764758
"Hennepin","Washington","Walk","Discretionary",592.100326584631
"Hennepin","Hennepin",NA,"Escort",920.149949505191
"Anoka","Anoka",NA,"Shop",17.3659138767428
"Hennepin","Scott","Walk","Shop",150.656992491025
"Scott","Hennepin","Walk","Shop",12.1693365360418
"Carver","Scott","Auto 3+ Person","Escort",976.725277009916
"Scott","Goodhue","Auto 3+ Person","Discretionary",650.895593734844
"Scott","Dakota","Walk-Transit","Work",408.22051792093
"Dakota","Scott","Auto 3+ Person","Discretionary",2084.10654803069
"St. Croix","Dakota","Auto SOV","Work",345.42002700299
"Dakota","St. Croix","Auto SOV","Work",440.926058571911
"Dakota","St. Croix","Auto SOV","Work-based",37.8762326517669
"Ramsey","Goodhue","Auto SOV","Work",362.013385230811
"Washington","Washington","Bike/Moped","Discretionary",1122.91148726633
"Hennepin","Washington","Bike/Moped","Discretionary",160.883093685286
"Scott","Hennepin","Auto SOV","Eating Out",1143.61448415401
"Dakota","Washington","Auto 2 Person","School",338.003555921831
"Washington","Dakota","Auto 2 Person","School",17.3250582409115
"Rice","Dakota","Auto 2 Person","Escort",215.900901121781
"Sherburne","Hennepin","Auto 3+ Person","Shop",512.632541539592
"Hennepin","Sherburne","Auto 3+ Person","Shop",865.524755619493
"Hennepin","Ramsey","Walk-Transit","Visiting",77.1670139219367
"Sherburne","Anoka","Auto 2 Person","Work",355.020413278458
"Ramsey","Dakota",NA,"Escort",36.7474138935525
"Dakota","Ramsey",NA,"Escort",36.7474138935525
"Ramsey","Anoka","Auto SOV","Discretionary",4047.45817373537
"Rice","Rice","Auto 3+ Person","Shop",1036.23160064519
"Rice","Dakota","Auto 3+ Person","Shop",174.653963438128
"Rice","Dakota","Auto 3+ Person","School",409.105013895641
"Dakota","Rice","Auto 3+ Person","School",366.774300801598
"Scott","Scott","Auto 3+ Person","Work",2512.93516069732
"Dakota","Hennepin","Drive-Transit","Work",1700.05588653352
"Anoka","Ramsey","Auto 3+ Person","School",258.086584111012
"Anoka","Ramsey","Walk","Work",331.198287608596
"Sibley","Sibley","Auto SOV","Maintenance",2994.61709558679
"Anoka","Isanti","Auto SOV","Discretionary",342.626168911569
"Isanti","Anoka","Auto SOV","Discretionary",342.626168911569
"Anoka","Sherburne","Auto 3+ Person","Discretionary",253.877398466593
"Sherburne","Wright","Auto 3+ Person","Discretionary",758.394783388242
"Wright","Sherburne","Auto 3+ Person","Discretionary",955.861983634882
"Sherburne","Anoka","Auto 3+ Person","Discretionary",53.407885985191
"Anoka","Sherburne","Auto 3+ Person","Shop",18.1949808372152
"Wright","Anoka","Auto 3+ Person","Shop",18.1949808372152
"McLeod","McLeod","Auto 2 Person","Shop",7415.11332777824
"Polk","Chisago","Auto SOV","Discretionary",184.085843847195
"Chisago","Polk","Auto SOV","Discretionary",98.2346489645128
"Polk","Polk","Auto 2 Person","Escort",8244.50050433631
"Polk","Polk","Auto SOV","Escort",6004.52560168862
"Polk","Hennepin","Auto SOV","Maintenance",1221.73144460344
"Washington","Polk","Auto 2 Person","Shop",332.622631520309
"Polk","Polk","Auto 2 Person","School",1164.25158363681
"Ramsey","Wright","Auto 3+ Person","Work",21.9095455530331
"Anoka","Wright","Auto SOV","Shop",264.096350224678
"Carver","Hennepin","Walk","Work-based",680.882214499456
"Hennepin","St. Croix","Auto SOV","Work-based",765.176286365537
"Chisago","Washington","Auto 2 Person","Escort",832.862039492364
"Washington","Chisago","Auto 2 Person","Escort",2021.05223103644
"Hennepin","Ramsey","Walk","Visiting",61.5040742584428
"Ramsey","Anoka","Walk","Visiting",46.2136351218777
"Isanti","Hennepin","Walk","Maintenance",16.8774608581294
"Hennepin","Isanti","Auto 2 Person","Maintenance",16.8774608581294
"Isanti","Isanti","Walk","Discretionary",1930.17984453034
"Ramsey","Ramsey","Auto SOV","School",2035.70862046187
"Anoka","Anoka","Bike/Moped","Shop",452.392745530899
"Anoka","Anoka","Bike/Moped","Discretionary",3731.48554835783
"Rice","Rice","Walk","Shop",291.947321974276
"Scott","Hennepin","Walk","Discretionary",633.961538943377
"Isanti","Hennepin","Auto SOV","Maintenance",406.934893507671
"Isanti","Anoka","TNR-Transit","Visiting",25.0260929606716
"Anoka","Isanti","TNR-Transit","Visiting",25.0260929606716
"Carver","Sherburne","Auto SOV","Escort",12.7598492666362
"Sherburne","Carver","Auto SOV","Escort",12.7598492666362
"Scott","Hennepin","Auto 2 Person","Escort",2083.58627392253
"Isanti","Isanti","Auto 3+ Person","Eating Out",729.190436679757
"Isanti","Isanti","Auto 2 Person","Eating Out",805.915881351544
"Scott","Scott","Auto SOV","School",5005.62155158478
"Polk","Washington","Auto SOV","Visiting",126.791613927212
"St. Croix","Polk","Auto SOV","Visiting",243.963590832531
"Polk","Polk","Auto 2 Person","Discretionary",5002.39965602872
"Hennepin","Washington","Walk","Work-based",283.900440558168
"Washington","Ramsey","Walk","Work-based",312.1008273037
"Dakota","Dakota","Auto 3+ Person","Work-based",1521.58197523095
"Hennepin","Chisago","Auto SOV","Work",224.359705429035
"Hennepin","Anoka","Auto SOV","Work-based",485.112132224791
"Dakota","Scott","Auto 3+ Person","Work",188.56111927477
"Scott","Dakota","Auto 2 Person","Visiting",153.362299802981
"Dakota","Scott","Auto 2 Person","Visiting",153.362299802981
"Scott","Dakota","Auto 2 Person","Discretionary",2317.327890351
"Scott","Dakota","Auto 2 Person","Shop",602.730968267716
"Dakota","Scott","Auto 2 Person","Shop",1026.92367260275
"Scott","Scott","Auto 2 Person","Shop",5115.63710921321
"Hennepin","Hennepin","TNR-Transit","Discretionary",1241.82473964523
"Anoka","Isanti","Auto 2 Person","Escort",1324.51925069794
"Isanti","Ramsey","Auto 2 Person","Escort",12.5130464803358
"Anoka","Isanti","Auto 3+ Person","Shop",12.5130464803358
"Goodhue","Goodhue","Bike/Moped","Discretionary",345.422120270954
"Scott","Scott","TNR-Transit","Maintenance",221.565724411951
"Scott","Ramsey","Auto SOV","Visiting",242.407357556294
"Ramsey","Rice","Walk","Discretionary",12.1367687637969
"Ramsey","Scott","Auto SOV","Escort",24.2735375275938
"Scott","Ramsey","Auto 2 Person","Escort",24.2735375275938
"Ramsey","Washington","Bike/Moped","Maintenance",41.1673952942512
"Hennepin","Wright","Auto 2 Person","Shop",620.200394353729
"Wright","Wright","Bike/Moped","Discretionary",96.8135967066464
"Hennepin","Wright","Auto 2 Person","School",1158.22455029386
"Carver","Scott","Auto SOV","Escort",236.266662359661
"Dakota","Washington","Bike/Moped","Visiting",12.4029238656475
"Washington","Washington","Bike/Moped","Visiting",24.5781057809726
"Anoka","Hennepin","Auto 3+ Person","Visiting",1583.52179063225
"Isanti","Anoka","Auto 2 Person","Work",337.386335914652
"Anoka","Isanti","Auto 3+ Person","Discretionary",649.746578868632
"Anoka","Isanti","Auto SOV","Work",4208.53155622632
"Isanti","Anoka","Auto 3+ Person","Eating Out",324.873289434316
"Anoka","Isanti","Auto 3+ Person","Eating Out",324.873289434316
"Isanti","Anoka","Auto 2 Person","School",324.873289434316
"Anoka","Isanti","TNR-Transit","School",399.951568316331
"Anoka","Isanti","Auto 2 Person","School",324.873289434316
"Isanti","Anoka","Auto 3+ Person","Discretionary",324.873289434316
"Isanti","Isanti","Auto 3+ Person","Work",963.049299452664
"Wright","Wright","Walk-Transit","Discretionary",180.038888183097
"Wright","Carver","Walk","Discretionary",43.4114825198407
"Carver","Wright","Walk","Discretionary",43.4114825198407
"Ramsey","Wright","Auto 3+ Person","Discretionary",123.473762053805
"Ramsey","Ramsey",NA,"Maintenance",3119.84281137625
"Dakota","Hennepin","Auto 3+ Person","Work",1080.20976025772
"Ramsey","St. Croix","Auto SOV","Work-based",117.39638408215
"Ramsey","Ramsey","Bike/Moped","Shop",2492.02524269729
"McLeod","Carver","Auto 3+ Person","Work",475.638492538767
"Carver","McLeod","Auto 2 Person","Work",158.546164179589
"Carver","Carver","Auto 3+ Person","Work-based",531.9064184317
"Carver","McLeod","Auto SOV","Work-based",158.546164179589
"Hennepin","McLeod","Auto SOV","Maintenance",800.754616979212
"McLeod","Hennepin","Auto SOV","Maintenance",1027.13064127797
"Hennepin","McLeod","Auto 2 Person","Escort",158.546164179589
"McLeod","McLeod","Auto 2 Person","Escort",4270.69115159772
"McLeod","Hennepin","Auto 2 Person","Discretionary",158.546164179589
"McLeod","Carver","Auto 3+ Person","School",951.276985077534
"Carver","McLeod","Auto 2 Person","School",1004.43096452784
"McLeod","McLeod","Auto 2 Person","School",3378.60243757712
"McLeod","Carver","Auto 2 Person","Discretionary",158.546164179589
"Carver","McLeod","Auto 2 Person","Discretionary",158.546164179589
"Carver","Hennepin","Auto 3+ Person","Maintenance",655.178835494674
"Hennepin","Chisago","Auto SOV","Eating Out",43.0885574472894
"Chisago","Washington","Auto 2 Person","Eating Out",387.883606846182
"Washington","Hennepin","Auto 2 Person","Eating Out",93.7939754781136
"Scott","Scott","Walk","Maintenance",770.329657193955
"Wright","Hennepin","Walk","Visiting",195.939610210484
"Ramsey","Anoka","TNR-Transit","School",706.176962020122
"Washington","Anoka","Auto SOV","Escort",105.022456517026
"McLeod","McLeod","Walk","Work",99.504068253986
"Washington","Scott","Auto SOV","Work-based",102.987625307351
"McLeod","McLeod","Auto SOV","Eating Out",5213.3738681703
"McLeod","Sherburne","Auto SOV","Maintenance",162.77741417111
"Ramsey","Ramsey",NA,"Work",138.517564594897
"Le Sueur","Le Sueur","Auto 3+ Person","Escort",80.7609867567017
"Dakota","Dakota","Drive-Transit","Shop",8.58890905947441
"Dakota","Ramsey","Walk-Transit","Shop",49.8915028408274
"Anoka","Washington","Auto 2 Person","Shop",447.272376147746
