"OCOUNTY","DCOUNTY","trip_mode","tour_purpose","count"
"McLeod","Carver","Auto 2 Person","Maintenance",869.818177672132
"Carver","McLeod","Auto 2 Person","Maintenance",615.490746283719
"McLeod","McLeod","Auto 3+ Person","School",528.792471989076
"McLeod","Carver","Auto 2 Person","School",528.792471989076
"Hennepin","Chisago","Auto SOV","Work-based",25.0260929606716
"Ramsey","Dakota","Auto 2 Person","Work-based",344.563115714665
"Scott","Dakota","Auto 3+ Person","Work",123.641591278968
"Sherburne","Scott","Auto SOV","Maintenance",155.414962687432
"Scott","Sherburne","Auto SOV","Maintenance",64.8321431873933
"Anoka","Isanti","Auto 2 Person","Shop",309.271669701699
"Isanti","Ramsey","Auto 2 Person","Shop",12.5130464803358
"Anoka","Isanti","Auto 3+ Person","Escort",12.5130464803358
"Ramsey","Chisago","Auto 2 Person","Work",1073.15631126553
"Ramsey","Scott","Walk","Discretionary",48.5470750551876
"Scott","Ramsey","Walk","Discretionary",36.4103062913907
"Ramsey","Scott","Auto SOV","Visiting",12.1367687637969
"Scott","Ramsey","Walk","Visiting",12.1367687637969
"Ramsey","Rice","Auto SOV","Discretionary",12.1367687637969
"Rice","Ramsey","Walk","Discretionary",12.1367687637969
"Scott","Ramsey","Auto 2 Person","Eating Out",12.1367687637969
"Dakota","Goodhue","Auto 2 Person","Work",71.8225346523929
"St. Croix","Ramsey","TNR-Transit","School",89.8192481116058
"Ramsey","St. Croix","TNR-Transit","School",89.8192481116058
"Washington","Polk","Auto 2 Person","Eating Out",85.6733926187515
"Dakota","McLeod","Auto 2 Person","Maintenance",8.77726083662356
"Wright","McLeod","Auto 2 Person","Maintenance",3059.27890589826
"McLeod","Wright","Auto 2 Person","Maintenance",2174.65847365356
"Chisago","Washington","Auto SOV","Shop",608.814796955696
"Ramsey","Ramsey",NA,"University",25.7667271784232
"Hennepin","Carver","Walk","Work-based",472.533324719322
"Scott","Washington","Auto SOV","Escort",17.8629854820373
"Washington","Scott","Auto SOV","Escort",17.8629854820373
"Dakota","Washington","Auto SOV","Visiting",204.715752480055
"Carver","Hennepin","Walk","Maintenance",38.1226786647566
"Isanti","Anoka","Auto 3+ Person","Escort",324.873289434316
"Isanti","Anoka","Auto 2 Person","Escort",987.132914783284
"Hennepin","McLeod","Auto SOV","Escort",158.546164179589
"Sherburne","Hennepin","Auto 3+ Person","Escort",12.4380085317482
"Anoka","Wright","Auto SOV","Escort",24.8760170634964
"Wright","Dakota","Auto SOV","Work",12.4029238656475
"Anoka","Dakota","Auto SOV","Discretionary",62.3531819639845
"Hennepin","Chisago","Auto SOV","Shop",76.5321045551977
"Scott","Ramsey","Auto SOV","Escort",141.429758583224
"Washington","Scott","Auto 2 Person","Work",102.987625307351
"Washington","Ramsey",NA,"Maintenance",216.213858438717
"Chisago","Anoka","Auto 3+ Person","Shop",416.033478466091
"Ramsey","Dakota",NA,"Work",17.1778181189488
"Dakota","Ramsey","Bike/Moped","Discretionary",234.968077100714
"Hennepin","Anoka","Bike/Moped","Work",12.1693365360418
"Ramsey","Hennepin","Auto 3+ Person","Work-based",212.132161216057
"Anoka","Ramsey","Walk-Transit","Discretionary",566.350700966829
"Ramsey","Polk","Walk-Transit","Eating Out",28.0577528515338
"Anoka","Ramsey","Drive-Transit","Work",25.2477698728374
"Anoka","Chisago","Auto 3+ Person","Work",12.6238849364187
"Anoka","Dakota","Auto SOV","Shop",27.5445678618181
"Anoka","Sherburne","Auto SOV","Escort",207.413248827942
"Chisago","Washington","Auto SOV","Work-based",252.982064398492
"Dakota","Ramsey","Walk","Escort",12.1367687637969
"Ramsey","Washington","Drive-Transit","Discretionary",207.246022546265
"Hennepin","Scott","Auto 3+ Person","Eating Out",391.675444657233
"Chisago","Washington","Auto 2 Person","Discretionary",321.622159937147
"Ramsey","Sherburne","Auto SOV","Discretionary",23.1534722648113
"Wright","Hennepin","Bike/Moped","Shop",8.58890905947441
"Hennepin","Ramsey","Bike/Moped","University",8.58890905947441
"Ramsey","Hennepin","Bike/Moped","University",8.58890905947441
"Hennepin","Carver","Walk","Maintenance",78.2610064715942
"Chisago","Hennepin","Auto 2 Person","Shop",34.9610854630522
"Carver","Carver","Walk-Transit","School",26.9794409519806
"Hennepin","St. Croix","Walk","Work-based",20.309977204743
"St. Croix","St. Croix","Walk","Work-based",20.309977204743
"Scott","Hennepin","Auto 3+ Person","Visiting",99.5584914945832
"Carver","Le Sueur","Auto SOV","Visiting",24.8896228736458
"Ramsey","Anoka","Auto 2 Person","Work-based",145.729109979282
"Washington","Hennepin","Auto 2 Person","Discretionary",415.366923298564
"Hennepin","Le Sueur","Auto SOV","Maintenance",117.192626053261
"Le Sueur","Le Sueur","Auto 2 Person","Work",356.14412138001
"Hennepin","Le Sueur","Auto SOV","Work",47.994901942662
"Rice","Le Sueur","Auto 2 Person","Maintenance",13.1270061241295
"Hennepin","Scott","Auto 2 Person","Shop",1230.91182499541
"Hennepin","Washington","Bike/Moped","University",24.2735375275938
"Anoka","Chisago","Auto SOV","Discretionary",75.7720191143245
"Chisago","Hennepin","Auto SOV","Discretionary",27.198568817846
"Dakota","Scott","Walk","Work-based",12.5941705774514
"Dakota","Dakota","TNR-Transit","Eating Out",411.036292293524
"Isanti","Anoka","Auto 2 Person","Eating Out",12.5130464803358
"Polk","St. Croix","Auto 2 Person","Discretionary",27.2489366071435
"St. Croix","Polk","Auto 2 Person","Discretionary",27.2489366071435
"Washington","Dakota","Auto SOV","Work-based",184.369939694206
"Scott","Carver","TNR-Transit","School",25.07245788956
"Ramsey","Washington","Bike/Moped","Discretionary",37.012965876574
"Hennepin","Anoka","Drive-Transit","Maintenance",11.5772759178285
"Le Sueur","Rice","Auto SOV","Work",450.021014507565
"Anoka","Ramsey","Walk","Maintenance",12.1367687637969
"Scott","Ramsey","Auto 3+ Person","Work",40.736604045188
"Rice","Dakota","Auto 3+ Person","Eating Out",62.3835714698805
"Rice","Ramsey","Auto 3+ Person","Visiting",34.5325642495618
"Rice","Ramsey","Auto 3+ Person","Escort",34.5325642495618
"Anoka","Ramsey","Auto 3+ Person","Eating Out",1042.61786830339
"Hennepin","Wright","Auto SOV","Eating Out",309.655981963147
"Hennepin","Hennepin","Drive-Transit","Escort",371.736345627352
"Scott","Ramsey",NA,"Discretionary",12.5930972020278
"Ramsey","Hennepin","Drive-Transit","Discretionary",12.1367687637969
"Ramsey","St. Croix","Auto SOV","Visiting",256.96937506486
"St. Croix","Ramsey","Auto SOV","Visiting",256.96937506486
"McLeod","Hennepin","Auto 2 Person","Visiting",162.369559853635
"Carver","McLeod","Auto 2 Person","Visiting",162.369559853635
"Anoka","Wright","Auto 3+ Person","Work",174.319288425206
"Wright","Hennepin","TNR-Transit","School",149.764603283329
"Anoka","Wright","Auto 3+ Person","Maintenance",174.319288425206
"Dakota","Dakota",NA,"Eating Out",87.9059184280506
"Ramsey","Sherburne","Auto SOV","Maintenance",89.3272414377558
"Washington","Ramsey","Walk-Transit","Work-based",8.58890905947441
"Anoka","Ramsey","Walk","Work-based",8.81826462402478
"Carver","Dakota","Walk","Discretionary",17.9764895341328
"Dakota","Carver","Auto 2 Person","Shop",17.9764895341328
"Washington","Dakota","Auto 2 Person","Visiting",162.038309951753
"Scott","Le Sueur","Auto 2 Person","Maintenance",1987.65367744562
"Le Sueur","Scott","Auto 2 Person","Maintenance",2332.10933848574
"Hennepin","Anoka","Walk-Transit","Visiting",741.505361227738
"Anoka","Hennepin","Walk-Transit","Visiting",741.505361227738
"Sherburne","Ramsey","Auto 2 Person","Maintenance",104.544241422287
"Ramsey","Sherburne","Auto 2 Person","Maintenance",147.743052367731
"Sherburne","Ramsey","Auto 2 Person","Escort",121.003659342979
"Ramsey","Sherburne","Auto 2 Person","Escort",181.787040698416
"St. Croix","Goodhue","Auto SOV","Work",243.624227082449
"Goodhue","St. Croix","Auto SOV","Work",351.20588273962
"St. Croix","Pierce","Auto 3+ Person","Maintenance",394.398095154175
"Pierce","Ramsey","Auto SOV","Escort",25.5062315048493
"Le Sueur","Scott","Auto 2 Person","Work",134.124825920032
"Dakota","Le Sueur","Auto 2 Person","Work",67.062412960016
"Le Sueur","Scott","Auto 2 Person","Discretionary",488.051574836704
"Scott","Le Sueur","Auto 2 Person","Discretionary",675.948542079816
"Scott","Le Sueur","Auto 3+ Person","Work",264.091626419262
"Le Sueur","Scott","TNR-Transit","School",134.124825920032
"Scott","Le Sueur","TNR-Transit","School",134.124825920032
"Le Sueur","Scott","Auto 2 Person","School",134.124825920032
"Scott","Le Sueur","Auto 2 Person","School",134.124825920032
"Dakota","Le Sueur","Auto 2 Person","School",67.062412960016
"Wright","Carver","Auto 2 Person","Maintenance",49.752034126993
"Wright","Carver","Auto SOV","Discretionary",245.957740417213
"Wright","Carver","Auto 2 Person","School",49.752034126993
"Carver","Wright","Auto 2 Person","School",49.752034126993
"Pierce","Hennepin","Auto 3+ Person","Maintenance",80.6382746315586
"Hennepin","Pierce","Auto 3+ Person","Maintenance",53.7588497543724
"Sherburne","Wright","Bike/Moped","Work",149.359155152762
"Wright","Sherburne","Bike/Moped","Work",149.359155152762
"Ramsey","Sherburne","Auto 3+ Person","Maintenance",173.847364966229
"Hennepin","Ramsey","Drive-Transit","Discretionary",347.395656449691
"Ramsey","Sherburne","Auto 3+ Person","Discretionary",298.718310305524
"Pierce","Dakota","Auto SOV","Maintenance",1820.47684585917
"Sherburne","Dakota","Auto SOV","Maintenance",26.1995608880148
"Chisago","Hennepin","Auto SOV","Eating Out",33.615002020146
"Wright","Wright","TNR-Transit","Escort",37.1488730670808
"Chisago","Chisago","Auto SOV","Eating Out",556.917024135102
"Isanti","Isanti","Auto 2 Person","Discretionary",2416.66731906748
"Washington","Chisago","Walk","Shop",12.6349559409695
"Washington","Washington","Walk","Shop",232.846428378519
"McLeod","McLeod","Bike/Moped","Shop",24.8760170634964
"Washington","Hennepin","Auto 2 Person","Visiting",421.835800404247
"Washington","Polk","Auto 2 Person","Work",326.654938039146
"Washington","Carver","Auto SOV","Discretionary",625.208652941126
"Dakota","Anoka","Auto 3+ Person","Discretionary",137.330659078602
"Hennepin","Ramsey","Drive-Transit","Maintenance",54.1025861921925
"Hennepin","Wright","Auto 3+ Person","Work",1911.68332083569
"Rice","Le Sueur","Auto SOV","Work",210.948757199631
"Hennepin","Sherburne","Auto 2 Person","Visiting",217.926597750114
"Sherburne","Hennepin","Auto 2 Person","Visiting",217.926597750114
"Goodhue","Goodhue","Walk-Transit","Maintenance",2068.91281004972
"Anoka","Hennepin","Walk","Escort",26.2208140972891
"Ramsey","Anoka","Drive-Transit","Discretionary",8.6829569383714
"Chisago","Hennepin","Auto SOV","Maintenance",2349.12298332683
"Carver","Wright","Auto 2 Person","Work",110.56282360684
"Isanti","Washington","Auto 3+ Person","Maintenance",12.6450396071729
"Anoka","Ramsey","Walk-Transit","Maintenance",16.2892431173884
"Dakota","Goodhue","Auto SOV","Shop",286.559334506253
"Goodhue","Ramsey","Auto SOV","Shop",16.8556942126129
"Washington","Hennepin","Walk-Transit","Discretionary",9.2085636021838
"Ramsey","St. Croix","Auto 2 Person","Visiting",35.5288852554847
"Chisago","Isanti","Auto 2 Person","Shop",339.176158107757
"Isanti","Chisago","Auto SOV","Discretionary",37.13982120544
"Isanti","Washington","Auto 2 Person","Visiting",37.13982120544
"Isanti","Washington","Auto 2 Person","Eating Out",37.13982120544
"Washington","Isanti","Auto SOV","Eating Out",37.13982120544
"Polk","Ramsey","Auto SOV","Maintenance",392.850320441312
"Hennepin","Goodhue","Walk","Discretionary",8.58890905947441
"Goodhue","Hennepin","Auto 2 Person","Work",414.903367817139
"Hennepin","Goodhue","Auto 2 Person","Work",276.602245211426
"Goodhue","Hennepin","Auto 2 Person","Escort",276.602245211426
"Hennepin","Goodhue","Auto 2 Person","Escort",316.697971402289
"Le Sueur","Hennepin","Walk","Discretionary",25.7314151216932
"Goodhue","Hennepin","Auto SOV","Work",23.0879765538094
"Isanti","Chisago","Auto SOV","Escort",25.0260929606716
"Chisago","Isanti","Auto SOV","Escort",63.6704789519166
"Chisago","Hennepin","Auto SOV","Shop",222.760389925896
"Washington","Polk","Auto 2 Person","Escort",16.9883067440743
"Polk","Anoka","Auto SOV","Discretionary",12.2696654275052
"Rice","Dakota","Auto 2 Person","Work",298.289369995607
"Rice","Hennepin","TNR-Transit","School",24.8643391686991
"Hennepin","Rice","Auto 3+ Person","School",24.8643391686991
"Rice","Dakota","Auto 2 Person","School",66.3049044498643
"Le Sueur","Hennepin","Auto 2 Person","Visiting",14.0617500541514
"Isanti","Ramsey","Auto 2 Person","Discretionary",191.385571507317
"Ramsey","Isanti","Walk","Discretionary",178.872525026981
"Scott","Hennepin","Walk","Work-based",118.718311541586
"Ramsey","Ramsey",NA,"Work-based",16.7309219734964
"Wright","McLeod","Auto 2 Person","Work",37.5432764386505
"McLeod","Wright","Auto 2 Person","Work",147.653329503677
"Rice","Rice","Bike/Moped","School",37.2965087530488
"Ramsey","Sherburne","Auto SOV","Work",538.962890084111
"Wright","Ramsey","Auto 3+ Person","Discretionary",24.4338646760826
"Sherburne","Hennepin","Walk","Discretionary",101.715362729699
"Scott","Hennepin","Auto 2 Person","School",16.5008853625119
"Hennepin","Ramsey","Auto 2 Person","University",69.9128032243511
"St. Croix","Ramsey","Auto 3+ Person","Escort",25.1939267185976
"Ramsey","St. Croix","Auto 2 Person","Escort",274.341856867747
"Anoka","Anoka","Drive-Transit","Maintenance",70.516278932663
"Sherburne","Ramsey","Auto 2 Person","Discretionary",15.8128364955191
"Goodhue","Washington","Auto 3+ Person","Discretionary",493.753968963211
"St. Croix","Washington","Auto 2 Person","Visiting",310.211406701757
"Ramsey","Goodhue","Auto 2 Person","Discretionary",181.828237739024
"Dakota","Dakota","TNR-Transit","Shop",24.805847731295
"Dakota","Carver","Auto SOV","Discretionary",194.628130678011
"Carver","Dakota","Auto SOV","Discretionary",194.628130678011
"Dakota","Dakota","TNR-Transit","Escort",389.256261356022
"Dakota","Hennepin","Walk-Transit","Work-based",13.012386824976
"Le Sueur","Scott","Auto SOV","Eating Out",197.363641396811
"Goodhue","Rice","Auto 2 Person","Shop",479.338759299128
"Dakota","Wright","Auto SOV","Maintenance",34.9250770110494
"Carver","Dakota","Auto 3+ Person","Maintenance",115.491581602171
"Chisago","Anoka","Auto 2 Person","Discretionary",119.369328757906
"Polk","Ramsey","Auto 3+ Person","Work",26.7661850355181
"Hennepin","Scott","Walk","Maintenance",13.1649079941136
"Carver","Carver",NA,"Work",82.6226897185394
"Carver","Scott",NA,"Maintenance",41.3113448592697
"Scott","Carver","Walk","Maintenance",41.3113448592697
"Sherburne","Wright","Walk-Transit","Maintenance",12.4380085317482
"Wright","Wright","Walk-Transit","Maintenance",12.4380085317482
"Sherburne","Wright","Auto 2 Person","School",87.9608765353893
"Rice","Rice","Walk","School",478.475186578611
"Polk","Chisago","Auto 2 Person","Discretionary",16.4962402045872
"Chisago","Polk","Auto 2 Person","Shop",28.8796942864181
"St. Croix","Goodhue","Auto SOV","Escort",15.8009428942099
"Goodhue","St. Croix","Auto SOV","Escort",15.8009428942099
"Wright","Carver","Auto SOV","Escort",168.47371246145
"Carver","Wright","Auto 2 Person","Escort",71.6485443261738
"Wright","Carver","Auto 2 Person","Escort",71.6485443261738
"Carver","Wright","Auto SOV","Escort",265.298880596727
"Chisago","Ramsey","Auto SOV","Work-based",414.807793870258
"Ramsey","Chisago","Auto 2 Person","Work-based",17.0245133925324
"Chisago","Anoka","Auto 2 Person","Work-based",248.385633898947
"Ramsey","Chisago","Auto 2 Person","Maintenance",862.56011703931
"Hennepin","Chisago","Auto 2 Person","Maintenance",17.0245133925324
"Chisago","Ramsey","Auto 2 Person","School",68.0980535701296
"Ramsey","Chisago","Auto 2 Person","School",51.0735401775972
"Pierce","Washington","Auto SOV","Visiting",12.3445634405192
"Washington","Pierce","Auto SOV","Visiting",24.6891268810384
"Pierce","Pierce","Auto SOV","Visiting",417.909800600905
"Polk","St. Croix","Auto SOV","Discretionary",12.5329882865825
"Washington","Hennepin","Walk","Visiting",17.349849099968
"St. Croix","Anoka","Auto SOV","Maintenance",726.651144257805
"Dakota","Ramsey","Bike/Moped","Shop",81.6518303736038
"McLeod","McLeod","Auto 3+ Person","Maintenance",4847.05105224336
"McLeod","McLeod","TNR-Transit","Maintenance",551.310934536404
"Washington","Hennepin","Auto 2 Person","Work",1341.30262327895
"Pierce","Pierce","Auto 2 Person","School",51.0960811048288
"St. Croix","Washington","Auto 2 Person","University",1148.40226550421
"Washington","Ramsey","Auto 2 Person","University",1973.27572016461
"Ramsey","Chisago","Walk","Work",13.5602727264589
"Isanti","Isanti","Walk","Escort",16.684061973781
"Isanti","Chisago","Auto SOV","Visiting",16.684061973781
"Chisago","Isanti","Auto SOV","Visiting",53.823883179221
"Hennepin","Hennepin","Drive-Transit","University",1257.97284362564
"Sherburne","Chisago","Auto SOV","Maintenance",473.517431918338
"Washington","Chisago","Walk","Maintenance",236.758715959169
"Chisago","Washington","Walk","Maintenance",236.758715959169
"Anoka","Isanti","Auto 3+ Person","Visiting",320.200395513289
"Anoka","Chisago","Auto 3+ Person","Maintenance",460.790730216322
"Carver","Dakota","Auto SOV","Maintenance",880.763891309064
"Chisago","Washington","Auto 3+ Person","School",2712.0539789646
"Washington","Chisago","Auto 3+ Person","School",2712.0539789646
"Chisago","Ramsey","Auto 2 Person","University",709.356527186561
"Ramsey","Chisago","Auto 2 Person","University",709.356527186561
"Goodhue","St. Croix","Auto SOV","Maintenance",99.0798591530794
"Le Sueur","Sibley","Auto 3+ Person","Work",955.415766998076
"Sibley","Le Sueur","Auto 3+ Person","Work",955.415766998076
"Le Sueur","Dakota","Auto SOV","Maintenance",561.416217521404
"Dakota","Le Sueur","Auto SOV","Maintenance",536.940613166149
"Le Sueur","Sibley","Auto SOV","Work",477.707883499038
"Ramsey","Isanti","Auto 2 Person","Discretionary",12.5130464803358
"Washington","Hennepin","Drive-Transit","Maintenance",12.6428869178661
"Washington","St. Croix","Walk","Maintenance",12.6428869178661
"McLeod","McLeod","Auto 3+ Person","Shop",2373.49811958785
"Carver","McLeod","Auto 3+ Person","Shop",12.4380085317482
"Rice","Ramsey","Auto 2 Person","Maintenance",39.5656609431325
"Ramsey","Rice",NA,"Visiting",39.5656609431325
"Rice","Le Sueur","Auto 2 Person","Visiting",39.5656609431325
"Le Sueur","Rice","Auto SOV","Visiting",39.5656609431325
"Ramsey","Hennepin",NA,"Visiting",52.5780477681085
"Pierce","Washington","Auto SOV","Shop",229.013966009915
"Washington","St. Croix","Auto SOV","Escort",192.072160657851
"Washington","St. Croix","Auto 2 Person","Visiting",157.16571640448
"Pierce","Pierce","Walk","University",1072.81421240981
"Rice","Rice","Auto 2 Person","Work-based",696.194078398517
"Dakota","Rice","TNR-Transit","Discretionary",17.4663739253432
"Rice","Dakota","Walk-Transit","School",17.4663739253432
"Washington","Dakota","Auto 3+ Person","Discretionary",37.2087715969425
"Chisago","Anoka","Auto 2 Person","Shop",283.309319133996
"Chisago","Isanti","Auto 2 Person","Maintenance",275.828041850156
"Isanti","Chisago","Auto 2 Person","Maintenance",330.230343446733
"Hennepin","Rice","Auto 3+ Person","Escort",310.271398407468
"Hennepin","Dakota","Auto 3+ Person","Work-based",106.197672159059
"Scott","Rice","Auto 2 Person","Visiting",26.2640638060602
"Rice","Hennepin","Auto SOV","Eating Out",13.1320319030301
"Dakota","Pierce","Auto SOV","Work",171.778181189488
"Pierce","Dakota","Auto SOV","Work",171.778181189488
"Pierce","Washington","Auto SOV","Work-based",171.778181189488
"Carver","Carver","Walk","Visiting",40.1037688258449
"Dakota","Le Sueur","Auto SOV","Eating Out",183.775732570253
"Sibley","Dakota","Auto SOV","Work",12.4029238656475
"Sibley","Sibley","Auto 2 Person","Shop",24.805847731295
"Scott","Scott","Drive-Transit","Work",55.3912965727893
"Scott","Dakota","Walk","Work-based",55.3912965727893
"Carver","Scott","Auto 2 Person","Discretionary",328.501171748415
"Scott","Carver","Auto 2 Person","Discretionary",263.12820761494
"Scott","Carver","Auto 3+ Person","Visiting",1025.00491565647
"Hennepin","Chisago","Auto 2 Person","Work",49.9583787545253
"Anoka","Hennepin","Auto 2 Person","Work-based",22.6756011388098
"Anoka","Anoka","Walk-Transit","Discretionary",348.154656545901
"Anoka","Dakota","TNR-Transit","School",101.585541083902
"Dakota","Anoka","Auto 3+ Person","Shop",139.01568396583
"Polk","Polk","Walk","School",796.497338781156
"Rice","Goodhue","Auto 2 Person","Shop",261.330267782508
"Goodhue","Rice","Auto 2 Person","Discretionary",21.6608881329442
"Rice","Goodhue","Auto 2 Person","Discretionary",21.6608881329442
"Scott","Hennepin","Auto 3+ Person","Maintenance",140.988294667879
"Dakota","Hennepin","Walk","Shop",12.1367687637969
"Chisago","Chisago","Auto 3+ Person","Eating Out",588.377251716462
"Ramsey","Hennepin",NA,"Discretionary",32.1350948873059
"Ramsey","Rice","Auto 2 Person","Escort",205.265103710147
"Isanti","Wright","Auto SOV","Work",779.01890993843
"Wright","Isanti","Auto SOV","Work",779.01890993843
"Chisago","Polk","Auto SOV","Eating Out",493.801082825441
"Polk","Chisago","Auto SOV","Eating Out",493.801082825441
"Anoka","Washington","Auto 2 Person","Eating Out",49.0641682133589
"Hennepin","Wright","Walk","Work-based",72.9141129568407
"Polk","Ramsey","Auto 2 Person","Discretionary",168.16997738465
"Ramsey","Polk","Auto 2 Person","Discretionary",168.16997738465
"Ramsey","Polk","Auto 2 Person","Work",168.16997738465
"Sherburne","Sherburne","Walk-Transit","Work",24.8760170634965
"Le Sueur","Sibley","Auto 2 Person","Work",13.2534808889927
"Sibley","Le Sueur","Auto 2 Person","Work",13.2534808889927
"Sibley","Le Sueur","Auto SOV","Work-based",13.2534808889927
"Washington","Washington","Walk","Visiting",51.4369713736148
"Sibley","Scott","Auto SOV","Shop",27.3911969977096
"Scott","Pierce","Auto 2 Person","Shop",79.7113236699172
"St. Croix","Polk","Auto 3+ Person","Shop",729.664596265743
"Polk","St. Croix","Auto 3+ Person","Shop",729.664596265743
"Le Sueur","Carver","Auto SOV","Discretionary",18.6967454293467
"Carver","Le Sueur","Walk","Discretionary",18.6967454293467
"Carver","Le Sueur","Auto SOV","Discretionary",18.6967454293467
"Isanti","Isanti","Auto SOV","Work-based",808.223347419622
"Anoka","Hennepin","Walk-Transit","Shop",219.900357746812
"Hennepin","Anoka","Walk-Transit","Shop",300.592365129196
"Hennepin","Dakota","Walk","Escort",12.4029238656475
"Isanti","Sherburne","Auto 2 Person","Discretionary",277.594717156546
"Sherburne","Isanti","Auto 2 Person","Discretionary",277.594717156546
"Carver","Hennepin","Walk-Transit","Work-based",307.429693816472
"Hennepin","Rice","Auto SOV","Work-based",489.504885453638
"Ramsey","St. Croix","Auto SOV","University",244.752442726819
"St. Croix","St. Croix","Walk","University",489.504885453638
"St. Croix","Ramsey","Auto SOV","University",244.752442726819
"Anoka","Dakota","Auto SOV","School",320.678497680919
"Dakota","Hennepin","Auto 2 Person","School",228.035917165411
"Anoka","Washington","Auto 3+ Person","Work",39.825414484803
"Wright","Ramsey","Walk","Maintenance",198.675238337942
"Hennepin","Isanti","Auto 2 Person","Work",280.781941199523
"Wright","Hennepin","Walk","Discretionary",382.397916210385
"Anoka","Ramsey","Walk-Transit","University",210.981026047994
"Ramsey","Anoka","Walk-Transit","University",210.981026047994
"Anoka","Chisago","Auto 2 Person","Work",243.799129038163
"Anoka","Chisago","Auto 2 Person","Discretionary",263.160739295401
"Chisago","Isanti","Auto 2 Person","Discretionary",231.361120506415
"Goodhue","Dakota","Auto SOV","Shop",214.681467422827
"Pierce","Hennepin","Auto 2 Person","Work",50.4370792685688
"Hennepin","Pierce","Auto 2 Person","Work",50.4370792685688
"Chisago","Chisago","Walk","Maintenance",805.344094262594
"Carver","Scott","Auto 2 Person","School",27.3303355714397
"Washington","Dakota","Auto 3+ Person","Visiting",145.208110044406
"Wright","Hennepin","Auto 3+ Person","Visiting",146.841234900649
"Washington","Washington","Bike/Moped","Escort",24.3503638306502
"Pierce","Goodhue","Auto 3+ Person","Work",67.6381973379477
"Ramsey","St. Croix","Walk","Work-based",67.6381973379477
"Washington","Chisago","Auto SOV","Visiting",50.5137810721003
"Chisago","Washington","Auto SOV","Visiting",50.5137810721003
"Polk","Polk","Auto 3+ Person","Visiting",1024.02261825129
"Washington","Dakota","Auto 2 Person","Work-based",216.42486131086
"Anoka","Wright","Auto 2 Person","Work",12.4380085317482
"Carver","Wright","Auto SOV","Visiting",245.635901274582
"Scott","Carver","Auto SOV","Discretionary",906.166490563979
"Polk","Ramsey","Auto SOV","Visiting",42.9095536323735
"Anoka","Wright","Auto 2 Person","Escort",117.428993524961
"Scott","Le Sueur","Auto 2 Person","Eating Out",12.4767142939761
"Scott","Anoka","Auto 2 Person","Discretionary",12.2696654275052
"McLeod","Wright","Auto SOV","Shop",47.9516026281969
"Wright","McLeod","Auto SOV","Shop",47.9516026281969
"Carver","Carver","Walk-Transit","Work-based",54.0252580031908
"Scott","Carver","Walk","Discretionary",147.973811756162
"Carver","Scott","Walk","Discretionary",295.947623512324
"Dakota","Washington","Auto 3+ Person","Work-based",251.617489493814
"Washington","Hennepin","Auto 2 Person","School",328.571427542254
"Wright","Ramsey","Auto 3+ Person","Eating Out",49.8030047836502
"Pierce","Washington","Auto 2 Person","Shop",464.94160605695
"Hennepin","Hennepin",NA,"Work-based",482.794130984706
"Hennepin","Washington","Walk-Transit","Eating Out",16.7890113396235
"Ramsey","Washington","Walk","Shop",12.2491379645175
"Sherburne","Anoka","Drive-Transit","Work",24.8760170634964
"Anoka","Wright","Walk-Transit","Work",12.4380085317482
"Washington","Dakota","Auto SOV","Visiting",1310.8633976953
"St. Croix","Polk","Auto SOV","Discretionary",12.8810578839014
"Sherburne","Anoka","Auto 3+ Person","Maintenance",193.129434180636
"Anoka","Sherburne","Auto 3+ Person","Maintenance",193.129434180636
"Ramsey","Ramsey","Bike/Moped","University",1547.41507564741
"Ramsey","Ramsey","Drive-Transit","Eating Out",259.26871953794
"Dakota","Scott","Walk-Transit","Maintenance",1313.12803099389
"Scott","Dakota","Walk-Transit","Maintenance",929.180571881714
"Dakota","Hennepin","Walk-Transit","Shop",878.151589324942
"Hennepin","Dakota","Walk-Transit","Shop",1257.60176562978
"Washington","St. Croix","Auto 3+ Person","Eating Out",288.683275561576
"St. Croix","Washington","Auto 3+ Person","Eating Out",470.781079983691
"Hennepin","Rice","Auto 2 Person","Maintenance",2785.39851432492
"Le Sueur","Hennepin","Auto SOV","Work-based",187.896967243112
"Scott","Carver","Auto SOV","Visiting",350.219551833364
"Sherburne","Hennepin","Auto 2 Person","Work-based",12.6450666456499
"St. Croix","St. Croix","Drive-Transit","Discretionary",25.315344435419
"St. Croix","Chisago","Auto SOV","Work",33.7721267193014
"Chisago","St. Croix","Auto SOV","Work",33.7721267193014
"Goodhue","Goodhue","Drive-Transit","Work",8.95991501616903
"Anoka","Carver","Auto 2 Person","Maintenance",88.5834231734881
"McLeod","Sibley","Auto SOV","Discretionary",15.6094299025238
"Sibley","McLeod","Auto SOV","Discretionary",15.6094299025238
"Hennepin","Pierce","Auto SOV","Work",92.1292318567927
"Hennepin","Anoka","Walk","Maintenance",168.755465367449
"Rice","Rice","Auto SOV","School",24.8643391686991
"Washington","St. Croix","Auto 3+ Person","Discretionary",276.528905771166
"St. Croix","Washington","Auto 3+ Person","Discretionary",276.528905771166
"Dakota","Washington","Auto SOV","Escort",255.138677310167
"Hennepin","Scott","Bike/Moped","Discretionary",16.4575569898397
"Scott","Hennepin","Bike/Moped","Discretionary",16.4575569898397
"St. Croix","Hennepin","Auto 3+ Person","Discretionary",30.219466342458
