"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",38249.2599542526,1096.89773687018,4726.46797653306,9510.26906699073,40804.4182353238,17661.7493957372,885.525319052404,977.155280974859,589.946979160387
"2",342886.994728453,12851.6800666126,38165.9337036652,146321.628142795,653715.871398811,271673.869698408,50178.5101594889,21749.8764405318,32973.8130553542
"3",201515.200244027,6640.11635302419,27153.1236189377,79593.4681478115,303973.853699521,142558.684795305,16308.8358707714,13489.5511470554,8966.71397330046
"4",139506.675242245,2574.81883248149,14670.8549080336,55713.6319576252,202925.442720487,77847.8230232483,16146.5422937135,5721.21556861188,8437.69391319795
"5",74783.0261912293,3468.28790388983,7605.72094796561,37301.378078076,113951.174242327,45837.8977637031,8427.84988636741,5157.75870932376,2698.20978287233
"6",47315.5848834668,564.263414602586,4039.44305184361,21458.2152661338,98401.1182244785,32804.5860924834,6697.46759705904,1671.35015119959,932.278172982362
"7",44475.5279624134,604.252936133812,4464.31060098525,15917.7060071205,73509.4338920217,22203.9500586044,6458.6941466852,1519.17808146633,2930.01797392814
"8",29386.0137396572,470.507837742876,3852.8458458668,16834.1780867772,50855.9456138887,22616.9141723799,1295.74891868737,1473.9056079928,1135.77010275264
"9",25387.3606392887,641.552653377159,4622.40606401391,13055.3060221357,39963.7795531832,15196.9009221405,994.210239617346,1174.24407380399,1139.73812183642
"10",18583.9279420761,2730.84253879176,3800.79528086703,8689.6153464467,31900.7817351781,11940.5325546801,484.529889653701,794.871903652219,1028.7376792135
"11",15949.9152482535,516.984188428158,1780.0765459416,5341.59072391882,24892.1604350427,10569.3613141254,1775.98680600654,332.788172653523,756.44705061132
"12",12927.0909978589,1283.10530675432,2025.00179107755,7755.89547049148,18497.8787744247,10948.6216064438,1132.24728219356,332.906298343658,179.395825087831
"13",18494.2834490408,0,4121.69737255949,6668.65133343544,20265.5867249411,6487.16883084552,1775.19901881762,99.6764931186271,319.211698513671
"14",5811.4137041307,186.869382262124,1947.20613409029,6345.15987778225,16202.7404270673,7187.28834773078,1140.22000455471,35.4804590698401,367.905821650453
"15",10747.9111226482,0,2177.09181519389,4293.1846856115,13909.6418823639,2857.12105724446,653.452382728141,395.480403162014,191.943759758941
"16",8229.5834477585,17.4805427315261,75.7041762285755,4072.46943120366,10857.2766182119,3433.20845665116,12.4029238656475,34.121753406829,59.3809683090389
"17",9400.29731943603,26.382480171681,1349.16067196683,2885.53399452348,11660.6353821321,4404.003480964,360.342924124876,97.0214771793527,96.3651724165067
"18",7963.03778590453,0,1080.03094595547,2016.55319675097,11917.4132845141,1884.82098549965,0,180.955592348689,211.829684938686
"19",5662.69665747594,0,1819.84772626138,2485.79853406606,8285.40696948938,4081.43194674383,44.4896512954043,175.924072112567,99.109116125329
"20",6564.50851813808,12.513415758232,334.064057672606,1956.48185089124,5181.1386888478,3478.52325976339,256.116511663718,186.435261039782,111.622162605665
"21",7772.27926812362,0,427.089638748099,985.089506680772,7054.49880186485,1033.33577726412,52.7607016962512,25.9714217237488,228.191828103019
"22",3255.34713960998,0,159.470339654843,1744.97335797317,5957.30145363494,637.90156431759,0,43.5137870708635,242.735375275938
"23",6010.02790544575,0,2102.6648470546,1965.27791813561,2427.72184453984,1683.63929214673,912.264705671806,0,311.301326308212
"24",1410.75090280067,182.009697166108,39.1840807606587,2343.9077433137,3843.23518463088,2943.64429983021,588.314420431283,0,155.532985470146
"25",4222.61674185367,0,94.4219560400232,1757.49235925414,9328.64477177727,734.013761599526,193.129434180636,0,212.917278600508
"26",650.254502329371,0,853.438258703588,550.421187069201,6692.98368005746,1530.57917438889,596.114660443176,58.6878412165861,75.4046821676996
"27",1052.09670693319,244.752442726819,0,1382.80444056265,2215.56991725662,832.494074402085,0,0,0
"28",2703.98563681581,0,235.392320673374,62.199296481059,2073.05839935097,884.720532397205,75.6885210092347,0,272.250555028161
"29",319.751316838946,12.1367687637969,0,1760.19455208167,3941.00892907738,1118.1047346579,12.4029238656475,0,99.109116125329
"30",1563.24418978425,0,0,405.767130392223,3245.50127859905,724.039725752341,0,0,0
"31",2906.06998906206,245.285475587756,221.200840925667,475.113160530361,1215.7207230498,1787.99027010872,12.7949096333274,0,271.54675928281
"32",575.95988138517,0,24.9946823703651,265.360066069719,3345.74297094554,171.146545553501,0,0,242.735375275938
"33",521.09314612315,0,129.189666522379,996.080735438776,1080.08318532659,668.243102764477,0,8.58890905947441,16.47887338364
"34",2119.5768045298,0,375.471998747731,193.891328549021,4115.19335480836,778.735643496236,16.2892431173884,0,0
"35",847.113294533277,0,31.1940676467677,31.1614998745228,909.212983356899,623.105372839992,26.9454670359289,0,0
"36",651.3739553364,0,0,82.6604373989091,2030.18477143636,463.186983139645,0,0,0
"37",536.399837001154,0,184.454758752624,362.121014714128,1328.09999498764,734.615727234343,0,420.620410346132,0
"38",266.057280212088,0,0,250.650385093524,2176.7379343883,117.729838222555,0,0,227.714751160549
"39",691.104375116925,0,0,146.367763065381,1624.47232780164,121.391400034259,0,0,0
"40",259.623537098611,0,66.7765475195254,215.795267440217,464.683358024573,53.515977520252,0,0,0
"41",373.234212932984,0,0,304.930288049446,2728.19051122937,487.721397178803,1076.04830299274,0,0
"42",6115.41597053869,244.752442726819,2066.85676154218,2707.62550598182,20972.5507186308,5392.26293055044,589.407432060306,99.5942449724056,12.5130464803358
