"","1","2","3","4","5","6","7","8","9","20"
"0",59853.3435637599,422.146008616671,8203.36454834916,18044.9583191123,23357.4965144185,38427.7251950161,9250.14669776461,3793.84704163853,19365.9501291763,2620.0364161462
"1",504704.296890433,17782.7533776157,220456.842788199,247537.249480575,236788.877557192,399609.14115063,180635.38849632,148180.106959135,409399.594272139,196973.445928089
"2",185494.216521061,3151.63264348963,27248.362110815,57398.8157729482,84528.2642956255,150379.406655858,26280.9203003732,25777.1205430517,79245.4361627419,16070.1290742262
"3",69715.0262136761,1461.66506369941,10205.0460625203,26189.1500802211,21972.0581837839,84829.3396009201,8607.16761474969,13839.6293115079,21659.2893807924,3625.09742907332
"4",42838.6249746167,1415.0234257042,8568.22145757866,16886.1520036169,19232.3700025601,80575.3837912736,5866.58425362676,6767.05847003613,25167.777716303,1849.33525451499
"5",85180.8402952597,3276.49393287049,13100.9422797337,42413.0505242759,74393.6581090561,82227.228927942,23374.9807072016,27613.4793262777,52404.1532565523,12829.589262324
"7",26682.668024725,377.632973345278,1530.99286682475,5564.04454407422,13840.4860450744,13356.4350979495,2682.77512585204,1820.13305106065,7474.83145293053,514.17013421359
"8",15356.7566618635,248.690025363111,548.116532665472,5239.23911765327,6525.9545431088,20738.6540343353,1352.13088521223,1759.77061966465,6135.62294607808,505.209072275778
"9",22781.6725130931,3679.27429801989,2925.37634389051,18813.5765805552,22919.3883276089,37145.9425329289,6251.69231272262,10367.6531432539,16604.0457869188,2793.55439407118
"10",7788.52106549001,93.5866597699207,1170.82536053835,2789.00146807548,8890.44962945546,13581.2630024048,2117.76498072423,1478.55715099436,7660.3514580799,301.888426841481
"11",5606.91010571481,401.016881036366,0,1639.92458097969,3999.48890372212,8750.72613570082,1408.93484599137,285.270708775288,3069.46594289965,278.266581478015
"12",8017.49169783978,1030.39418121544,375.925323478701,1233.70694605342,2700.17982270952,6294.05486054836,277.873665286133,288.337013139405,921.541025078998,83.4800523066334
"13",11319.7386505709,651.238942857234,389.189304697889,15045.6791065851,17928.3775799551,80894.1128455181,10342.4887724895,20701.7278202111,29410.1075127894,555.667002671339
"14",6807.17937752331,407.053662757923,213.661261400945,4480.42255203338,8680.33254206567,8990.52713147316,961.338524767909,1504.1119195558,4159.61288596309,393.718386438208
"15",1945.35681443845,67.506904210817,152.064380161014,1081.91271958325,1392.07599446544,3206.68195996999,238.377729545589,686.499817387194,1205.40145396614,249.541272419028
"16",2360.10870136224,17.4805427315261,0,1091.75635466375,985.28569274795,13008.247831337,213.274347997017,146.149961880293,962.510936012512,140.407043623127
