"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",10143.8325302192,0,48.8531567334574,3429.6923868139,4454.9646549664,2759.2622283551,0,238.433452755483,244.752442726819
"2",8968.22901622946,0,1109.48057552695,410.040368317929,5983.70913133545,1673.36398979625,0,60.6303097019288,375.152775108447
"3",19954.4826489105,17.4625385055247,548.344202719408,496.530871749493,8344.85811664939,2095.99458530077,0,58.4042446910426,220.055364463668
"4",34224.383660675,0,0,2572.65689296882,11400.420375469,7142.30067628078,57.0063299759981,0,122.319905759338
"5",55160.7339111052,659.735703553143,1188.71145893782,5432.57008645016,24717.5821146081,13829.4776509506,64.5055155467863,708.102726382331,716.556597348748
"6",84657.0514864194,217.938628684098,12584.1522983277,9110.97043664357,47057.5062588086,19479.3576003659,126.65533501103,1620.17994146709,2201.59911316853
"7",120727.790989342,1435.18130918632,30284.7623809377,17308.4633771871,64406.8406738262,25981.7180321465,549.62323059706,946.001715936196,6795.13261723373
"8",165589.351725311,8106.23317042429,45701.1228271501,46191.6099350625,93720.5871380464,35786.0456605963,2612.33145248031,1519.49557980404,8983.20028689061
"9",185662.457669809,3637.94378626362,80268.7808435589,68161.7591126209,124928.070720283,46477.804592881,677.421441784787,3311.92236271513,9265.07881523565
"10",175280.897485449,4161.65276107303,59234.0071589387,72375.3096761036,144440.844027862,51600.4264579343,2835.74820371356,3762.77425788373,10369.6624206399
"11",125164.167178281,4733.71487751081,57502.3675482761,64582.110404858,149139.460449582,57283.4954130663,6599.31605462708,3170.36022668824,8685.9069317395
"12",92041.7801170003,3678.54275967999,30832.1345079223,62565.0241738506,144886.900393048,66977.5263025812,12647.3175468813,6127.53605365534,13254.3556604212
"13",57206.2101962475,1402.21318318352,16327.406698474,38644.8569755034,155494.968137781,77883.6320895035,16220.3086287999,5008.01797594801,13992.4870496637
"14",38080.401590288,1082.68259930554,3996.43298534781,33799.0088391969,143738.207649445,73449.7979291647,20092.7326704821,8588.42095957122,20665.4773058879
"15",34536.9909948021,1607.10698985481,3086.67509333751,26188.572937326,133789.236586612,69857.102947393,19140.2760035332,11116.1819119143,16391.0048172666
"16",32795.4635690573,3588.4535976779,3092.52121887226,26048.8576873932,135502.977070106,70937.6958608956,11380.587264143,9569.87013186005,33626.730963573
"17",48507.198035849,4212.06474969765,5365.85490633807,27596.1189785517,163878.761253447,82865.1325445119,16874.9627423555,11434.4175841673,56695.0236731586
"18",40914.688584432,6472.83157191341,4201.79989772452,30842.6528869555,173533.424317505,73312.9896624845,14987.9032666876,12170.7330314961,62165.2397267461
"19",49094.2286393909,6417.15428132711,4180.7552177103,28637.1122410635,183652.283330196,82759.4292756362,16419.0961483637,9644.53747166962,61665.4975308728
"20",55561.489557733,4343.37133028685,4485.79190435355,32869.1442014984,177569.218715885,72886.5690351068,16298.4711756181,6581.14510772168,50670.3363809372
"21",59651.4843058146,4462.86338845198,19219.6805390997,37585.4661359585,153870.491063593,75728.4748904397,14090.8180437686,6297.85730276345,32122.5106247045
"22",61760.6312628753,5602.06959636788,21551.53815133,40111.0053146798,160479.086417062,73494.0181801264,16085.9908167212,6180.0044277652,24865.162999936
"23",80084.4157981806,4157.22424177612,48717.5227950074,42642.8882952783,168929.631307314,73236.8540926268,13690.8711950378,10947.0392370333,22868.9534986695
"24",104475.592948919,2287.27865277,45072.7239805962,64551.2993842739,195154.151836274,77053.4556257065,15708.2567108599,6724.30827261748,17119.086706922
"25",138203.418815111,3461.93694033737,61240.072042017,84002.9727721261,171547.538762206,90308.518464919,9873.88085461914,8943.32490207385,12757.6700077132
"26",196223.214992191,2882.48098147549,47299.6057218784,80316.4079811602,184963.252272526,102349.708777676,9381.00562633743,9021.82040043829,7093.78015081498
"27",224627.509844327,3015.96885099706,47760.2894317807,82349.0589726193,215290.96403155,108902.784685288,9890.6904692739,15269.1783025902,9869.74911222292
