"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"1",10353.1986954065,0,48.8531567334574,1964.28051697836,2266.6726785468,2243.20426688331,0,0,244.752442726819
"2",9232.25434713082,0,1096.68840543882,0,2938.04875974831,1344.26330091972,0,242.521238807715,130.400332381628
"3",19253.1171674326,17.4625385055247,0,469.753807900609,5037.34141654971,1480.37284764736,0,50.1773992725392,220.055364463668
"4",33114.7305409571,0,0,1375.63502642445,6276.57146218094,4755.19083611329,228.025319903992,0,122.319905759338
"5",52906.8970464525,659.735703553143,1188.71145893782,2561.05691014769,16764.8482821775,11581.0661764129,55.4192426594038,1430.90886710991,716.556597348748
"6",77981.1437508986,212.793466086905,12544.5513215374,4719.37127829983,32361.4550418583,11672.2868992809,147.770465980367,1066.45577486495,2201.59911316853
"7",101609.951196096,1426.27937174616,29121.6351085676,11732.4098831448,38170.9388531486,13316.8367610173,515.586637973609,3055.89392209778,6659.28781941815
"8",138802.516337948,5790.71236648789,37702.9844977982,27952.531838147,64342.2931390701,22155.6777998976,2670.32691215477,1554.23622849099,8551.25949944287
"9",139416.114586849,3546.29505834879,74070.714570055,40295.8496396488,78276.9836885179,23728.1237997409,2215.37852395547,4502.2262889965,8014.70662069234
"10",125705.912443605,2733.85930002559,50835.5054637774,43016.9506795882,87947.9822086434,34588.8001650763,4408.68105690764,3060.79091408861,7746.31104061839
"11",81192.2343276738,5339.11384796806,49325.1033547859,33858.8516793967,67744.0194500882,35648.4480885268,5952.11472635057,5465.04746457541,4446.3052196119
"12",60552.3021155492,3425.38648391456,24692.4435029616,25071.5522057169,62325.563480135,32510.9766238588,13289.8526121379,8709.76745130643,5803.67111942795
"13",30989.9968099532,849.031906561215,14804.298106753,16676.3960293522,65587.1285853628,31317.0774951224,16219.5726343413,7726.33496375333,6796.60871254392
"14",15634.0699712622,875.115659500983,2203.7513252616,11016.3732883148,38359.5642741028,24327.7447959443,13791.4101163082,15462.1684560936,9889.51216848472
"15",14189.9711525056,1190.7229739983,1034.2506572089,12221.5718706066,35545.399864541,22513.7907997516,9280.616349724,11347.8142910147,9189.53436787887
"16",10555.8701360247,165.536131346561,496.232937151193,6438.37496874981,31776.5140567391,19402.8019058983,5406.86152080121,8565.32501269062,22017.9186475696
"17",12540.0474358788,143.266555843754,1423.59117947331,7026.86942770801,41437.9193401026,25766.1546111806,7935.75431615638,10927.752388079,29628.458695399
"18",5724.47014347065,820.458984013768,1348.66669078316,10074.7268242797,33916.670707565,18672.0603786696,7937.28947855423,7466.24915844296,32725.6106687924
"19",10400.2197016234,513.825827209843,336.764561690429,8164.79645926547,36338.5667183297,27984.4375143501,6862.9470468165,5928.16645245172,25059.0042942579
"20",13361.497670107,640.933615324429,84.5848047389337,7387.74724317308,36375.5410026651,15956.2669763061,9976.03560696431,4901.16527029013,12443.0099159247
"21",10139.9124027022,1010.48652406044,1766.7368789505,10381.8989157675,28935.299591569,18643.3130495699,9928.37960158892,6282.26325818733,9660.71280919423
"22",10055.4051867622,198.540894328796,1157.63841435789,10289.9698320522,30498.6962718024,17202.2884036237,3886.39916447011,5331.65957694976,10120.210739239
"23",9427.06632690462,8.58890905947441,495.975247372535,12910.5728799563,29215.6310348675,17353.2005620332,4143.70843502957,5974.85053922656,7111.05904790724
