"","work","univ","sch","esc","imain","idisc","jmain","jdisc","atwork"
"24",5375.63651074053,1230.82207235779,2187.61826302372,22995.518729058,39145.6785151909,20397.2585429745,4566.77753950247,6057.32892852906,7525.80438924042
"25",3892.35086017062,608.471492961508,2478.23267398573,26329.7565888256,30330.9763222294,24368.8198707288,7391.91186837276,7711.26905344311,4308.01607137344
"26",10704.7726440221,186.050791298416,2047.04900366906,25196.4996141514,26315.4199522753,29545.7507637222,3757.37033747255,9639.44540164304,2507.40062680734
"27",3360.72716203445,61.7424606573464,3594.70325469616,22425.9119804336,29348.0020322554,41552.9209030536,10026.0390708028,15079.1697720277,5430.16006972867
"28",3404.17225605449,29.6974750695674,1659.90095687833,30716.1263570419,28590.6525865561,38681.5612250862,11829.654784599,15039.9250963374,240.003440436956
"29",2681.20722137088,384.310193927227,3235.69679166637,19569.5631120689,30879.7667234522,55750.0188532343,10923.253115453,20066.937109379,661.823670351592
"30",4115.31231653695,979.363783591205,1147.95913849448,22087.1155016912,33751.5521526284,52242.3626926943,15094.8545600668,31377.1980865884,179.861764930621
"31",2064.94695707114,932.383460626026,1322.639727868,16230.1439072643,22938.2985564346,58243.1149707527,9639.17003989598,28845.5429070048,363.572634038065
"32",1304.27105425477,49.2734963590798,569.500276075285,18910.3892956614,22090.1191709933,47633.0545524348,11620.6494366088,24986.175879218,250.683537480678
"33",654.697909300419,0,879.831602798494,9458.27058471627,17277.9006178829,20003.6740687089,6121.92386501522,14783.7531793591,359.544523722012
"34",100.540984716067,0,71.8931427081915,9310.3029262926,10046.6762898397,14452.0001896062,7886.98023587225,7912.33147941426,0
"35",521.513906667862,243.151746330034,16.2335758871001,7349.04760694363,5503.66873208556,9244.19999838727,3746.31508096742,6597.18863028477,0
"36",2609.47504896786,0,317.911270340643,3338.52952078227,5579.17734314375,10383.50521308,4628.46895899239,1822.39179828652,12.1367687637969
"37",591.549210699028,0,0,7271.38017845597,4122.21882345267,4479.2580467212,409.975067799455,864.247299576673,0
"38",636.16731010811,0,26.7358458838967,1820.08236304877,1749.85005557968,1627.77780449644,995.379763671895,823.545202887786,17.4805427315261
"39",610.446360459953,0,0,2183.87073718089,1491.61902251338,3458.22977087104,0,151.693234554669,0
"40",2290.12428517475,0,0,753.543354688265,528.033593288083,2543.33588717086,0,0,0
"41",764.618333551691,0,0,279.634582167662,776.146710042786,834.974023750532,52.0495472999039,0,0
"42",36.4200494110498,0,0,690.241562467265,63.0057801818175,141.810209689021,0,961.979081949184,0
"43",250.838624040704,0,12.1693365360418,435.530802966691,1288.7310775647,1883.5003961574,0,0,0
"44",364.285268063366,0,0,28.6268935258815,2464.17172554215,2322.14160685954,0,0,0
"45",212.917278600508,0,0,175.464960145427,803.591159689997,1127.68678815493,0,0,0
"46",1057.2627404868,0,0,131.983509448614,237.245718539107,741.279354899807,0,0,0
"47",4623.31496291149,0,0,1474.80444135373,2150.57872294973,979.227089056481,0,0,0
