"","indi","joint"
"1",1056452.75207143,25312.585166641
"2",34483.5895233037,35.1090433464942
"3",295088.930620853,65236.9814689755
"4",465448.640151006,118897.202868983
"5",396047.029069985,152087.714673564
"6",954288.891176102,87037.7986679287
"7",195556.906818932,84304.9324416922
"8",188585.025125461,76371.9861039144
"9",526964.231614022,157881.4607044
