"jointTours","hhsize","freq"
"0","2",75.8228630366086
"1","2",17.8098533798754
"2","2",6.36728358351607
"0","3",66.0948453693829
"1","3",22.7620885904611
"2","3",11.143066040156
"0","4",63.3036782616867
"1","4",21.7291276218461
"2","4",14.9671941164672
"0","5",55.6362544221554
"1","5",21.1734171782372
"2","5",23.1903283996073
"0","Total",69.1652001105455
"1","Total",19.9172807984665
"2","Total",10.917519090988
