"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",259.95663771594,0,0,0,719.008062890629,498.739659121656,0,0,0
"2",300.704405577767,0,0,12.1693365360418,758.685589820312,347.400835730701,0,0,0
"3",1521.64587967163,0,548.344202719408,0,1067.69143527507,463.235629097525,0,0,0
"4",2294.57306597677,0,0,340.787929020858,1330.30488640479,1583.31427151885,0,0,0
"5",4019.10305581207,0,0,813.655169956931,2859.69753629224,133.21149994629,0,0,0
"6",8192.46594360346,8.58890905947441,52.9304505803348,2314.06515349086,6460.20157972679,1628.40125020277,0,0,0
"7",18683.0668213064,8.90193744015492,596.998358737946,1448.345264442,11097.780022882,1936.54680358008,12.4029238656475,0,64.82926394548
"8",24944.0369714247,1899.73868759002,6170.20468677424,6138.40488323409,15803.6289684689,4016.49054826178,0,0,405.851288980804
"9",42351.088145649,128.907960464309,4988.32759523464,6978.55864347996,26482.2734747448,9224.93465183626,13.2803192701602,318.894793305933,864.850309622277
"10",47722.9843653436,1187.91149855105,6201.25672189004,10255.6605042921,38476.0647057193,8238.17219251993,84.6093979683122,0,531.492355755525
"11",39412.5988854919,360.837320631583,4214.48673044335,12528.1258531258,52959.6032329351,11351.5333578596,546.196040613031,484.252448438199,1430.89073717304
"12",30129.9124163905,253.15627576543,2583.81418511227,17593.9670973674,53727.7319302502,17607.4167288575,5252.33517734021,785.08213091273,2591.64786075956
"13",19029.5966156444,541.044507858513,1136.16235449858,10071.7996035772,55317.3189183191,28256.9166994167,7631.57138814288,581.95744660168,1796.14013621638
"14",16558.4030371503,139.097719987381,454.628650347059,15290.8840666813,64134.390595879,27532.4046318519,10102.7324201746,611.132405550533,2509.89980642551
"15",10797.8767970933,287.357422703131,718.301449148027,8569.32762874486,66014.0460781318,28400.0780938569,7432.2406076307,1469.72360528341,2649.83051821074
"16",11324.117569889,997.434248717906,338.24646846996,11218.3885157939,60390.14179295,28960.3928066126,5124.00345873184,1706.29961701874,2700.93484052659
"17",19032.3843253001,2460.43081550777,1000.91588706931,9368.13571510187,70386.2751239206,31400.9549680261,6208.05020329192,2527.9130011519,7023.09382225477
"18",17757.7231173134,2536.02901937733,1462.07264500436,11265.4796180827,85487.6650486461,35552.1346421898,4491.1859717486,2984.12436137004,9077.74075904958
"19",19089.2112345652,3605.10299517348,1578.97946534467,10674.9078877821,101084.814573565,32011.1057398703,7257.28144112445,4266.96615322189,5173.92290168488
"20",25222.7497555049,2215.94506498874,2661.74001559812,15009.9770334701,90279.2101286396,33541.8684950928,6911.40267740208,1573.15038387798,10144.5826625065
"21",15474.175430495,2167.09732621504,955.317102023237,18429.9931705253,87749.5097615838,33201.6457914288,4466.84242257205,1052.96959178278,5894.1664471508
"22",27414.6666500431,3038.97456806203,6029.74673611519,20293.4761665387,81021.6832126223,36856.568446698,8776.95619975436,2065.20307001023,2829.36218709215
"23",32115.8411434817,1170.70026764571,4191.68530282805,16627.2286240263,91447.4277524474,33040.3854123815,9186.11071651829,2602.31561487768,3661.69870501704
"24",33166.0306131899,279.141111217241,2921.34694346669,20658.6964666343,91394.4741110197,35377.8922203853,9500.5748164825,1978.02092683638,1894.96728407676
"25",43556.4234456654,1857.81511480152,14117.8821690216,29344.0672117511,78934.647744988,41616.7517793732,3865.14063662497,1888.61983957764,2246.36785611416
"26",60313.534093949,1145.10399859461,8470.20674724258,22244.558614226,96176.4463175902,49931.5635180142,3356.02105507342,2198.98656772072,1480.34279260545
"27",84534.719958162,908.236610549709,13021.2400517014,26541.7971992932,116441.270707079,38838.8923842454,4033.88390316032,1729.68548047115,777.109750703612
"28",100840.693173519,948.957797533541,12487.9731512566,27707.9580788678,105164.158331385,43860.9322499528,2284.33567327398,2361.12244021088,1069.69811285518
"29",77717.3482108761,1631.75817839411,8557.9739570409,22275.5584300796,90979.6334583558,36805.8442465549,4761.62097842183,2476.37638999396,368.941405207726
"30",82299.8448158106,1414.65540750805,4542.30462462802,26979.6035266276,77675.2403227005,38864.0489604662,3188.66295703062,5069.20646490249,822.416953933484
"31",59955.2643429186,1048.07955491047,6743.11279500365,23710.3002997501,68288.5311455387,39951.2133189543,2584.3003322336,4544.540362517,569.951129274584
"32",34876.703824792,1185.80523627655,3547.17886077822,17566.7147111408,55816.9841424113,44137.2397144187,2022.50653420718,5407.81903700623,105.417695471123
"33",37998.5101707851,595.302356859984,7374.65817880115,14305.788058345,57324.9962351537,32616.863780298,3518.59454738751,3300.89123676796,175.953862303236
"34",21892.2481502813,333.298053141588,3963.25925298361,12054.1217420064,39378.5419113919,29605.2117173721,2233.10890025295,1890.32507028144,75.054036833173
"35",19589.7294671239,594.15738611646,3102.37180713904,11168.2762160203,45613.0452933031,31155.2876860547,2732.37599712757,2716.87643598524,17.1778181189488
"36",11743.3201704232,645.518242542061,1203.03781451363,7669.17942735284,27316.9086341942,21687.1864979174,1198.09520946891,1877.90823312372,0
"37",8854.15139659645,1768.77785371433,1284.05261085572,6693.87810677216,25930.5394654157,19773.6195155174,562.279829923285,350.818683178898,34.7311530649062
