"hh_id","hh_weight"
"18112062",52.3991217760297
"18114244",803.503857482325
"18114304",99.8578948780212
"18114536",406.861450918795
"18114695",51.0655008411185
"18115411",234.177003599992
"18115821",851.996288815404
"18116352",34.3556362378976
"18116453",34.3556362378976
"18116766",287.741615606712
"18117100",48.5470750551876
"18117111",49.5026560875357
"18117117",48.5470750551876
"18117219",656.730404208275
"18118424",34.3556362378976
"18118923",281.424283692195
"18119034",56.5262080234588
"18119342",49.7286783373982
"18119982",149.186026826277
"18120420",48.6773461441671
"18120511",103.961834638183
"18121027",48.5470750551876
"18121364",634.807007605145
"18121526",34.5813863333664
"18121782",159.5925787237
"18122356",42.872697301789
"18123057",944.822731160602
"18123180",34.3556362378976
"18123835",63.1419294740941
"18124224",213.961992489777
"18124825",50.4325239152422
"18124859",970.941501103753
"18125059",49.6116954625898
"18125134",48.5470750551876
"18125984",59.1092510976592
"18126077",51.2942606690605
"18126102",110.540754626106
"18126407",48.5470750551876
"18126714",35.8692932532156
"18126747",52.0495472999039
"18126783",186.889745028997
"18126999",49.6389640203239
"18127419",50.3575220502879
"18127476",150.10727465254
"18127600",264.352116081782
"18127605",412.884657240683
"18127925",49.6116954625898
"18128188",52.4416281945782
"18128990",48.5470750551876
"18129401",253.807486614887
"18129866",48.8677293521652
"18130385",48.5470750551876
"18130457",50.3878534371951
"18130554",50.548387178409
"18131242",48.6773461441671
"18131773",48.8877530368954
"18132032",50.8891835213624
"18133990",52.3991217760297
"18134412",426.510057890792
"18134758",639.622352749532
"18135206",60.5597439413799
"18135569",52.6656149823671
"18135819",878.382365147919
"18136656",268.301343180111
"18137131",575.381663258428
"18137171",49.2214794669773
"18137291",48.5470750551876
"18137515",54.1779997535481
"18137717",50.6368313235684
"18137783",61.6392203036342
"18138144",49.6116954625898
"18138240",304.926529763181
"18138745",78.5785181723067
"18138814",255.738216354608
"18139584",279.834596909611
"18140014",50.5670826378388
"18140091",52.0495472999039
"18140204",48.5470750551876
"18140591",102.123137069049
"18140776",585.546835993505
"18140897",986.206066541613
"18141090",50.2299853528926
"18141130",49.2867811745596
"18141143",50.7309214156415
"18141984",50.8439888460717
"18142767",50.1425175485409
"18143433",59.4936587148182
"18143483",34.5559938490715
"18144100",76.7113486970134
"18144393",168.877959331449
"18144415",970.941501103753
"18144456",79.1615257081375
"18144664",664.118647347879
"18145447",52.3991217760297
"18145690",34.3556362378976
"18146045",50.0549099700307
"18146244",48.5470750551876
"18146338",53.3146945071076
"18146907",49.752034126993
"18147569",72.5014252896538
"18148364",142.859230724972
"18149773",52.3991217760297
"18150245",123.158504049144
"18151138",63.2513459820765
"18151401",48.5470750551876
"18152122",602.706429917492
"18152931",34.3556362378976
"18153545",982.102973402104
"18154286",85.8965650965089
