HH_ID,PER_ID,TOUR_ID,TRIP_ID,LEG_DEST_PLACENO,JTRIP_ID,NUMBER_HH,CHAUFFUER_ID,ORIG_DEP_HR,ORIG_DEP_MIN,DEST_ARR_HR,DEST_ARR_MIN,DEST_PURP,PARTY,ERROR
18120511,2,1,4,5,2,2,2,15,40,15,51,0,2_3,""
18120511,3,1,2,3,2,2,2,15,40,15,51,0,2_3,""
18120511,2,2,1,6,3,2,2,18,13,18,37,1,2_5,""
18120511,5,1,2,3,3,2,2,18,13,18,37,9,2_5,""
18120511,2,2,2,7,4,2,2,20,1,20,21,0,2_5,""
18120511,5,1,3,4,4,2,2,20,1,20,21,0,2_5,""
18121526,2,1,1,2,1,2,1,11,23,11,29,9,1_2,""
18121526,1,1,1,2,1,2,1,11,24,11,32,5,1_2,""
18121526,1,1,2,3,2,2,1,11,40,11,59,8,1_2,""
18121526,2,1,2,3,2,2,1,11,40,12,2,5,1_2,""
18121526,2,1,3,4,3,2,1,12,3,12,8,9,1_2,""
18121526,1,1,3,4,3,2,1,12,5,12,14,5,1_2,""
18121526,2,1,4,5,4,2,1,13,26,13,48,0,1_2,""
18121526,1,1,4,5,4,2,1,13,29,13,45,0,1_2,""
18121526,1,2,1,6,nan,2,1,13,46,14,54,9,1_1_1,"E: Number of joint trips departing at 13:46 differs from at least one of the reported travel group size"
18121526,2,2,1,6,nan,2,nan,14,36,14,54,9,1_1_2,"E: Number of joint trips departing at 14:36 differs from at least one of the reported travel group size"
18121526,1,2,2,7,5,2,1,16,3,16,20,0,1_2,""
18121526,2,2,2,7,5,2,1,16,3,16,20,0,1_2,""
18123057,1,2,1,8,1,2,2,17,5,18,7,8,1_2,""
18123057,2,3,1,9,1,2,2,17,6,18,3,7,1_2,""
18123057,1,2,2,9,2,2,2,18,23,18,29,7,1_2,""
18123057,2,3,2,10,2,2,2,18,23,18,29,7,1_2,""
18123057,1,2,3,10,3,2,2,18,29,18,35,7,1_2,""
18123057,2,3,3,11,3,2,2,18,29,18,38,7,1_2,""
18123057,2,3,4,12,4,2,2,19,46,19,53,4,1_2,""
18123057,1,2,4,11,4,2,2,19,47,19,56,4,1_2,""
18123057,1,2,5,12,5,2,2,20,20,21,2,0,1_2,""
18123057,2,3,5,13,5,2,2,20,23,21,4,0,1_2,""
18124224,3,1,1,2,nan,2,nan,7,0,7,10,3,1_1_3,"E: Number of joint trips departing at 7:0 differs from at least one of the reported travel group size"
18124224,2,1,1,2,1,2,2,7,4,7,11,4,2_4,""
18124224,4,1,1,2,1,2,2,7,4,7,11,3,2_4,""
18124224,2,1,2,3,2,2,2,7,11,7,24,0,2_4,""
18124224,4,1,2,3,2,2,2,7,11,7,24,0,2_4,""
18124224,1,1,1,2,nan,3,nan,7,55,8,8,1,1_1_1_1,"E: Number of joint trips departing at 7:55 differs from at least one of the reported travel group size"
18124224,5,1,1,2,nan,3,nan,7,56,8,8,4,1_1_1_5,"E: Number of joint trips departing at 7:56 differs from at least one of the reported travel group size"
18124224,2,2,1,4,nan,2,2,7,57,8,45,4,1_1_2,"E: Number of joint trips departing at 7:57 differs from at least one of the reported travel group size"
18124224,5,1,2,3,nan,2,nan,8,8,8,30,4,1_1_5,"E: Number of joint trips departing at 8:8 differs from at least one of the reported travel group size"
18124224,3,1,2,3,3,2,nan,14,10,14,20,0,3_4,""
18124224,4,2,1,4,3,2,nan,14,10,14,20,11,3_4,""
18127600,1,1,1,2,1,3,1,7,1,7,7,4,1_3_4,""
18127600,3,1,1,2,1,3,1,7,1,7,7,4,1_3_4,""
18127600,4,1,1,2,1,3,1,7,1,7,7,3,1_3_4,""
18127600,3,1,2,3,nan,3,nan,16,26,16,55,0,1_1_1_3,"E: Number of joint trips departing at 16:26 differs from at least one of the reported travel group size"
18127600,4,1,2,3,nan,3,nan,16,26,16,55,0,1_1_1_4,"E: Number of joint trips departing at 16:26 differs from at least one of the reported travel group size"
18127600,1,1,4,5,nan,3,1,16,40,16,55,0,1_1_1_1,"E: Number of joint trips departing at 16:40 differs from at least one of the reported travel group size"
18127600,1,2,1,6,2,3,1,17,32,18,0,5,1_3_4,""
18127600,3,2,1,4,2,3,1,17,32,18,0,5,1_3_4,""
18127600,4,2,1,4,2,3,1,17,32,18,0,5,1_3_4,""
18127600,1,2,2,7,3,3,1,18,5,18,12,5,1_3_4,""
18127600,3,2,2,5,3,3,1,18,5,18,12,5,1_3_4,""
18127600,4,2,2,5,3,3,1,18,5,18,12,5,1_3_4,""
18127600,1,2,3,8,nan,4,1,18,17,18,32,8,1_1_1_1_1,"E: Number of joint trips departing at 18:17 differs from at least one of the reported travel group size"
18127600,3,2,3,6,nan,4,nan,18,17,18,32,8,1_1_1_1_3,"E: Number of joint trips departing at 18:17 differs from at least one of the reported travel group size"
18127600,4,2,3,6,nan,4,nan,18,17,18,32,8,1_1_1_1_4,"E: Number of joint trips departing at 18:17 differs from at least one of the reported travel group size"
18127600,1,2,4,9,nan,4,1,20,25,21,0,0,1_1_1_1_1,"E: Number of joint trips departing at 20:25 differs from at least one of the reported travel group size"
18127600,3,2,4,7,nan,4,nan,20,25,21,0,0,1_1_1_1_3,"E: Number of joint trips departing at 20:25 differs from at least one of the reported travel group size"
18127600,4,2,4,7,nan,4,nan,20,25,21,0,0,1_1_1_1_4,"E: Number of joint trips departing at 20:25 differs from at least one of the reported travel group size"
18131773,2,1,4,5,1,3,2,17,21,17,31,0,2_3_4,""
18131773,3,1,1,2,1,3,2,17,21,17,31,0,2_3_4,""
18131773,4,1,1,2,1,3,2,17,21,17,31,0,2_3_4,""
18133990,1,1,2,3,1,2,2,14,0,14,20,7,1_2,""
18133990,2,1,5,6,1,2,2,14,0,14,20,7,1_2,""
18133990,1,1,3,4,2,2,2,15,30,15,50,0,1_2,""
18133990,2,1,6,7,2,2,2,15,30,15,50,0,1_2,""
18134412,2,1,1,2,1,2,2,6,53,7,31,1,2_3,""
18134412,3,1,1,2,1,2,2,6,53,7,31,9,2_3,""
18134412,2,2,1,4,2,3,2,16,38,16,57,9,1_2_3,""
18134412,1,2,1,4,2,3,2,16,40,16,59,9,1_2_3,""
18134412,3,1,2,3,2,3,2,16,40,16,59,9,1_2_3,""
18134412,2,2,2,5,nan,3,2,16,58,18,8,0,1_1_1_2,"E: Number of joint trips departing at 16:58 differs from at least one of the reported travel group size"
18134412,1,2,2,5,nan,3,nan,17,50,18,9,0,1_1_1_1,"E: Number of joint trips departing at 17:50 differs from at least one of the reported travel group size"
18134412,3,1,3,4,nan,3,nan,17,50,18,9,0,1_1_1_3,"E: Number of joint trips departing at 17:50 differs from at least one of the reported travel group size"
18135206,1,1,1,2,1,2,1,16,8,16,10,9,1_2,""
18135206,2,1,1,2,1,2,1,16,8,16,10,9,1_2,""
18135206,1,1,2,3,2,2,1,16,28,16,30,0,1_2,""
18135206,2,1,2,3,2,2,1,16,28,16,30,0,1_2,""
18137131,2,1,1,2,1,4,2,7,14,7,32,4,2_3_4_5,""
18137131,3,1,1,2,1,4,2,7,14,7,32,3,2_3_4_5,""
18137131,4,1,1,2,1,4,2,7,14,7,32,3,2_3_4_5,""
18137131,5,1,1,2,1,4,2,7,14,7,32,4,2_3_4_5,""
18137131,2,1,2,3,2,2,2,7,34,7,43,4,2_5,""
18137131,5,1,2,3,2,2,2,7,34,7,43,3,2_5,""
18137131,2,1,5,6,3,3,2,16,53,17,0,4,2_3_4,""
18137131,3,1,2,3,3,3,2,16,53,17,0,4,2_3_4,""
18137131,4,1,2,3,3,3,2,16,53,17,0,4,2_3_4,""
18137131,2,1,6,7,4,4,2,17,7,17,27,0,2_3_4_5,""
18137131,3,1,3,4,4,4,2,17,7,17,27,0,2_3_4_5,""
18137131,4,1,3,4,4,4,2,17,7,17,27,0,2_3_4_5,""
18137131,5,1,3,4,4,4,2,17,7,17,27,0,2_3_4_5,""
18137291,2,1,1,2,nan,2,nan,7,38,7,59,1,1_1_2,"E: Number of joint trips departing at 7:38 differs from at least one of the reported travel group size"
18137515,1,1,1,2,1,2,1,6,55,7,16,4,1_2,""
18137515,2,1,1,2,1,2,1,6,55,7,16,3,1_2,""
18137515,1,1,2,3,2,2,1,7,16,7,58,1,1_2,""
18137515,2,1,2,3,2,2,1,7,16,7,58,6,1_2,""
18138144,2,1,1,2,1,2,2,7,55,8,10,4,2_3,""
18138144,3,1,1,2,1,2,2,7,55,8,10,3,2_3,""
18138144,1,1,3,4,2,2,1,15,45,15,55,0,1_3,""
18138144,3,1,3,4,2,2,1,15,45,15,55,0,1_3,""
18139584,3,1,1,2,nan,2,nan,7,2,7,20,3,1_3,"E: Number of joint trips departing at 7:2 differs from at least one of the reported travel group size"
18139584,2,1,1,2,1,3,nan,14,20,14,23,9,2_6_7,""
18139584,6,1,1,2,1,3,nan,14,20,14,23,9,2_6_7,""
18139584,7,1,1,2,1,3,nan,14,20,14,23,9,2_6_7,""
18139584,2,1,2,3,2,3,nan,14,23,14,42,0,2_6_7,""
18139584,6,1,2,3,2,3,nan,14,23,14,42,0,2_6_7,""
18139584,7,1,2,3,2,3,nan,14,23,14,42,0,2_6_7,""
18139584,1,1,1,2,3,2,1,19,45,20,43,9,1_8,""
18139584,8,1,1,2,3,2,1,19,45,20,43,9,1_8,""
18139584,1,1,2,3,4,2,1,21,7,21,18,0,1_3,""
18139584,3,2,1,4,4,2,1,21,7,21,18,11,1_3,""
18140776,2,1,1,2,1,2,2,9,13,9,45,4,1_2,""
18140776,1,1,1,2,1,2,2,9,23,9,50,5,1_2,""
18140776,1,1,2,3,2,2,2,11,0,11,24,5,1_2,""
18140776,2,1,2,3,2,2,2,11,3,11,23,5,1_2,""
18140776,1,1,3,4,3,2,2,12,34,12,43,7,1_2,""
18140776,2,1,3,4,3,2,2,12,35,12,43,7,1_2,""
18140776,1,1,4,5,4,2,2,13,49,14,4,0,1_2,""
18140776,2,1,4,5,4,2,2,13,51,14,4,0,1_2,""
18144100,1,3,1,6,1,2,1,13,25,13,40,8,1_2,""
18144100,2,1,1,2,1,2,1,13,25,13,40,8,1_2,""
18144100,1,4,1,8,nan,2,1,15,40,15,55,8,1_1_1,"E: Number of joint trips departing at 15:40 differs from at least one of the reported travel group size"
18144100,1,4,2,9,2,2,1,15,55,16,10,0,1_2,""
18144100,2,1,2,3,2,2,1,15,55,16,10,0,1_2,""
18144393,1,2,1,5,1,2,1,20,2,20,12,9,1_2,""
18144393,2,2,1,5,1,2,1,20,7,20,11,9,1_2,""
18144393,2,2,2,6,2,2,1,21,26,21,33,0,1_2,""
18144393,1,2,2,6,2,2,1,21,29,21,35,0,1_2,""
18144664,1,2,1,5,1,3,1,10,52,11,8,6,1_2_3,""
18144664,2,1,1,2,1,3,1,10,52,11,8,4,1_2_3,""
18144664,3,1,1,2,1,3,1,10,52,11,8,4,1_2_3,""
18144664,1,2,2,6,2,3,1,12,20,12,51,7,1_2_3,""
18144664,2,1,2,3,2,3,1,12,20,12,51,7,1_2_3,""
18144664,3,1,2,3,2,3,1,12,20,12,51,7,1_2_3,""
18144664,1,2,3,7,3,3,1,12,51,12,58,5,1_2_3,""
18144664,2,1,3,4,3,3,1,12,51,12,58,5,1_2_3,""
18144664,3,1,3,4,3,3,1,12,51,12,58,5,1_2_3,""
18144664,1,2,4,8,4,3,1,13,58,14,6,0,1_2_3,""
18144664,2,1,4,5,4,3,1,13,58,14,6,0,1_2_3,""
18144664,3,1,4,5,4,3,1,13,58,14,6,0,1_2_3,""
18145447,1,1,1,2,1,2,1,7,30,7,40,4,1_3,""
18145447,3,1,1,2,1,2,1,7,30,7,40,3,1_3,""
18146045,2,1,1,2,1,3,2,16,5,16,18,8,2_3_4,""
18146045,3,1,1,2,1,3,2,16,5,16,18,8,2_3_4,""
18146045,4,1,1,2,1,3,2,16,5,16,18,8,2_3_4,""
18146045,2,1,2,3,2,3,2,18,1,18,14,0,2_3_4,""
18146045,3,1,2,3,2,3,2,18,1,18,14,0,2_3_4,""
18146045,4,1,2,3,2,3,2,18,1,18,14,0,2_3_4,""
18147569,1,2,1,4,nan,2,nan,18,37,19,19,5,1_1_1,"E: Number of joint trips departing at 18:37 differs from at least one of the reported travel group size"
18147569,2,2,1,5,nan,2,nan,19,3,19,14,5,1_1_2,"E: Number of joint trips departing at 19:3 differs from at least one of the reported travel group size"
18147569,2,2,2,6,1,2,2,19,39,20,1,5,1_2,""
18147569,1,2,2,5,1,2,2,19,49,20,1,5,1_2,""
18147569,2,2,3,7,2,2,2,20,45,20,59,0,1_2,""
18147569,1,2,3,6,2,2,2,20,46,20,59,0,1_2,""
18151138,1,2,1,6,1,2,2,12,30,13,4,4,1_2,""
18151138,2,2,1,4,1,2,2,12,30,13,1,4,1_2,""
18151138,1,2,2,7,2,2,2,13,19,13,27,7,1_2,""
18151138,2,2,2,5,2,2,2,13,20,13,27,7,1_2,""
18151138,1,2,3,8,3,2,2,14,2,14,34,0,1_2,""
18151138,2,2,3,6,3,2,2,14,3,14,34,0,1_2,""
18156171,1,1,1,2,1,2,2,6,50,7,11,1,1_2,""
18156171,2,1,1,2,1,2,2,6,51,7,24,1,1_2,""
18158452,2,2,1,3,1,2,2,19,0,19,14,4,2_4,""
18158452,4,2,1,4,1,2,2,19,0,19,14,4,2_4,""
18158452,2,2,3,5,2,2,2,19,53,20,9,0,2_4,""
18158452,4,2,2,5,2,2,2,19,53,20,9,0,2_4,""
18160621,1,1,1,2,1,2,nan,11,32,11,48,9,1_3,""
18160621,3,1,1,2,1,2,nan,11,32,11,48,9,1_3,""
18160621,1,1,2,3,2,2,nan,11,48,12,2,0,1_3,""
18160621,3,1,2,3,2,2,nan,11,48,12,2,0,1_3,""
18160621,1,2,1,4,nan,4,nan,12,53,13,27,9,1_1_1_1_1,"E: Number of joint trips departing at 12:53 differs from at least one of the reported travel group size"
18160621,3,2,1,4,nan,4,nan,12,53,13,27,9,1_1_1_1_3,"E: Number of joint trips departing at 12:53 differs from at least one of the reported travel group size"
18160621,4,1,1,2,nan,4,nan,12,53,13,27,9,1_1_1_1_4,"E: Number of joint trips departing at 12:53 differs from at least one of the reported travel group size"
18160621,1,2,2,5,3,4,2,15,20,15,56,0,1_2_3_4,""
18160621,3,2,2,5,3,4,2,15,20,15,56,0,1_2_3_4,""
18160621,4,1,2,3,3,4,2,15,20,15,56,0,1_2_3_4,""
18160621,2,1,1,2,3,4,2,15,30,16,10,11,1_2_3_4,""
18160621,1,4,1,8,4,2,1,18,34,18,41,6,1_4,""
18160621,4,2,1,4,4,2,1,18,34,18,41,4,1_4,""
18160621,1,4,2,9,5,2,1,20,11,20,22,0,1_4,""
18160621,4,2,2,5,5,2,1,20,11,20,22,0,1_4,""
18162578,2,2,1,4,nan,2,nan,15,22,15,41,9,1_1_2,"E: Number of joint trips departing at 15:22 differs from at least one of the reported travel group size"
18162578,1,2,2,6,nan,2,nan,15,40,15,52,9,1_1_1,"E: Number of joint trips departing at 15:40 differs from at least one of the reported travel group size"
18162578,1,2,3,7,1,2,1,18,48,18,51,7,1_1_1,""
18162578,1,2,4,8,1,2,1,18,51,20,34,0,1_1_1,""
18162578,2,2,2,5,nan,2,nan,20,29,20,45,0,1_1_2,"E: Number of joint trips departing at 20:29 differs from at least one of the reported travel group size"
18163021,1,1,1,2,1,2,1,7,55,8,5,9,1_2,""
18163021,2,1,1,2,1,2,1,7,55,8,5,9,1_2,""
18163021,1,1,2,3,2,2,1,9,35,9,45,0,1_2,""
18163021,2,1,2,3,2,2,1,9,35,9,45,0,1_2,""
18163021,1,6,1,12,3,2,1,17,20,17,35,5,1_2,""
18163021,2,2,1,4,3,2,1,17,20,17,35,5,1_2,""
18163021,1,6,2,13,4,2,1,18,15,18,25,0,1_2,""
18163021,2,2,2,5,4,2,1,18,15,18,25,0,1_2,""
18165934,1,2,1,5,1,2,1,9,6,9,25,4,1_2,""
18165934,2,1,3,4,1,2,1,9,6,9,17,1,1_2,""
18165934,2,1,4,5,2,2,1,15,49,16,5,5,1_2,""
18165934,1,4,2,12,2,2,1,15,50,16,7,4,1_2,""
18169548,1,1,1,2,1,4,1,9,40,9,49,4,1_3_4_5,""
18169548,3,1,1,2,1,4,1,9,40,9,49,6,1_3_4_5,""
18169548,4,1,1,2,1,4,1,9,40,9,49,6,1_3_4_5,""
18169548,5,1,1,2,1,4,1,9,40,9,49,6,1_3_4_5,""
18169548,1,1,2,3,2,3,1,9,49,9,59,0,1_4_5,""
18169548,4,1,2,3,2,3,1,9,49,9,59,0,1_4_5,""
18169548,5,1,2,3,2,3,1,9,49,9,59,0,1_4_5,""
18169548,1,2,1,4,3,3,1,12,5,12,15,4,1_4_5,""
18169548,4,2,1,4,3,3,1,12,5,12,15,4,1_4_5,""
18169548,5,2,1,4,3,3,1,12,5,12,15,4,1_4_5,""
18169548,3,1,2,3,4,4,1,12,14,12,30,0,1_3_4_5,""
18169548,1,2,2,5,4,4,1,12,15,12,30,0,1_3_4_5,""
18169548,4,2,2,5,4,4,1,12,15,12,30,0,1_3_4_5,""
18169548,5,2,2,5,4,4,1,12,15,12,30,0,1_3_4_5,""
18169905,1,1,1,4,1,2,2,4,45,4,50,1,1_2,""
18169905,2,1,1,2,1,2,2,4,45,4,50,4,1_2,""
18169905,4,1,1,2,2,2,4,6,0,6,30,4,4_5,""
18169905,5,1,1,2,2,2,4,6,0,6,30,4,4_5,""
18169905,4,2,4,7,3,2,4,14,0,14,25,0,4_5,""
18169905,5,1,2,3,3,2,4,14,0,14,25,0,4_5,""
18169905,1,1,2,5,4,2,2,16,0,16,25,5,1_2,""
18169905,2,2,2,7,4,2,2,16,0,16,25,5,1_2,""
18169905,1,1,3,6,5,2,2,16,55,17,5,0,1_2,""
18169905,2,2,3,8,5,2,2,16,55,17,5,0,1_2,""
18170513,1,1,1,2,1,2,1,6,40,6,55,4,1_3,""
18170513,3,1,1,2,1,2,1,6,40,6,55,3,1_3,""
18170513,2,2,4,6,2,2,2,14,45,15,0,6,2_3,""
18170513,3,1,2,3,2,2,2,14,45,15,0,6,2_3,""
18170513,2,2,5,7,3,2,2,16,0,16,5,7,2_3,""
18170513,3,1,3,4,3,2,2,16,0,16,5,7,2_3,""
18170513,2,2,6,8,4,2,2,16,50,17,0,4,2_3,""
18170513,3,1,4,5,4,2,2,16,50,17,0,8,2_3,""
18170513,1,1,5,6,5,2,1,19,20,19,25,0,1_3,""
18170513,3,1,5,6,5,2,1,19,20,19,25,0,1_3,""
18173226,1,3,1,9,1,3,nan,17,42,17,51,9,1_2_3,""
18173226,2,2,1,4,1,3,nan,17,42,17,51,9,1_2_3,""
18173226,3,2,1,4,1,3,nan,17,42,17,51,9,1_2_3,""
18173226,1,3,2,10,2,3,nan,18,6,18,12,0,1_2_3,""
18173226,2,2,2,5,2,3,nan,18,6,18,12,0,1_2_3,""
18173226,3,2,2,5,2,3,nan,18,6,18,12,0,1_2_3,""
18173226,1,4,1,11,3,3,nan,20,0,20,5,9,1_2_3,""
18173226,2,3,1,6,3,3,nan,20,0,20,5,9,1_2_3,""
18173226,3,3,1,6,3,3,nan,20,0,20,5,9,1_2_3,""
18173226,1,4,2,12,4,3,nan,21,15,21,20,0,1_2_3,""
18173226,2,3,2,7,4,3,nan,21,15,21,20,0,1_2_3,""
18173226,3,3,2,7,4,3,nan,21,15,21,20,0,1_2_3,""
18174534,2,1,1,2,nan,2,nan,5,16,6,21,5,1_1_2,"E: Number of joint trips departing at 5:16 differs from at least one of the reported travel group size"
18174534,1,1,1,2,nan,2,1,5,47,6,21,5,1_1_1,"E: Number of joint trips departing at 5:47 differs from at least one of the reported travel group size"
18174534,2,1,2,3,1,2,1,6,21,7,57,7,1_2,""
18174534,1,1,2,3,1,2,1,6,24,7,54,7,1_2,""
18174534,1,1,3,4,2,2,1,8,12,9,51,9,1_2,""
18174534,2,1,3,4,2,2,1,8,12,9,51,5,1_2,""
18174534,2,1,4,5,3,2,1,9,51,11,42,7,1_2,""
18174534,1,1,4,5,3,2,1,9,52,11,42,5,1_2,""
18174534,1,1,5,6,4,2,1,11,46,12,35,7,1_2,""
18174534,2,1,5,6,4,2,1,11,46,12,35,9,1_2,""
18174534,1,1,6,7,5,2,1,12,45,15,16,9,1_2,""
18174534,2,1,6,7,5,2,1,12,45,15,14,9,1_2,""
18174534,1,1,7,8,6,2,1,15,20,16,10,5,1_2,""
18174534,2,1,7,8,6,2,1,15,21,16,10,7,1_2,""
18174534,2,1,8,9,7,2,1,16,19,16,31,7,1_2,""
18174534,1,1,8,9,7,2,1,16,25,16,29,5,1_2,""
18174534,1,1,9,10,8,2,1,16,31,16,40,5,1_2,""
18174534,2,1,9,10,8,2,1,16,31,16,40,7,1_2,""
18175881,1,2,1,7,1,2,2,16,59,17,23,7,1_2,""
18175881,2,2,1,6,1,2,2,17,0,17,20,7,1_2,""
18175881,1,2,2,8,2,2,2,18,51,19,8,0,1_2,""
18175881,2,2,2,7,2,2,2,18,51,19,9,0,1_2,""
18177229,2,2,2,6,1,2,2,15,42,16,12,9,2_4,""
18177229,4,1,1,2,1,2,2,15,42,16,12,7,2_4,""
18177229,2,2,3,7,2,2,2,17,20,17,39,0,2_4,""
18177229,4,1,2,3,2,2,2,17,20,17,39,0,2_4,""
18178001,1,1,1,2,1,2,4,10,47,11,50,7,1_4,""
18178001,4,1,1,2,1,2,4,10,47,11,51,7,1_4,""
18178001,1,1,2,3,2,2,4,12,44,14,49,5,1_4,""
18178001,4,1,2,3,2,2,4,12,44,14,49,5,1_4,""
18178001,1,1,3,4,3,2,1,15,0,15,15,0,1_4,""
18178001,4,1,3,4,3,2,1,15,0,15,15,0,1_4,""
18178955,1,1,1,2,1,2,nan,9,5,9,30,6,1_3,""
18178955,3,1,1,2,1,2,nan,9,5,9,30,3,1_3,""
18178955,1,1,6,7,2,2,1,17,27,17,39,0,1_3,""
18178955,3,1,2,3,2,2,1,17,27,17,39,0,1_3,""
18178955,1,2,1,8,3,3,2,18,6,18,14,6,1_2_3,""
18178955,2,2,1,4,3,3,2,18,6,18,14,4,1_2_3,""
18178955,3,2,1,4,3,3,2,18,6,18,14,4,1_2_3,""
18178955,1,2,2,9,4,3,2,19,20,19,29,0,1_2_3,""
18178955,2,2,2,5,4,3,2,19,20,19,27,0,1_2_3,""
18178955,3,2,2,5,4,3,2,19,20,19,29,0,1_2_3,""
18180901,1,1,3,4,1,3,1,18,56,19,39,8,1_3_4,""
18180901,3,1,1,2,1,3,1,18,56,19,39,8,1_3_4,""
18180901,4,1,1,2,1,3,1,18,56,19,39,8,1_3_4,""
18181611,2,1,2,7,nan,2,2,16,38,16,55,0,1_1_2,"E: Number of joint trips departing at 16:38 differs from at least one of the reported travel group size"
18181611,2,2,1,8,1,2,1,17,14,17,23,5,1_2,""
18181611,1,2,1,4,1,2,1,17,15,17,21,8,1_2,""
18181611,1,2,2,5,2,2,1,17,27,17,45,8,1_2,""
18181611,2,2,2,9,2,2,1,17,27,17,43,7,1_2,""
18181611,1,2,3,6,nan,2,1,19,10,19,41,7,1_1_1,"E: Number of joint trips departing at 19:10 differs from at least one of the reported travel group size"
18181611,2,2,3,10,nan,2,nan,19,23,19,38,7,1_1_2,"E: Number of joint trips departing at 19:23 differs from at least one of the reported travel group size"
18181611,1,2,4,7,3,2,1,19,53,20,0,0,1_2,""
18181611,2,2,4,11,3,2,1,19,54,20,0,0,1_2,""
18185311,1,1,1,2,1,2,1,9,36,9,41,6,1_5,""
18185311,5,1,1,2,1,2,1,9,36,9,41,6,1_5,""
18185311,1,1,2,3,2,2,1,11,35,11,42,4,1_5,""
18185311,5,1,2,3,2,2,1,11,35,11,42,4,1_5,""
18185311,1,1,3,4,3,2,1,11,49,11,58,9,1_5,""
18185311,5,1,3,4,3,2,1,11,49,11,58,9,1_5,""
